"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"30-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4879.00","    4890.00","    4879.00","    4880.00","    4874.00","               47","              14","             0.07"
"27-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4856.00","    4862.00","    4842.00","    4842.00","    4856.00","               53","              22","             0.11"
"26-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4801.00","    4802.00","    4801.00","    4801.00","    4719.00","               50","               7","             0.03"
"24-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4732.00","    4750.00","    4732.00","    4750.00","    4721.00","               49","               9","             0.04"
"23-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4687.00","    4700.00","    4686.00","    4700.00","    4718.00","               52","              11","             0.05"
"18-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4672.00","    4690.00","    4659.00","    4665.00","    4694.00","               53","             217","             1.01"
"17-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4632.00","    4702.00","    4625.00","    4684.00","    4668.00","               35","             553","             2.57"
"16-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4597.00","    4665.00","    4596.00","    4665.00","    4665.00","               41","             398","             1.84"
"13-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4567.00","    4616.00","    4558.00","    4605.00","    4618.00","               38","             363","             1.67"
"12-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4527.00","    4580.00","    4515.00","    4548.00","    4566.00","               33","             340","             1.54"
"11-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4530.00","    4550.00","    4521.00","    4533.00","    4554.00","               27","             251","             1.14"
"10-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4549.00","    4566.00","    4530.00","    4566.00","    4564.00","               24","             250","             1.14"
"09-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4563.00","    4582.00","    4520.00","    4567.00","    4559.00","               19","             341","             1.55"
"06-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4500.00","    4604.00","    4486.00","    4565.00","    4541.00","               20","             355","             1.61"
"05-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4503.00","    4545.00","    4492.00","    4538.00","    4561.00","                5","             272","             1.23"
"04-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4398.00","    4522.00","    4395.00","    4518.00","    4474.00","                7","             272","             1.21"
"03-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4375.00","    4394.00","    4331.00","    4360.00","    4382.00","                9","             286","             1.25"
"02-Dec-2019","FUTENR","BRCRUDEM","30-12-2019","    4399.00","    4452.00","    4367.00","    4392.00","    4469.00","                5","             252","             1.12"
"29-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4485.00","    4526.00","    4485.00","    4526.00","    4475.00","               97","               9","             0.04"
"29-Nov-2019","FUTENR","BRCRUDEM","30-12-2019","    4529.00","    4537.00","    4383.00","    4383.00","    4571.00","               14","             168","             0.76"
"28-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4564.00","    4580.00","    4532.00","    4536.00","    4557.00","              100","             376","             1.71"
"27-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4583.00","    4610.00","    4538.00","    4538.00","    4602.00","              114","             352","             1.62"
"26-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4566.00","    4590.00","    4543.00","    4543.00","    4574.00","              114","             397","             1.81"
"25-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4562.00","    4580.00","    4524.00","    4538.00","    4548.00","              106","             422","             1.92"
"22-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4569.00","    4611.00","    4528.00","    4528.00","    4606.00","               98","             420","             1.93"
"21-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4477.00","    4566.00","    4457.00","    4564.00","    4485.00","              101","             518","             2.33"
"20-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4378.00","    4490.00","    4341.00","    4486.00","    4390.00","              109","             548","             2.41"
"19-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4475.00","    4499.00","    4380.00","    4380.00","    4380.00","              111","             575","             2.56"
"18-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4530.00","    4550.00","    4468.00","    4468.00","    4548.00","              112","             487","             2.20"
"15-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4492.00","    4540.00","    4430.00","    4540.00","    4459.00","              138","             322","             1.44"
"14-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4516.00","    4542.00","    4489.00","    4489.00","    4558.00","              137","             442","             2.00"
"13-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4436.00","    4516.00","    4420.00","    4514.00","    4403.00","              119","             575","             2.56"
"12-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4482.00","    4505.00","    4471.00","    4483.00","    4487.00","               38","              34","             0.15"
"11-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4434.00","    4482.00","    4405.00","    4458.00","    4434.00","               48","             564","             2.50"
"08-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4431.00","    4442.00","    4348.00","    4400.00","    4392.00","               41","             642","             2.82"
"07-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4384.00","    4455.00","    4380.00","    4443.00","    4457.00","               39","             546","             2.42"
"06-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4425.00","    4460.00","    4418.00","    4418.00","    4466.00","               27","             465","             2.06"
"05-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4401.00","    4464.00","    4385.00","    4458.00","    4462.00","               58","             509","             2.25"
"04-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4339.00","    4438.00","    4333.00","    4435.00","    4440.00","               27","             549","             2.41"
"01-Nov-2019","FUTENR","BRCRUDEM","29-11-2019","    4239.00","    4294.00","    4142.00","    4275.00","    4272.00","               12","             344","             1.46"
"31-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4300.00","    4318.00","    4248.00","    4283.00","    4261.00","               54","              65","             0.28"
"31-Oct-2019","FUTENR","BRCRUDEM","29-11-2019","    4284.00","    4306.00","    4222.00","    4226.00","    4305.00","               13","             547","             2.33"
"30-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4349.00","    4390.00","    4298.00","    4298.00","    4378.00","               80","             689","             3.01"
"29-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4332.00","    4380.00","    4298.00","    4380.00","    4315.00","               87","             382","             1.65"
"28-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4352.00","    4352.00","    4352.00","    4352.00","    4394.00","               88","               4","             0.02"
"25-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4351.00","    4374.00","    4338.00","    4374.00","    4379.00","               88","             286","             1.25"
"24-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4297.00","    4367.00","    4297.00","    4348.00","    4339.00","               93","             441","             1.91"
"23-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4213.00","    4292.00","    4170.00","    4292.00","    4209.00","               53","             564","             2.37"
"22-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4176.00","    4264.00","    4161.00","    4208.00","    4208.00","               48","             583","             2.45"
"21-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4153.00","    4154.00","    4153.00","    4154.00","    4197.00","               58","              10","             0.04"
"18-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4240.00","    4284.00","    4202.00","    4204.00","    4287.00","               58","             473","             2.02"
"17-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4215.00","    4231.00","    4185.00","    4221.00","    4231.00","               57","             577","             2.43"
"16-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4222.00","    4263.00","    4179.00","    4248.00","    4204.00","               47","             587","             2.47"
"15-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4196.00","    4255.00","    4158.00","    4246.00","    4190.00","               47","             643","             2.71"
"14-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4270.00","    4270.00","    4179.00","    4202.00","    4233.00","               19","             605","             2.55"
"11-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4220.00","    4310.00","    4220.00","    4275.00","    4273.00","               17","             502","             2.14"
"10-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4145.00","    4204.00","    4120.00","    4175.00","    4152.00","               28","             491","             2.04"
"09-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4141.00","    4222.00","    4135.00","    4216.00","    4196.00","               24","             263","             1.10"
"08-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4117.00","    4152.00","    4105.00","    4150.00","    4136.00","               24","              44","             0.18"
"07-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4146.00","    4227.00","    4146.00","    4189.00","    4192.00","               24","             262","             1.10"
"04-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4118.00","    4188.00","    4110.00","    4145.00","    4148.00","               33","             337","             1.40"
"03-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4131.00","    4133.00","    4022.00","    4095.00","    4113.00","               34","             441","             1.81"
"01-Oct-2019","FUTENR","BRCRUDEM","31-10-2019","    4240.00","    4298.00","    4186.00","    4186.00","    4277.00","               30","             359","             1.53"
"30-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4314.00","    4328.00","    4290.00","    4290.00","    4293.00","              110","              63","             0.27"
"30-Sep-2019","FUTENR","BRCRUDEM","31-10-2019","    4318.00","    4330.00","    4275.00","    4286.00","    4337.00","               14","             103","             0.44"
"27-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4408.00","    4430.00","    4277.00","    4385.00","    4416.00","              113","             676","             2.95"
"26-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4423.00","    4448.00","    4370.00","    4385.00","    4439.00","               95","             465","             2.05"
"25-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4451.00","    4451.00","    4360.00","    4382.00","    4419.00","               95","             583","             2.57"
"24-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4561.00","    4562.00","    4500.00","    4517.00","    4548.00","               94","             544","             2.47"
"23-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4612.00","    4619.00","    4508.00","    4561.00","    4603.00","               95","             139","             0.64"
"20-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4604.00","    4638.00","    4586.00","    4612.00","    4617.00","               96","             408","             1.88"
"19-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4540.00","    4670.00","    4527.00","    4602.00","    4602.00","               96","             402","             1.85"
"18-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4631.00","    4633.00","    4520.00","    4520.00","    4896.00","               93","             285","             1.30"
"17-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4905.00","    4952.00","    4613.00","    4677.00","    4926.00","              107","             425","             2.06"
"16-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4736.00","    4880.00","    4634.00","    4875.00","    4757.00","               55","             517","             2.47"
"13-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4277.00","    4323.00","    4255.00","    4280.00","    4293.00","              180","             385","             1.65"
"12-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4373.00","    4384.00","    4208.00","    4267.00","    4337.00","              180","             517","             2.22"
"11-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4516.00","    4530.00","    4360.00","    4361.00","    4361.00","              203","             322","             1.45"
"10-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4550.00","    4553.00","    4525.00","    4525.00","    4529.00","              208","               3","             0.01"
"09-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4464.00","    4506.00","    4422.00","    4500.00","    4458.00","              208","             434","             1.93"
"06-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4383.00","    4384.00","    4272.00","    4380.00","    4355.00","              207","             710","             3.08"
"05-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4369.00","    4472.00","    4346.00","    4472.00","    4411.00","              244","             429","             1.88"
"04-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4240.00","    4379.00","    4213.00","    4379.00","    4254.00","              240","             707","             3.02"
"03-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4264.00","    4268.00","    4164.00","    4200.00","    4210.00","              231","             203","             0.85"
"02-Sep-2019","FUTENR","BRCRUDEM","30-09-2019","    4283.00","    4284.00","    4253.00","    4253.00","    4256.00","              231","              32","             0.14"
"30-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4336.00","    4350.00","    4226.00","    4268.00","    4333.00","              119","             399","             1.72"
"30-Aug-2019","FUTENR","BRCRUDEM","30-09-2019","    4347.00","    4353.00","    4267.00","    4267.00","    4393.00","              201","              30","             0.13"
"29-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4321.00","    4339.00","    4303.00","    4337.00","    4355.00","              164","             474","             2.05"
"29-Aug-2019","FUTENR","BRCRUDEM","30-09-2019","    4334.00","    4352.00","    4328.00","    4352.00","    4377.00","              205","              64","             0.28"
"28-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4280.00","    4366.00","    4276.00","    4321.00","    4319.00","              171","             454","             1.96"
"28-Aug-2019","FUTENR","BRCRUDEM","30-09-2019","    4302.00","    4337.00","    4302.00","    4337.00","    4340.00","              154","               4","             0.02"
"27-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4235.00","    4248.00","    4198.00","    4248.00","    4248.00","              171","             384","             1.62"
"26-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4230.00","    4324.00","    4220.00","    4220.00","    4220.00","              179","             491","             2.10"
"26-Aug-2019","FUTENR","BRCRUDEM","30-09-2019","    4258.00","    4268.00","    4258.00","    4267.00","    4287.00","              150","               4","             0.02"
"23-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4317.00","    4320.00","    4191.00","    4220.00","    4297.00","              177","             380","             1.62"
"23-Aug-2019","FUTENR","BRCRUDEM","30-09-2019","    4317.00","    4318.00","    4317.00","    4318.00","    4319.00","              150","               3","             0.01"
"22-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4314.00","    4369.00","    4300.00","    4305.00","    4358.00","              147","             385","             1.67"
"21-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4321.00","    4380.00","    4305.00","    4312.00","    4368.00","              151","             559","             2.43"
"21-Aug-2019","FUTENR","BRCRUDEM","30-09-2019","    4324.00","    4324.00","    4324.00","    4324.00","    4389.00","              151","               1","             0.00"
"20-Aug-2019","FUTENR","BRCRUDEM","30-08-2019","    4285.00","    4320.00","    4230.00","    4280.00","    4289.00","              167","             794","             3.39"
"20-Aug-2019","FUTENR","BRCRUDEM","30-09-2019","    4291.00","    4296.00","    4245.00","    4282.00","    4311.00","              150","             182","             0.78"
