"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","03-Jan-2011","27-Jan-2011","792.75","804.6","790","792.1","790.15","792.1","2200","8767.6","3942000","-500","-"
"M&amp;M","03-Jan-2011","24-Feb-2011","807","807.25","793.9","793.9","793.9","797.7","25","100.3","36500","10500","-"
"M&amp;M","03-Jan-2011","31-Mar-2011","806.95","806.95","806.95","806.95","806.95","804.55","1","4.03","500","500","-"
"M&amp;M","04-Jan-2011","27-Jan-2011","793.4","796.25","781.2","783.4","781.5","783.4","2307","9079.99","3906500","-35500","        781.25"
"M&amp;M","04-Jan-2011","24-Feb-2011","789","796.05","785","786.05","785","786.05","33","130.39","38500","2000","        781.25"
"M&amp;M","04-Jan-2011","31-Mar-2011","0","0","0","806.95","806.95","798.05","0","0","500","0","        781.25"
"M&amp;M","05-Jan-2011","27-Jan-2011","781.95","791.65","769.15","774.3","773.2","774.3","2612","10201.24","3923500","17000","        771.05"
"M&amp;M","05-Jan-2011","24-Feb-2011","783","792.3","773.5","778.15","778.15","778.15","36","141.02","46500","8000","        771.05"
"M&amp;M","05-Jan-2011","31-Mar-2011","0","0","0","806.95","806.95","787.5","0","0","500","0","        771.05"
"M&amp;M","06-Jan-2011","27-Jan-2011","778","778.6","761.95","773.8","773.1","773.8","2719","10455.39","3890000","-33500","        771.25"
"M&amp;M","06-Jan-2011","24-Feb-2011","777.95","778.9","764","776.85","778.9","776.85","56","216.12","61000","14500","        771.25"
"M&amp;M","06-Jan-2011","31-Mar-2011","0","0","0","806.95","806.95","787.45","0","0","500","0","        771.25"
"M&amp;M","07-Jan-2011","27-Jan-2011","769.5","769.55","736","742.4","740","742.4","4151","15567.09","3867500","-22500","        740.30"
"M&amp;M","07-Jan-2011","24-Feb-2011","768.4","768.4","740.1","745.35","742.7","745.35","113","424.17","66000","5000","        740.30"
"M&amp;M","07-Jan-2011","31-Mar-2011","0","0","0","806.95","806.95","755.4","0","0","500","0","        740.30"
"M&amp;M","10-Jan-2011","27-Jan-2011","742","753.55","725","729.05","729.8","729.05","2944","10812.14","3755500","-112000","        728.55"
"M&amp;M","10-Jan-2011","24-Feb-2011","735.5","747","727.85","731","731","731","57","209.54","72500","6500","        728.55"
"M&amp;M","10-Jan-2011","31-Mar-2011","0","0","0","806.95","806.95","743.1","0","0","500","0","        728.55"
