"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","02-May-2003","29-May-2003","111.65","116.3","111.65","115.5","115.15","115.5","1269","3631.85","2272500","297500","        115.20"
"M&amp;M","02-May-2003","26-Jun-2003","110.2","113.5","110.2","113.5","113.5","116.65","4","11.21","35000","0","        115.20"
"M&amp;M","02-May-2003","31-Jul-2003","0","0","0","108.9","108.9","117.55","0","0","2500","0","        115.20"
"M&amp;M","05-May-2003","29-May-2003","116.5","117.8","116","116.85","116.8","116.85","669","1955.74","2200000","-72500","        116.65"
"M&amp;M","05-May-2003","26-Jun-2003","114.6","115.5","113.85","114.8","114.8","114.8","7","20.06","47500","12500","        116.65"
"M&amp;M","05-May-2003","31-Jul-2003","0","0","0","108.9","108.9","118.9","0","0","2500","0","        116.65"
"M&amp;M","06-May-2003","29-May-2003","116.9","119","116.9","118.85","118.9","118.85","652","1928.29","2292500","92500","        118.75"
"M&amp;M","06-May-2003","26-Jun-2003","115.35","116.85","115.35","116.75","116.85","116.75","13","37.77","50000","2500","        118.75"
"M&amp;M","06-May-2003","31-Jul-2003","0","0","0","108.9","108.9","121.05","0","0","2500","0","        118.75"
"M&amp;M","07-May-2003","29-May-2003","118.75","119","116.75","118.55","118.8","118.55","633","1867.79","2355000","62500","        118.45"
"M&amp;M","07-May-2003","26-Jun-2003","114.35","116.2","114.35","116.2","116.2","119.8","2","5.76","52500","2500","        118.45"
"M&amp;M","07-May-2003","31-Jul-2003","0","0","0","108.9","108.9","120.7","0","0","2500","0","        118.45"
"M&amp;M","08-May-2003","29-May-2003","118.55","118.9","116.35","117.95","117.7","117.95","630","1849.99","2077500","-277500","        118.10"
"M&amp;M","08-May-2003","26-Jun-2003","114.55","115.4","114.4","115.25","115.4","115.25","6","17.24","62500","10000","        118.10"
"M&amp;M","08-May-2003","31-Jul-2003","114","114.25","114","114.25","114.25","114.25","2","5.71","5000","2500","        118.10"
"M&amp;M","09-May-2003","29-May-2003","117.5","117.75","116.7","117.55","117.75","117.55","245","718.58","2102500","25000","        117.70"
"M&amp;M","09-May-2003","26-Jun-2003","114.6","114.75","113.85","114.3","114.3","119","10","28.59","77500","15000","        117.70"
"M&amp;M","09-May-2003","31-Jul-2003","0","0","0","114.25","114.25","119.95","0","0","5000","0","        117.70"
"M&amp;M","12-May-2003","29-May-2003","117.3","119.45","117.3","118.4","118.3","118.4","402","1191.55","2150000","47500","        118.40"
"M&amp;M","12-May-2003","26-Jun-2003","114","114.9","113.25","114.45","114.6","114.45","48","137.17","160000","82500","        118.40"
"M&amp;M","12-May-2003","31-Jul-2003","114.45","114.5","114.45","114.5","114.5","120.55","2","5.72","10000","5000","        118.40"
"M&amp;M","13-May-2003","29-May-2003","118.55","119.25","118.05","118.8","118.6","118.8","320","950.35","2180000","30000","        118.55"
"M&amp;M","13-May-2003","26-Jun-2003","114.9","115","114","114.75","114.6","114.75","19","54.45","187500","27500","        118.55"
"M&amp;M","13-May-2003","31-Jul-2003","115","115","115","115","115","120.65","1","2.88","10000","0","        118.55"
"M&amp;M","14-May-2003","29-May-2003","118.8","119.15","117.1","117.45","117.45","117.45","335","988.17","2175000","-5000","        116.95"
"M&amp;M","14-May-2003","26-Jun-2003","115.35","115.35","113.05","113.4","113.6","113.4","33","94.11","250000","62500","        116.95"
"M&amp;M","14-May-2003","31-Jul-2003","0","0","0","115","115","119.05","0","0","10000","0","        116.95"
"M&amp;M","15-May-2003","29-May-2003","117","118.7","117","118.45","118.65","118.45","295","871.21","2102500","-72500","        118.05"
"M&amp;M","15-May-2003","26-Jun-2003","113.8","114.35","113.5","114.15","114.25","114.15","56","159.67","360000","110000","        118.05"
"M&amp;M","15-May-2003","31-Jul-2003","114.9","114.9","114.9","114.9","114.9","120.1","1","2.87","10000","0","        118.05"
