"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Sep-2015","24-Sep-2015","1206.85","1225","1172","1179.35","1174.2","1179.35","7692","23098.83","4606250","-165250","       1177.20"
"M&amp;M","01-Sep-2015","29-Oct-2015","1214.05","1230.45","1179.9","1186.05","1182.1","1186.05","156","468.11","69750","17750","       1177.20"
"M&amp;M","01-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1199","0","0","0","0","       1177.20"
"M&amp;M","02-Sep-2015","24-Sep-2015","1186.55","1190","1130.8","1140.25","1147.95","1140.25","8222","23766.22","4813250","207000","       1134.55"
"M&amp;M","02-Sep-2015","29-Oct-2015","1187.1","1192","1140","1147.95","1145","1147.95","135","392.68","77000","7250","       1134.55"
"M&amp;M","02-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1155.35","0","0","0","0","       1134.55"
"M&amp;M","03-Sep-2015","24-Sep-2015","1142.5","1163.8","1049","1146.15","1147.4","1146.15","5361","15361.28","4861750","48500","       1140.65"
"M&amp;M","03-Sep-2015","29-Oct-2015","1139.5","1168.5","1134.75","1153.95","1158.8","1153.95","93","267.46","78000","1000","       1140.65"
"M&amp;M","03-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1161.2","0","0","0","0","       1140.65"
"M&amp;M","04-Sep-2015","24-Sep-2015","1147.5","1153.2","1103.35","1111.65","1110","1111.65","5227","14635.08","4949000","87250","       1110.60"
"M&amp;M","04-Sep-2015","29-Oct-2015","1126.4","1145","1109.55","1117.5","1109.55","1117.5","228","643.84","97000","19000","       1110.60"
"M&amp;M","04-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1130.3","0","0","0","0","       1110.60"
"M&amp;M","07-Sep-2015","24-Sep-2015","1117.35","1126.1","1094.8","1113.5","1115.05","1113.5","3768","10491.31","5039500","90500","       1110.90"
"M&amp;M","07-Sep-2015","29-Oct-2015","1120.95","1132","1108.5","1120.4","1119.35","1120.4","85","238.2","96250","-750","       1110.90"
"M&amp;M","07-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1129.85","0","0","0","0","       1110.90"
"M&amp;M","08-Sep-2015","24-Sep-2015","1117.15","1165.6","1105.55","1151.9","1157.5","1151.9","6311","17930.47","5047000","7500","       1145.90"
"M&amp;M","08-Sep-2015","29-Oct-2015","1120.45","1170","1120.45","1157.7","1160.9","1157.7","150","429.14","87750","-8500","       1145.90"
"M&amp;M","08-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1165.25","0","0","0","0","       1145.90"
"M&amp;M","09-Sep-2015","24-Sep-2015","1163.5","1187.25","1154.15","1172.5","1174.1","1172.5","5235","15353.08","4874000","-173000","       1170.60"
"M&amp;M","09-Sep-2015","29-Oct-2015","1174.45","1192.4","1164","1179.4","1178.5","1179.4","89","262.8","81750","-6000","       1170.60"
"M&amp;M","09-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1190.2","0","0","0","0","       1170.60"
"M&amp;M","10-Sep-2015","24-Sep-2015","1153.7","1187","1150.8","1174.35","1184.9","1174.35","4936","14331.44","4959000","85000","       1170.10"
"M&amp;M","10-Sep-2015","29-Oct-2015","1166","1191.95","1159.5","1182.7","1191","1182.7","89","260.31","80000","-1750","       1170.10"
"M&amp;M","10-Sep-2015","26-Nov-2015","0","0","0","1254.4","0","1189.4","0","0","0","0","       1170.10"
"M&amp;M","11-Sep-2015","24-Sep-2015","1185","1199","1162.15","1166.15","1162.7","1166.15","4126","12114.36","5052750","93750","       1166.50"
"M&amp;M","11-Sep-2015","29-Oct-2015","1186.75","1204.4","1170.1","1173.95","1171.75","1173.95","102","301.85","86250","6250","       1166.50"
