"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Mar-2004","25-Mar-2004","469","477.45","467","476.55","475","476.55","2309","27268.37","2755000","62500","        474.50"
"M&amp;M","01-Mar-2004","29-Apr-2004","474.55","481","471.95","475.25","475.25","478.4","18","214.21","5000","0","        474.50"
"M&amp;M","01-Mar-2004","27-May-2004","0","0","0","453","0","480.2","0","0","0","0","        474.50"
"M&amp;M","03-Mar-2004","25-Mar-2004","477","494","474.5","490.6","490","490.6","5141","62658.98","3032500","277500","        488.70"
"M&amp;M","03-Mar-2004","29-Apr-2004","487","495.35","487","493.4","492.8","493.4","6","73.87","12500","7500","        488.70"
"M&amp;M","03-Mar-2004","27-May-2004","0","0","0","453","0","494.45","0","0","0","0","        488.70"
"M&amp;M","04-Mar-2004","25-Mar-2004","490","498.7","480.1","486.5","488.3","486.5","4812","59026.08","2750000","-282500","        486.95"
"M&amp;M","04-Mar-2004","29-Apr-2004","498.05","498.05","486","490","490","490.75","10","123.11","12500","0","        486.95"
"M&amp;M","04-Mar-2004","27-May-2004","0","0","0","453","0","492.65","0","0","0","0","        486.95"
"M&amp;M","05-Mar-2004","25-Mar-2004","490","498","487.95","495.6","495","495.6","3186","39329.94","2722500","-27500","        493.65"
"M&amp;M","05-Mar-2004","29-Apr-2004","500","500","500","500","500","497.45","1","12.5","15000","2500","        493.65"
"M&amp;M","05-Mar-2004","27-May-2004","525","525","525","525","525","499.35","1","13.13","0","0","        493.65"
"M&amp;M","08-Mar-2004","25-Mar-2004","497.35","504.15","493","495.5","495.15","495.5","2768","34549.16","2702500","-20000","        494.65"
"M&amp;M","08-Mar-2004","29-Apr-2004","500","505","499.05","499.05","499.05","499.05","5","62.59","15000","0","        494.65"
"M&amp;M","08-Mar-2004","27-May-2004","485","485","485","485","485","500.1","1","12.13","0","0","        494.65"
"M&amp;M","09-Mar-2004","25-Mar-2004","494","498","476.35","493.35","492.25","493.35","3893","47331.34","2775000","72500","        490.85"
"M&amp;M","09-Mar-2004","29-Apr-2004","485.7","500","485.7","496.65","496.05","496.65","6","74.22","10000","-5000","        490.85"
