"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Jul-2016","28-Jul-2016","1429.95","1471.8","1429.95","1460.2","1458.8","1460.2","7751","56161.36","4502000","135000","       1463.10"
"M&amp;M","01-Jul-2016","25-Aug-2016","1437.45","1470.3","1437.45","1467","1466.4","1467","26","188.66","11000","2500","       1463.10"
"M&amp;M","01-Jul-2016","29-Sep-2016","0","0","0","1455.7","0","1489.05","0","0","0","0","       1463.10"
"M&amp;M","04-Jul-2016","28-Jul-2016","1468","1470.1","1446.1","1457.85","1459.7","1457.85","3219","23471.44","4371500","-130500","       1465.40"
"M&amp;M","04-Jul-2016","25-Aug-2016","1465","1469.9","1460","1463.1","1464.75","1463.1","29","212.49","17000","6000","       1465.40"
"M&amp;M","04-Jul-2016","29-Sep-2016","0","0","0","1455.7","0","1490.35","0","0","0","0","       1465.40"
"M&amp;M","05-Jul-2016","28-Jul-2016","1465.05","1478","1451.05","1454.25","1452","1454.25","2823","20631.6","4445000","73500","       1459.70"
"M&amp;M","05-Jul-2016","25-Aug-2016","1479.9","1479.9","1459.5","1461.55","1461.55","1461.55","20","146.79","20000","3000","       1459.70"
"M&amp;M","05-Jul-2016","29-Sep-2016","0","0","0","1455.7","0","1484.15","0","0","0","0","       1459.70"
"M&amp;M","07-Jul-2016","28-Jul-2016","1453.9","1465","1446.25","1453.85","1452","1453.85","2540","18493.77","4446000","1000","       1456.80"
"M&amp;M","07-Jul-2016","25-Aug-2016","1466.2","1469","1459.05","1460","1460.8","1460","16","117.01","18500","-1500","       1456.80"
"M&amp;M","07-Jul-2016","29-Sep-2016","0","0","0","1455.7","0","1480.6","0","0","0","0","       1456.80"
"M&amp;M","08-Jul-2016","28-Jul-2016","1446.2","1459.1","1441.55","1449.2","1450","1449.2","2076","15049.75","4386500","-59500","       1453.45"
"M&amp;M","08-Jul-2016","25-Aug-2016","1463.3","1463.3","1449.9","1456.4","1457.3","1456.4","18","131.25","21500","3000","       1453.45"
"M&amp;M","08-Jul-2016","29-Sep-2016","0","0","0","1455.7","0","1476.95","0","0","0","0","       1453.45"
"M&amp;M","11-Jul-2016","28-Jul-2016","1473.35","1474.8","1457.5","1468","1466.1","1468","3024","22170.71","4509000","122500","       1471.95"
