"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Jul-2005","28-Jul-2005","555","577","551.2","569.3","571","569.3","1516","5326.54","824375","139375","        572.50"
"M&amp;M","01-Jul-2005","25-Aug-2005","571","577.8","558.2","572","577.8","572","10","35.59","7500","4375","        572.50"
"M&amp;M","01-Jul-2005","29-Sep-2005","0","0","0","566.1","0","580.95","0","0","0","0","        572.50"
"M&amp;M","04-Jul-2005","28-Jul-2005","571.8","584.7","571.8","578.1","578.6","578.1","1821","6596.29","899375","75000","        581.75"
"M&amp;M","04-Jul-2005","25-Aug-2005","580.45","586","577.8","577.8","577.8","586.85","19","69.15","14375","6875","        581.75"
"M&amp;M","04-Jul-2005","29-Sep-2005","0","0","0","566.1","0","590.25","0","0","0","0","        581.75"
"M&amp;M","05-Jul-2005","28-Jul-2005","581","583.5","575","577.5","579","577.5","1017","3674.25","946875","47500","        581.20"
"M&amp;M","05-Jul-2005","25-Aug-2005","577.8","583.65","577.25","578.8","580.3","578.8","13","47.2","16250","1875","        581.20"
"M&amp;M","05-Jul-2005","29-Sep-2005","0","0","0","566.1","0","589.6","0","0","0","0","        581.20"
"M&amp;M","06-Jul-2005","28-Jul-2005","585","605","585","599.95","603.05","599.95","2813","10471.03","1016250","69375","        597.05"
"M&amp;M","06-Jul-2005","25-Aug-2005","596.9","605","591.75","600.35","605","600.35","24","89.63","21875","5625","        597.05"
"M&amp;M","06-Jul-2005","29-Sep-2005","0","0","0","566.1","0","605.55","0","0","0","0","        597.05"
"M&amp;M","07-Jul-2005","28-Jul-2005","600.3","612","595","597.5","596.25","597.5","2978","11264.97","1055625","39375","        599.05"
"M&amp;M","07-Jul-2005","25-Aug-2005","603","612.9","597.75","599.5","598","599.5","27","102.25","26250","4375","        599.05"
"M&amp;M","07-Jul-2005","29-Sep-2005","0","0","0","566.1","0","607.5","0","0","0","0","        599.05"
"M&amp;M","08-Jul-2005","28-Jul-2005","609","610.9","597.8","605.35","606.5","605.35","1641","6201.48","1105000","49375","        604.40"
"M&amp;M","08-Jul-2005","25-Aug-2005","605.65","606.75","603.75","606.75","606.7","606.75","11","41.63","28125","1875","        604.40"
"M&amp;M","08-Jul-2005","29-Sep-2005","0","0","0","566.1","0","612.75","0","0","0","0","        604.40"
"M&amp;M","11-Jul-2005","28-Jul-2005","611.85","612.5","604.05","606.8","607","606.8","714","2712.91","1103125","-1875","        606.65"
"M&amp;M","11-Jul-2005","25-Aug-2005","610","610","609","609","609","609","2","7.62","28750","625","        606.65"
"M&amp;M","11-Jul-2005","29-Sep-2005","0","0","0","566.1","0","614.75","0","0","0","0","        606.65"
"M&amp;M","12-Jul-2005","28-Jul-2005","607.6","607.65","595","597.5","598","597.5","1382","5176.85","1193125","90000","        593.95"
"M&amp;M","12-Jul-2005","25-Aug-2005","610","610","599.1","599.6","599.1","599.6","5","18.83","28750","0","        593.95"
"M&amp;M","12-Jul-2005","29-Sep-2005","0","0","0","566.1","0","601.75","0","0","0","0","        593.95"
"M&amp;M","13-Jul-2005","28-Jul-2005","599","602.2","593.65","596.85","598","596.85","853","3188.73","1246250","53125","        592.95"
"M&amp;M","13-Jul-2005","25-Aug-2005","604.9","604.9","597.45","597.45","597.45","597.2","3","11.25","28125","-625","        592.95"
"M&amp;M","13-Jul-2005","29-Sep-2005","0","0","0","566.1","0","600.7","0","0","0","0","        592.95"
"M&amp;M","14-Jul-2005","28-Jul-2005","600","608.9","596.8","599.5","600.65","599.5","1436","5411.5","1251875","5625","        595.40"
"M&amp;M","14-Jul-2005","25-Aug-2005","600","607.8","598.75","598.75","598.75","598.75","7","26.4","30625","2500","        595.40"
"M&amp;M","14-Jul-2005","29-Sep-2005","0","0","0","566.1","0","603","0","0","0","0","        595.40"
"M&amp;M","15-Jul-2005","28-Jul-2005","598.8","604","590.5","601.95","602","601.95","924","3449.3","1247500","-4375","        597.40"
"M&amp;M","15-Jul-2005","25-Aug-2005","596.5","602","593.2","602","602","602","24","89.55","34375","3750","        597.40"
"M&amp;M","15-Jul-2005","29-Sep-2005","0","0","0","566.1","0","604.95","0","0","0","0","        597.40"
"M&amp;M","18-Jul-2005","28-Jul-2005","604.9","607","596","600","599.9","600","615","2305.42","1250625","3125","        595.45"
"M&amp;M","18-Jul-2005","25-Aug-2005","606","606","598","601.95","602","601.95","13","48.82","35625","1250","        595.45"
"M&amp;M","18-Jul-2005","29-Sep-2005","0","0","0","566.1","0","602.75","0","0","0","0","        595.45"
"M&amp;M","19-Jul-2005","28-Jul-2005","602.9","613.35","599.55","611.45","611.1","611.45","1879","7134.15","1136250","-114375","        609.85"
"M&amp;M","19-Jul-2005","25-Aug-2005","606","624.7","603.5","614.25","613.5","614.25","80","304.64","51250","15625","        609.85"
"M&amp;M","19-Jul-2005","29-Sep-2005","0","0","0","566.1","0","617.15","0","0","0","0","        609.85"
"M&amp;M","20-Jul-2005","28-Jul-2005","613.8","615.95","606","607.15","606.95","607.15","1013","3869.6","1124375","-11875","        604.40"
"M&amp;M","20-Jul-2005","25-Aug-2005","615","617.5","608.8","609.5","610.3","609.5","36","137.87","60000","8750","        604.40"
"M&amp;M","20-Jul-2005","29-Sep-2005","0","0","0","566.1","0","611.5","0","0","0","0","        604.40"
"M&amp;M","21-Jul-2005","28-Jul-2005","606.6","609","596.3","600.25","602.9","600.25","783","2947.72","1100625","-23750","        596.60"
"M&amp;M","21-Jul-2005","25-Aug-2005","605","611","597.65","601.85","604","601.85","50","188.68","71250","11250","        596.60"
"M&amp;M","21-Jul-2005","29-Sep-2005","0","0","0","566.1","0","603.55","0","0","0","0","        596.60"
"M&amp;M","22-Jul-2005","28-Jul-2005","598.25","621.5","598","619.85","618","619.85","1916","7312.56","967500","-133125","        620.20"
"M&amp;M","22-Jul-2005","25-Aug-2005","601","621.45","601","620.25","620.1","620.25","475","1807.32","315625","244375","        620.20"
"M&amp;M","22-Jul-2005","29-Sep-2005","0","0","0","566.1","0","627.3","0","0","0","0","        620.20"
"M&amp;M","25-Jul-2005","28-Jul-2005","621","642.8","619.2","640.65","640.5","640.65","1771","7012.27","890000","-77500","        645.45"
"M&amp;M","25-Jul-2005","25-Aug-2005","623.9","640.75","623","637.85","638","637.85","400","1583.41","432500","116875","        645.45"
"M&amp;M","25-Jul-2005","29-Sep-2005","0","0","0","566.1","0","652.6","0","0","0","0","        645.45"
"M&amp;M","26-Jul-2005","28-Jul-2005","638.55","658","630.1","654.6","654.5","654.6","1922","7756.91","854375","-35625","        658.95"
"M&amp;M","26-Jul-2005","25-Aug-2005","636","655","632","652.85","651.75","652.85","992","3999.44","720625","288125","        658.95"
"M&amp;M","26-Jul-2005","29-Sep-2005","0","0","0","566.1","0","666.15","0","0","0","0","        658.95"
"M&amp;M","27-Jul-2005","28-Jul-2005","654","657","647.4","654.25","654","654.25","984","4009.16","680000","-174375","        654.35"
"M&amp;M","27-Jul-2005","25-Aug-2005","650","652","644","649.5","648.6","649.5","473","1913.55","778750","58125","        654.35"
"M&amp;M","27-Jul-2005","29-Sep-2005","0","0","0","566.1","0","661.4","0","0","0","0","        654.35"
"M&amp;M","29-Jul-2005","28-Jul-2005","644","701.9","644","682.05","682","681.3","1651","7009.18","380000","-300000","        681.30"
"M&amp;M","29-Jul-2005","25-Aug-2005","571","698","555","674.35","673.25","674.35","1972","8329.64","1011875","233125","        681.30"
"M&amp;M","29-Jul-2005","29-Sep-2005","0","0","0","566.1","0","688.35","0","0","0","0","        681.30"
"M&amp;M","01-Aug-2005","25-Aug-2005","674","695","666.6","684.9","683","684.9","2551","10881.44","1231250","219375","        686.45"
"M&amp;M","01-Aug-2005","29-Sep-2005","672.8","695","672.8","689.65","682.2","689.65","22","94.4","2500","2500","        686.45"
"M&amp;M","01-Aug-2005","27-Oct-2005","0","0","0","691.55","0","696.25","0","0","0","0","        686.45"
"M&amp;M","02-Aug-2005","25-Aug-2005","684.5","696","676.15","683.95","682.2","683.95","2399","10282.23","1356875","125625","        678.10"
"M&amp;M","02-Aug-2005","29-Sep-2005","683","695","676.3","676.3","676.3","684.65","13","55.69","5625","3125","        678.10"
"M&amp;M","02-Aug-2005","27-Oct-2005","0","0","0","691.55","0","687.8","0","0","0","0","        678.10"
"M&amp;M","03-Aug-2005","25-Aug-2005","683.1","704.35","682.1","690.15","687.95","690.15","3758","16286.38","1276875","-80000","        692.10"
"M&amp;M","03-Aug-2005","29-Sep-2005","690.5","699","688","688.7","688","688.7","17","73.58","9375","3750","        692.10"
"M&amp;M","03-Aug-2005","27-Oct-2005","0","0","0","691.55","0","701.9","0","0","0","0","        692.10"
"M&amp;M","04-Aug-2005","25-Aug-2005","690","690.4","681","683","684","683","1328","5686.13","1326875","50000","        682.85"
