"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","03-May-2010","27-May-2010","528.8","536.35","522","525.2","526.5","525.2","2515","8299.59","5116176","22464","        525.25"
"M&amp;M","03-May-2010","24-Jun-2010","611","611","523.1","527.5","527.5","527.5","21","70.07","21216","6864","        525.25"
"M&amp;M","03-May-2010","29-Jul-2010","0","0","0","530.2","0","531.65","0","0","0","0","        525.25"
"M&amp;M","04-May-2010","27-May-2010","529","534.75","509","514.45","513","514.45","4603","15133.3","5265312","149136","        517.85"
"M&amp;M","04-May-2010","24-Jun-2010","527.55","535.45","511.1","515.9","511.1","515.9","75","246.72","44928","23712","        517.85"
"M&amp;M","04-May-2010","29-Jul-2010","513.95","513.95","513.95","513.95","513.95","513.95","1","1.28","250","250","        517.85"
"M&amp;M","05-May-2010","27-May-2010","504.1","525.6","501.3","520.3","523.5","520.3","4868","15697.93","5536128","270816","        518.40"
"M&amp;M","05-May-2010","24-Jun-2010","504.3","525","503.1","520.95","523.5","520.95","74","237.07","71760","26832","        518.40"
"M&amp;M","05-May-2010","29-Jul-2010","517.2","523","517.2","523","523","524.5","3","3.89","250","0","        518.40"
"M&amp;M","06-May-2010","27-May-2010","518","522.2","506","518.35","519.9","518.35","4050","13000.11","5639712","103584","        517.80"
"M&amp;M","06-May-2010","24-Jun-2010","514","522.85","507.3","517.1","519.95","517.1","71","227.36","99840","28080","        517.80"
"M&amp;M","06-May-2010","29-Jul-2010","0","0","0","523","523","523.8","0","0","250","0","        517.80"
"M&amp;M","07-May-2010","27-May-2010","508.75","526","505","522.45","525.9","522.45","4441","14282.1","5724576","84864","        524.00"
"M&amp;M","07-May-2010","24-Jun-2010","509.1","525.6","504.8","521.85","525.5","521.85","111","355.67","141024","41184","        524.00"
"M&amp;M","07-May-2010","29-Jul-2010","0","0","0","523","523","530.05","0","0","250","0","        524.00"
"M&amp;M","10-May-2010","27-May-2010","529.8","552.5","527","550.6","552","550.6","5168","17434.59","5541120","-183456","        553.65"
"M&amp;M","10-May-2010","24-Jun-2010","530.35","552.55","528.4","550.75","552.55","550.75","122","412.11","179088","38064","        553.65"
"M&amp;M","10-May-2010","29-Jul-2010","0","0","0","523","523","559.75","0","0","250","0","        553.65"
"M&amp;M","11-May-2010","27-May-2010","552","562.4","546.5","558.45","558","558.45","5410","18793.65","5718960","177840","        563.70"
"M&amp;M","11-May-2010","24-Jun-2010","548.5","561.5","548","558.75","558","558.75","313","1087.81","309504","130416","        563.70"
"M&amp;M","11-May-2010","29-Jul-2010","545","545","545","545","545","545","1","1.36","250","0","        563.70"
"M&amp;M","12-May-2010","27-May-2010","561.6","562.1","531","543.4","543","543.4","5160","17567.11","5499936","-219024","        548.05"
"M&amp;M","12-May-2010","24-Jun-2010","558","558.35","533.5","543.35","543","543.35","249","843.95","389376","79872","        548.05"
"M&amp;M","12-May-2010","29-Jul-2010","0","0","0","545","545","553.95","0","0","250","0","        548.05"
"M&amp;M","13-May-2010","27-May-2010","547.4","570.45","547.4","561.95","561.2","561.95","5001","17521.67","5528016","28080","        566.70"
"M&amp;M","13-May-2010","24-Jun-2010","551","569","550.6","561.35","561.3","561.35","267","931.99","469872","80496","        566.70"
"M&amp;M","13-May-2010","29-Jul-2010","555","555","555","555","555","572.75","1","1.39","250","0","        566.70"
"M&amp;M","14-May-2010","27-May-2010","560","564.8","551.35","553.8","552","553.8","3609","12547.72","5688384","160368","        559.80"
"M&amp;M","14-May-2010","24-Jun-2010","556.55","562.8","552.1","553.3","552.5","553.3","92","319.5","477984","8112","        559.80"
"M&amp;M","14-May-2010","29-Jul-2010","0","0","0","555","555","565.65","0","0","250","0","        559.80"
"M&amp;M","17-May-2010","27-May-2010","545","558.65","539.4","555.4","552.5","555.4","3579","12291.51","5821296","132912","        555.40"
"M&amp;M","17-May-2010","24-Jun-2010","540","560","540","556.45","553.55","556.45","180","619.07","516048","38064","        555.40"
"M&amp;M","17-May-2010","29-Jul-2010","0","0","0","555","555","561","0","0","250","0","        555.40"
"M&amp;M","18-May-2010","27-May-2010","554","567","545","559.3","561.5","559.3","4391","15213.84","5245344","-575952","        560.45"
"M&amp;M","18-May-2010","24-Jun-2010","553.05","567","545.05","559.55","560.05","559.55","1183","4058.99","1150656","634608","        560.45"
"M&amp;M","18-May-2010","29-Jul-2010","564.4","564.4","564.4","564.4","564.4","566.05","1","1.41","500","250","        560.45"
"M&amp;M","19-May-2010","27-May-2010","553.95","556.6","515.35","525.75","528.9","525.75","6212","20927.41","4616352","-628992","        525.40"
"M&amp;M","19-May-2010","24-Jun-2010","552.25","556","515","525.5","528","525.5","1485","5062.6","1881360","730704","        525.40"
"M&amp;M","19-May-2010","29-Jul-2010","0","0","0","564.4","564.4","530.6","0","0","500","0","        525.40"
"M&amp;M","20-May-2010","27-May-2010","531.1","538.8","515.85","520","521","520","3992","13125.93","4447872","-168480","        521.70"
"M&amp;M","20-May-2010","24-Jun-2010","533.5","539","515","519.15","520","519.15","1331","4362.88","2124096","242736","        521.70"
"M&amp;M","20-May-2010","29-Jul-2010","520.5","520.5","520.5","520.5","520.5","526.8","1","1.3","750","250","        521.70"
"M&amp;M","21-May-2010","27-May-2010","507","541.45","505","539.15","541.2","539.15","5375","17725.22","4153344","-294528","        538.35"
"M&amp;M","21-May-2010","24-Jun-2010","508.2","540.2","506","538.25","540.2","538.25","1144","3751.89","2135328","11232","        538.35"
"M&amp;M","21-May-2010","29-Jul-2010","523","523","523","523","523","543.5","1","1.31","750","0","        538.35"
"M&amp;M","24-May-2010","27-May-2010","547.95","556.25","525.1","529.15","527","529.15","3940","13389.57","3730272","-423072","        529.20"
"M&amp;M","24-May-2010","24-Jun-2010","546","554.5","525.2","528.5","528","528.5","1416","4802.79","2326896","191568","        529.20"
"M&amp;M","24-May-2010","29-Jul-2010","550","550","550","550","550","534.1","1","1.38","500","-250","        529.20"
"M&amp;M","25-May-2010","27-May-2010","523","537","507.6","515.5","517.95","515.5","4556","14754.3","3025152","-705120","        515.95"
"M&amp;M","25-May-2010","24-Jun-2010","524.5","535.5","507","513.9","516.55","513.9","2343","7567.55","2869776","542880","        515.95"
"M&amp;M","25-May-2010","29-Jul-2010","508.05","512.3","508.05","512.3","512.3","520.7","2","2.55","1000","500","        515.95"
"M&amp;M","26-May-2010","27-May-2010","522","534","513","519.1","519.95","519.1","4052","13301.25","2248272","-776880","        517.35"
"M&amp;M","26-May-2010","24-Jun-2010","529.9","532","512.9","518.4","519.55","518.4","3223","10555.08","3542448","672672","        517.35"
"M&amp;M","26-May-2010","29-Jul-2010","520","531.15","520","531.15","531.15","522.05","7","9.27","2500","1500","        517.35"
"M&amp;M","27-May-2010","27-May-2010","521.9","541.7","518.8","528.65","528.65","528.45","4694","15624.18","1591824","-656448","        528.45"
"M&amp;M","27-May-2010","24-Jun-2010","520.15","540.2","518.5","529.65","532.45","529.65","4836","16068","4595136","1052688","        528.45"
"M&amp;M","27-May-2010","29-Jul-2010","532.95","536.3","526.1","526.1","526.1","533.2","11","14.67","5250","2750","        528.45"
"M&amp;M","28-May-2010","24-Jun-2010","544","549.55","534","545.45","547","545.45","3510","11862.24","4643184","48048","        545.95"
"M&amp;M","28-May-2010","29-Jul-2010","536.95","542.95","532.3","541.5","541","541.5","45","60.31","13500","8250","        545.95"
"M&amp;M","28-May-2010","26-Aug-2010","538","538","538","538","538","553","8","10.76","2000","2000","        545.95"
"M&amp;M","31-May-2010","24-Jun-2010","552.9","576.25","552.9","571.4","573.8","571.4","5043","17708.74","5063136","419952","        572.70"
"M&amp;M","31-May-2010","29-Jul-2010","547.95","562.9","540","560.25","562.9","560.25","74","102.1","15750","2250","        572.70"
"M&amp;M","31-May-2010","26-Aug-2010","0","0","0","538","538","580.05","0","0","2000","0","        572.70"
"M&amp;M","01-Jun-2010","24-Jun-2010","579.9","582.6","556.2","562.55","561.25","562.55","6575","23421.5","5196048","132912","        564.25"
"M&amp;M","01-Jun-2010","29-Jul-2010","572","574.4","550","553.2","552.5","553.2","120","168.78","30000","14250","        564.25"
"M&amp;M","01-Jun-2010","26-Aug-2010","555","555","555","555","555","571.7","1","1.39","2250","250","        564.25"
"M&amp;M","02-Jun-2010","24-Jun-2010","568.6","577.95","563.3","575.9","576.8","575.9","4702","16796.07","5393232","197184","        574.55"
"M&amp;M","02-Jun-2010","29-Jul-2010","563.7","567","556","564.8","567","564.8","42","59.1","33000","3000","        574.55"
"M&amp;M","02-Jun-2010","26-Aug-2010","0","0","0","555","555","582.05","0","0","2250","0","        574.55"
"M&amp;M","03-Jun-2010","24-Jun-2010","582.8","590","577.8","582.8","583.7","582.8","3866","14095.23","5320224","-73008","        582.95"
