"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Sep-2004","30-Sep-2004","432","434.9","428.7","431","431","431","3937","10629.97","2907500","45000","        429.75"
"M&amp;M","01-Sep-2004","28-Oct-2004","434.75","437.5","432","434.5","434.5","433.1","14","38.09","3750","1250","        429.75"
"M&amp;M","01-Sep-2004","25-Nov-2004","0","0","0","422.95","0","434.75","0","0","0","0","        429.75"
"M&amp;M","02-Sep-2004","30-Sep-2004","431","435.6","427.1","432.75","431.95","432.75","6686","18061.67","3016250","108750","        431.45"
"M&amp;M","02-Sep-2004","28-Oct-2004","430.1","431.65","430.1","431.65","431.65","434.8","2","5.39","3750","0","        431.45"
"M&amp;M","02-Sep-2004","25-Nov-2004","0","0","0","422.95","0","436.45","0","0","0","0","        431.45"
"M&amp;M","03-Sep-2004","30-Sep-2004","432.5","438.25","431.7","437.2","438","437.2","5867","15975.25","2854375","-161875","        436.90"
"M&amp;M","03-Sep-2004","28-Oct-2004","434.9","438.7","434.9","438.7","438.7","440.2","8","21.83","3750","0","        436.90"
"M&amp;M","03-Sep-2004","25-Nov-2004","0","0","0","422.95","0","441.85","0","0","0","0","        436.90"
"M&amp;M","06-Sep-2004","30-Sep-2004","439","447.7","439","444.95","444","444.95","3912","10865.81","2627500","-226875","        444.75"
"M&amp;M","06-Sep-2004","28-Oct-2004","446","447.6","446","447.55","447.5","447.55","4","11.18","3750","0","        444.75"
"M&amp;M","06-Sep-2004","25-Nov-2004","0","0","0","422.95","0","449.65","0","0","0","0","        444.75"
"M&amp;M","07-Sep-2004","30-Sep-2004","445","445","439.55","442","441.5","442","2141","5917.02","2531250","-96250","        442.15"
"M&amp;M","07-Sep-2004","28-Oct-2004","446.7","446.7","443.25","443.25","443.25","445.25","2","5.56","4375","625","        442.15"
"M&amp;M","07-Sep-2004","25-Nov-2004","0","0","0","422.95","0","446.95","0","0","0","0","        442.15"
"M&amp;M","08-Sep-2004","30-Sep-2004","444","446.9","442.25","445.25","445.1","445.25","2984","8290.34","2370625","-160625","        446.10"
"M&amp;M","08-Sep-2004","28-Oct-2004","448","448","448","448","448","448","1","2.8","4375","0","        446.10"
"M&amp;M","08-Sep-2004","25-Nov-2004","0","0","0","422.95","0","450.9","0","0","0","0","        446.10"
"M&amp;M","09-Sep-2004","30-Sep-2004","445.5","446.3","434","438.7","438.5","438.7","2876","7909.96","2305000","-65625","        439.35"
"M&amp;M","09-Sep-2004","28-Oct-2004","446","446","440","440","440","442.3","4","11.05","5625","1250","        439.35"
"M&amp;M","09-Sep-2004","25-Nov-2004","0","0","0","422.95","0","444","0","0","0","0","        439.35"
"M&amp;M","10-Sep-2004","30-Sep-2004","437.1","440.9","431.5","439.45","440","439.45","3450","9423.53","2354375","49375","        438.60"
"M&amp;M","10-Sep-2004","28-Oct-2004","439","442.95","439","441","441","441","5","13.76","6250","625","        438.60"
"M&amp;M","10-Sep-2004","25-Nov-2004","0","0","0","422.95","0","443.2","0","0","0","0","        438.60"
"M&amp;M","13-Sep-2004","30-Sep-2004","440","442.9","437.3","440","439.2","440","2650","7287.03","2270625","-83750","        439.85"
"M&amp;M","13-Sep-2004","28-Oct-2004","442","445","439.25","445","445","445","3","8.29","6250","0","        439.85"
"M&amp;M","13-Sep-2004","25-Nov-2004","0","0","0","422.95","0","444.25","0","0","0","0","        439.85"
"M&amp;M","14-Sep-2004","30-Sep-2004","440.3","440.3","433.1","435.45","435.65","435.45","1463","3983.12","2227500","-43125","        437.55"
"M&amp;M","14-Sep-2004","28-Oct-2004","440","440","435.5","437","437","437","6","16.43","8125","1875","        437.55"
"M&amp;M","14-Sep-2004","25-Nov-2004","0","0","0","422.95","0","441.9","0","0","0","0","        437.55"
"M&amp;M","15-Sep-2004","30-Sep-2004","436.9","444.8","434.9","438.45","438.15","438.45","3854","10611.58","2333125","105625","        437.65"
"M&amp;M","15-Sep-2004","28-Oct-2004","447","447","440","441.5","441.5","441.5","9","24.91","8750","625","        437.65"
"M&amp;M","15-Sep-2004","25-Nov-2004","0","0","0","422.95","0","441.95","0","0","0","0","        437.65"
"M&amp;M","16-Sep-2004","30-Sep-2004","438.5","443.5","437.3","441.7","442.6","441.7","2134","5884.68","2296875","-36250","        441.85"
"M&amp;M","16-Sep-2004","28-Oct-2004","446","446","436.75","444.75","445.5","444.75","14","38.71","8750","0","        441.85"
"M&amp;M","16-Sep-2004","25-Nov-2004","0","0","0","422.95","0","446.15","0","0","0","0","        441.85"
"M&amp;M","17-Sep-2004","30-Sep-2004","444.4","454","443.3","452.1","452.5","452.1","5102","14319.65","2306875","10000","        451.60"
"M&amp;M","17-Sep-2004","28-Oct-2004","450","456.45","449.8","454.95","454.9","454.95","17","48.17","13125","4375","        451.60"
"M&amp;M","17-Sep-2004","25-Nov-2004","0","0","0","422.95","0","455.9","0","0","0","0","        451.60"
"M&amp;M","20-Sep-2004","30-Sep-2004","454","456.45","446.5","448.15","448.3","448.15","3683","10408.6","2044375","-262500","        449.20"
"M&amp;M","20-Sep-2004","28-Oct-2004","456","458","449.5","449.9","449.5","449.9","40","113.48","25000","11875","        449.20"
"M&amp;M","20-Sep-2004","25-Nov-2004","0","0","0","422.95","0","453.3","0","0","0","0","        449.20"
"M&amp;M","21-Sep-2004","30-Sep-2004","447.7","454.3","447","451.6","452","451.6","2315","6532.07","2041250","-3125","        450.85"
"M&amp;M","21-Sep-2004","28-Oct-2004","452.5","456.5","452","454.65","455.25","454.65","72","204.35","34375","9375","        450.85"
"M&amp;M","21-Sep-2004","25-Nov-2004","0","0","0","422.95","0","454.9","0","0","0","0","        450.85"
"M&amp;M","22-Sep-2004","30-Sep-2004","452.7","458.95","449.5","456.7","454.1","456.7","4933","14042.47","2071875","30625","        455.05"
"M&amp;M","22-Sep-2004","28-Oct-2004","454.5","462","453","458.5","457.5","458.5","220","630.94","103125","68750","        455.05"
"M&amp;M","22-Sep-2004","25-Nov-2004","0","0","0","422.95","0","459.1","0","0","0","0","        455.05"
"M&amp;M","23-Sep-2004","30-Sep-2004","455.5","458.05","446.35","447.95","447.5","447.95","3425","9694.13","1927500","-144375","        447.50"
