"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"KOTAKBANK","EQ","27-Jun-2018","       1329.85","       1332.00","       1339.80","       1320.10","       1325.10","       1324.20","       1329.59","    1308470","          1739725977.45","      51659","     780099","         59.62"
"KOTAKBANK","EQ","28-Jun-2018","       1324.20","       1319.00","       1349.90","       1312.10","       1341.60","       1339.10","       1331.49","    4308361","          5736558532.90","      60218","    2763335","         64.14"
"KOTAKBANK","EQ","29-Jun-2018","       1339.10","       1336.00","       1360.00","       1335.30","       1344.00","       1342.95","       1348.55","    2305393","          3108930407.45","      77623","    1224464","         53.11"
"KOTAKBANK","EQ","02-Jul-2018","       1342.95","       1348.85","       1354.40","       1332.00","       1339.35","       1337.95","       1342.80","    1301687","          1747899344.20","      51100","     612286","         47.04"
"KOTAKBANK","EQ","03-Jul-2018","       1337.95","       1337.00","       1357.00","       1327.60","       1355.00","       1353.15","       1343.65","    1487237","          1998330847.95","      65780","     836227","         56.23"
"KOTAKBANK","EQ","04-Jul-2018","       1353.15","       1355.10","       1369.90","       1346.35","       1365.30","       1365.25","       1358.66","    1347778","          1831173606.80","      29427","     802258","         59.52"
"KOTAKBANK","EQ","05-Jul-2018","       1365.25","       1373.00","       1377.55","       1363.50","       1365.00","       1365.00","       1370.11","    1814111","          2485538927.55","      56880","    1093389","         60.27"
"KOTAKBANK","EQ","06-Jul-2018","       1365.00","       1358.20","       1376.80","       1358.20","       1371.25","       1371.20","       1370.89","    1042184","          1428722914.45","      63730","     539227","         51.74"
"KOTAKBANK","EQ","09-Jul-2018","       1371.20","       1374.90","       1387.75","       1367.50","       1384.25","       1385.10","       1377.59","    1875664","          2583895447.75","      56070","    1283727","         68.44"
"KOTAKBANK","EQ","10-Jul-2018","       1385.10","       1386.15","       1388.60","       1366.20","       1370.85","       1372.15","       1373.24","    1476023","          2026929169.30","      93135","     841906","         57.04"
"KOTAKBANK","EQ","11-Jul-2018","       1372.15","       1371.85","       1389.85","       1367.00","       1388.00","       1386.95","       1381.92","    1447218","          1999945981.55","      38633","     877371","         60.62"
"KOTAKBANK","EQ","12-Jul-2018","       1386.95","       1394.90","       1400.50","       1382.20","       1389.00","       1389.80","       1390.35","    1599679","          2224109779.80","      57110","     821525","         51.36"
"KOTAKBANK","EQ","13-Jul-2018","       1389.80","       1385.25","       1411.90","       1385.25","       1405.00","       1404.35","       1405.38","    1439199","          2022618840.00","      40925","     665662","         46.25"
"KOTAKBANK","EQ","16-Jul-2018","       1404.35","       1409.80","       1417.00","       1398.20","       1408.00","       1408.45","       1407.81","    1505129","          2118939986.90","      85270","     976314","         64.87"
"KOTAKBANK","EQ","17-Jul-2018","       1408.45","       1408.45","       1415.75","       1393.20","       1400.25","       1400.60","       1400.94","    1449255","          2030315443.35","      46439","     972100","         67.08"
"KOTAKBANK","EQ","18-Jul-2018","       1400.60","       1404.00","       1407.95","       1392.20","       1402.85","       1398.55","       1400.98","    1373015","          1923569479.25","      61805","     852075","         62.06"
"KOTAKBANK","EQ","19-Jul-2018","       1398.55","       1408.00","       1408.00","       1333.85","       1345.75","       1347.40","       1362.94","    6013280","          8195751925.30","     115322","    2409254","         40.07"
"KOTAKBANK","EQ","20-Jul-2018","       1347.40","       1340.00","       1366.55","       1331.00","       1335.00","       1333.30","       1341.15","    3305843","          4433620292.85","     138976","    1879593","         56.86"
"KOTAKBANK","EQ","23-Jul-2018","       1333.30","       1330.00","       1351.00","       1322.30","       1343.00","       1337.05","       1336.93","    1957666","          2617252778.40","      85137","    1310123","         66.92"
"KOTAKBANK","EQ","24-Jul-2018","       1337.05","       1342.00","       1348.95","       1305.15","       1310.30","       1312.25","       1319.97","    3125964","          4126186654.95","     116344","    2005386","         64.15"
"KOTAKBANK","EQ","25-Jul-2018","       1312.25","       1309.00","       1317.50","       1294.00","       1313.10","       1314.90","       1304.62","    3117078","          4066600946.10","      82499","    2074292","         66.55"
"KOTAKBANK","EQ","26-Jul-2018","       1314.90","       1311.65","       1322.50","       1294.35","       1310.55","       1311.25","       1307.55","    3664497","          4791512541.15","      76422","    1433092","         39.11"
"KOTAKBANK","EQ","27-Jul-2018","       1311.25","       1313.05","       1327.00","       1305.65","       1312.90","       1311.10","       1316.74","    1885821","          2483145144.90","      73950","     944774","         50.10"
"KOTAKBANK","EQ","30-Jul-2018","       1311.10","       1307.90","       1307.90","       1285.50","       1304.80","       1305.25","       1300.02","    1720338","          2236474195.10","      46052","     963393","         56.00"
"KOTAKBANK","EQ","31-Jul-2018","       1305.25","       1303.80","       1313.60","       1287.15","       1307.15","       1306.85","       1301.47","    1827739","          2378752776.80","      39764","    1008779","         55.19"
"KOTAKBANK","EQ","01-Aug-2018","       1306.85","       1304.85","       1326.10","       1304.85","       1308.65","       1312.70","       1315.37","    1684489","          2215734118.10","      57075","     787476","         46.75"
"KOTAKBANK","EQ","02-Aug-2018","       1312.70","       1309.65","       1311.00","       1276.70","       1278.50","       1280.20","       1289.90","    2065057","          2663710776.30","      62969","    1203971","         58.30"
