,Date,Instrument,Symbol,Expiry_Date,Open_Price,High_Price,Low_Price,Close_Price,Daily_Settlement_Price,Open_Interest,No_of_Contracts,Turnover
49,2018-11-02,FUTBLN,SILVER,05-12-2018,38598.0,38612.0,38450.0,38510.0,38564.0,73,42,4.86
50,2018-11-01,FUTBLN,SILVER,05-12-2018,38085.0,38620.0,38067.0,38620.0,38148.0,75,87,9.97
51,2018-10-31,FUTBLN,SILVER,05-12-2018,38399.0,38409.0,38091.0,38091.0,38004.0,73,25,2.87
52,2018-10-30,FUTBLN,SILVER,05-12-2018,38422.0,38436.0,38190.0,38375.0,38226.0,69,35,4.03
53,2018-10-29,FUTBLN,SILVER,05-12-2018,38770.0,38812.0,38722.0,38802.0,38642.0,73,8,0.93
54,2018-10-26,FUTBLN,SILVER,05-12-2018,38724.0,38850.0,38669.0,38822.0,38707.0,73,18,2.09
55,2018-10-25,FUTBLN,SILVER,05-12-2018,38952.0,38984.0,38880.0,38945.0,38762.0,67,24,2.8
56,2018-10-24,FUTBLN,SILVER,05-12-2018,39120.0,39125.0,38802.0,38802.0,38836.0,56,14,1.64
57,2018-10-23,FUTBLN,SILVER,05-12-2018,38768.0,39222.0,38731.0,39222.0,38934.0,56,24,2.81
58,2018-10-22,FUTBLN,SILVER,05-12-2018,38810.0,38829.0,38621.0,38700.0,38592.0,56,60,6.98
59,2018-10-19,FUTBLN,SILVER,05-12-2018,38815.0,38945.0,38715.0,38841.0,38630.0,56,144,16.78
60,2018-10-18,FUTBLN,SILVER,05-12-2018,38684.0,38808.0,38650.0,38672.0,38814.0,45,44,5.11
61,2018-10-17,FUTBLN,SILVER,05-12-2018,38830.0,39052.0,38790.0,39036.0,38821.0,45,91,10.61
62,2018-10-16,FUTBLN,SILVER,05-12-2018,39169.0,39302.0,39040.0,39066.0,38926.0,28,118,13.86
63,2018-10-15,FUTBLN,SILVER,05-12-2018,39100.0,39415.0,39070.0,39249.0,39174.0,2,83,9.77
64,2018-10-12,FUTBLN,SILVER,05-12-2018,38890.0,39027.0,38790.0,39010.0,38663.0,1,78,9.1
65,2019-08-26,FUTBLN,SILVER,05-09-2019,45005.0,45005.0,45005.0,45005.0,44961.0,5,1,0.14
66,2019-08-21,FUTBLN,SILVER,05-09-2019,43782.0,43782.0,43780.0,43780.0,43763.0,4,2,0.26
67,2019-08-20,FUTBLN,SILVER,05-09-2019,43606.0,43606.0,43606.0,43606.0,43674.0,2,1,0.13
68,2019-08-16,FUTBLN,SILVER,05-09-2019,43694.0,43694.0,43694.0,43694.0,43689.0,1,1,0.13
69,2019-06-24,FUTBLN,SILVER,05-07-2019,38045.0,38140.0,38045.0,38140.0,38006.0,0,4,0.46
70,2019-06-20,FUTBLN,SILVER,05-07-2019,38135.0,38135.0,38013.0,38013.0,38077.0,0,2,0.23
71,2019-06-19,FUTBLN,SILVER,05-07-2019,37323.0,37326.0,37323.0,37326.0,37232.0,0,2,0.22
72,2019-06-17,FUTBLN,SILVER,05-07-2019,36971.0,36971.0,36950.0,36950.0,36961.0,0,2,0.22
73,2019-06-14,FUTBLN,SILVER,05-07-2019,37199.0,37206.0,37199.0,37206.0,37415.0,0,2,0.22
74,2019-06-13,FUTBLN,SILVER,05-07-2019,36908.0,36908.0,36887.0,36887.0,36784.0,0,2,0.22
75,2019-05-22,FUTBLN,SILVER,05-07-2019,36241.0,36241.0,36200.0,36200.0,36423.0,0,2,0.22
76,2019-05-21,FUTBLN,SILVER,05-07-2019,36291.0,36291.0,36291.0,36291.0,36370.0,0,1,0.11
77,2019-05-16,FUTBLN,SILVER,05-07-2019,37510.0,37510.0,37510.0,37510.0,37345.0,1,1,0.11
78,2019-05-15,FUTBLN,SILVER,05-07-2019,37521.0,37521.0,37521.0,37521.0,37636.0,2,1,0.11
79,2019-05-14,FUTBLN,SILVER,05-07-2019,37714.0,37720.0,37534.0,37534.0,37564.0,1,3,0.34
80,2019-05-13,FUTBLN,SILVER,05-07-2019,37290.0,37290.0,37290.0,37290.0,37312.0,4,1,0.11
81,2019-05-08,FUTBLN,SILVER,05-07-2019,37538.0,37538.0,37438.0,37438.0,37596.0,3,5,0.56
82,2019-05-03,FUTBLN,SILVER,03-05-2019,36750.0,36750.0,36750.0,36750.0,36766.0,12,1,0.11
83,2019-04-30,FUTBLN,SILVER,03-05-2019,37333.0,37333.0,37173.0,37179.0,37337.0,13,33,3.69
84,2019-04-26,FUTBLN,SILVER,03-05-2019,37601.0,37664.0,37344.0,37355.0,37618.0,40,9,1.01
85,2019-04-25,FUTBLN,SILVER,03-05-2019,37284.0,37442.0,37284.0,37322.0,37431.0,40,7,0.78
86,2019-04-24,FUTBLN,SILVER,03-05-2019,37008.0,37188.0,37008.0,37188.0,37101.0,40,5,0.56
87,2019-04-23,FUTBLN,SILVER,03-05-2019,37103.0,37103.0,36982.0,36982.0,37375.0,42,2,0.22
88,2019-04-18,FUTBLN,SILVER,03-05-2019,37224.0,37224.0,37198.0,37198.0,37334.0,41,2,0.22
89,2019-04-17,FUTBLN,SILVER,03-05-2019,37402.0,37402.0,37402.0,37402.0,37286.0,41,1,0.11
90,2019-04-16,FUTBLN,SILVER,03-05-2019,37211.0,37211.0,37211.0,37211.0,37292.0,41,1,0.11
91,2019-04-15,FUTBLN,SILVER,03-05-2019,36960.0,36960.0,36960.0,36960.0,37151.0,41,1,0.11
92,2019-04-12,FUTBLN,SILVER,03-05-2019,37228.0,37228.0,37228.0,37228.0,37337.0,41,1,0.11
93,2019-04-10,FUTBLN,SILVER,03-05-2019,37823.0,37830.0,37792.0,37798.0,37875.0,41,5,0.57
94,2019-04-09,FUTBLN,SILVER,03-05-2019,38069.0,38069.0,37901.0,37901.0,37978.0,41,2,0.23
95,2019-04-08,FUTBLN,SILVER,03-05-2019,37784.0,37985.0,37783.0,37985.0,37782.0,41,24,2.73
96,2019-04-05,FUTBLN,SILVER,03-05-2019,37550.0,37652.0,37550.0,37593.0,37716.0,41,7,0.79
97,2019-04-04,FUTBLN,SILVER,03-05-2019,37405.0,37438.0,37105.0,37341.0,37458.0,41,8,0.89
98,2019-04-03,FUTBLN,SILVER,03-05-2019,37326.0,37326.0,37173.0,37187.0,37472.0,41,6,0.67
99,2019-04-02,FUTBLN,SILVER,03-05-2019,37511.0,37511.0,37058.0,37377.0,37415.0,41,36,4.03
100,2019-04-01,FUTBLN,SILVER,03-05-2019,37713.0,37749.0,37586.0,37615.0,37500.0,41,14,1.58
101,2019-03-29,FUTBLN,SILVER,03-05-2019,37333.0,37845.0,37333.0,37845.0,37567.0,41,7,0.79
102,2019-03-28,FUTBLN,SILVER,03-05-2019,37982.0,38067.0,37492.0,37492.0,37890.0,41,21,2.38
103,2019-03-27,FUTBLN,SILVER,03-05-2019,38322.0,38383.0,38048.0,38060.0,38306.0,41,25,2.87
104,2019-03-26,FUTBLN,SILVER,03-05-2019,38498.0,38512.0,38311.0,38323.0,38345.0,40,14,1.61
105,2019-03-25,FUTBLN,SILVER,03-05-2019,38397.0,38585.0,38363.0,38585.0,38507.0,40,10,1.15
106,2019-03-22,FUTBLN,SILVER,03-05-2019,38300.0,38418.0,38287.0,38348.0,38350.0,39,6,0.69
107,2019-03-21,FUTBLN,SILVER,03-05-2019,38215.0,38215.0,38215.0,38215.0,38005.0,39,1,0.11
108,2019-03-20,FUTBLN,SILVER,03-05-2019,38184.0,38185.0,37918.0,38185.0,38013.0,39,14,1.6
109,2019-03-19,FUTBLN,SILVER,03-05-2019,38004.0,38216.0,37999.0,38216.0,38273.0,39,13,1.49
110,2019-03-18,FUTBLN,SILVER,03-05-2019,37969.0,38110.0,37956.0,37956.0,37947.0,39,9,1.03
111,2019-03-15,FUTBLN,SILVER,03-05-2019,38129.0,38282.0,38066.0,38282.0,38254.0,39,5,0.57
112,2019-03-14,FUTBLN,SILVER,03-05-2019,38634.0,38648.0,37940.0,38003.0,38207.0,37,30,3.45
113,2019-03-13,FUTBLN,SILVER,03-05-2019,38851.0,38903.0,38779.0,38837.0,38852.0,28,38,4.43
114,2019-03-12,FUTBLN,SILVER,03-05-2019,38677.0,38785.0,38603.0,38754.0,38749.0,21,25,2.9
115,2019-03-11,FUTBLN,SILVER,03-05-2019,38673.0,38673.0,38449.0,38449.0,38637.0,20,25,2.89
116,2019-03-08,FUTBLN,SILVER,03-05-2019,38148.0,38786.0,38145.0,38786.0,38233.0,25,27,3.11
117,2019-03-07,FUTBLN,SILVER,03-05-2019,38166.0,38228.0,37898.0,38137.0,38200.0,21,41,4.68
118,2019-03-06,FUTBLN,SILVER,03-05-2019,38518.0,38592.0,38106.0,38202.0,38525.0,18,45,5.17
119,2019-03-05,FUTBLN,SILVER,03-05-2019,38432.0,38550.0,38410.0,38550.0,38387.0,16,9,1.04
120,2019-03-01,FUTBLN,SILVER,03-05-2019,39845.0,39851.0,39408.0,39414.0,39781.0,13,22,2.62
121,2019-02-28,FUTBLN,SILVER,03-05-2019,40450.0,40525.0,40040.0,40040.0,40406.0,16,25,3.03
122,2019-02-27,FUTBLN,SILVER,05-03-2019,40145.0,40145.0,40119.0,40126.0,40186.0,120,26,3.13
123,2019-02-27,FUTBLN,SILVER,03-05-2019,40865.0,40865.0,40571.0,40571.0,40679.0,13,13,1.59
124,2019-02-26,FUTBLN,SILVER,05-03-2019,40335.0,40352.0,40187.0,40187.0,40136.0,120,13,1.57
125,2019-02-26,FUTBLN,SILVER,03-05-2019,40899.0,40901.0,40633.0,40729.0,40628.0,12,23,2.81
126,2019-02-25,FUTBLN,SILVER,05-03-2019,40276.0,40404.0,40065.0,40065.0,40377.0,131,27,3.26
127,2019-02-22,FUTBLN,SILVER,05-03-2019,40164.0,40271.0,40101.0,40271.0,40177.0,131,16,1.93
128,2019-02-21,FUTBLN,SILVER,05-03-2019,40483.0,40545.0,40235.0,40235.0,40292.0,141,54,6.56
129,2019-02-20,FUTBLN,SILVER,05-03-2019,40623.0,40759.0,40549.0,40743.0,40634.0,166,26,3.17
130,2019-02-19,FUTBLN,SILVER,05-03-2019,40160.0,40440.0,40160.0,40440.0,40352.0,169,12,1.45
131,2019-02-18,FUTBLN,SILVER,05-03-2019,40200.0,40256.0,40150.0,40160.0,40200.0,173,25,3.01
132,2019-02-15,FUTBLN,SILVER,05-03-2019,39580.0,39857.0,39580.0,39797.0,39796.0,175,48,5.73
133,2019-02-14,FUTBLN,SILVER,05-03-2019,39550.0,39550.0,39275.0,39399.0,39544.0,195,27,3.19
134,2019-02-13,FUTBLN,SILVER,05-03-2019,39535.0,39806.0,39525.0,39806.0,39548.0,196,20,2.38
135,2019-02-12,FUTBLN,SILVER,05-03-2019,39829.0,39938.0,39442.0,39476.0,39476.0,196,36,4.28
136,2019-02-11,FUTBLN,SILVER,05-03-2019,39982.0,39982.0,39830.0,39857.0,39741.0,195,11,1.32
137,2019-02-08,FUTBLN,SILVER,05-03-2019,39867.0,40217.0,39730.0,40000.0,39822.0,195,32,3.84
138,2019-02-07,FUTBLN,SILVER,05-03-2019,39955.0,40028.0,39905.0,40015.0,40015.0,195,31,3.72
139,2019-02-06,FUTBLN,SILVER,05-03-2019,40333.0,40404.0,40153.0,40390.0,40265.0,195,23,2.78
140,2019-02-05,FUTBLN,SILVER,05-03-2019,40626.0,40653.0,40443.0,40449.0,40511.0,195,28,3.4
141,2019-02-04,FUTBLN,SILVER,05-03-2019,40474.0,40634.0,40233.0,40547.0,40341.0,195,33,4.0
142,2019-02-01,FUTBLN,SILVER,05-03-2019,40244.0,40675.0,40228.0,40632.0,40295.0,195,23,2.79
143,2019-01-31,FUTBLN,SILVER,05-03-2019,40479.0,40659.0,40424.0,40453.0,40546.0,195,19,2.31
144,2019-01-30,FUTBLN,SILVER,05-03-2019,40443.0,40443.0,40299.0,40351.0,40313.0,195,24,2.91
145,2019-01-29,FUTBLN,SILVER,05-03-2019,39960.0,40243.0,39959.0,40243.0,40212.0,195,51,6.14
146,2019-01-28,FUTBLN,SILVER,05-03-2019,39956.0,40017.0,39680.0,39930.0,39838.0,196,32,3.83
147,2019-01-25,FUTBLN,SILVER,05-03-2019,38981.0,39422.0,38981.0,39419.0,39128.0,204,37,4.35
148,2019-01-24,FUTBLN,SILVER,05-03-2019,38935.0,38993.0,38850.0,38856.0,39038.0,200,16,1.87
149,2019-01-23,FUTBLN,SILVER,05-03-2019,39149.0,39267.0,38949.0,39083.0,39310.0,201,38,4.47
150,2019-01-22,FUTBLN,SILVER,05-03-2019,38867.0,39113.0,38867.0,38989.0,39124.0,195,15,1.76
151,2019-01-21,FUTBLN,SILVER,05-03-2019,39206.0,39206.0,38840.0,38904.0,38929.0,195,24,2.81
152,2019-01-18,FUTBLN,SILVER,05-03-2019,39476.0,39547.0,39133.0,39219.0,39367.0,196,27,3.18
153,2019-01-17,FUTBLN,SILVER,05-03-2019,39640.0,39640.0,39380.0,39385.0,39598.0,195,20,2.37
154,2019-01-16,FUTBLN,SILVER,05-03-2019,39544.0,39656.0,39440.0,39600.0,39664.0,195,42,4.98
155,2019-01-15,FUTBLN,SILVER,05-03-2019,39581.0,39600.0,39581.0,39600.0,39507.0,196,4,0.48
156,2019-01-14,FUTBLN,SILVER,05-03-2019,39439.0,39533.0,39400.0,39504.0,39513.0,196,13,1.54
157,2019-01-11,FUTBLN,SILVER,05-03-2019,39400.0,39561.0,39274.0,39274.0,39535.0,195,25,2.96
158,2019-01-10,FUTBLN,SILVER,05-03-2019,39644.0,39674.0,39494.0,39494.0,39547.0,195,18,2.14
159,2019-01-09,FUTBLN,SILVER,05-03-2019,39384.0,39427.0,39320.0,39396.0,39421.0,195,24,2.83
160,2019-01-08,FUTBLN,SILVER,05-03-2019,38981.0,39319.0,38977.0,39319.0,39059.0,195,39,4.58
161,2019-01-07,FUTBLN,SILVER,05-03-2019,39260.0,39480.0,39182.0,39182.0,39335.0,176,55,6.49
162,2019-01-04,FUTBLN,SILVER,05-03-2019,39604.0,39640.0,39247.0,39295.0,39086.0,156,35,4.14
163,2019-01-03,FUTBLN,SILVER,05-03-2019,39239.0,39407.0,39231.0,39381.0,39316.0,156,30,3.54
164,2019-01-02,FUTBLN,SILVER,05-03-2019,38673.0,38973.0,38658.0,38939.0,38949.0,156,30,3.5
165,2019-01-01,FUTBLN,SILVER,05-03-2019,38754.0,38763.0,38715.0,38763.0,38796.0,156,6,0.7
