,Date,Instrument,Symbol,Expiry_Date,Open_Price,High_Price,Low_Price,Close_Price,Daily_Settlement_Price,Open_Interest,No_of_Contracts,Turnover
216,2019-03-22,FUTENR,BRCRUDEM,29-03-2019,4622.0,4645.0,4580.0,4592.0,4618.0,121,387,1.79
217,2019-03-21,FUTENR,BRCRUDEM,29-03-2019,4645.0,4673.0,4645.0,4662.0,4713.0,102,17,0.08
218,2019-03-20,FUTENR,BRCRUDEM,29-03-2019,4647.0,4684.0,4606.0,4684.0,4659.0,103,416,1.92
219,2019-03-20,FUTENR,BRCRUDEM,30-04-2019,4674.0,4675.0,4648.0,4648.0,4689.0,11,12,0.06
220,2019-03-19,FUTENR,BRCRUDEM,29-03-2019,4630.0,4679.0,4622.0,4624.0,4681.0,157,360,1.67
221,2019-03-19,FUTENR,BRCRUDEM,30-04-2019,4697.0,4697.0,4697.0,4697.0,4711.0,3,3,0.01
222,2019-03-18,FUTENR,BRCRUDEM,29-03-2019,4618.0,4635.0,4584.0,4635.0,4624.0,147,296,1.37
223,2019-03-18,FUTENR,BRCRUDEM,30-04-2019,4609.0,4645.0,4599.0,4642.0,4653.0,0,9,0.04
224,2019-03-15,FUTENR,BRCRUDEM,29-03-2019,4652.0,4675.0,4575.0,4623.0,4655.0,147,490,2.27
225,2019-03-14,FUTENR,BRCRUDEM,29-03-2019,4717.0,4742.0,4659.0,4677.0,4740.0,116,568,2.68
226,2019-03-13,FUTENR,BRCRUDEM,29-03-2019,4666.0,4703.0,4649.0,4677.0,4696.0,124,699,3.26
227,2019-03-12,FUTENR,BRCRUDEM,29-03-2019,4656.0,4694.0,4640.0,4647.0,4698.0,132,582,2.72
228,2019-03-11,FUTENR,BRCRUDEM,29-03-2019,4585.0,4665.0,4585.0,4642.0,4659.0,100,545,2.53
229,2019-03-08,FUTENR,BRCRUDEM,29-03-2019,4619.0,4627.0,4519.0,4519.0,4589.0,83,495,2.27
230,2019-03-07,FUTENR,BRCRUDEM,29-03-2019,4646.0,4691.0,4625.0,4646.0,4706.0,65,518,2.41
231,2019-03-06,FUTENR,BRCRUDEM,29-03-2019,4631.0,4645.0,4590.0,4642.0,4666.0,94,669,3.09
232,2019-03-05,FUTENR,BRCRUDEM,29-03-2019,4636.0,4660.0,4604.0,4649.0,4669.0,121,552,2.56
233,2019-03-04,FUTENR,BRCRUDEM,29-03-2019,4657.0,4660.0,4652.0,4652.0,4697.0,101,30,0.14
234,2019-03-01,FUTENR,BRCRUDEM,29-03-2019,4740.0,4773.0,4597.0,4617.0,4617.0,101,1229,5.82
