Date,Price,Open,High,Low,Volume,ChgPct
Aug 13 2019,27737.80,28399.95,28490.00,27682.50,3.44M,-2.59
Aug 09 2019,28474.10,28400.05,28625.00,28330.55,3.03M,0.83
Aug 08 2019,28239.90,27813.10,28370.00,27611.40,4.22M,1.77
Aug 07 2019,27748.45,28098.90,28242.00,27690.30,3.90M,-1.29
Aug 06 2019,28109.75,27651.10,28240.00,27651.00,3.36M,1.13
Aug 05 2019,27795.75,27825.00,28015.60,27510.00,4.34M,-1.88
Aug 02 2019,28327.30,28244.40,28684.95,28050.90,4.78M,-0.60
Aug 01 2019,28499.30,28805.65,28924.00,28140.55,4.29M,-1.63
Jul 31 2019,28972.35,28685.00,29077.95,28655.85,3.50M,0.41
Jul 30 2019,28853.40,29500.05,29588.15,28801.10,3.59M,-1.77
Jul 29 2019,29373.15,29645.90,29680.00,29196.00,2.62M,-0.31
Jul 26 2019,29465.65,29265.50,29510.00,29125.60,2.49M,1.46
Jul 25 2019,29043.05,28998.45,29237.80,28920.00,2.92M,0.23
Jul 24 2019,28976.40,29150.75,29292.00,28928.00,2.99M,-0.75
Jul 23 2019,29194.70,29414.90,29439.35,29127.65,3.24M,-0.66
Jul 22 2019,29389.65,29650.00,29698.65,29265.00,2.98M,-1.32
Jul 19 2019,29781.35,30520.00,30534.65,29726.05,3.36M,-2.19
Jul 18 2019,30448.65,30686.95,30745.00,30410.55,2.11M,-0.94
Jul 17 2019,30737.75,30574.00,30778.00,30542.00,2.06M,0.48
Jul 16 2019,30590.60,30510.05,30650.00,30428.25,1.95M,0.44
Jul 15 2019,30456.50,30697.50,30699.95,30323.60,2.08M,-0.47
Jul 12 2019,30600.50,30747.95,30848.80,30562.00,2.41M,-0.38
Jul 11 2019,30717.10,30699.00,30831.70,30600.05,2.13M,0.69
Jul 10 2019,30507.70,30669.95,30793.85,30412.00,2.50M,-0.43
Jul 09 2019,30639.65,30606.00,30780.00,30451.00,2.56M,-0.16
Jul 08 2019,30689.15,31310.00,31373.00,30606.00,3.41M,-2.58
Jul 05 2019,31503.30,31568.95,31727.60,31353.55,3.23M,-0.14
Jul 04 2019,31548.20,31525.60,31689.75,31500.05,2.19M,0.17
Jul 03 2019,31495.90,31410.00,31570.25,31357.60,1.82M,0.29
Jul 02 2019,31403.90,31530.05,31530.05,31176.75,2.54M,-0.29
Jul 01 2019,31496.30,31400.25,31559.85,31351.15,1.70M,0.73
Jun 28 2019,31267.45,31333.40,31422.10,31207.60,2.20M,-0.01
Jun 27 2019,31269.50,31250.05,31480.00,31139.25,3.23M,0.31
Jun 26 2019,31172.60,30790.00,31209.15,30779.35,2.42M,0.95
Jun 25 2019,30878.60,30589.95,30950.00,30480.00,2.91M,0.81
Jun 24 2019,30631.25,30675.05,30768.00,30533.65,1.99M,-0.02
Jun 21 2019,30638.10,30699.95,30799.90,30515.00,2.65M,-0.42
Jun 20 2019,30768.05,30377.85,30809.00,30276.00,3.39M,1.38
Jun 19 2019,30350.20,30506.35,30663.05,30213.90,3.34M,0.06
Jun 18 2019,30331.00,30349.95,30584.00,30200.00,3.47M,0.02
Jun 17 2019,30325.95,30599.00,30614.45,30306.00,2.25M,-0.93
Jun 14 2019,30611.40,30955.10,31042.00,30503.15,2.96M,-1.33
Jun 13 2019,31025.25,30888.00,31090.70,30665.00,3.08M,0.06
Jun 12 2019,31005.50,31220.00,31240.00,30906.20,2.26M,-0.77
Jun 11 2019,31246.90,31200.00,31374.90,30974.90,2.69M,0.65
Jun 10 2019,31044.70,31296.30,31391.65,30866.00,2.88M,-0.23
Jun 07 2019,31115.05,31018.00,31187.95,30670.35,3.64M,0.57
Jun 06 2019,30939.25,31599.95,31599.95,30883.00,3.91M,-2.22
Jun 04 2019,31640.60,31597.95,31793.95,31571.00,2.43M,-0.12
Jun 03 2019,31679.95,31326.85,31718.75,31250.00,2.73M,1.13
May 31 2019,31324.75,31710.05,31815.45,30562.10,4.46M,-0.67
May 30 2019,31537.10,31280.00,31642.00,31250.00,2.71M,0.70
May 29 2019,31317.25,31565.05,31578.50,31276.55,2.42M,-0.99
May 28 2019,31629.35,31676.75,31699.15,31319.00,3.38M,0.11
May 27 2019,31595.25,31229.95,31649.95,31175.10,3.03M,1.19
May 24 2019,31222.80,30750.05,31315.00,30580.05,4.11M,2.44
May 23 2019,30477.90,30900.00,31780.00,30332.75,7.64M,-0.42
May 22 2019,30606.05,30425.05,30769.90,30350.00,3.02M,0.71
May 21 2019,30388.95,30860.00,30970.30,30315.10,3.34M,-1.38
May 20 2019,30815.65,30185.05,30885.45,30060.50,4.20M,4.52
May 17 2019,29483.45,28934.95,29590.00,28880.10,3.33M,1.81
May 16 2019,28959.75,28639.95,29050.00,28571.00,2.83M,1.02
May 15 2019,28666.80,29060.05,29079.00,28594.65,2.69M,-0.87
May 14 2019,28917.85,28751.00,29198.00,28700.00,3.17M,0.50
May 13 2019,28773.05,29029.90,29080.00,28712.40,2.43M,-1.08
May 10 2019,29088.15,28975.00,29258.80,28946.55,3.17M,0.32
May 09 2019,28995.25,29030.00,29153.95,28902.00,2.63M,-0.52
May 08 2019,29145.70,29349.85,29418.60,29115.00,2.68M,-0.93
May 07 2019,29418.45,29915.00,29945.85,29370.00,2.90M,-1.31
May 06 2019,29808.70,29689.40,29880.00,29649.00,2.00M,-0.84
May 03 2019,30060.75,29878.75,30237.00,29810.00,2.35M,0.88
May 02 2019,29799.35,29785.00,30047.10,29730.05,2.59M,-0.31
Apr 30 2019,29891.70,30049.95,30062.00,29662.80,3.04M,-0.95
Apr 26 2019,30177.90,29851.10,30229.70,29734.90,2.87M,2.09
Apr 25 2019,29561.35,29889.95,30060.00,29511.00,3.18M,-1.10
Apr 24 2019,29890.35,29549.40,29958.00,29426.60,3.10M,1.24
Apr 23 2019,29525.25,29784.90,29928.00,29492.00,3.06M,-0.78
Apr 22 2019,29758.50,30200.00,30244.90,29715.30,2.88M,-1.68
Apr 18 2019,30266.35,30675.00,30722.25,30210.00,3.13M,-1.11
Apr 16 2019,30605.55,30300.75,30678.00,30278.10,2.48M,1.38
Apr 15 2019,30187.55,30098.10,30249.00,30043.10,1.72M,0.41
Apr 12 2019,30063.05,29925.00,30150.00,29833.55,2.14M,0.39
Apr 11 2019,29945.05,29948.85,30009.00,29772.00,2.49M,-0.11
Apr 10 2019,29979.25,30200.35,30335.00,29919.25,3.01M,-1.11
Apr 09 2019,30314.85,30030.05,30359.25,29890.10,2.72M,1.01
Apr 08 2019,30010.95,30405.85,30434.65,29875.45,2.38M,-1.01
Apr 05 2019,30316.50,30205.25,30402.00,30055.00,2.25M,0.54
Apr 04 2019,30155.00,30349.95,30494.00,30028.90,3.59M,-0.58
Apr 03 2019,30330.90,30626.35,30729.00,30260.75,2.53M,-0.77
Apr 02 2019,30564.75,30501.10,30638.55,30285.15,2.65M,0.20
Apr 01 2019,30504.15,30594.90,30811.95,30380.00,2.44M,-0.07
Mar 29 2019,30525.85,30600.00,30915.65,30408.55,2.37M,0.35
Mar 28 2019,30420.55,30055.00,30493.00,29928.85,3.54M,1.26
Mar 27 2019,30040.90,30109.95,30275.00,29780.55,4.27M,0.24
Mar 26 2019,29969.70,29321.00,30025.00,29300.00,3.27M,2.24
Mar 25 2019,29312.00,29410.00,29419.85,29211.30,2.27M,-1.10
Mar 22 2019,29638.55,30000.40,30092.00,29572.00,3.43M,-0.98
Mar 20 2019,29931.30,29819.95,29986.45,29704.00,2.46M,0.25
Mar 19 2019,29858.10,29800.00,29898.80,29502.90,2.43M,0.67
Mar 18 2019,29660.35,29605.05,29863.65,29371.90,3.53M,0.66
Mar 15 2019,29465.50,29078.75,29658.30,29040.25,3.72M,1.56
Mar 14 2019,29012.25,29055.55,29134.70,28862.25,2.71M,0.25
Mar 13 2019,28938.80,28511.50,28998.10,28436.00,3.79M,1.44
Mar 12 2019,28528.10,28240.00,28578.20,28210.60,2.76M,1.59
Mar 11 2019,28080.70,28018.50,28146.10,27891.20,1.60M,0.71
Mar 08 2019,27883.15,27774.90,27920.00,27710.00,1.90M,0.18
Mar 07 2019,27833.85,27740.00,27879.60,27626.00,2.25M,0.51
Mar 06 2019,27692.40,27655.55,27760.00,27560.25,2.19M,0.17
Mar 05 2019,27645.50,27053.25,27674.55,27053.25,2.40M,1.63
Mar 01 2019,27201.30,27061.05,27248.90,27051.00,1.80M,1.54
Feb 28 2019,26789.90,26884.00,26932.55,26751.00,1.93M,-0.10
Feb 27 2019,26817.15,27049.85,27195.00,26723.35,3.10M,-0.52
Feb 26 2019,26956.20,26830.00,27144.00,26740.00,3.40M,-0.79
Feb 25 2019,27171.55,26975.30,27208.90,26950.10,1.77M,0.87
Feb 22 2019,26937.15,27049.90,27074.10,26915.05,1.76M,-0.63
Feb 21 2019,27107.15,27059.90,27169.90,27038.45,1.88M,0.33
Feb 20 2019,27017.95,26804.00,27052.35,26730.15,2.11M,1.04
Feb 19 2019,26739.30,26750.00,27083.95,26700.00,2.92M,-0.07
Feb 18 2019,26757.20,26780.00,26907.55,26722.00,1.56M,-0.41
Feb 15 2019,26867.30,27070.05,27089.75,26721.00,2.77M,-0.74
Feb 14 2019,27066.50,26967.50,27146.70,26912.00,2.17M,0.28
Feb 13 2019,26991.90,27200.00,27273.75,26950.00,2.03M,-0.46
Feb 12 2019,27116.60,27238.70,27383.70,27086.00,2.35M,-0.66
Feb 11 2019,27295.90,27300.05,27349.95,27208.20,1.81M,-0.15
Feb 08 2019,27336.85,27376.60,27535.45,27267.55,2.58M,-0.41
Feb 07 2019,27449.85,27350.00,27646.95,27300.00,2.91M,-0.01
Feb 06 2019,27452.15,27400.05,27480.00,27353.90,1.83M,0.41
Feb 05 2019,27340.15,27270.10,27407.45,27236.30,1.77M,0.24
Feb 04 2019,27273.60,26991.00,27318.10,26885.45,2.44M,0.48
Feb 01 2019,27144.65,27331.00,27599.95,26950.00,4.33M,-0.55
Jan 31 2019,27295.45,26972.00,27314.90,26873.65,2.98M,1.77
Jan 30 2019,26820.90,26888.00,26917.50,26686.50,2.65M,0.61
Jan 29 2019,26659.05,26620.25,26849.00,26520.00,2.76M,-0.20
Jan 28 2019,26711.15,27090.00,27177.00,26646.90,3.14M,-1.59
Jan 25 2019,27143.80,27378.00,27480.00,27067.00,2.41M,-0.64
Jan 24 2019,27317.80,27300.00,27375.10,27186.20,2.37M,-0.01
Jan 23 2019,27320.40,27462.00,27610.85,27274.45,2.29M,-0.72
Jan 22 2019,27518.95,27521.25,27560.00,27435.35,1.67M,-0.20
Jan 21 2019,27573.00,27560.05,27674.95,27449.05,1.81M,0.09
Jan 18 2019,27547.90,27649.90,27676.00,27505.00,1.85M,-0.15
Jan 17 2019,27588.15,27562.30,27667.35,27377.00,2.76M,0.11
Jan 16 2019,27556.60,27534.00,27640.00,27502.50,1.77M,0.14
Jan 15 2019,27518.90,27410.60,27539.00,27392.10,2.07M,0.59
Jan 14 2019,27356.75,27465.00,27489.95,27300.95,1.99M,-0.74
Jan 11 2019,27561.50,27675.00,27700.00,27502.55,2.22M,-0.29
Jan 10 2019,27641.35,27720.30,27740.00,27587.10,2.27M,-0.40
Jan 09 2019,27751.55,27752.20,27784.40,27451.40,3.65M,0.54
Jan 08 2019,27602.60,27388.40,27632.65,27292.00,2.83M,0.73
Jan 07 2019,27402.95,27555.00,27586.75,27375.00,2.11M,0.15
Jan 04 2019,27361.70,27169.00,27431.00,27058.00,3.79M,0.98
Jan 03 2019,27097.45,27260.00,27319.40,27062.30,2.78M,-0.63
Jan 02 2019,27268.50,27410.30,27523.00,27175.10,3.39M,-0.86
Jan 01 2019,27505.65,27300.20,27532.00,27135.00,2.33M,0.69
Dec 31 2018,27318.10,27400.00,27429.50,27242.10,1.46M,0.14
Dec 28 2018,27278.65,27155.00,27350.00,27051.05,2.14M,1.49
Dec 27 2018,26878.55,27198.00,27260.00,26860.00,3.44M,-0.57
Dec 26 2018,27031.70,26700.00,27070.00,26439.60,3.68M,0.90
Dec 24 2018,26791.20,26925.00,26982.60,26737.10,2.19M,-0.56
Dec 21 2018,26942.70,27300.00,27399.00,26888.60,3.32M,-1.45
Dec 20 2018,27340.50,27189.40,27371.55,27155.00,2.61M,-0.06
Dec 19 2018,27358.15,27301.00,27425.00,27271.00,2.10M,0.39
Dec 18 2018,27252.90,26950.00,27278.80,26926.35,2.39M,0.60
Dec 17 2018,27091.00,26988.80,27129.15,26912.15,1.86M,0.79
Dec 14 2018,26879.85,26853.00,26948.00,26770.00,1.92M,-0.01
Dec 13 2018,26883.05,26867.65,27029.00,26785.75,2.99M,0.47
Dec 12 2018,26758.30,26349.85,26779.45,26297.00,3.12M,2.01
Dec 11 2018,26231.10,25800.00,26295.00,25706.40,5.02M,0.08
Dec 10 2018,26211.00,26251.25,26453.50,26180.10,2.50M,-1.68
Dec 07 2018,26660.00,26380.00,26735.90,26335.15,3.06M,1.43
Dec 06 2018,26284.65,26485.50,26494.40,26234.10,3.24M,-1.35
Dec 05 2018,26643.80,26670.00,26745.00,26561.30,2.68M,-0.63
Dec 04 2018,26813.30,26903.00,26924.95,26751.25,2.10M,-0.55
Dec 03 2018,26960.40,27055.50,27065.50,26883.40,1.98M,0.16
Nov 30 2018,26918.45,26957.45,27034.10,26841.00,2.43M,-0.08
Nov 29 2018,26939.60,26602.05,27009.10,26530.90,3.76M,1.97
Nov 28 2018,26420.40,26467.80,26548.00,26381.00,2.67M,-0.02
Nov 27 2018,26426.75,26300.20,26469.90,26239.75,3.42M,0.24
Nov 26 2018,26363.75,26075.00,26385.95,26025.05,3.38M,1.39
Nov 22 2018,26003.45,26310.10,26339.25,25956.90,3.74M,-1.25
Nov 21 2018,26332.30,26050.00,26409.70,26050.00,3.34M,0.67
Nov 20 2018,26157.90,26240.00,26262.80,26080.75,2.87M,-0.61
Nov 19 2018,26319.00,26355.10,26395.00,26207.70,2.56M,0.25
Nov 16 2018,26253.90,26202.15,26333.70,26145.00,3.11M,0.22
Nov 15 2018,26195.80,25960.00,26255.95,25905.50,3.58M,0.83
Nov 14 2018,25981.45,25984.50,26080.00,25811.20,4.47M,0.58
Nov 13 2018,25830.75,25479.95,25855.10,25429.15,3.75M,0.90
Nov 12 2018,25599.50,25850.25,25980.00,25567.55,2.93M,-0.96
Nov 09 2018,25848.80,25730.00,25880.00,25630.10,2.16M,0.34
Nov 07 2018,25762.20,25880.00,25880.00,25732.20,475.00K,0.31
Nov 06 2018,25683.20,25824.70,25939.65,25616.90,3.33M,-0.48
Nov 05 2018,25805.80,25700.20,25873.00,25573.00,2.91M,0.22
Nov 02 2018,25750.40,25548.00,25898.00,25515.40,4.05M,1.47
Nov 01 2018,25377.70,25249.95,25450.00,25178.95,3.94M,0.67
Oct 31 2018,25208.40,24874.95,25258.05,24625.00,5.07M,1.19
Oct 30 2018,24912.90,25050.35,25214.00,24767.35,3.95M,-0.52
Oct 29 2018,25043.20,24683.65,25089.00,24471.25,4.20M,2.21
Oct 26 2018,24502.45,24875.00,24906.20,24444.00,4.08M,-1.27
Oct 25 2018,24817.45,24860.00,25011.20,24686.00,4.14M,-1.11
Oct 24 2018,25095.85,25350.05,25350.05,24840.00,5.04M,0.47
Oct 23 2018,24978.50,24799.80,25069.90,24770.00,4.25M,-0.21
Oct 22 2018,25031.25,25475.00,25495.30,24966.70,4.66M,-0.18
Oct 19 2018,25076.75,24960.25,25319.70,24860.10,4.86M,-0.40
Oct 17 2018,25177.50,25875.00,25892.90,25080.40,5.14M,-1.74
Oct 16 2018,25622.50,25356.25,25704.75,25317.65,3.69M,1.01
Oct 15 2018,25366.25,25399.00,25446.00,25130.55,3.89M,-0.16
Oct 12 2018,25406.95,25037.00,25514.55,25000.05,4.41M,2.33
Oct 11 2018,24827.40,24600.35,24997.20,24510.00,6.47M,-1.89
Oct 10 2018,25305.50,24609.95,25361.25,24586.00,6.16M,3.02
Oct 09 2018,24563.50,24762.40,24842.00,24510.00,4.06M,-0.60
