"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"16-Apr-2019","FUTBLN","SILVER","03-05-2019","   37211.00","   37211.00","   37211.00","   37211.00","   37292.00","               41","               1","             0.11"
"15-Apr-2019","FUTBLN","SILVER","03-05-2019","   36960.00","   36960.00","   36960.00","   36960.00","   37151.00","               41","               1","             0.11"
"12-Apr-2019","FUTBLN","SILVER","03-05-2019","   37228.00","   37228.00","   37228.00","   37228.00","   37337.00","               41","               1","             0.11"
"10-Apr-2019","FUTBLN","SILVER","03-05-2019","   37823.00","   37830.00","   37792.00","   37798.00","   37875.00","               41","               5","             0.57"
"09-Apr-2019","FUTBLN","SILVER","03-05-2019","   38069.00","   38069.00","   37901.00","   37901.00","   37978.00","               41","               2","             0.23"
"08-Apr-2019","FUTBLN","SILVER","03-05-2019","   37784.00","   37985.00","   37783.00","   37985.00","   37782.00","               41","              24","             2.73"
"05-Apr-2019","FUTBLN","SILVER","03-05-2019","   37550.00","   37652.00","   37550.00","   37593.00","   37716.00","               41","               7","             0.79"
"04-Apr-2019","FUTBLN","SILVER","03-05-2019","   37405.00","   37438.00","   37105.00","   37341.00","   37458.00","               41","               8","             0.89"
"03-Apr-2019","FUTBLN","SILVER","03-05-2019","   37326.00","   37326.00","   37173.00","   37187.00","   37472.00","               41","               6","             0.67"
"02-Apr-2019","FUTBLN","SILVER","03-05-2019","   37511.00","   37511.00","   37058.00","   37377.00","   37415.00","               41","              36","             4.03"
"01-Apr-2019","FUTBLN","SILVER","03-05-2019","   37713.00","   37749.00","   37586.00","   37615.00","   37500.00","               41","              14","             1.58"
"29-Mar-2019","FUTBLN","SILVER","03-05-2019","   37333.00","   37845.00","   37333.00","   37845.00","   37567.00","               41","               7","             0.79"
"28-Mar-2019","FUTBLN","SILVER","03-05-2019","   37982.00","   38067.00","   37492.00","   37492.00","   37890.00","               41","              21","             2.38"
"27-Mar-2019","FUTBLN","SILVER","03-05-2019","   38322.00","   38383.00","   38048.00","   38060.00","   38306.00","               41","              25","             2.87"
"26-Mar-2019","FUTBLN","SILVER","03-05-2019","   38498.00","   38512.00","   38311.00","   38323.00","   38345.00","               40","              14","             1.61"
"25-Mar-2019","FUTBLN","SILVER","03-05-2019","   38397.00","   38585.00","   38363.00","   38585.00","   38507.00","               40","              10","             1.15"
"22-Mar-2019","FUTBLN","SILVER","03-05-2019","   38300.00","   38418.00","   38287.00","   38348.00","   38350.00","               39","               6","             0.69"
"21-Mar-2019","FUTBLN","SILVER","03-05-2019","   38215.00","   38215.00","   38215.00","   38215.00","   38005.00","               39","               1","             0.11"
"20-Mar-2019","FUTBLN","SILVER","03-05-2019","   38184.00","   38185.00","   37918.00","   38185.00","   38013.00","               39","              14","             1.60"
"19-Mar-2019","FUTBLN","SILVER","03-05-2019","   38004.00","   38216.00","   37999.00","   38216.00","   38273.00","               39","              13","             1.49"
"18-Mar-2019","FUTBLN","SILVER","03-05-2019","   37969.00","   38110.00","   37956.00","   37956.00","   37947.00","               39","               9","             1.03"
"15-Mar-2019","FUTBLN","SILVER","03-05-2019","   38129.00","   38282.00","   38066.00","   38282.00","   38254.00","               39","               5","             0.57"
"14-Mar-2019","FUTBLN","SILVER","03-05-2019","   38634.00","   38648.00","   37940.00","   38003.00","   38207.00","               37","              30","             3.45"
"13-Mar-2019","FUTBLN","SILVER","03-05-2019","   38851.00","   38903.00","   38779.00","   38837.00","   38852.00","               28","              38","             4.43"
"12-Mar-2019","FUTBLN","SILVER","03-05-2019","   38677.00","   38785.00","   38603.00","   38754.00","   38749.00","               21","              25","             2.90"
"11-Mar-2019","FUTBLN","SILVER","03-05-2019","   38673.00","   38673.00","   38449.00","   38449.00","   38637.00","               20","              25","             2.89"
"08-Mar-2019","FUTBLN","SILVER","03-05-2019","   38148.00","   38786.00","   38145.00","   38786.00","   38233.00","               25","              27","             3.11"
"07-Mar-2019","FUTBLN","SILVER","03-05-2019","   38166.00","   38228.00","   37898.00","   38137.00","   38200.00","               21","              41","             4.68"
"06-Mar-2019","FUTBLN","SILVER","03-05-2019","   38518.00","   38592.00","   38106.00","   38202.00","   38525.00","               18","              45","             5.17"
"05-Mar-2019","FUTBLN","SILVER","03-05-2019","   38432.00","   38550.00","   38410.00","   38550.00","   38387.00","               16","               9","             1.04"
"01-Mar-2019","FUTBLN","SILVER","03-05-2019","   39845.00","   39851.00","   39408.00","   39414.00","   39781.00","               13","              22","             2.62"
"28-Feb-2019","FUTBLN","SILVER","03-05-2019","   40450.00","   40525.00","   40040.00","   40040.00","   40406.00","               16","              25","             3.03"
"27-Feb-2019","FUTBLN","SILVER","05-03-2019","   40145.00","   40145.00","   40119.00","   40126.00","   40186.00","              120","              26","             3.13"
"27-Feb-2019","FUTBLN","SILVER","03-05-2019","   40865.00","   40865.00","   40571.00","   40571.00","   40679.00","               13","              13","             1.59"
"26-Feb-2019","FUTBLN","SILVER","05-03-2019","   40335.00","   40352.00","   40187.00","   40187.00","   40136.00","              120","              13","             1.57"
"26-Feb-2019","FUTBLN","SILVER","03-05-2019","   40899.00","   40901.00","   40633.00","   40729.00","   40628.00","               12","              23","             2.81"
"25-Feb-2019","FUTBLN","SILVER","05-03-2019","   40276.00","   40404.00","   40065.00","   40065.00","   40377.00","              131","              27","             3.26"
"22-Feb-2019","FUTBLN","SILVER","05-03-2019","   40164.00","   40271.00","   40101.00","   40271.00","   40177.00","              131","              16","             1.93"
"21-Feb-2019","FUTBLN","SILVER","05-03-2019","   40483.00","   40545.00","   40235.00","   40235.00","   40292.00","              141","              54","             6.56"
"20-Feb-2019","FUTBLN","SILVER","05-03-2019","   40623.00","   40759.00","   40549.00","   40743.00","   40634.00","              166","              26","             3.17"
"19-Feb-2019","FUTBLN","SILVER","05-03-2019","   40160.00","   40440.00","   40160.00","   40440.00","   40352.00","              169","              12","             1.45"
"18-Feb-2019","FUTBLN","SILVER","05-03-2019","   40200.00","   40256.00","   40150.00","   40160.00","   40200.00","              173","              25","             3.01"
"15-Feb-2019","FUTBLN","SILVER","05-03-2019","   39580.00","   39857.00","   39580.00","   39797.00","   39796.00","              175","              48","             5.73"
"14-Feb-2019","FUTBLN","SILVER","05-03-2019","   39550.00","   39550.00","   39275.00","   39399.00","   39544.00","              195","              27","             3.19"
"13-Feb-2019","FUTBLN","SILVER","05-03-2019","   39535.00","   39806.00","   39525.00","   39806.00","   39548.00","              196","              20","             2.38"
"12-Feb-2019","FUTBLN","SILVER","05-03-2019","   39829.00","   39938.00","   39442.00","   39476.00","   39476.00","              196","              36","             4.28"
"11-Feb-2019","FUTBLN","SILVER","05-03-2019","   39982.00","   39982.00","   39830.00","   39857.00","   39741.00","              195","              11","             1.32"
"08-Feb-2019","FUTBLN","SILVER","05-03-2019","   39867.00","   40217.00","   39730.00","   40000.00","   39822.00","              195","              32","             3.84"
"07-Feb-2019","FUTBLN","SILVER","05-03-2019","   39955.00","   40028.00","   39905.00","   40015.00","   40015.00","              195","              31","             3.72"
"06-Feb-2019","FUTBLN","SILVER","05-03-2019","   40333.00","   40404.00","   40153.00","   40390.00","   40265.00","              195","              23","             2.78"
"05-Feb-2019","FUTBLN","SILVER","05-03-2019","   40626.00","   40653.00","   40443.00","   40449.00","   40511.00","              195","              28","             3.40"
"04-Feb-2019","FUTBLN","SILVER","05-03-2019","   40474.00","   40634.00","   40233.00","   40547.00","   40341.00","              195","              33","             4.00"
"01-Feb-2019","FUTBLN","SILVER","05-03-2019","   40244.00","   40675.00","   40228.00","   40632.00","   40295.00","              195","              23","             2.79"
"31-Jan-2019","FUTBLN","SILVER","05-03-2019","   40479.00","   40659.00","   40424.00","   40453.00","   40546.00","              195","              19","             2.31"
"30-Jan-2019","FUTBLN","SILVER","05-03-2019","   40443.00","   40443.00","   40299.00","   40351.00","   40313.00","              195","              24","             2.91"
"29-Jan-2019","FUTBLN","SILVER","05-03-2019","   39960.00","   40243.00","   39959.00","   40243.00","   40212.00","              195","              51","             6.14"
"28-Jan-2019","FUTBLN","SILVER","05-03-2019","   39956.00","   40017.00","   39680.00","   39930.00","   39838.00","              196","              32","             3.83"
"25-Jan-2019","FUTBLN","SILVER","05-03-2019","   38981.00","   39422.00","   38981.00","   39419.00","   39128.00","              204","              37","             4.35"
"24-Jan-2019","FUTBLN","SILVER","05-03-2019","   38935.00","   38993.00","   38850.00","   38856.00","   39038.00","              200","              16","             1.87"
"23-Jan-2019","FUTBLN","SILVER","05-03-2019","   39149.00","   39267.00","   38949.00","   39083.00","   39310.00","              201","              38","             4.47"
"22-Jan-2019","FUTBLN","SILVER","05-03-2019","   38867.00","   39113.00","   38867.00","   38989.00","   39124.00","              195","              15","             1.76"
"21-Jan-2019","FUTBLN","SILVER","05-03-2019","   39206.00","   39206.00","   38840.00","   38904.00","   38929.00","              195","              24","             2.81"
"18-Jan-2019","FUTBLN","SILVER","05-03-2019","   39476.00","   39547.00","   39133.00","   39219.00","   39367.00","              196","              27","             3.18"
"17-Jan-2019","FUTBLN","SILVER","05-03-2019","   39640.00","   39640.00","   39380.00","   39385.00","   39598.00","              195","              20","             2.37"
"16-Jan-2019","FUTBLN","SILVER","05-03-2019","   39544.00","   39656.00","   39440.00","   39600.00","   39664.00","              195","              42","             4.98"
"15-Jan-2019","FUTBLN","SILVER","05-03-2019","   39581.00","   39600.00","   39581.00","   39600.00","   39507.00","              196","               4","             0.48"
"14-Jan-2019","FUTBLN","SILVER","05-03-2019","   39439.00","   39533.00","   39400.00","   39504.00","   39513.00","              196","              13","             1.54"
"11-Jan-2019","FUTBLN","SILVER","05-03-2019","   39400.00","   39561.00","   39274.00","   39274.00","   39535.00","              195","              25","             2.96"
"10-Jan-2019","FUTBLN","SILVER","05-03-2019","   39644.00","   39674.00","   39494.00","   39494.00","   39547.00","              195","              18","             2.14"
"09-Jan-2019","FUTBLN","SILVER","05-03-2019","   39384.00","   39427.00","   39320.00","   39396.00","   39421.00","              195","              24","             2.83"
"08-Jan-2019","FUTBLN","SILVER","05-03-2019","   38981.00","   39319.00","   38977.00","   39319.00","   39059.00","              195","              39","             4.58"
"07-Jan-2019","FUTBLN","SILVER","05-03-2019","   39260.00","   39480.00","   39182.00","   39182.00","   39335.00","              176","              55","             6.49"
"04-Jan-2019","FUTBLN","SILVER","05-03-2019","   39604.00","   39640.00","   39247.00","   39295.00","   39086.00","              156","              35","             4.14"
"03-Jan-2019","FUTBLN","SILVER","05-03-2019","   39239.00","   39407.00","   39231.00","   39381.00","   39316.00","              156","              30","             3.54"
"02-Jan-2019","FUTBLN","SILVER","05-03-2019","   38673.00","   38973.00","   38658.00","   38939.00","   38949.00","              156","              30","             3.50"
"01-Jan-2019","FUTBLN","SILVER","05-03-2019","   38754.00","   38763.00","   38715.00","   38763.00","   38796.00","              156","               6","             0.70"
