"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"21-Nov-2018","FUTBLN","SILVER","05-12-2018","   36575.00","   36764.00","   36572.00","   36741.00","   36785.00","              110","              15","             1.65"
"21-Nov-2018","FUTBLN","SILVER","05-03-2019","   37640.00","   37640.00","   37640.00","   37640.00","   37482.00","                2","               2","             0.23"
"20-Nov-2018","FUTBLN","SILVER","05-12-2018","   36743.00","   36931.00","   36743.00","   36926.00","   36812.00","              105","              25","             2.76"
"19-Nov-2018","FUTBLN","SILVER","05-12-2018","   37025.00","   37030.00","   36805.00","   36805.00","   36898.00","              100","              10","             1.11"
"16-Nov-2018","FUTBLN","SILVER","05-12-2018","   36840.00","   37099.00","   36705.00","   36995.00","   36867.00","              102","              19","             2.10"
"15-Nov-2018","FUTBLN","SILVER","05-12-2018","   36611.00","   36721.00","   36455.00","   36457.00","   36613.00","              109","               8","             0.88"
"14-Nov-2018","FUTBLN","SILVER","05-12-2018","   36261.00","   36399.00","   36110.00","   36397.00","   36238.00","              111","              32","             3.48"
"13-Nov-2018","FUTBLN","SILVER","05-12-2018","   36634.00","   36752.00","   36407.00","   36407.00","   36407.00","              117","              57","             6.26"
"12-Nov-2018","FUTBLN","SILVER","05-12-2018","   37046.00","   37132.00","   36855.00","   36855.00","   37143.00","              116","              55","             6.11"
"09-Nov-2018","FUTBLN","SILVER","05-12-2018","   37580.00","   37580.00","   36880.00","   36880.00","   38388.00","              118","              19","             2.12"
"08-Nov-2018","FUTBLN","SILVER","05-12-2018","   37713.00","   37740.00","   37388.00","   37501.00","   38395.00","              114","              14","             1.58"
"07-Nov-2018","FUTBLN","SILVER","05-12-2018","   38158.00","   38274.00","   38158.00","   38248.00","   38248.00","              114","              18","             2.06"
"06-Nov-2018","FUTBLN","SILVER","05-12-2018","   38413.00","   38521.00","   38260.00","   38260.00","   38410.00","              114","              80","             9.23"
"05-Nov-2018","FUTBLN","SILVER","05-12-2018","   38538.00","   38707.00","   38538.00","   38617.00","   38593.00","               98","              66","             7.65"
"02-Nov-2018","FUTBLN","SILVER","05-12-2018","   38598.00","   38612.00","   38450.00","   38510.00","   38564.00","               73","              42","             4.86"
"01-Nov-2018","FUTBLN","SILVER","05-12-2018","   38085.00","   38620.00","   38067.00","   38620.00","   38148.00","               75","              87","             9.97"
"31-Oct-2018","FUTBLN","SILVER","05-12-2018","   38399.00","   38409.00","   38091.00","   38091.00","   38004.00","               73","              25","             2.87"
"30-Oct-2018","FUTBLN","SILVER","05-12-2018","   38422.00","   38436.00","   38190.00","   38375.00","   38226.00","               69","              35","             4.03"
"29-Oct-2018","FUTBLN","SILVER","05-12-2018","   38770.00","   38812.00","   38722.00","   38802.00","   38642.00","               73","               8","             0.93"
"26-Oct-2018","FUTBLN","SILVER","05-12-2018","   38724.00","   38850.00","   38669.00","   38822.00","   38707.00","               73","              18","             2.09"
"25-Oct-2018","FUTBLN","SILVER","05-12-2018","   38952.00","   38984.00","   38880.00","   38945.00","   38762.00","               67","              24","             2.80"
"24-Oct-2018","FUTBLN","SILVER","05-12-2018","   39120.00","   39125.00","   38802.00","   38802.00","   38836.00","               56","              14","             1.64"
"23-Oct-2018","FUTBLN","SILVER","05-12-2018","   38768.00","   39222.00","   38731.00","   39222.00","   38934.00","               56","              24","             2.81"
"22-Oct-2018","FUTBLN","SILVER","05-12-2018","   38810.00","   38829.00","   38621.00","   38700.00","   38592.00","               56","              60","             6.98"
"19-Oct-2018","FUTBLN","SILVER","05-12-2018","   38815.00","   38945.00","   38715.00","   38841.00","   38630.00","               56","             144","            16.78"
"18-Oct-2018","FUTBLN","SILVER","05-12-2018","   38684.00","   38808.00","   38650.00","   38672.00","   38814.00","               45","              44","             5.11"
"17-Oct-2018","FUTBLN","SILVER","05-12-2018","   38830.00","   39052.00","   38790.00","   39036.00","   38821.00","               45","              91","            10.61"
"16-Oct-2018","FUTBLN","SILVER","05-12-2018","   39169.00","   39302.00","   39040.00","   39066.00","   38926.00","               28","             118","            13.86"
"15-Oct-2018","FUTBLN","SILVER","05-12-2018","   39100.00","   39415.00","   39070.00","   39249.00","   39174.00","                2","              83","             9.77"
"12-Oct-2018","FUTBLN","SILVER","05-12-2018","   38890.00","   39027.00","   38790.00","   39010.00","   38663.00","                1","              78","             9.10"
