"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"M&amp;M","EQ","01-Jan-2008","        861.95","        862.90","        873.90","        851.00","        865.00","        865.10","        864.00","     294025","           254037913.10","-","     147186","         50.06"
"M&amp;M","EQ","02-Jan-2008","        865.10","        863.80","        869.50","        844.00","        860.10","        856.30","        854.39","    1585013","          1354221494.95","-","    1388005","         87.57"
"M&amp;M","EQ","03-Jan-2008","        856.30","        849.05","        859.90","        826.25","        826.25","        831.95","        841.60","     658364","           554080438.75","-","     475316","         72.20"
"M&amp;M","EQ","04-Jan-2008","        831.95","        859.00","        859.00","        811.00","        823.00","        823.75","        822.05","     925441","           760760431.75","-","     715983","         77.37"
"M&amp;M","EQ","07-Jan-2008","        823.75","        815.00","        834.90","        801.00","        816.00","        813.80","        814.18","     544002","           442916477.45","-","     398486","         73.25"
"M&amp;M","EQ","08-Jan-2008","        813.80","        790.55","        843.00","        790.55","        829.05","        830.05","        830.93","     924659","           768323527.95","-","     516636","         55.87"
"M&amp;M","EQ","09-Jan-2008","        830.05","        830.00","        834.90","        806.00","        809.00","        808.85","        818.88","     752564","           616261226.25","-","     592435","         78.72"
"M&amp;M","EQ","10-Jan-2008","        808.85","        810.00","        829.00","        798.00","        804.00","        805.10","        811.09","     855560","           693935695.55","-","     552197","         64.54"
"M&amp;M","EQ","11-Jan-2008","        805.10","        805.00","        809.15","        764.10","        775.00","        775.05","        780.73","     668989","           522301432.60","-","     499897","         74.72"
"M&amp;M","EQ","14-Jan-2008","        775.05","        778.05","        786.55","        740.00","        758.00","        757.25","        758.26","     715559","           542577755.70","-","     485313","         67.82"
"M&amp;M","EQ","15-Jan-2008","        757.25","        757.25","        765.00","        731.00","        735.00","        735.10","        740.09","     772971","           572064792.70","-","     575684","         74.48"
"M&amp;M","EQ","16-Jan-2008","        735.10","        735.00","        755.60","        711.00","        750.00","        738.50","        723.94","     718932","           520466147.60","-","     515993","         71.77"
"M&amp;M","EQ","17-Jan-2008","        738.50","        730.55","        764.00","        730.55","        752.75","        756.45","        753.52","     478149","           360292836.05","-","     235249","         49.20"
"M&amp;M","EQ","18-Jan-2008","        756.45","        756.45","        756.45","        720.05","        725.00","        727.55","        741.41","     360758","           267467924.10","-","     191923","         53.20"
"M&amp;M","EQ","21-Jan-2008","        727.55","        721.05","        738.00","        582.05","        674.00","        667.20","        688.14","     802394","           552158446.40","-","     528616","         65.88"
