"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"31-Dec-2019","FUTBLN","GOLDM","05-02-2020","   39091.00","   39173.00","   39088.00","   39136.00","   39319.00","               43","              33","             1.29"
"30-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38923.00","   38927.00","   38895.00","   38907.00","   38876.00","                1","               4","             0.16"
"30-Dec-2019","FUTBLN","GOLDM","05-02-2020","   38974.00","   38995.00","   38921.00","   38932.00","   39074.00","               50","              44","             1.71"
"27-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38828.00","   38840.00","   38698.00","   38768.00","   38890.00","                2","             267","            10.36"
"27-Dec-2019","FUTBLN","GOLDM","05-02-2020","   38773.00","   38895.00","   38625.00","   38886.00","   39087.00","               37","              39","             1.51"
"26-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38683.00","   38747.00","   38649.00","   38688.00","   38694.00","               33","             248","             9.60"
"24-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38302.00","   38553.00","   38296.00","   38553.00","   38357.00","               30","              28","             1.07"
"23-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38091.00","   38183.00","   38066.00","   38179.00","   38208.00","               27","              97","             3.70"
"20-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38024.00","   38082.00","   38000.00","   38049.00","   38074.00","               77","              76","             2.89"
"19-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37945.00","   37953.00","   37888.00","   37937.00","   38007.00","               22","              86","             3.26"
"19-Dec-2019","FUTBLN","GOLDM","05-02-2020","   37998.00","   37998.00","   37998.00","   37998.00","   38197.00","                1","               1","             0.04"
"18-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37972.00","   37979.00","   37932.00","   37932.00","   38051.00","               67","              59","             2.24"
"17-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37932.00","   37940.00","   37859.00","   37914.00","   38032.00","               16","              78","             2.96"
"16-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37770.00","   37887.00","   37770.00","   37856.00","   38016.00","               60","              67","             2.54"
"13-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37521.00","   37699.00","   37521.00","   37605.00","   37780.00","               23","              24","             0.90"
"12-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37746.00","   37983.00","   37628.00","   37628.00","   37790.00","               28","             126","             4.77"
"11-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37585.00","   37657.00","   37565.00","   37657.00","   37766.00","                8","              20","             0.75"
"10-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37618.00","   37628.00","   37586.00","   37607.00","   37744.00","                7","              11","             0.41"
"09-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37702.00","   37719.00","   37669.00","   37691.00","   37789.00","               12","              18","             0.68"
"06-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38095.00","   38115.00","   37763.00","   37763.00","   38166.00","               15","             125","             4.75"
"05-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38167.00","   38250.00","   38146.00","   38147.00","   38245.00","               19","              12","             0.46"
"04-Dec-2019","FUTBLN","GOLDM","03-01-2020","   38316.00","   38444.00","   38173.00","   38275.00","   38347.00","               15","              43","             1.65"
"03-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37924.00","   37993.00","   37908.00","   37990.00","   38246.00","               20","              17","             0.65"
"02-Dec-2019","FUTBLN","GOLDM","05-12-2019","   37793.00","   37793.00","   37793.00","   37793.00","   37848.00","                0","               1","             0.04"
"02-Dec-2019","FUTBLN","GOLDM","03-01-2020","   37912.00","   37917.00","   37848.00","   37856.00","   38014.00","               11","              13","             0.49"
"29-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37834.00","   37834.00","   37834.00","   37834.00","   37929.00","                1","               1","             0.04"
"29-Nov-2019","FUTBLN","GOLDM","03-01-2020","   37857.00","   37915.00","   37828.00","   37915.00","   38096.00","               14","              33","             1.25"
"28-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37759.00","   37760.00","   37753.00","   37760.00","   37818.00","                2","              14","             0.53"
"28-Nov-2019","FUTBLN","GOLDM","03-01-2020","   37694.00","   37789.00","   37684.00","   37784.00","   37985.00","                9","              13","             0.49"
"27-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37696.00","   37696.00","   37696.00","   37696.00","   37747.00","               16","               2","             0.08"
"27-Nov-2019","FUTBLN","GOLDM","03-01-2020","   37751.00","   37776.00","   37734.00","   37776.00","   37913.00","               13","              19","             0.72"
"26-Nov-2019","FUTBLN","GOLDM","03-01-2020","   37805.00","   37820.00","   37775.00","   37820.00","   38030.00","               20","              10","             0.38"
"25-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37865.00","   37865.00","   37865.00","   37865.00","   37924.00","               16","               1","             0.04"
"25-Nov-2019","FUTBLN","GOLDM","03-01-2020","   38026.00","   38026.00","   37881.00","   37894.00","   38092.00","               29","              19","             0.72"
"22-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37950.00","   38092.00","   37950.00","   38086.00","   38261.00","               17","              25","             0.95"
"22-Nov-2019","FUTBLN","GOLDM","03-01-2020","   38082.00","   38226.00","   38082.00","   38221.00","   38431.00","               26","              24","             0.92"
"21-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38131.00","   38165.00","   38000.00","   38000.00","   38172.00","               17","              26","             0.99"
"21-Nov-2019","FUTBLN","GOLDM","03-01-2020","   38212.00","   38230.00","   38167.00","   38167.00","   38342.00","               16","              18","             0.69"
"20-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38178.00","   38289.00","   38142.00","   38264.00","   38416.00","               28","              30","             1.15"
"19-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38213.00","   38213.00","   38042.00","   38079.00","   38206.00","               38","              26","             0.99"
"18-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37921.00","   37946.00","   37850.00","   37930.00","   38035.00","               56","              24","             0.91"
"15-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38077.00","   38079.00","   37938.00","   38001.00","   38184.00","               58","              11","             0.42"
"14-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38148.00","   38165.00","   38082.00","   38126.00","   38354.00","               49","              12","             0.46"
"13-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37809.00","   38108.00","   37809.00","   38108.00","   38340.00","               47","              37","             1.40"
"11-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37755.00","   37852.00","   37725.00","   37808.00","   38119.00","               37","              11","             0.42"
"08-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37774.00","   37873.00","   37657.00","   37657.00","   38125.00","               36","              50","             1.89"
"07-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38201.00","   38201.00","   37992.00","   38060.00","   38373.00","               17","              26","             0.99"
"06-Nov-2019","FUTBLN","GOLDM","05-12-2019","   37949.00","   38104.00","   37949.00","   38075.00","   38520.00","               17","              20","             0.76"
"05-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38365.00","   38367.00","   38296.00","   38298.00","   38754.00","               12","              14","             0.54"
"04-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38389.00","   38420.00","   38374.00","   38410.00","   38833.00","               14","              25","             0.96"
"01-Nov-2019","FUTBLN","GOLDM","05-12-2019","   38449.00","   38510.00","   38415.00","   38461.00","   38947.00","               21","              16","             0.62"
