"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"30-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31797.00","   31950.00","   31717.00","   31779.00","   31773.00","                2","             100","             3.18"
"30-Apr-2019","FUTBLN","GOLDM","04-06-2019","   31837.00","   31890.00","   31747.00","   31816.00","   31963.00","               10","             152","             4.84"
"26-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31842.00","   31942.00","   31709.00","   31874.00","   31820.00","               75","             652","            20.79"
"26-Apr-2019","FUTBLN","GOLDM","04-06-2019","   31926.00","   31987.00","   31826.00","   31895.00","   32009.00","              106","             114","             3.63"
"25-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31710.00","   31876.00","   31654.00","   31876.00","   31847.00","              380","              97","             3.08"
"25-Apr-2019","FUTBLN","GOLDM","04-06-2019","   31882.00","   32017.00","   31877.00","   31966.00","   32036.00","                4","               9","             0.29"
"24-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31461.00","   31673.00","   31459.00","   31673.00","   31565.00","              379","             267","             8.42"
"24-Apr-2019","FUTBLN","GOLDM","04-06-2019","   31563.00","   31651.00","   31563.00","   31613.00","   31753.00","                4","              17","             0.54"
"23-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31523.00","   31569.00","   31422.00","   31467.00","   31566.00","              255","             384","            12.09"
"23-Apr-2019","FUTBLN","GOLDM","04-06-2019","   31637.00","   31637.00","   31570.00","   31570.00","   31753.00","               10","              11","             0.35"
"22-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31640.00","   31704.00","   31546.00","   31546.00","   31619.00","              130","             607","            19.23"
"18-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31402.00","   31525.00","   31355.00","   31405.00","   31540.00","              475","             337","            10.60"
"17-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31444.00","   31453.00","   31430.00","   31430.00","   31712.00","              480","             202","             6.35"
"16-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31687.00","   31761.00","   31492.00","   31492.00","   31718.00","              280","            1056","            33.47"
"15-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31634.00","   31762.00","   31614.00","   31762.00","   31672.00","              515","             179","             5.67"
"12-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31723.00","   31854.00","   31697.00","   31771.00","   31765.00","              516","             706","            22.42"
"11-Apr-2019","FUTBLN","GOLDM","03-05-2019","   32101.00","   32107.00","   31712.00","   31712.00","   31929.00","              100","            1410","            45.03"
"10-Apr-2019","FUTBLN","GOLDM","03-05-2019","   32013.00","   32181.00","   31977.00","   32171.00","   32069.00","              692","             444","            14.24"
"09-Apr-2019","FUTBLN","GOLDM","03-05-2019","   32125.00","   32187.00","   32045.00","   32110.00","   32079.00","              787","             887","            28.49"
"08-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31916.00","   32150.00","   31914.00","   32048.00","   32041.00","              296","            1414","            45.29"
"05-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31635.00","   31773.00","   31635.00","   31771.00","   31771.00","              394","             743","            23.57"
"04-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31600.00","   31762.00","   31526.00","   31618.00","   31713.00","              296","            1004","            31.81"
"03-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31642.00","   31686.00","   31520.00","   31520.00","   31652.00","              231","             382","            12.07"
"02-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31732.00","   31760.00","   31619.00","   31680.00","   31727.00","              276","             393","            12.45"
"01-Apr-2019","FUTBLN","GOLDM","05-04-2019","   31701.00","   31701.00","   31701.00","   31701.00","   31664.00","                0","               1","             0.03"
"01-Apr-2019","FUTBLN","GOLDM","03-05-2019","   31871.00","   31893.00","   31783.00","   31792.00","   31850.00","               88","             662","            21.08"
"29-Mar-2019","FUTBLN","GOLDM","05-04-2019","   31579.00","   31638.00","   31514.00","   31628.00","   31649.00","                1","             141","             4.45"
"29-Mar-2019","FUTBLN","GOLDM","03-05-2019","   31696.00","   31944.00","   31650.00","   31900.00","   31835.00","               40","             194","             6.17"
"28-Mar-2019","FUTBLN","GOLDM","05-04-2019","   31982.00","   32027.00","   31833.00","   31833.00","   31936.00","               18","             450","            14.39"
"28-Mar-2019","FUTBLN","GOLDM","03-05-2019","   32119.00","   32153.00","   31906.00","   31906.00","   32115.00","               19","              38","             1.22"
"27-Mar-2019","FUTBLN","GOLDM","05-04-2019","   32108.00","   32180.00","   32023.00","   32056.00","   32097.00","               50","             444","            14.25"
"27-Mar-2019","FUTBLN","GOLDM","03-05-2019","   32225.00","   32257.00","   32166.00","   32202.00","   32277.00","               13","              19","             0.61"
"26-Mar-2019","FUTBLN","GOLDM","05-04-2019","   32174.00","   32174.00","   32047.00","   32115.00","   32040.00","               50","             413","            13.26"
"26-Mar-2019","FUTBLN","GOLDM","03-05-2019","   32299.00","   32299.00","   32178.00","   32178.00","   32219.00","               12","               3","             0.10"
"25-Mar-2019","FUTBLN","GOLDM","05-04-2019","   32170.00","   32236.00","   32093.00","   32214.00","   32103.00","               85","             336","            10.81"
"25-Mar-2019","FUTBLN","GOLDM","03-05-2019","   32284.00","   32284.00","   32218.00","   32284.00","   32282.00","               13","              19","             0.61"
