"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"20-Apr-2020","FUTBLN","GOLDM","05-05-2020","   45608.00","   45820.00","   45469.00","   45760.00","   45760.00","               25","              68","             3.10"
"17-Apr-2020","FUTBLN","GOLDM","05-05-2020","   46400.00","   46430.00","   45855.00","   45875.00","   45875.00","               23","              43","             1.99"
"16-Apr-2020","FUTBLN","GOLDM","05-05-2020","   46551.00","   47204.00","   46522.00","   47202.00","   47202.00","               18","              32","             1.50"
"15-Apr-2020","FUTBLN","GOLDM","05-05-2020","   46670.00","   46760.00","   46184.00","   46710.00","   46710.00","               11","             122","             5.67"
"13-Apr-2020","FUTBLN","GOLDM","05-05-2020","   45650.00","   46290.00","   45650.00","   46278.00","   46278.00","               51","              87","             4.02"
"09-Apr-2020","FUTBLN","GOLDM","05-05-2020","   44885.00","   45304.00","   44885.00","   45292.00","   45292.00","               24","              80","             3.60"
"08-Apr-2020","FUTBLN","GOLDM","05-05-2020","   44802.00","   44980.00","   44760.00","   44934.00","   44934.00","               48","              70","             3.14"
"07-Apr-2020","FUTBLN","GOLDM","05-05-2020","   45000.00","   45200.00","   44700.00","   45020.00","   45020.00","               10","             105","             4.72"
"03-Apr-2020","FUTBLN","GOLDM","05-05-2020","   43800.00","   43800.00","   43544.00","   43742.00","   43742.00","               19","              53","             2.32"
"01-Apr-2020","FUTBLN","GOLDM","05-05-2020","   42582.00","   43325.00","   42581.00","   43115.00","   43115.00","               22","              63","             2.71"
"26-Mar-2020","FUTBLN","GOLDM","05-05-2020","   42220.00","   43098.00","   42165.00","   43098.00","   41403.00","                8","              56","             2.40"
"25-Mar-2020","FUTBLN","GOLDM","03-04-2020","   41800.00","   42587.00","   41800.00","   42587.00","   41183.00","                0","              12","             0.51"
"25-Mar-2020","FUTBLN","GOLDM","05-05-2020","   42310.00","   42659.00","   42289.00","   42659.00","   41410.00","               10","              13","             0.55"
"24-Mar-2020","FUTBLN","GOLDM","03-04-2020","   41600.00","   42200.00","   41240.00","   42200.00","   41190.00","                8","               5","             0.21"
"23-Mar-2020","FUTBLN","GOLDM","03-04-2020","   40749.00","   41182.00","   40050.00","   41182.00","   41197.00","                6","              60","             2.44"
"20-Mar-2020","FUTBLN","GOLDM","03-04-2020","   40060.00","   40869.00","   40029.00","   40648.00","   41214.00","                9","             188","             7.66"
"19-Mar-2020","FUTBLN","GOLDM","03-04-2020","   39785.00","   39965.00","   39601.00","   39619.00","   40466.00","               56","              90","             3.58"
"18-Mar-2020","FUTBLN","GOLDM","03-04-2020","   40300.00","   40480.00","   39470.00","   39833.00","   40855.00","               13","              88","             3.52"
"17-Mar-2020","FUTBLN","GOLDM","03-04-2020","   39610.00","   39734.00","   38750.00","   39333.00","   39940.00","               14","             151","             5.91"
"16-Mar-2020","FUTBLN","GOLDM","03-04-2020","   41010.00","   41225.00","   40478.00","   40478.00","   40695.00","               52","              90","             3.67"
"12-Mar-2020","FUTBLN","GOLDM","03-04-2020","   43295.00","   43586.00","   42910.00","   42910.00","   43356.00","               64","             143","             6.20"
"11-Mar-2020","FUTBLN","GOLDM","03-04-2020","   43735.00","   43803.00","   43535.00","   43620.00","   43596.00","               16","             116","             5.06"
"09-Mar-2020","FUTBLN","GOLDM","03-04-2020","   44610.00","   44610.00","   43887.00","   44187.00","   43927.00","               68","             113","             4.98"
"06-Mar-2020","FUTBLN","GOLDM","03-04-2020","   44450.00","   44675.00","   44245.00","   44647.00","   44690.00","               79","              58","             2.58"
"05-Mar-2020","FUTBLN","GOLDM","03-04-2020","   43399.00","   43523.00","   43235.00","   43523.00","   43418.00","               98","              82","             3.56"
"04-Mar-2020","FUTBLN","GOLDM","03-04-2020","   43300.00","   43665.00","   43264.00","   43443.00","   43319.00","               42","             174","             7.56"
"03-Mar-2020","FUTBLN","GOLDM","03-04-2020","   41890.00","   42228.00","   41890.00","   42190.00","   42342.00","               21","              50","             2.10"
"02-Mar-2020","FUTBLN","GOLDM","03-04-2020","   41720.00","   42272.00","   41720.00","   42230.00","   42300.00","               24","             144","             6.05"
