"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"28-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33162.00","   33200.00","   33131.00","   33200.00","   33291.00","                0","              35","             1.16"
"28-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33250.00","   33366.00","   33026.00","   33029.00","   33488.00","               66","             555","            18.47"
"28-Feb-2019","FUTBLN","GOLDM","03-05-2019","   33440.00","   33440.00","   33323.00","   33323.00","   33700.00","                1","               3","             0.10"
"27-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33302.00","   33465.00","   33242.00","   33301.00","   33422.00","                1","             190","             6.34"
"27-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33432.00","   33592.00","   33280.00","   33280.00","   33619.00","               68","             380","            12.72"
"26-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33386.00","   33447.00","   33214.00","   33294.00","   33316.00","                4","             270","             9.00"
"26-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33505.00","   33540.00","   33333.00","   33359.00","   33511.00","               56","             312","            10.43"
"25-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33350.00","   33394.00","   33154.00","   33222.00","   33394.00","               10","             336","            11.19"
"25-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33519.00","   33519.00","   33334.00","   33390.00","   33590.00","               47","             127","             4.25"
"22-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33281.00","   33404.00","   33199.00","   33393.00","   33299.00","               74","             367","            12.21"
"22-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33390.00","   33479.00","   33350.00","   33461.00","   33494.00","               65","              11","             0.37"
"21-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33606.00","   33645.00","   33375.00","   33394.00","   33549.00","               57","             782","            26.23"
"21-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33701.00","   33759.00","   33550.00","   33552.00","   33745.00","               66","              72","             2.42"
"20-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33841.00","   33847.00","   33690.00","   33717.00","   33744.00","               74","             597","            20.15"
"20-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33963.00","   33966.00","   33855.00","   33889.00","   33941.00","               90","              69","             2.34"
"19-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33451.00","   33705.00","   33443.00","   33705.00","   33619.00","               74","             604","            20.25"
"19-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33611.00","   33741.00","   33563.00","   33734.00","   33814.00","               65","              39","             1.31"
"18-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33424.00","   33465.00","   33366.00","   33436.00","   33405.00","               74","             491","            16.41"
"18-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33529.00","   33583.00","   33491.00","   33583.00","   33599.00","               50","              40","             1.34"
"15-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33074.00","   33264.00","   33055.00","   33227.00","   33269.00","               72","             648","            21.48"
"15-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33177.00","   33366.00","   33165.00","   33366.00","   33462.00","               42","              86","             2.86"
"14-Feb-2019","FUTBLN","GOLDM","05-03-2019","   32810.00","   32992.00","   32766.00","   32975.00","   32960.00","               37","             646","            21.23"
"14-Feb-2019","FUTBLN","GOLDM","05-04-2019","   32931.00","   32950.00","   32931.00","   32950.00","   33151.00","               13","               6","             0.20"
"13-Feb-2019","FUTBLN","GOLDM","05-03-2019","   32748.00","   33002.00","   32697.00","   32977.00","   32964.00","               67","             720","            23.63"
"13-Feb-2019","FUTBLN","GOLDM","05-04-2019","   32851.00","   32953.00","   32851.00","   32918.00","   33155.00","               15","              37","             1.22"
"12-Feb-2019","FUTBLN","GOLDM","05-03-2019","   32933.00","   32934.00","   32730.00","   32738.00","   32990.00","               55","             506","            16.63"
"12-Feb-2019","FUTBLN","GOLDM","05-04-2019","   32969.00","   32998.00","   32949.00","   32960.00","   33183.00","                5","              18","             0.59"
"11-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33047.00","   33064.00","   32814.00","   32922.00","   32922.00","               54","             664","            21.87"
"11-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33129.00","   33129.00","   32915.00","   32945.00","   33196.00","                0","              25","             0.82"
"08-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33016.00","   33129.00","   32918.00","   33101.00","   33142.00","               46","             596","            19.69"
"08-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33084.00","   33208.00","   33082.00","   33208.00","   33335.00","                1","               7","             0.23"
"07-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33091.00","   33116.00","   32955.00","   33050.00","   33161.00","               25","             782","            25.82"
"07-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33113.00","   33113.00","   33077.00","   33098.00","   33358.00","                0","              10","             0.33"
"06-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33280.00","   33331.00","   33188.00","   33223.00","   33408.00","               30","             496","            16.50"
"06-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33361.00","   33361.00","   33318.00","   33332.00","   33607.00","                0","               7","             0.23"
"05-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33334.00","   33383.00","   33245.00","   33250.00","   33250.00","               46","             374","            12.45"
"05-Feb-2019","FUTBLN","GOLDM","05-04-2019","   33373.00","   33373.00","   33369.00","   33370.00","   33606.00","                1","               3","             0.10"
"04-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33273.00","   33342.00","   33225.00","   33327.00","   33412.00","               53","             243","             8.09"
"01-Feb-2019","FUTBLN","GOLDM","05-02-2019","   33060.00","   33060.00","   33060.00","   33060.00","   33181.00","               11","               2","             0.07"
"01-Feb-2019","FUTBLN","GOLDM","05-03-2019","   33000.00","   33285.00","   32930.00","   33252.00","   33360.00","               58","             159","             5.27"
"31-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32978.00","   33183.00","   32978.00","   33183.00","   33227.00","               11","             103","             3.41"
"31-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32823.00","   33050.00","   32814.00","   32944.00","   33407.00","               46","             116","             3.82"
"30-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32981.00","   32981.00","   32851.00","   32951.00","   33005.00","              104","              33","             1.09"
"30-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32864.00","   32880.00","   32754.00","   32758.00","   33183.00","               49","             139","             4.56"
"29-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32579.00","   32906.00","   32545.00","   32906.00","   32856.00","              110","              58","             1.89"
"29-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32532.00","   32655.00","   32500.00","   32640.00","   33033.00","               20","             117","             3.81"
"28-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32455.00","   32567.00","   32453.00","   32567.00","   32691.00","              126","             149","             4.84"
"28-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32434.00","   32475.00","   32434.00","   32435.00","   32868.00","                4","              32","             1.04"
"25-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32030.00","   32215.00","   32029.00","   32205.00","   32344.00","              126","             168","             5.39"
"25-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32047.00","   32138.00","   32047.00","   32120.00","   32518.00","                1","              42","             1.35"
"24-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32125.00","   32125.00","   31996.00","   32032.00","   32317.00","              144","             238","             7.63"
"24-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32084.00","   32096.00","   32020.00","   32020.00","   32491.00","               26","              39","             1.25"
"23-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32140.00","   32195.00","   32061.00","   32137.00","   32137.00","              113","             313","            10.06"
"23-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32130.00","   32176.00","   32130.00","   32176.00","   32586.00","               11","               8","             0.26"
"22-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32032.00","   32172.00","   32002.00","   32050.00","   32415.00","               29","             273","             8.77"
"22-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32118.00","   32158.00","   32118.00","   32126.00","   32590.00","                5","               6","             0.19"
"21-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32181.00","   32181.00","   31990.00","   32033.00","   32251.00","               31","             335","            10.74"
"21-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32170.00","   32184.00","   32033.00","   32033.00","   32425.00","                7","               7","             0.22"
"18-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32260.00","   32292.00","   32055.00","   32103.00","   32386.00","               38","             354","            11.40"
"17-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32281.00","   32359.00","   32195.00","   32242.00","   32242.00","               38","             223","             7.20"
"17-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32336.00","   32336.00","   32336.00","   32336.00","   32687.00","                0","               1","             0.03"
"16-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32121.00","   32268.00","   32116.00","   32256.00","   32439.00","               38","             209","             6.74"
"16-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32280.00","   32280.00","   32280.00","   32280.00","   32615.00","                1","               1","             0.03"
"15-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32145.00","   32208.00","   32115.00","   32208.00","   32384.00","               33","             220","             7.07"
"15-Jan-2019","FUTBLN","GOLDM","05-03-2019","   32161.00","   32166.00","   32160.00","   32166.00","   32560.00","                0","               4","             0.13"
"14-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31991.00","   32193.00","   31968.00","   32094.00","   32248.00","               40","             181","             5.81"
"11-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31970.00","   32059.00","   31909.00","   31921.00","   32266.00","               43","             279","             8.93"
"10-Jan-2019","FUTBLN","GOLDM","05-02-2019","   32050.00","   32112.00","   31874.00","   31874.00","   32266.00","               43","             209","             6.70"
"09-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31700.00","   31923.00","   31700.00","   31923.00","   32046.00","               40","             166","             5.27"
"08-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31640.00","   31682.00","   31579.00","   31682.00","   31883.00","               59","             136","             4.30"
"08-Jan-2019","FUTBLN","GOLDM","05-03-2019","   31700.00","   31740.00","   31700.00","   31700.00","   32054.00","                0","               4","             0.13"
"07-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31491.00","   31721.00","   31487.00","   31641.00","   31974.00","               58","             158","             5.00"
"04-Jan-2019","FUTBLN","GOLDM","04-01-2019","   31901.00","   31901.00","   31901.00","   31901.00","   31811.00","                0","               1","             0.03"
"04-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31815.00","   31815.00","   31683.00","   31693.00","   31957.00","               57","             140","             4.45"
"03-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31783.00","   31919.00","   31745.00","   31765.00","   32112.00","               51","             157","             5.00"
"03-Jan-2019","FUTBLN","GOLDM","05-03-2019","   31835.00","   31905.00","   31835.00","   31850.00","   32311.00","                0","               4","             0.13"
"02-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31426.00","   31670.00","   31426.00","   31643.00","   31974.00","                8","             141","             4.45"
"02-Jan-2019","FUTBLN","GOLDM","05-03-2019","   31702.00","   31734.00","   31702.00","   31734.00","   32169.00","                0","               4","             0.13"
"01-Jan-2019","FUTBLN","GOLDM","05-02-2019","   31428.00","   31440.00","   31405.00","   31428.00","   31428.00","                5","              88","             2.77"
