"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"28-Jun-2019","FUTBLN","GOLDM","05-07-2019","   34112.00","   34150.00","   34026.00","   34150.00","   34042.00","                1","             265","             9.03"
"28-Jun-2019","FUTBLN","GOLDM","05-08-2019","   34325.00","   34360.00","   34169.00","   34197.00","   34226.00","               63","             127","             4.35"
"27-Jun-2019","FUTBLN","GOLDM","05-07-2019","   34043.00","   34043.00","   33803.00","   33899.00","   33884.00","              235","             484","            16.44"
"27-Jun-2019","FUTBLN","GOLDM","05-08-2019","   34198.00","   34198.00","   34074.00","   34074.00","   34067.00","               31","              31","             1.06"
"26-Jun-2019","FUTBLN","GOLDM","05-07-2019","   34120.00","   34156.00","   33996.00","   34150.00","   34150.00","              152","             493","            16.79"
"25-Jun-2019","FUTBLN","GOLDM","05-07-2019","   34472.00","   34581.00","   34212.00","   34212.00","   34488.00","               67","             397","            13.69"
"24-Jun-2019","FUTBLN","GOLDM","05-07-2019","   33439.00","   34425.00","   33439.00","   34097.00","   34115.00","              277","             481","            16.42"
"21-Jun-2019","FUTBLN","GOLDM","05-07-2019","   34178.00","   34350.00","   33714.00","   33900.00","   33816.00","               79","             508","            17.26"
"20-Jun-2019","FUTBLN","GOLDM","05-07-2019","   33625.00","   33725.00","   33589.00","   33670.00","   33680.00","               91","            1203","            40.49"
"19-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32904.00","   32993.00","   32887.00","   32943.00","   32943.00","              292","             315","            10.38"
"18-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32993.00","   33126.00","   32895.00","   32950.00","   32962.00","              188","             729","            24.07"
"17-Jun-2019","FUTBLN","GOLDM","05-07-2019","   33046.00","   33046.00","   32844.00","   32990.00","   32850.00","              113","             360","            11.87"
"14-Jun-2019","FUTBLN","GOLDM","05-07-2019","   33001.00","   33232.00","   32980.00","   33007.00","   33080.00","              168","            1294","            42.86"
"13-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32679.00","   32857.00","   32668.00","   32832.00","   32701.00","               90","             693","            22.72"
"12-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32678.00","   32765.00","   32650.00","   32711.00","   32757.00","              128","             496","            16.23"
"11-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32625.00","   32640.00","   32433.00","   32567.00","   32492.00","              185","             300","             9.75"
"10-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32655.00","   32689.00","   32550.00","   32596.00","   32596.00","              128","             227","             7.40"
"07-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32634.00","   32925.00","   32621.00","   32829.00","   32733.00","              122","             954","            31.25"
"06-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32667.00","   32757.00","   32652.00","   32727.00","   32727.00","              143","             437","            14.29"
"05-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32703.00","   32861.00","   32581.00","   32581.00","   32554.00","              165","             304","             9.94"
"04-Jun-2019","FUTBLN","GOLDM","05-07-2019","   32320.00","   32650.00","   32320.00","   32650.00","   32650.00","              133","             397","            12.87"
