"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"28-Feb-2020","FUTBLN","GOLDM","03-04-2020","   42629.00","   42640.00","   42296.00","   42473.00","   42511.00","               32","             146","             6.21"
"27-Feb-2020","FUTBLN","GOLDM","05-03-2020","   42430.00","   42430.00","   42430.00","   42430.00","   42526.00","                0","               2","             0.08"
"27-Feb-2020","FUTBLN","GOLDM","03-04-2020","   42690.00","   42739.00","   42510.00","   42669.00","   42713.00","               26","              71","             3.03"
"26-Feb-2020","FUTBLN","GOLDM","05-03-2020","   42355.00","   42552.00","   42355.00","   42549.00","   42569.00","                2","              91","             3.87"
"26-Feb-2020","FUTBLN","GOLDM","03-04-2020","   42620.00","   42812.00","   42508.00","   42622.00","   42755.00","               31","              40","             1.70"
"25-Feb-2020","FUTBLN","GOLDM","05-03-2020","   42900.00","   42900.00","   42294.00","   42533.00","   42767.00","               54","              75","             3.20"
"25-Feb-2020","FUTBLN","GOLDM","03-04-2020","   42450.00","   42450.00","   41449.00","   41449.00","   42954.00","                3","               3","             0.13"
"24-Feb-2020","FUTBLN","GOLDM","05-03-2020","   42890.00","   43547.00","   42858.00","   43394.00","   43461.00","               51","             136","             5.89"
"21-Feb-2020","FUTBLN","GOLDM","05-03-2020","   42330.00","   42330.00","   42330.00","   42330.00","   41666.00","               20","               1","             0.04"
"20-Feb-2020","FUTBLN","GOLDM","05-03-2020","   41580.00","   41791.00","   41423.00","   41760.00","   41673.00","               19","             354","            14.74"
"19-Feb-2020","FUTBLN","GOLDM","05-03-2020","   41250.00","   41437.00","   41247.00","   41335.00","   41598.00","               11","             151","             6.24"
"18-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40871.00","   40963.00","   40835.00","   40953.00","   41118.00","              117","              35","             1.43"
"17-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40807.00","   40824.00","   40680.00","   40732.00","   40903.00","               93","             102","             4.15"
"14-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40528.00","   40712.00","   40528.00","   40697.00","   40788.00","               17","             153","             6.21"
"13-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40562.00","   40625.00","   40511.00","   40600.00","   40789.00","               83","             122","             4.95"
"12-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40340.00","   40390.00","   40285.00","   40362.00","   40552.00","                9","              79","             3.19"
"11-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40388.00","   40426.00","   40270.00","   40270.00","   40608.00","                8","              57","             2.30"
"10-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40510.00","   40601.00","   40466.00","   40585.00","   40800.00","               30","              51","             2.07"
"07-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40340.00","   40498.00","   40260.00","   40439.00","   40772.00","                8","              76","             3.07"
"06-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40049.00","   40290.00","   39985.00","   40231.00","   40565.00","               10","             113","             4.55"
"05-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40065.00","   40210.00","   39881.00","   39940.00","   40231.00","               53","              61","             2.45"
"04-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40532.00","   40533.00","   40327.00","   40405.00","   40618.00","               25","             167","             6.75"
"03-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40872.00","   40897.00","   40575.00","   40575.00","   40905.00","               25","             201","             8.18"
"01-Feb-2020","FUTBLN","GOLDM","05-03-2020","   40975.00","   41049.00","   40805.00","   41049.00","   41247.00","               10","              57","             2.33"
"31-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40580.00","   40580.00","   40580.00","   40580.00","   40720.00","                0","               1","             0.04"
"31-Jan-2020","FUTBLN","GOLDM","05-03-2020","   40595.00","   40803.00","   40578.00","   40803.00","   40898.00","               11","              69","             2.80"
"30-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40500.00","   40800.00","   40500.00","   40720.00","   40740.00","                1","               7","             0.28"
"30-Jan-2020","FUTBLN","GOLDM","05-03-2020","   40630.00","   40706.00","   40591.00","   40665.00","   40919.00","                9","              13","             0.53"
"29-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40090.00","   40304.00","   40051.00","   40296.00","   40369.00","                8","              69","             2.77"
"29-Jan-2020","FUTBLN","GOLDM","05-03-2020","   40139.00","   40328.00","   40139.00","   40282.00","   40545.00","                2","              22","             0.89"
"28-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40488.00","   40527.00","   40414.00","   40483.00","   40515.00","               53","              32","             1.29"
"27-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40550.00","   40651.00","   40468.00","   40620.00","   40692.00","               54","              91","             3.69"
"24-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40041.00","   40058.00","   39965.00","   40058.00","   40147.00","               17","             130","             5.20"
"23-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39930.00","   40012.00","   39853.00","   40012.00","   39950.00","              105","             109","             4.35"
"22-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39781.00","   39938.00","   39746.00","   39852.00","   39992.00","               55","              84","             3.35"
"21-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40041.00","   40147.00","   39685.00","   39690.00","   39950.00","               30","             110","             4.40"
"20-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39893.00","   39980.00","   39893.00","   39933.00","   40055.00","               36","              58","             2.32"
"17-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39728.00","   39822.00","   39717.00","   39820.00","   39898.00","               28","             134","             5.33"
"16-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39628.00","   39751.00","   39599.00","   39632.00","   39850.00","               18","             144","             5.71"
"15-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39661.00","   39669.00","   39558.00","   39572.00","   39750.00","               28","             120","             4.76"
"14-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39341.00","   39485.00","   39315.00","   39436.00","   39564.00","               10","             128","             5.04"
"13-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39726.00","   39743.00","   39534.00","   39610.00","   39663.00","               34","              73","             2.89"
"10-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39685.00","   39834.00","   39617.00","   39815.00","   39794.00","               23","              53","             2.10"
"09-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40115.00","   40115.00","   39614.00","   39777.00","   39926.00","               23","              78","             3.10"
"08-Jan-2020","FUTBLN","GOLDM","05-02-2020","   41140.00","   41239.00","   40693.00","   40708.00","   40922.00","               29","             115","             4.71"
"07-Jan-2020","FUTBLN","GOLDM","05-02-2020","   40250.00","   40615.00","   40200.00","   40575.00","   40570.00","               47","             193","             7.80"
"06-Jan-2020","FUTBLN","GOLDM","05-02-2020","   41000.00","   41000.00","   40751.00","   40767.00","   40881.00","               47","             216","             8.82"
"03-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39650.00","   40057.00","   39643.00","   39980.00","   40128.00","               32","              63","             2.51"
"02-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39060.00","   39216.00","   39060.00","   39206.00","   39232.00","               34","             123","             4.81"
"01-Jan-2020","FUTBLN","GOLDM","03-01-2020","   38950.00","   38950.00","   38950.00","   38950.00","   38943.00","                0","               1","             0.04"
"01-Jan-2020","FUTBLN","GOLDM","05-02-2020","   39026.00","   39036.00","   39003.00","   39027.00","   39027.00","               35","              39","             1.52"
