"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"31-Oct-2019","FUTBLN","GOLDM","05-12-2019","   38058.00","   38323.00","   38058.00","   38321.00","   38878.00","               19","              14","             0.53"
"30-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38135.00","   38295.00","   38083.00","   38295.00","   38286.00","                0","              37","             1.41"
"30-Oct-2019","FUTBLN","GOLDM","05-12-2019","   37950.00","   38024.00","   37930.00","   38024.00","   38462.00","               28","              30","             1.14"
"29-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38090.00","   38241.00","   38055.00","   38150.00","   38256.00","               33","              31","             1.18"
"27-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38500.00","   38514.00","   38385.00","   38424.00","   38424.00","               26","              19","             0.73"
"25-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38420.00","   38648.00","   38414.00","   38419.00","   38614.00","               26","              97","             3.73"
"24-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38135.00","   38375.00","   38129.00","   38375.00","   38351.00","               18","              59","             2.25"
"23-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38165.00","   38176.00","   38107.00","   38151.00","   38386.00","               25","              29","             1.11"
"22-Oct-2019","FUTBLN","GOLDM","05-11-2019","   37944.00","   38050.00","   37940.00","   37980.00","   38281.00","               30","              20","             0.76"
"21-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38137.00","   38137.00","   38137.00","   38137.00","   38319.00","               28","               1","             0.04"
"18-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38194.00","   38194.00","   38077.00","   38110.00","   38337.00","               29","              25","             0.95"
"17-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38169.00","   38240.00","   38034.00","   38115.00","   38314.00","               26","              30","             1.14"
"16-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38165.00","   38182.00","   38002.00","   38113.00","   38363.00","               28","              24","             0.91"
"15-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38255.00","   38314.00","   38080.00","   38080.00","   38584.00","               30","              28","             1.07"
"14-Oct-2019","FUTBLN","GOLDM","05-11-2019","   37809.00","   38165.00","   37800.00","   38128.00","   38456.00","               36","              32","             1.22"
"11-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38049.00","   38252.00","   38036.00","   38117.00","   38245.00","               42","              37","             1.41"
"10-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38340.00","   38407.00","   38054.00","   38097.00","   38483.00","               46","              40","             1.53"
"09-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38312.00","   38377.00","   38184.00","   38292.00","   38364.00","               30","              46","             1.76"
"08-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38266.00","   38373.00","   38262.00","   38272.00","   38310.00","               26","              19","             0.73"
"07-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38279.00","   38296.00","   38097.00","   38097.00","   38316.00","               13","              21","             0.80"
"04-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38152.00","   38344.00","   38049.00","   38133.00","   38347.00","                9","              45","             1.72"
"03-Oct-2019","FUTBLN","GOLDM","05-11-2019","   38028.00","   38317.00","   37960.00","   38206.00","   38085.00","               27","              87","             3.31"
"01-Oct-2019","FUTBLN","GOLDM","05-11-2019","   37106.00","   37717.00","   37106.00","   37714.00","   37420.00","                3","              17","             0.64"
"30-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37497.00","   37578.00","   37361.00","   37361.00","   37621.00","                0","              27","             1.01"
"30-Sep-2019","FUTBLN","GOLDM","05-11-2019","   37658.00","   37755.00","   37094.00","   37094.00","   37094.00","                8","              40","             1.50"
"27-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37709.00","   37752.00","   37560.00","   37560.00","   37542.00","               23","               8","             0.30"
"27-Sep-2019","FUTBLN","GOLDM","05-11-2019","   37995.00","   38005.00","   37556.00","   37798.00","   37739.00","                2","              29","             1.09"
"26-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37591.00","   37622.00","   37543.00","   37574.00","   37655.00","               31","              12","             0.45"
"26-Sep-2019","FUTBLN","GOLDM","05-11-2019","   37900.00","   37949.00","   37900.00","   37949.00","   37852.00","                1","              10","             0.38"
"25-Sep-2019","FUTBLN","GOLDM","04-10-2019","   38108.00","   38141.00","   38026.00","   38057.00","   38049.00","               39","              36","             1.37"
"25-Sep-2019","FUTBLN","GOLDM","05-11-2019","   38447.00","   38447.00","   38447.00","   38447.00","   38249.00","                1","               1","             0.04"
"24-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37840.00","   37893.00","   37790.00","   37882.00","   37843.00","               43","              28","             1.06"
"23-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37787.00","   37859.00","   37746.00","   37856.00","   37818.00","               50","              72","             2.72"
"20-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37639.00","   37641.00","   37513.00","   37564.00","   37484.00","               68","              88","             3.30"
"19-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37606.00","   37686.00","   37560.00","   37686.00","   37558.00","              126","             113","             4.25"
"18-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37928.00","   37932.00","   37746.00","   37895.00","   37690.00","               88","              24","             0.91"
"17-Sep-2019","FUTBLN","GOLDM","04-10-2019","   38032.00","   38123.00","   37864.00","   38048.00","   37951.00","               99","              37","             1.41"
"16-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37969.00","   38065.00","   37934.00","   38039.00","   37922.00","              100","              46","             1.75"
"13-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37682.00","   37871.00","   37680.00","   37700.00","   37738.00","               95","              40","             1.51"
"12-Sep-2019","FUTBLN","GOLDM","04-10-2019","   37815.00","   38015.00","   37722.00","   37722.00","   37844.00","               90","              69","             2.61"
"11-Sep-2019","FUTBLN","GOLDM","04-10-2019","   38223.00","   38237.00","   37991.00","   37991.00","   38012.00","               98","              53","             2.02"
"10-Sep-2019","FUTBLN","GOLDM","04-10-2019","   38400.00","   38430.00","   38400.00","   38430.00","   38489.00","               92","              20","             0.77"
"09-Sep-2019","FUTBLN","GOLDM","04-10-2019","   38572.00","   38653.00","   38352.00","   38501.00","   38495.00","               92","              90","             3.47"
"06-Sep-2019","FUTBLN","GOLDM","04-10-2019","   38710.00","   38904.00","   38402.00","   38519.00","   38519.00","               86","              74","             2.86"
"05-Sep-2019","FUTBLN","GOLDM","04-10-2019","   39538.00","   39572.00","   38696.00","   38919.00","   39176.00","               99","              76","             2.99"
"04-Sep-2019","FUTBLN","GOLDM","04-10-2019","   39669.00","   39733.00","   39378.00","   39525.00","   39258.00","               92","              90","             3.56"
"03-Sep-2019","FUTBLN","GOLDM","04-10-2019","   38967.00","   39444.00","   38967.00","   39424.00","   39259.00","               75","              59","             2.31"
