,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Symbol
33,15-Feb-2019,10780.25,10785.75,10620.4,10724.4,521876968,20733.95,NIFTY50INDEX
34,18-Feb-2019,10738.65,10759.9,10628.4,10640.95,345440240,14903.19,NIFTY50INDEX
35,19-Feb-2019,10636.7,10722.85,10585.65,10604.35,291507060,13765.01,NIFTY50INDEX
36,20-Feb-2019,10655.45,10752.7,10646.4,10735.45,289195306,13209.71,NIFTY50INDEX
37,21-Feb-2019,10744.1,10808.85,10721.5,10789.85,279584955,14758.5,NIFTY50INDEX
38,22-Feb-2019,10782.7,10801.55,10758.4,10791.65,396846597,24386.42,NIFTY50INDEX
39,25-Feb-2019,10813.25,10887.1,10788.05,10880.1,385905142,16466.09,NIFTY50INDEX
40,26-Feb-2019,10775.3,10888.75,10729.3,10835.3,414954476,19186.75,NIFTY50INDEX
41,27-Feb-2019,10881.2,10939.7,10751.2,10806.65,381080073,18313.85,NIFTY50INDEX
42,28-Feb-2019,10865.7,10865.7,10784.85,10792.5,644159018,27123.34,NIFTY50INDEX
43,01-Mar-2019,10842.65,10877.9,10823.1,10863.5,308526309,15010.06,NIFTY50INDEX
44,05-Mar-2019,10864.85,10994.9,10817.0,10987.45,373220239,17960.03,NIFTY50INDEX
45,06-Mar-2019,11024.85,11062.3,10998.85,11053.0,372550850,17850.93,NIFTY50INDEX
46,07-Mar-2019,11077.95,11089.05,11027.1,11058.2,321208766,15321.68,NIFTY50INDEX
47,08-Mar-2019,11038.85,11049.0,11008.95,11035.4,326569833,14369.77,NIFTY50INDEX
48,11-Mar-2019,11068.75,11180.9,11059.85,11168.05,352242287,17349.95,NIFTY50INDEX
49,12-Mar-2019,11231.35,11320.4,11227.0,11301.2,391310519,20861.35,NIFTY50INDEX
50,13-Mar-2019,11326.2,11352.3,11276.6,11341.7,382996187,20851.67,NIFTY50INDEX
51,14-Mar-2019,11382.5,11383.45,11313.75,11343.25,294480678,15661.05,NIFTY50INDEX
52,15-Mar-2019,11376.85,11487.0,11370.8,11426.85,463704896,25143.26,NIFTY50INDEX
53,18-Mar-2019,11473.85,11530.15,11412.5,11462.2,320250041,16942.22,NIFTY50INDEX
54,19-Mar-2019,11500.3,11543.85,11451.25,11532.4,326099667,16179.92,NIFTY50INDEX
55,20-Mar-2019,11553.35,11556.1,11503.1,11521.05,366298049,18311.44,NIFTY50INDEX
56,22-Mar-2019,11549.2,11572.8,11434.55,11456.9,386193935,19755.74,NIFTY50INDEX
57,25-Mar-2019,11395.65,11395.65,11311.6,11354.25,294459196,14101.14,NIFTY50INDEX
58,26-Mar-2019,11375.2,11496.75,11352.45,11483.25,282575496,14611.68,NIFTY50INDEX
59,27-Mar-2019,11531.45,11546.2,11413.0,11445.05,350446089,18356.52,NIFTY50INDEX
60,28-Mar-2019,11463.65,11588.5,11452.45,11570.0,527678809,25719.65,NIFTY50INDEX
61,29-Mar-2019,11625.45,11630.35,11570.15,11623.9,416276981,20515.25,NIFTY50INDEX
62,01-Apr-2019,11665.2,11738.1,11644.75,11669.15,379572660,18977.99,NIFTY50INDEX
63,02-Apr-2019,11711.55,11729.35,11655.85,11713.2,386131413,18673.7,NIFTY50INDEX
64,03-Apr-2019,11735.3,11761.0,11629.15,11643.95,365760070,19050.95,NIFTY50INDEX
65,04-Apr-2019,11660.2,11662.55,11559.2,11598.0,349029830,19713.01,NIFTY50INDEX
66,05-Apr-2019,11638.4,11689.65,11609.5,11665.95,266665797,15000.35,NIFTY50INDEX
67,08-Apr-2019,11704.35,11710.3,11549.1,11604.5,260932608,14203.96,NIFTY50INDEX
68,09-Apr-2019,11612.05,11683.9,11569.7,11671.95,300467538,15984.39,NIFTY50INDEX
69,10-Apr-2019,11646.85,11680.05,11571.75,11584.3,359941110,22258.46,NIFTY50INDEX
70,11-Apr-2019,11592.55,11606.7,11550.55,11596.7,279775726,14332.2,NIFTY50INDEX
71,12-Apr-2019,11612.85,11657.35,11578.8,11643.45,246006184,13598.61,NIFTY50INDEX
72,15-Apr-2019,11667.0,11704.6,11648.25,11690.35,289996075,15635.79,NIFTY50INDEX
73,16-Apr-2019,11736.2,11810.95,11731.55,11787.15,354315040,17585.48,NIFTY50INDEX
74,18-Apr-2019,11856.15,11856.15,11738.5,11752.8,339653709,18271.27,NIFTY50INDEX
75,22-Apr-2019,11727.05,11727.05,11583.95,11594.45,260356055,13754.12,NIFTY50INDEX
76,23-Apr-2019,11612.95,11645.95,11564.8,11575.95,272544486,14500.53,NIFTY50INDEX
77,24-Apr-2019,11601.5,11740.85,11578.85,11726.15,335196513,17046.66,NIFTY50INDEX
78,25-Apr-2019,11735.7,11796.75,11624.3,11641.8,604360395,28254.3,NIFTY50INDEX
79,26-Apr-2019,11683.75,11762.9,11661.75,11754.65,333483764,18098.83,NIFTY50INDEX
80,30-Apr-2019,11748.75,11756.25,11655.9,11748.15,532630874,23324.98,NIFTY50INDEX
81,02-May-2019,11725.55,11789.3,11699.55,11724.75,380278045,17790.06,NIFTY50INDEX
82,03-May-2019,11722.6,11770.9,11699.35,11712.25,305519934,15156.32,NIFTY50INDEX
83,06-May-2019,11605.8,11632.55,11571.35,11598.25,299046480,14703.42,NIFTY50INDEX
84,07-May-2019,11651.5,11657.05,11484.45,11497.9,337495624,16632.84,NIFTY50INDEX
85,08-May-2019,11478.7,11479.1,11346.95,11359.45,372826025,17440.01,NIFTY50INDEX
86,09-May-2019,11322.4,11357.6,11255.05,11301.8,373028059,17602.86,NIFTY50INDEX
87,10-May-2019,11314.15,11345.8,11251.05,11278.9,387323416,18085.19,NIFTY50INDEX
88,13-May-2019,11258.7,11300.2,11125.6,11148.2,357586433,16722.91,NIFTY50INDEX
89,14-May-2019,11151.65,11294.75,11108.3,11222.05,398122725,19906.38,NIFTY50INDEX
90,15-May-2019,11271.7,11286.8,11136.95,11157.0,414174258,17931.75,NIFTY50INDEX
91,16-May-2019,11180.35,11281.55,11143.35,11257.1,350734572,15629.57,NIFTY50INDEX
92,17-May-2019,11261.9,11426.15,11259.85,11407.15,412109200,20177.63,NIFTY50INDEX
93,20-May-2019,11651.9,11845.2,11591.7,11828.25,452096261,25223.78,NIFTY50INDEX
94,21-May-2019,11863.65,11883.55,11682.8,11709.1,381038129,20324.67,NIFTY50INDEX
95,22-May-2019,11727.95,11784.8,11682.4,11737.9,355870667,19582.41,NIFTY50INDEX
96,23-May-2019,11901.3,12041.15,11614.5,11657.05,569030654,31180.08,NIFTY50INDEX
97,24-May-2019,11748.0,11859.0,11658.1,11844.1,374637415,20028.49,NIFTY50INDEX
98,27-May-2019,11855.5,11957.15,11812.4,11924.75,348356214,17735.36,NIFTY50INDEX
99,28-May-2019,11958.35,11958.55,11864.9,11928.75,598308334,28833.54,NIFTY50INDEX
100,29-May-2019,11905.8,11931.9,11836.8,11861.1,318068673,15985.92,NIFTY50INDEX
101,30-May-2019,11865.3,11968.55,11859.4,11945.9,421199867,20261.85,NIFTY50INDEX
102,31-May-2019,11999.8,12039.25,11829.45,11922.8,438879129,22789.0,NIFTY50INDEX
103,03-Jun-2019,11953.75,12103.05,11920.1,12088.55,315296955,17451.36,NIFTY50INDEX
104,04-Jun-2019,12052.65,12095.2,12005.85,12021.65,289221904,15308.28,NIFTY50INDEX
105,06-Jun-2019,12039.8,12039.8,11830.25,11843.75,415206942,21144.77,NIFTY50INDEX
106,07-Jun-2019,11865.2,11897.5,11769.5,11870.65,302455910,14939.4,NIFTY50INDEX
107,10-Jun-2019,11934.9,11975.05,11871.75,11922.7,303329445,13125.41,NIFTY50INDEX
108,11-Jun-2019,11959.85,12000.35,11904.35,11965.6,332181958,15392.28,NIFTY50INDEX
109,12-Jun-2019,11962.45,11962.45,11866.35,11906.2,283718253,14120.17,NIFTY50INDEX
110,13-Jun-2019,11873.9,11931.35,11817.05,11914.05,447901993,18680.91,NIFTY50INDEX
111,14-Jun-2019,11910.1,11911.85,11797.7,11823.3,390294634,16226.57,NIFTY50INDEX
112,17-Jun-2019,11844.0,11844.05,11657.75,11672.15,295528399,13851.67,NIFTY50INDEX
113,18-Jun-2019,11677.05,11727.2,11641.15,11691.5,365525622,16120.69,NIFTY50INDEX
114,19-Jun-2019,11744.45,11802.5,11625.1,11691.45,446933027,18722.71,NIFTY50INDEX
115,20-Jun-2019,11653.65,11843.5,11635.05,11831.75,442016954,18839.11,NIFTY50INDEX
116,21-Jun-2019,11827.6,11827.95,11705.1,11724.1,468430388,23346.13,NIFTY50INDEX
117,24-Jun-2019,11725.8,11754.0,11670.2,11699.65,277620788,12631.38,NIFTY50INDEX
118,25-Jun-2019,11681.0,11814.4,11651.0,11796.45,300476353,13822.83,NIFTY50INDEX
119,26-Jun-2019,11768.15,11871.85,11757.55,11847.55,327885018,14650.89,NIFTY50INDEX
120,27-Jun-2019,11860.85,11911.15,11821.05,11841.55,480169350,23300.3,NIFTY50INDEX
121,28-Jun-2019,11861.15,11871.7,11775.5,11788.85,303888701,15191.9,NIFTY50INDEX
122,01-Jul-2019,11839.9,11884.65,11830.8,11865.6,278415889,12874.96,NIFTY50INDEX
123,02-Jul-2019,11890.3,11917.45,11814.7,11910.3,363197036,13615.94,NIFTY50INDEX
124,03-Jul-2019,11932.15,11945.2,11887.05,11916.75,340527508,14290.33,NIFTY50INDEX
125,04-Jul-2019,11928.8,11969.25,11923.65,11946.75,333595172,14758.87,NIFTY50INDEX
126,05-Jul-2019,11964.75,11981.75,11797.9,11811.15,530720039,18871.99,NIFTY50INDEX
127,08-Jul-2019,11770.4,11771.9,11523.3,11558.6,464029444,19146.25,NIFTY50INDEX
128,09-Jul-2019,11531.6,11582.55,11461.0,11555.9,442520253,21577.95,NIFTY50INDEX
129,10-Jul-2019,11536.15,11593.7,11475.65,11498.9,337571014,16098.53,NIFTY50INDEX
130,11-Jul-2019,11561.45,11599.0,11519.5,11582.9,317257578,14586.2,NIFTY50INDEX
131,12-Jul-2019,11601.15,11639.55,11538.6,11552.5,359421182,16947.57,NIFTY50INDEX
132,15-Jul-2019,11614.75,11618.4,11532.3,11588.35,368788782,15835.99,NIFTY50INDEX
133,16-Jul-2019,11596.65,11670.05,11573.95,11662.6,480156167,15967.91,NIFTY50INDEX
134,17-Jul-2019,11670.75,11706.65,11651.15,11687.5,464827734,15250.5,NIFTY50INDEX
135,18-Jul-2019,11675.6,11677.15,11582.4,11596.9,498258158,16684.03,NIFTY50INDEX
136,19-Jul-2019,11627.95,11640.35,11399.3,11419.25,446049198,17326.4,NIFTY50INDEX
137,22-Jul-2019,11392.85,11398.15,11301.25,11346.2,516044335,19304.23,NIFTY50INDEX
138,23-Jul-2019,11372.25,11398.15,11302.8,11331.05,458931191,19199.32,NIFTY50INDEX
139,24-Jul-2019,11322.45,11359.75,11229.8,11271.3,413202832,18353.13,NIFTY50INDEX
140,25-Jul-2019,11290.4,11361.4,11239.35,11252.15,553676897,24329.21,NIFTY50INDEX
141,26-Jul-2019,11247.45,11307.6,11210.05,11284.3,522670420,20350.38,NIFTY50INDEX
142,29-Jul-2019,11307.5,11310.95,11152.4,11189.2,482862376,18705.92,NIFTY50INDEX
143,30-Jul-2019,11213.7,11267.45,11072.65,11085.4,479059399,20545.71,NIFTY50INDEX
144,31-Jul-2019,11034.05,11145.3,10999.4,11118.0,536694278,23681.22,NIFTY50INDEX
145,01-Aug-2019,11060.2,11076.75,10881.0,10980.0,499918953,21048.32,NIFTY50INDEX
146,02-Aug-2019,10930.3,11080.15,10848.95,10997.35,547416246,23972.04,NIFTY50INDEX
147,05-Aug-2019,10895.8,10895.8,10782.6,10862.6,506556609,20824.1,NIFTY50INDEX
148,06-Aug-2019,10815.4,11018.55,10813.8,10948.25,517891491,21676.4,NIFTY50INDEX
149,07-Aug-2019,10958.1,10975.65,10835.9,10855.5,548465787,21228.28,NIFTY50INDEX
150,08-Aug-2019,10899.2,11058.05,10842.95,11032.45,482471622,20667.6,NIFTY50INDEX
151,09-Aug-2019,11087.9,11181.45,11062.8,11109.65,538063563,21092.05,NIFTY50INDEX
152,13-Aug-2019,11139.4,11145.9,10901.6,10925.85,624634647,24790.67,NIFTY50INDEX
153,14-Aug-2019,11003.25,11078.15,10935.6,11029.4,511541716,19712.81,NIFTY50INDEX
154,16-Aug-2019,11043.65,11068.65,10924.3,11047.8,470909918,19281.91,NIFTY50INDEX
155,19-Aug-2019,11094.8,11146.9,11037.85,11053.9,369493161,14120.35,NIFTY50INDEX
156,20-Aug-2019,11063.9,11076.3,10985.3,11017.0,444715679,16915.96,NIFTY50INDEX
157,21-Aug-2019,11018.15,11034.2,10906.65,10918.7,557867906,16747.99,NIFTY50INDEX
158,22-Aug-2019,10905.3,10908.25,10718.3,10741.35,668193449,18764.38,NIFTY50INDEX
159,23-Aug-2019,10699.6,10862.55,10637.15,10829.35,667079625,20983.75,NIFTY50INDEX
160,26-Aug-2019,11000.3,11070.3,10756.55,11057.85,684141923,22375.99,NIFTY50INDEX
161,27-Aug-2019,11106.55,11141.75,11049.5,11105.35,685551267,27413.16,NIFTY50INDEX
162,28-Aug-2019,11101.3,11129.65,10987.65,11046.1,549954696,16739.43,NIFTY50INDEX
163,29-Aug-2019,10996.05,11021.1,10922.4,10948.3,649876160,20127.77,NIFTY50INDEX
164,30-Aug-2019,10987.8,11042.6,10874.8,11023.25,628154431,21057.31,NIFTY50INDEX
165,03-Sep-2019,10960.95,10967.5,10772.7,10797.9,483038985,16595.6,NIFTY50INDEX
166,04-Sep-2019,10790.4,10858.75,10746.35,10844.65,508784352,19195.1,NIFTY50INDEX
167,05-Sep-2019,10860.95,10920.1,10816.0,10847.9,595699267,18279.88,NIFTY50INDEX
168,06-Sep-2019,10883.8,10957.05,10867.45,10946.2,497214445,18167.78,NIFTY50INDEX
169,09-Sep-2019,10936.7,11028.85,10889.8,11003.05,412471067,14762.07,NIFTY50INDEX
170,11-Sep-2019,11028.5,11054.8,11011.65,11035.7,687140326,19550.59,NIFTY50INDEX
171,12-Sep-2019,11058.3,11081.75,10964.95,10982.8,551436050,17510.17,NIFTY50INDEX
172,13-Sep-2019,10986.8,11084.45,10945.75,11075.9,624305151,18012.76,NIFTY50INDEX
173,16-Sep-2019,10994.85,11052.7,10968.2,11003.5,434449776,15786.17,NIFTY50INDEX
174,17-Sep-2019,11000.1,11000.1,10796.5,10817.6,482013044,17721.93,NIFTY50INDEX
175,18-Sep-2019,10872.8,10885.15,10804.85,10840.65,519155072,16784.43,NIFTY50INDEX
176,19-Sep-2019,10845.2,10845.2,10670.25,10704.8,642599183,16642.83,NIFTY50INDEX
177,20-Sep-2019,10746.8,11381.9,10691.0,11274.2,1356767450,54081.53,NIFTY50INDEX
178,23-Sep-2019,11542.7,11694.85,11471.35,11600.2,882826741,40005.01,NIFTY50INDEX
179,24-Sep-2019,11590.7,11655.05,11539.2,11588.2,651722255,26930.07,NIFTY50INDEX
180,25-Sep-2019,11564.85,11564.95,11416.1,11440.2,629054640,25266.24,NIFTY50INDEX
181,26-Sep-2019,11469.85,11610.85,11466.35,11571.2,844465614,30707.84,NIFTY50INDEX
182,27-Sep-2019,11556.35,11593.6,11499.75,11512.4,650017280,19036.94,NIFTY50INDEX
183,30-Sep-2019,11491.15,11508.25,11390.8,11474.45,756848686,23748.07,NIFTY50INDEX
184,01-Oct-2019,11515.4,11554.2,11247.9,11359.9,1305415159,28972.72,NIFTY50INDEX
185,03-Oct-2019,11322.25,11370.4,11257.35,11314.0,1017479514,21658.38,NIFTY50INDEX
186,04-Oct-2019,11388.45,11400.3,11158.35,11174.75,928524450,22470.76,NIFTY50INDEX
187,07-Oct-2019,11196.2,11233.85,11112.65,11126.4,733198763,18641.37,NIFTY50INDEX
188,09-Oct-2019,11152.95,11321.6,11090.15,11313.3,741148639,20961.54,NIFTY50INDEX
189,10-Oct-2019,11280.5,11293.35,11208.55,11234.55,562017945,19234.31,NIFTY50INDEX
190,11-Oct-2019,11257.7,11362.9,11189.4,11305.05,737795150,22511.39,NIFTY50INDEX
191,14-Oct-2019,11335.9,11420.45,11290.05,11341.15,587579191,17499.48,NIFTY50INDEX
192,15-Oct-2019,11360.85,11462.35,11342.1,11428.3,527396180,17041.55,NIFTY50INDEX
193,16-Oct-2019,11464.95,11481.05,11411.1,11464.0,533468525,18266.06,NIFTY50INDEX
194,17-Oct-2019,11466.3,11599.1,11439.65,11586.35,797572398,20839.2,NIFTY50INDEX
195,18-Oct-2019,11580.3,11684.7,11553.15,11661.85,853440208,22315.99,NIFTY50INDEX
196,22-Oct-2019,11657.15,11714.35,11573.65,11588.35,867601307,29726.27,NIFTY50INDEX
197,23-Oct-2019,11596.2,11651.6,11554.4,11604.1,664159887,23397.69,NIFTY50INDEX
198,24-Oct-2019,11661.65,11679.6,11534.65,11582.6,700481662,25177.46,NIFTY50INDEX
199,25-Oct-2019,11646.15,11646.9,11490.75,11583.9,812027840,23611.51,NIFTY50INDEX
200,27-Oct-2019,11662.25,11672.4,11604.6,11627.15,161779004,3548.21,NIFTY50INDEX
201,29-Oct-2019,11643.95,11809.4,11627.35,11786.85,951722529,27054.87,NIFTY50INDEX
202,30-Oct-2019,11883.9,11883.95,11784.45,11844.1,725219760,22672.18,NIFTY50INDEX
203,31-Oct-2019,11890.45,11945.0,11855.1,11877.45,1414837250,31304.73,NIFTY50INDEX
204,01-Nov-2019,11886.6,11918.3,11843.35,11890.6,855338495,24933.55,NIFTY50INDEX
205,04-Nov-2019,11928.9,11989.15,11905.35,11941.3,823050457,23203.88,NIFTY50INDEX
206,05-Nov-2019,11974.6,11978.95,11861.9,11917.2,631952071,20995.88,NIFTY50INDEX
207,06-Nov-2019,11911.5,12002.9,11850.25,11966.05,603351290,23324.97,NIFTY50INDEX
208,07-Nov-2019,12021.1,12021.4,11946.85,12012.05,562963817,20898.24,NIFTY50INDEX
209,08-Nov-2019,11987.15,12034.15,11888.75,11908.15,789254360,22931.52,NIFTY50INDEX
210,11-Nov-2019,11879.2,11932.65,11853.95,11913.45,548979515,16548.47,NIFTY50INDEX
211,13-Nov-2019,11908.3,11946.8,11823.2,11840.45,659035969,20401.5,NIFTY50INDEX
212,14-Nov-2019,11858.75,11895.65,11802.65,11872.1,559494025,19114.86,NIFTY50INDEX
213,15-Nov-2019,11904.2,11973.65,11879.25,11895.45,580154179,22350.63,NIFTY50INDEX
214,18-Nov-2019,11915.15,11946.2,11867.6,11884.5,514352437,17991.41,NIFTY50INDEX
215,19-Nov-2019,11919.45,11958.85,11881.75,11940.1,613909679,21574.84,NIFTY50INDEX
216,20-Nov-2019,12004.75,12038.6,11966.05,11999.1,646661147,24341.14,NIFTY50INDEX
217,21-Nov-2019,12025.65,12028.2,11956.9,11968.4,557685781,21609.99,NIFTY50INDEX
218,22-Nov-2019,11967.3,11968.1,11883.5,11914.4,486815185,19243.57,NIFTY50INDEX
219,25-Nov-2019,11922.45,12084.5,11919.75,12073.75,534289467,19990.44,NIFTY50INDEX
220,26-Nov-2019,12110.2,12132.45,12006.35,12037.7,1201335831,46030.62,NIFTY50INDEX
221,27-Nov-2019,12068.5,12114.9,12055.15,12100.7,584226618,19937.4,NIFTY50INDEX
222,28-Nov-2019,12132.1,12158.8,12099.95,12151.15,620479403,21229.58,NIFTY50INDEX
223,29-Nov-2019,12146.2,12147.4,12017.4,12056.05,804430391,21838.04,NIFTY50INDEX
224,02-Dec-2019,12137.05,12137.15,12023.7,12048.2,720945335,23113.18,NIFTY50INDEX
225,03-Dec-2019,12067.65,12068.6,11956.4,11994.2,605789334,18203.76,NIFTY50INDEX
226,04-Dec-2019,11969.95,12054.7,11935.3,12043.2,747193818,22132.83,NIFTY50INDEX
227,05-Dec-2019,12071.25,12081.2,11998.75,12018.4,562228745,19589.81,NIFTY50INDEX
228,06-Dec-2019,12047.35,12057.05,11888.85,11921.5,609221205,18245.49,NIFTY50INDEX
229,09-Dec-2019,11939.1,11981.95,11888.05,11937.5,599115748,16672.87,NIFTY50INDEX
230,10-Dec-2019,11950.5,11953.2,11844.7,11856.8,650219487,16514.63,NIFTY50INDEX
231,11-Dec-2019,11867.35,11923.2,11832.3,11910.15,997655048,18760.57,NIFTY50INDEX
232,12-Dec-2019,11944.3,12005.5,11934.0,11971.8,752617138,18401.22,NIFTY50INDEX
233,13-Dec-2019,12026.4,12098.85,12023.6,12086.7,597712516,20626.8,NIFTY50INDEX
234,16-Dec-2019,12131.35,12134.65,12046.3,12053.95,437703921,16110.34,NIFTY50INDEX
235,17-Dec-2019,12082.45,12182.75,12070.35,12165.0,499585789,20968.79,NIFTY50INDEX
236,18-Dec-2019,12197.0,12237.7,12163.45,12221.65,518854651,22341.06,NIFTY50INDEX
237,19-Dec-2019,12223.4,12268.35,12191.15,12259.7,623049839,19761.9,NIFTY50INDEX
238,20-Dec-2019,12266.45,12293.9,12252.75,12271.8,810676090,25750.24,NIFTY50INDEX
239,23-Dec-2019,12235.45,12287.15,12213.25,12262.75,604782354,18078.23,NIFTY50INDEX
240,24-Dec-2019,12269.25,12283.7,12202.1,12214.55,470290298,13864.56,NIFTY50INDEX
241,26-Dec-2019,12211.85,12221.55,12118.85,12126.55,520326632,16362.31,NIFTY50INDEX
242,27-Dec-2019,12172.9,12258.45,12157.9,12245.8,383788556,13676.2,NIFTY50INDEX
243,30-Dec-2019,12274.9,12286.45,12213.8,12255.85,411084614,14556.73,NIFTY50INDEX
244,31-Dec-2019,12247.1,12247.1,12151.8,12168.45,426931711,14812.89,NIFTY50INDEX
245,03-Jan-2011,6177.45,6178.55,6147.2,6157.6,96028639,4477.36,NIFTY50INDEX
246,04-Jan-2011,6172.75,6181.05,6124.4,6146.35,181727905,7678.55,NIFTY50INDEX
247,05-Jan-2011,6141.35,6141.35,6062.35,6079.8,139614193,6606.21,NIFTY50INDEX
248,06-Jan-2011,6107.0,6116.15,6022.3,6048.25,152338978,7050.18,NIFTY50INDEX
249,07-Jan-2011,6030.9,6051.2,5883.6,5904.6,171809106,8325.79,NIFTY50INDEX
250,10-Jan-2011,5901.3,5907.25,5740.95,5762.85,156945855,7920.38,NIFTY50INDEX
251,11-Jan-2011,5767.95,5842.6,5698.2,5754.1,161261704,8307.22,NIFTY50INDEX
252,12-Jan-2011,5800.05,5874.2,5711.3,5863.25,188116995,8709.68,NIFTY50INDEX
253,13-Jan-2011,5850.75,5857.75,5736.7,5751.9,175347539,8150.11,NIFTY50INDEX
254,14-Jan-2011,5752.1,5833.65,5639.65,5654.55,174568442,7372.1,NIFTY50INDEX
255,17-Jan-2011,5648.8,5696.15,5624.15,5654.75,148497108,6417.27,NIFTY50INDEX
256,18-Jan-2011,5682.55,5730.5,5671.25,5724.05,141008889,6160.38,NIFTY50INDEX
257,19-Jan-2011,5737.35,5747.65,5662.55,5691.05,146719934,6694.79,NIFTY50INDEX
258,20-Jan-2011,5656.0,5729.45,5634.5,5711.6,130496983,6947.7,NIFTY50INDEX
259,21-Jan-2011,5692.05,5717.55,5674.5,5696.5,119990780,6083.61,NIFTY50INDEX
260,24-Jan-2011,5717.1,5756.0,5697.75,5743.25,108832157,6641.96,NIFTY50INDEX
261,25-Jan-2011,5763.3,5801.55,5680.65,5687.4,126128667,7302.14,NIFTY50INDEX
262,27-Jan-2011,5725.3,5726.1,5594.95,5604.3,201496674,9182.79,NIFTY50INDEX
263,28-Jan-2011,5614.0,5614.4,5459.55,5512.15,173107003,8122.35,NIFTY50INDEX
264,31-Jan-2011,5452.55,5526.85,5416.65,5505.9,177847681,7873.96,NIFTY50INDEX
265,01-Feb-2011,5537.3,5539.15,5402.0,5417.2,171232063,7797.43,NIFTY50INDEX
266,02-Feb-2011,5469.55,5490.6,5415.65,5432.0,172198228,7860.06,NIFTY50INDEX
267,03-Feb-2011,5430.45,5532.65,5418.0,5526.75,154228754,6254.0,NIFTY50INDEX
268,04-Feb-2011,5519.9,5556.3,5369.05,5395.75,187819542,7685.49,NIFTY50INDEX
269,07-Feb-2011,5430.15,5440.35,5376.95,5396.0,150447066,5905.38,NIFTY50INDEX
270,08-Feb-2011,5432.35,5432.35,5303.4,5312.55,155600262,6479.05,NIFTY50INDEX
271,09-Feb-2011,5293.05,5339.45,5225.65,5253.55,246525934,9294.77,NIFTY50INDEX
272,10-Feb-2011,5246.05,5272.6,5196.8,5225.8,225237990,8309.47,NIFTY50INDEX
