,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr),Symbol
747,06-Jan-2009,3121.5,3141.8,3056.1,3112.8,340452916,8091.74,NIFTY50INDEX
748,07-Jan-2009,3112.8,3147.2,2888.2,2920.4,686898999,10865.55,NIFTY50INDEX
749,09-Jan-2009,2919.95,2929.85,2810.25,2873.0,591981660,9080.84,NIFTY50INDEX
750,12-Jan-2009,2868.85,2869.2,2748.55,2773.1,272867140,6817.52,NIFTY50INDEX
751,13-Jan-2009,2775.0,2802.6,2720.8,2744.95,252698258,6407.58,NIFTY50INDEX
752,14-Jan-2009,2748.4,2853.25,2748.4,2835.3,217953716,5683.41,NIFTY50INDEX
753,15-Jan-2009,2832.3,2832.3,2701.75,2736.7,218127929,5670.43,NIFTY50INDEX
754,16-Jan-2009,2737.0,2835.65,2724.2,2828.45,229499649,4817.92,NIFTY50INDEX
755,19-Jan-2009,2828.7,2868.2,2819.9,2846.2,328336119,4531.5,NIFTY50INDEX
756,20-Jan-2009,2842.9,2842.9,2758.0,2796.6,233289325,4600.79,NIFTY50INDEX
757,21-Jan-2009,2777.4,2787.3,2690.2,2706.15,220067231,5254.06,NIFTY50INDEX
758,22-Jan-2009,2714.7,2744.85,2681.4,2713.8,229581189,5319.52,NIFTY50INDEX
759,23-Jan-2009,2705.45,2765.55,2661.65,2678.55,211289358,5090.88,NIFTY50INDEX
760,27-Jan-2009,2686.05,2777.3,2685.25,2771.35,220453539,5207.95,NIFTY50INDEX
761,28-Jan-2009,2771.1,2855.4,2765.6,2849.5,280820341,5561.59,NIFTY50INDEX
762,29-Jan-2009,2849.35,2873.85,2795.35,2823.95,347987447,7189.27,NIFTY50INDEX
763,30-Jan-2009,2824.05,2881.0,2774.1,2874.8,295045380,6200.66,NIFTY50INDEX
764,02-Feb-2009,2872.35,2873.45,2760.7,2766.65,235281717,5151.67,NIFTY50INDEX
765,03-Feb-2009,2773.5,2831.7,2752.9,2783.9,256264668,5901.06,NIFTY50INDEX
766,04-Feb-2009,2780.7,2842.2,2780.7,2803.05,204148860,4673.8,NIFTY50INDEX
767,05-Feb-2009,2802.75,2816.8,2754.85,2780.05,178583516,4169.13,NIFTY50INDEX
768,06-Feb-2009,2779.35,2852.5,2778.65,2843.1,187961190,4000.82,NIFTY50INDEX
769,09-Feb-2009,2843.05,2926.75,2840.15,2919.9,186517519,4485.04,NIFTY50INDEX
770,10-Feb-2009,2919.7,2957.4,2891.75,2934.5,302564116,6122.69,NIFTY50INDEX
771,11-Feb-2009,2933.0,2937.5,2877.6,2925.7,243376977,4898.58,NIFTY50INDEX
772,12-Feb-2009,2927.4,2939.0,2886.55,2893.05,214711779,4346.89,NIFTY50INDEX
773,13-Feb-2009,2896.95,2969.75,2896.85,2948.35,195741802,4681.6,NIFTY50INDEX
774,16-Feb-2009,2948.25,2953.2,2839.1,2848.5,246055796,5049.41,NIFTY50INDEX
775,17-Feb-2009,2853.85,2854.65,2757.3,2770.5,191473117,4495.99,NIFTY50INDEX
776,18-Feb-2009,2755.15,2806.5,2736.65,2776.15,214170731,4940.89,NIFTY50INDEX
777,19-Feb-2009,2776.7,2802.15,2767.6,2789.35,174587983,4162.96,NIFTY50INDEX
778,20-Feb-2009,2789.3,2789.3,2709.3,2736.45,154745737,3882.17,NIFTY50INDEX
779,24-Feb-2009,2737.25,2746.2,2677.55,2733.9,182727347,4407.14,NIFTY50INDEX
780,25-Feb-2009,2733.45,2789.35,2733.45,2762.5,176810272,4323.67,NIFTY50INDEX
781,26-Feb-2009,2762.2,2797.8,2731.9,2785.65,250274333,6046.44,NIFTY50INDEX
782,27-Feb-2009,2785.7,2787.2,2708.45,2763.65,231597805,6084.46,NIFTY50INDEX
783,02-Mar-2009,2764.6,2764.6,2659.55,2674.6,194233262,4644.21,NIFTY50INDEX
784,03-Mar-2009,2672.15,2688.5,2611.55,2622.4,217640315,5181.0,NIFTY50INDEX
785,04-Mar-2009,2611.95,2655.7,2611.95,2645.2,202951378,5363.25,NIFTY50INDEX
786,05-Mar-2009,2645.9,2663.9,2564.1,2576.7,247491627,6319.79,NIFTY50INDEX
787,06-Mar-2009,2576.75,2628.1,2539.45,2620.15,242507546,6344.12,NIFTY50INDEX
788,09-Mar-2009,2620.1,2621.25,2555.6,2573.15,166405852,4048.08,NIFTY50INDEX
789,12-Mar-2009,2574.5,2646.1,2574.5,2617.45,213787846,5949.63,NIFTY50INDEX
790,13-Mar-2009,2616.6,2726.15,2616.6,2719.25,263891931,6795.09,NIFTY50INDEX
791,16-Mar-2009,2716.05,2781.95,2701.95,2777.25,263151493,6059.64,NIFTY50INDEX
792,17-Mar-2009,2776.35,2805.6,2738.7,2757.45,288783952,6224.49,NIFTY50INDEX
793,18-Mar-2009,2757.65,2836.05,2752.25,2794.7,261792179,6173.86,NIFTY50INDEX
794,19-Mar-2009,2797.05,2822.25,2771.35,2807.15,223408426,5394.07,NIFTY50INDEX
795,20-Mar-2009,2807.35,2816.1,2773.65,2807.05,186838911,5043.96,NIFTY50INDEX
796,23-Mar-2009,2807.25,2949.75,2807.25,2939.9,251175674,6304.76,NIFTY50INDEX
797,24-Mar-2009,2923.8,3017.4,2914.5,2938.7,383117195,8871.12,NIFTY50INDEX
798,25-Mar-2009,2938.8,2996.5,2923.3,2984.35,383648320,8513.26,NIFTY50INDEX
799,26-Mar-2009,2982.25,3103.35,2982.25,3082.25,416183641,10418.0,NIFTY50INDEX
800,27-Mar-2009,3079.4,3123.35,3055.9,3108.65,326572500,8599.65,NIFTY50INDEX
801,30-Mar-2009,3108.75,3110.2,2962.4,2978.15,275780455,7100.27,NIFTY50INDEX
802,31-Mar-2009,2981.7,3054.3,2966.4,3020.95,341399212,9022.52,NIFTY50INDEX
803,01-Apr-2009,3023.85,3069.3,2965.7,3060.35,319442080,8011.16,NIFTY50INDEX
804,02-Apr-2009,3061.05,3228.75,3061.05,3211.05,370836234,9558.67,NIFTY50INDEX
805,06-Apr-2009,3211.35,3303.9,3211.35,3256.6,357065601,9499.48,NIFTY50INDEX
806,08-Apr-2009,3255.35,3357.05,3149.25,3342.95,409030235,11116.42,NIFTY50INDEX
807,09-Apr-2009,3346.0,3401.15,3307.05,3342.05,414637960,9984.24,NIFTY50INDEX
808,13-Apr-2009,3342.2,3417.8,3334.15,3382.6,331534301,8324.35,NIFTY50INDEX
809,15-Apr-2009,3381.45,3497.55,3311.8,3484.15,458489468,12280.2,NIFTY50INDEX
810,16-Apr-2009,3484.35,3511.25,3354.2,3369.5,559549931,13209.78,NIFTY50INDEX
811,17-Apr-2009,3369.5,3489.85,3359.25,3384.4,491159908,11504.6,NIFTY50INDEX
812,20-Apr-2009,3384.75,3441.1,3339.45,3377.1,341798670,8834.22,NIFTY50INDEX
813,21-Apr-2009,3376.85,3414.7,3309.35,3365.3,344667947,9069.56,NIFTY50INDEX
814,22-Apr-2009,3364.6,3401.1,3296.9,3330.3,327292987,7932.51,NIFTY50INDEX
815,23-Apr-2009,3330.5,3439.9,3310.5,3423.7,315691090,7864.54,NIFTY50INDEX
816,24-Apr-2009,3423.6,3491.35,3402.9,3480.75,306127718,8604.04,NIFTY50INDEX
817,27-Apr-2009,3481.3,3517.25,3435.3,3470.0,315936295,9077.06,NIFTY50INDEX
818,28-Apr-2009,3469.5,3471.95,3351.5,3362.35,287134649,7904.38,NIFTY50INDEX
819,29-Apr-2009,3371.65,3486.4,3366.7,3473.95,483582317,9703.94,NIFTY50INDEX
820,04-May-2009,3478.7,3664.5,3478.7,3654.0,363866099,10112.76,NIFTY50INDEX
821,05-May-2009,3664.5,3682.2,3618.75,3661.9,442066443,11236.79,NIFTY50INDEX
822,06-May-2009,3662.0,3717.05,3608.65,3625.05,408101644,11559.2,NIFTY50INDEX
823,07-May-2009,3617.15,3692.05,3617.15,3683.9,326304598,8827.72,NIFTY50INDEX
824,08-May-2009,3681.8,3711.25,3582.85,3620.7,291694964,8529.4,NIFTY50INDEX
825,11-May-2009,3615.75,3660.2,3534.55,3554.6,285340638,7858.78,NIFTY50INDEX
826,12-May-2009,3554.65,3691.65,3534.2,3681.1,366055503,9550.49,NIFTY50INDEX
827,13-May-2009,3668.75,3709.6,3610.2,3635.25,360452738,9800.15,NIFTY50INDEX
828,14-May-2009,3631.9,3631.9,3537.6,3593.45,288154287,8138.79,NIFTY50INDEX
829,15-May-2009,3597.85,3686.25,3597.85,3671.65,300880814,8655.24,NIFTY50INDEX
830,18-May-2009,3673.15,4384.3,3673.15,4323.15,2768292,113.99,NIFTY50INDEX
831,19-May-2009,4324.95,4509.4,4167.65,4318.45,670982325,26002.26,NIFTY50INDEX
832,20-May-2009,4318.75,4362.85,4244.7,4270.3,471343167,16917.63,NIFTY50INDEX
833,21-May-2009,4270.35,4319.0,4199.2,4210.9,353070384,12290.03,NIFTY50INDEX
834,22-May-2009,4211.85,4249.5,4155.85,4238.5,284165388,10572.97,NIFTY50INDEX
835,25-May-2009,4238.1,4270.05,4205.1,4237.55,299302991,9104.62,NIFTY50INDEX
836,26-May-2009,4239.55,4256.05,4092.25,4116.7,308739530,9501.71,NIFTY50INDEX
837,27-May-2009,4117.3,4286.45,4115.25,4276.05,353499631,12173.35,NIFTY50INDEX
838,28-May-2009,4276.15,4354.85,4254.85,4337.1,460439887,16067.32,NIFTY50INDEX
839,29-May-2009,4340.75,4488.05,4340.75,4448.95,506796280,15181.73,NIFTY50INDEX
840,01-Jun-2009,4450.4,4545.4,4450.4,4529.9,464256409,12781.61,NIFTY50INDEX
841,02-Jun-2009,4530.45,4586.4,4451.3,4525.25,396327441,12565.07,NIFTY50INDEX
842,03-Jun-2009,4525.5,4574.9,4478.6,4530.7,415829528,12131.57,NIFTY50INDEX
843,04-Jun-2009,4530.3,4582.2,4453.45,4572.65,424050722,12563.65,NIFTY50INDEX
844,05-Jun-2009,4573.3,4636.85,4561.95,4586.9,409906842,12907.88,NIFTY50INDEX
845,08-Jun-2009,4582.35,4611.4,4404.65,4429.9,370092839,10824.22,NIFTY50INDEX
846,09-Jun-2009,4427.75,4562.45,4365.1,4550.95,414282839,12049.96,NIFTY50INDEX
847,10-Jun-2009,4551.7,4688.95,4551.7,4655.25,392189746,13099.93,NIFTY50INDEX
848,11-Jun-2009,4657.4,4679.55,4586.15,4637.7,391597868,11474.46,NIFTY50INDEX
849,12-Jun-2009,4637.55,4693.2,4566.15,4583.4,351580404,11400.58,NIFTY50INDEX
850,15-Jun-2009,4584.65,4601.05,4469.6,4484.0,322454082,10755.98,NIFTY50INDEX
851,16-Jun-2009,4478.1,4537.95,4405.95,4517.8,320009267,10807.47,NIFTY50INDEX
852,17-Jun-2009,4515.35,4517.8,4332.8,4356.15,327627945,11194.56,NIFTY50INDEX
853,18-Jun-2009,4352.95,4375.3,4222.15,4251.4,373404826,11542.45,NIFTY50INDEX
854,19-Jun-2009,4251.1,4326.2,4206.7,4313.6,350066880,10401.79,NIFTY50INDEX
855,22-Jun-2009,4314.2,4352.25,4221.9,4235.25,270808678,9103.94,NIFTY50INDEX
856,23-Jun-2009,4223.3,4267.45,4143.25,4247.0,339990201,10880.96,NIFTY50INDEX
857,24-Jun-2009,4247.3,4307.0,4218.25,4292.95,311199175,9512.27,NIFTY50INDEX
858,25-Jun-2009,4293.85,4337.95,4221.15,4241.85,407987742,12847.28,NIFTY50INDEX
859,26-Jun-2009,4243.95,4383.75,4243.95,4375.5,284570041,10065.52,NIFTY50INDEX
860,29-Jun-2009,4375.4,4439.95,4350.9,4390.95,293321334,9591.85,NIFTY50INDEX
861,30-Jun-2009,4391.5,4426.75,4267.35,4291.1,336647021,9901.53,NIFTY50INDEX
862,01-Jul-2009,4292.3,4362.3,4249.7,4340.9,289982752,8654.14,NIFTY50INDEX
863,02-Jul-2009,4373.5,4383.65,4288.75,4348.85,259079398,9730.33,NIFTY50INDEX
864,03-Jul-2009,4347.3,4434.45,4298.95,4424.25,224680237,8374.4,NIFTY50INDEX
865,06-Jul-2009,4429.6,4479.8,4133.7,4165.7,365737764,12648.38,NIFTY50INDEX
866,07-Jul-2009,4166.0,4231.8,4155.5,4202.15,290915989,10299.04,NIFTY50INDEX
867,08-Jul-2009,4201.85,4201.85,4061.1,4078.9,339578445,10077.55,NIFTY50INDEX
868,09-Jul-2009,4078.75,4114.9,4039.85,4080.95,406359501,9201.81,NIFTY50INDEX
869,10-Jul-2009,4081.4,4129.95,3976.8,4003.9,303001008,8770.17,NIFTY50INDEX
870,13-Jul-2009,4003.4,4003.4,3918.75,3974.05,273186872,7530.57,NIFTY50INDEX
871,14-Jul-2009,3974.1,4128.9,3974.1,4111.4,242076783,7797.11,NIFTY50INDEX
872,15-Jul-2009,4120.8,4249.55,4118.75,4233.5,254611958,8138.11,NIFTY50INDEX
873,16-Jul-2009,4223.5,4305.0,4205.5,4231.4,292288337,10209.96,NIFTY50INDEX
874,17-Jul-2009,4231.45,4390.4,4230.15,4374.95,250233020,9545.1,NIFTY50INDEX
875,20-Jul-2009,4377.9,4510.3,4377.9,4502.25,280309302,10151.33,NIFTY50INDEX
876,21-Jul-2009,4501.5,4524.0,4436.6,4469.1,311984330,10289.73,NIFTY50INDEX
877,22-Jul-2009,4469.3,4557.95,4380.45,4398.9,337796915,11688.74,NIFTY50INDEX
878,23-Jul-2009,4409.7,4532.4,4405.95,4523.75,273052133,10580.0,NIFTY50INDEX
879,24-Jul-2009,4524.8,4578.75,4504.85,4568.55,351255586,11501.51,NIFTY50INDEX
880,27-Jul-2009,4568.65,4596.75,4528.5,4572.3,277017434,10388.02,NIFTY50INDEX
881,28-Jul-2009,4572.8,4599.9,4529.15,4564.1,382344566,12576.09,NIFTY50INDEX
882,29-Jul-2009,4565.8,4573.85,4420.8,4513.5,368035721,12501.05,NIFTY50INDEX
883,30-Jul-2009,4513.1,4582.35,4474.5,4571.45,338985380,13121.84,NIFTY50INDEX
884,31-Jul-2009,4571.6,4669.75,4571.6,4636.45,300437149,10951.04,NIFTY50INDEX
885,03-Aug-2009,4633.8,4723.75,4617.75,4711.4,277002677,8717.22,NIFTY50INDEX
886,04-Aug-2009,4706.25,4731.45,4642.6,4680.5,322871852,10938.39,NIFTY50INDEX
887,05-Aug-2009,4680.95,4717.2,4629.85,4694.15,244640641,9312.86,NIFTY50INDEX
888,06-Aug-2009,4694.35,4718.15,4559.2,4585.5,278150681,10973.92,NIFTY50INDEX
889,07-Aug-2009,4591.9,4591.9,4463.95,4481.4,266871982,9772.77,NIFTY50INDEX
890,10-Aug-2009,4486.5,4562.5,4399.85,4437.65,284079082,10028.43,NIFTY50INDEX
891,11-Aug-2009,4435.0,4510.8,4398.9,4471.35,250129719,9082.78,NIFTY50INDEX
892,12-Aug-2009,4473.8,4473.8,4359.4,4457.5,274149382,9375.42,NIFTY50INDEX
893,13-Aug-2009,4458.55,4614.15,4458.55,4605.0,253540980,8883.22,NIFTY50INDEX
894,14-Aug-2009,4605.15,4619.0,4559.35,4580.05,222992686,8149.0,NIFTY50INDEX
895,17-Aug-2009,4578.8,4578.8,4374.6,4387.9,252330559,8387.98,NIFTY50INDEX
896,18-Aug-2009,4389.5,4491.45,4372.65,4458.9,265217123,8599.04,NIFTY50INDEX
897,19-Aug-2009,4457.75,4477.55,4353.45,4394.1,254668765,8296.66,NIFTY50INDEX
898,20-Aug-2009,4394.35,4492.8,4394.35,4453.45,166600981,5675.53,NIFTY50INDEX
899,21-Aug-2009,4453.45,4538.7,4400.9,4528.8,185694578,7403.77,NIFTY50INDEX
900,24-Aug-2009,4536.95,4656.3,4536.95,4642.8,207902560,7027.01,NIFTY50INDEX
901,25-Aug-2009,4641.65,4672.9,4582.5,4659.35,248995054,8299.73,NIFTY50INDEX
902,26-Aug-2009,4659.45,4697.8,4659.1,4680.85,208840330,7346.21,NIFTY50INDEX
903,27-Aug-2009,4679.0,4707.9,4645.15,4688.2,230998335,8572.49,NIFTY50INDEX
904,28-Aug-2009,4688.4,4743.75,4651.4,4732.35,285794817,8769.6,NIFTY50INDEX
905,31-Aug-2009,4730.85,4730.85,4635.0,4662.1,355947859,9366.93,NIFTY50INDEX
906,01-Sep-2009,4662.2,4735.9,4600.65,4625.35,332639046,9952.01,NIFTY50INDEX
907,02-Sep-2009,4624.0,4650.45,4576.6,4608.35,265745955,8466.96,NIFTY50INDEX
908,03-Sep-2009,4608.75,4647.35,4581.05,4593.55,245965172,7664.43,NIFTY50INDEX
909,04-Sep-2009,4608.7,4697.2,4580.35,4680.4,243559408,7885.25,NIFTY50INDEX
910,07-Sep-2009,4682.4,4790.0,4679.3,4782.9,243162111,8418.82,NIFTY50INDEX
911,08-Sep-2009,4782.85,4842.2,4782.65,4805.25,310692738,11901.18,NIFTY50INDEX
912,09-Sep-2009,4804.9,4825.05,4783.5,4814.25,239157623,9314.22,NIFTY50INDEX
913,10-Sep-2009,4814.35,4889.05,4807.9,4819.4,235712405,9264.17,NIFTY50INDEX
914,11-Sep-2009,4819.4,4856.15,4791.55,4829.55,236392562,8539.69,NIFTY50INDEX
915,14-Sep-2009,4830.35,4832.25,4786.25,4808.6,168557296,6265.34,NIFTY50INDEX
916,15-Sep-2009,4808.35,4899.45,4808.35,4892.1,215325851,7811.97,NIFTY50INDEX
917,16-Sep-2009,4894.65,4966.3,4894.65,4958.4,240095210,9361.6,NIFTY50INDEX
918,17-Sep-2009,4958.55,5003.05,4944.15,4965.55,270017278,12490.14,NIFTY50INDEX
919,18-Sep-2009,4963.95,4980.85,4931.9,4976.05,222101079,9124.75,NIFTY50INDEX
920,22-Sep-2009,4977.1,5036.3,4977.1,5020.2,189005727,7643.28,NIFTY50INDEX
921,23-Sep-2009,5019.95,5030.75,4957.05,4969.95,213349260,7733.22,NIFTY50INDEX
922,24-Sep-2009,4977.15,5016.7,4904.05,4986.55,266932031,11724.18,NIFTY50INDEX
923,25-Sep-2009,4985.1,4994.35,4931.25,4958.95,179960712,7401.44,NIFTY50INDEX
924,29-Sep-2009,4959.15,5020.25,4959.1,5006.85,174803950,7287.18,NIFTY50INDEX
925,30-Sep-2009,5007.65,5087.6,5004.35,5083.95,184790308,9175.8,NIFTY50INDEX
926,01-Oct-2009,5087.2,5110.5,5057.05,5083.4,224761213,10100.1,NIFTY50INDEX
927,05-Oct-2009,5076.05,5076.05,4991.95,5003.2,239335078,9807.7,NIFTY50INDEX
928,06-Oct-2009,5003.65,5034.7,4921.05,5027.4,367279763,12542.57,NIFTY50INDEX
929,07-Oct-2009,5031.7,5077.0,4972.95,4985.75,266221987,10939.13,NIFTY50INDEX
930,08-Oct-2009,5011.25,5043.05,4971.75,5002.25,294680002,12051.82,NIFTY50INDEX
931,09-Oct-2009,4993.0,5032.6,4934.55,4945.2,215439682,9481.39,NIFTY50INDEX
932,12-Oct-2009,4945.45,5068.05,4945.45,5054.25,187302253,8342.17,NIFTY50INDEX
933,14-Oct-2009,5054.35,5127.4,5054.35,5118.2,243364399,10025.05,NIFTY50INDEX
934,15-Oct-2009,5118.55,5152.25,5077.1,5108.85,258099954,9833.7,NIFTY50INDEX
935,16-Oct-2009,5108.65,5149.65,5093.2,5142.15,208175454,9471.33,NIFTY50INDEX
936,17-Oct-2009,5159.35,5176.8,5124.25,5141.8,41376778,1697.89,NIFTY50INDEX
937,20-Oct-2009,5145.6,5181.95,5102.65,5114.45,199616623,8313.74,NIFTY50INDEX
938,21-Oct-2009,5114.85,5117.45,5051.65,5063.6,206631723,8374.0,NIFTY50INDEX
939,22-Oct-2009,5063.35,5064.25,4968.45,4988.6,219560144,8830.32,NIFTY50INDEX
940,23-Oct-2009,4986.55,5054.95,4983.25,4997.05,223335499,9106.05,NIFTY50INDEX
941,26-Oct-2009,4997.15,5033.75,4961.35,4970.9,201756762,7658.71,NIFTY50INDEX
942,27-Oct-2009,4970.55,4970.55,4829.5,4846.7,324126841,11514.15,NIFTY50INDEX
943,28-Oct-2009,4846.55,4867.0,4784.1,4826.15,291607710,10325.07,NIFTY50INDEX
944,29-Oct-2009,4826.1,4826.1,4738.4,4750.55,354052799,12068.69,NIFTY50INDEX
945,30-Oct-2009,4751.1,4853.65,4687.5,4711.7,321182346,11459.69,NIFTY50INDEX
946,03-Nov-2009,4712.25,4729.85,4538.5,4563.9,319392344,10141.77,NIFTY50INDEX
947,04-Nov-2009,4567.3,4717.8,4565.0,4710.8,342877732,9466.04,NIFTY50INDEX
948,05-Nov-2009,4711.65,4776.35,4610.6,4765.55,337186106,9405.39,NIFTY50INDEX
949,06-Nov-2009,4767.5,4836.2,4764.85,4796.15,279503737,8883.6,NIFTY50INDEX
950,09-Nov-2009,4796.15,4905.25,4789.9,4898.4,242563827,8196.63,NIFTY50INDEX
951,10-Nov-2009,4898.9,4947.7,4860.1,4881.7,273281602,10543.75,NIFTY50INDEX
952,11-Nov-2009,4882.3,5016.7,4870.05,5003.95,251115661,8792.44,NIFTY50INDEX
953,12-Nov-2009,5004.4,5014.4,4924.75,4952.65,282046035,9208.49,NIFTY50INDEX
954,13-Nov-2009,4952.35,5017.9,4942.65,4998.95,217419912,7494.31,NIFTY50INDEX
955,16-Nov-2009,4996.5,5073.2,4994.0,5058.05,218547707,7043.04,NIFTY50INDEX
956,17-Nov-2009,5058.95,5074.0,5010.15,5062.25,211034152,7812.63,NIFTY50INDEX
957,18-Nov-2009,5061.5,5079.3,5041.65,5054.7,204346736,8091.52,NIFTY50INDEX
958,19-Nov-2009,5043.95,5053.45,4963.7,4989.0,286198276,7711.46,NIFTY50INDEX
959,20-Nov-2009,4988.75,5063.3,4932.8,5052.45,289285202,8643.31,NIFTY50INDEX
960,23-Nov-2009,5052.95,5113.1,5052.1,5103.55,193875423,7446.11,NIFTY50INDEX
961,24-Nov-2009,5105.0,5112.85,5053.5,5090.55,201324276,7621.19,NIFTY50INDEX
962,25-Nov-2009,5091.55,5138.0,5078.35,5108.15,185171466,7277.12,NIFTY50INDEX
963,26-Nov-2009,5116.45,5116.45,4986.05,5005.55,250067337,9534.57,NIFTY50INDEX
964,27-Nov-2009,5005.05,5005.05,4806.7,4941.75,304958891,9312.59,NIFTY50INDEX
965,30-Nov-2009,4942.25,5066.35,4942.25,5032.7,299569170,8574.32,NIFTY50INDEX
966,01-Dec-2009,5039.7,5130.35,5038.85,5122.0,301878674,8492.32,NIFTY50INDEX
967,02-Dec-2009,5122.75,5161.75,5111.75,5123.25,284763865,9308.75,NIFTY50INDEX
968,03-Dec-2009,5124.55,5181.0,5106.6,5131.7,225726200,7683.05,NIFTY50INDEX
969,04-Dec-2009,5131.7,5161.8,5081.85,5108.9,207469832,6960.55,NIFTY50INDEX
970,07-Dec-2009,5108.85,5131.3,5051.55,5066.7,213116933,6588.43,NIFTY50INDEX
971,08-Dec-2009,5068.55,5152.55,5058.9,5147.95,222744006,7547.17,NIFTY50INDEX
972,09-Dec-2009,5147.65,5147.65,5090.6,5112.0,240039269,7722.75,NIFTY50INDEX
973,10-Dec-2009,5112.4,5146.45,5084.65,5134.65,212775673,7096.21,NIFTY50INDEX
974,11-Dec-2009,5136.05,5182.55,5088.4,5117.3,207026470,7248.57,NIFTY50INDEX
975,14-Dec-2009,5117.45,5156.7,5090.15,5105.7,171684929,6543.06,NIFTY50INDEX
976,15-Dec-2009,5105.75,5129.45,5018.25,5033.05,198962362,7220.77,NIFTY50INDEX
977,16-Dec-2009,5032.95,5067.25,5001.8,5042.05,202112014,7124.61,NIFTY50INDEX
978,17-Dec-2009,5046.65,5064.2,5013.15,5041.75,219465268,7063.39,NIFTY50INDEX
979,18-Dec-2009,5042.0,5043.4,4979.05,4987.7,199329425,6833.57,NIFTY50INDEX
980,21-Dec-2009,4983.65,4997.85,4943.95,4952.6,168156865,6022.7,NIFTY50INDEX
981,22-Dec-2009,4953.35,4997.3,4953.35,4985.85,164377140,5249.29,NIFTY50INDEX
982,23-Dec-2009,4990.05,5150.6,4990.05,5144.6,250734148,7599.02,NIFTY50INDEX
983,24-Dec-2009,5144.8,5197.9,5129.05,5178.4,202176013,6459.65,NIFTY50INDEX
984,29-Dec-2009,5180.75,5214.6,5175.85,5187.95,160527908,5480.14,NIFTY50INDEX
985,30-Dec-2009,5188.75,5197.05,5160.1,5169.45,147546797,4922.14,NIFTY50INDEX
986,31-Dec-2009,5171.2,5221.85,5168.75,5201.05,188092940,7236.94,NIFTY50INDEX
987,02-Jan-2008,6144.7,6197.0,6060.85,6179.4,110353305,7184.35,NIFTY50INDEX
988,03-Jan-2008,6184.25,6230.15,6126.4,6178.55,156427760,9475.37,NIFTY50INDEX
989,04-Jan-2008,6179.1,6300.05,6179.1,6274.3,147642063,8779.23,NIFTY50INDEX
990,07-Jan-2008,6271.0,6289.8,6193.35,6279.1,139778977,8873.37,NIFTY50INDEX
991,08-Jan-2008,6282.45,6357.1,6221.6,6287.85,162564130,10574.25,NIFTY50INDEX
992,09-Jan-2008,6287.55,6338.3,6231.25,6272.0,120853354,8104.77,NIFTY50INDEX
993,10-Jan-2008,6278.1,6347.0,6142.9,6156.95,133662127,9321.29,NIFTY50INDEX
994,11-Jan-2008,6166.65,6224.2,6112.55,6200.1,125140494,8457.94,NIFTY50INDEX
995,14-Jan-2008,6208.8,6244.15,6172.0,6206.8,111015627,7764.65,NIFTY50INDEX
996,15-Jan-2008,6226.35,6260.45,6053.3,6074.25,117677698,8500.09,NIFTY50INDEX
997,16-Jan-2008,6065.0,6065.0,5825.75,5935.75,152499954,10674.88,NIFTY50INDEX
998,17-Jan-2008,5937.95,6013.15,5880.3,5913.2,127181643,9479.64,NIFTY50INDEX
999,18-Jan-2008,5907.75,5908.75,5677.0,5705.3,135839094,9533.05,NIFTY50INDEX
1000,21-Jan-2008,5705.0,5705.0,4977.1,5208.8,211347217,12589.09,NIFTY50INDEX
1001,22-Jan-2008,5203.35,5203.35,4448.5,4899.3,200603284,11565.41,NIFTY50INDEX
1002,23-Jan-2008,4903.05,5328.05,4891.6,5203.4,172729968,10029.3,NIFTY50INDEX
1003,24-Jan-2008,5208.0,5357.2,4995.8,5033.45,145355769,8302.42,NIFTY50INDEX
1004,25-Jan-2008,5035.05,5399.25,5035.05,5383.35,105876191,6228.84,NIFTY50INDEX
1005,28-Jan-2008,5380.95,5380.95,5071.0,5274.1,94557347,5326.69,NIFTY50INDEX
1006,29-Jan-2008,5279.55,5391.6,5225.25,5280.8,99068477,5553.19,NIFTY50INDEX
1007,30-Jan-2008,5283.75,5314.3,5142.25,5167.6,101260486,5331.89,NIFTY50INDEX
1008,31-Jan-2008,5172.25,5251.65,5071.15,5137.45,187588589,10245.43,NIFTY50INDEX
1009,01-Feb-2008,5140.6,5339.95,5090.75,5317.25,106716699,5965.82,NIFTY50INDEX
1010,04-Feb-2008,5315.55,5545.2,5315.55,5463.5,105796179,6278.69,NIFTY50INDEX
1011,05-Feb-2008,5463.75,5500.6,5412.95,5483.9,96724766,5252.39,NIFTY50INDEX
1012,06-Feb-2008,5470.4,5470.4,5257.05,5322.55,106220956,5705.13,NIFTY50INDEX
1013,07-Feb-2008,5322.55,5344.6,5113.85,5133.25,103085491,5687.6,NIFTY50INDEX
1014,08-Feb-2008,5132.1,5173.85,5034.25,5120.35,108947080,5960.29,NIFTY50INDEX
1015,11-Feb-2008,5120.55,5126.4,4803.6,4857.0,125724868,7432.64,NIFTY50INDEX
1016,12-Feb-2008,4877.85,4949.6,4820.45,4838.25,102374113,5729.12,NIFTY50INDEX
1017,13-Feb-2008,4836.55,4986.55,4836.55,4929.45,104398927,5733.55,NIFTY50INDEX
1018,14-Feb-2008,4944.65,5220.25,4944.65,5202.0,106458411,5936.21,NIFTY50INDEX
1019,15-Feb-2008,5202.85,5315.4,5104.75,5302.9,110683112,5767.48,NIFTY50INDEX
1020,18-Feb-2008,5304.45,5348.6,5224.0,5276.9,77582930,3748.76,NIFTY50INDEX
