,Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change,Symbol
685,07-Dec-2011,24.52,26.58,24.52,26.46,25.02,1.44,5.76,INDIAVIX
686,08-Dec-2011,25.0,29.0,25.0,28.58,26.46,2.12,8.01,INDIAVIX
687,09-Dec-2011,28.03,29.98,28.03,29.53,28.58,0.95,3.32,INDIAVIX
688,12-Dec-2011,27.21,30.0,27.21,29.27,29.53,-0.26,-0.88,INDIAVIX
689,13-Dec-2011,28.47,29.61,28.11,28.11,29.27,-1.16,-3.96,INDIAVIX
690,14-Dec-2011,28.08,29.35,28.08,28.79,28.11,0.68,2.42,INDIAVIX
691,15-Dec-2011,28.79,30.26,27.98,28.81,28.79,0.02,0.07,INDIAVIX
692,16-Dec-2011,27.48,29.69,27.48,29.69,28.81,0.88,3.05,INDIAVIX
693,19-Dec-2011,29.69,31.27,29.69,30.58,29.69,0.89,3.0,INDIAVIX
694,20-Dec-2011,30.58,31.02,29.54,30.53,30.58,-0.05,-0.16,INDIAVIX
695,21-Dec-2011,28.81,29.88,27.53,27.53,30.53,-3.0,-9.83,INDIAVIX
696,22-Dec-2011,27.31,28.23,26.58,26.84,27.53,-0.69,-2.51,INDIAVIX
697,23-Dec-2011,26.84,27.91,25.81,27.39,26.84,0.55,2.05,INDIAVIX
698,26-Dec-2011,26.99,27.97,26.31,26.6,27.39,-0.79,-2.88,INDIAVIX
699,27-Dec-2011,26.6,27.01,26.03,26.29,26.6,-0.31,-1.17,INDIAVIX
700,28-Dec-2011,26.29,27.24,25.94,26.74,26.29,0.45,1.71,INDIAVIX
701,29-Dec-2011,26.74,27.55,26.43,26.62,26.74,-0.12,-0.45,INDIAVIX
702,30-Dec-2011,26.62,27.79,26.25,27.11,26.62,0.49,1.84,INDIAVIX
703,01-Jan-2013,14.95,14.95,13.64,13.69,14.95,-1.26,-8.43,INDIAVIX
704,02-Jan-2013,13.69,13.91,12.99,13.71,13.69,0.02,0.15,INDIAVIX
705,03-Jan-2013,13.71,13.94,13.22,13.47,13.71,-0.24,-1.75,INDIAVIX
706,04-Jan-2013,13.47,13.63,13.28,13.37,13.47,-0.1,-0.74,INDIAVIX
707,07-Jan-2013,13.37,14.04,13.37,13.92,13.37,0.55,4.11,INDIAVIX
708,08-Jan-2013,13.92,14.06,13.21,13.27,13.92,-0.65,-4.67,INDIAVIX
709,09-Jan-2013,13.27,13.56,12.58,13.32,13.27,0.05,0.38,INDIAVIX
710,10-Jan-2013,13.32,13.63,12.85,13.27,13.32,-0.05,-0.38,INDIAVIX
711,11-Jan-2013,13.27,13.35,12.83,13.23,13.27,-0.04,-0.3,INDIAVIX
712,14-Jan-2013,13.23,14.02,13.22,13.7,13.23,0.47,3.55,INDIAVIX
713,15-Jan-2013,13.7,14.0,13.34,13.58,13.7,-0.12,-0.88,INDIAVIX
714,16-Jan-2013,13.58,14.14,13.06,13.99,13.58,0.41,3.02,INDIAVIX
715,17-Jan-2013,13.99,14.25,13.66,14.01,13.99,0.02,0.14,INDIAVIX
716,18-Jan-2013,14.01,14.26,13.25,13.89,14.01,-0.12,-0.86,INDIAVIX
717,21-Jan-2013,13.89,14.39,13.63,13.66,13.89,-0.23,-1.66,INDIAVIX
718,22-Jan-2013,13.66,14.06,12.9,13.89,13.66,0.23,1.68,INDIAVIX
719,23-Jan-2013,13.89,14.28,13.13,13.67,13.89,-0.22,-1.58,INDIAVIX
720,24-Jan-2013,13.67,14.55,12.84,14.46,13.67,0.79,5.78,INDIAVIX
721,25-Jan-2013,14.46,14.98,14.32,14.77,14.46,0.31,2.14,INDIAVIX
722,28-Jan-2013,14.77,15.49,14.41,15.17,14.77,0.4,2.71,INDIAVIX
723,29-Jan-2013,15.17,15.28,14.28,14.47,15.17,-0.7,-4.61,INDIAVIX
724,30-Jan-2013,14.47,14.68,14.05,14.38,14.47,-0.09,-0.62,INDIAVIX
725,31-Jan-2013,14.38,14.54,13.65,14.13,14.38,-0.25,-1.74,INDIAVIX
726,01-Feb-2013,14.13,14.18,13.76,13.76,14.13,-0.37,-2.62,INDIAVIX
727,04-Feb-2013,13.76,14.62,13.51,14.34,13.76,0.58,4.22,INDIAVIX
728,05-Feb-2013,14.34,14.83,14.11,14.61,14.34,0.27,1.88,INDIAVIX
729,06-Feb-2013,14.61,14.61,14.1,14.26,14.61,-0.35,-2.4,INDIAVIX
730,07-Feb-2013,14.26,14.89,13.56,14.89,14.26,0.63,4.42,INDIAVIX
731,08-Feb-2013,14.89,15.22,13.75,15.16,14.89,0.27,1.81,INDIAVIX
732,11-Feb-2013,15.16,15.74,14.96,15.65,15.16,0.49,3.23,INDIAVIX
733,12-Feb-2013,15.65,15.71,14.98,15.31,15.65,-0.34,-2.17,INDIAVIX
734,13-Feb-2013,15.31,15.31,14.47,15.14,15.31,-0.17,-1.11,INDIAVIX
735,14-Feb-2013,15.14,15.52,14.67,15.09,15.14,-0.05,-0.33,INDIAVIX
736,15-Feb-2013,15.09,15.49,14.13,15.24,15.09,0.15,0.99,INDIAVIX
737,18-Feb-2013,15.24,16.61,15.24,16.29,15.24,1.05,6.89,INDIAVIX
738,19-Feb-2013,16.29,16.5,15.48,15.81,16.29,-0.48,-2.95,INDIAVIX
739,20-Feb-2013,15.81,16.01,14.88,15.6,15.81,-0.21,-1.33,INDIAVIX
740,21-Feb-2013,15.6,17.25,15.25,16.94,15.6,1.34,8.59,INDIAVIX
741,22-Feb-2013,16.94,17.29,16.36,16.79,16.94,-0.15,-0.89,INDIAVIX
742,25-Feb-2013,16.79,17.33,16.61,16.73,16.79,-0.06,-0.36,INDIAVIX
743,26-Feb-2013,16.73,17.6,16.47,17.36,16.73,0.63,3.77,INDIAVIX
744,27-Feb-2013,17.36,17.36,16.11,16.23,17.36,-1.13,-6.51,INDIAVIX
745,28-Feb-2013,16.23,16.23,14.59,14.86,16.23,-1.37,-8.44,INDIAVIX
746,01-Mar-2013,14.86,15.09,13.93,14.06,14.86,-0.8,-5.38,INDIAVIX
747,04-Mar-2013,14.06,14.51,13.67,13.67,14.06,-0.39,-2.77,INDIAVIX
748,05-Mar-2013,13.67,13.74,13.22,13.39,13.67,-0.28,-2.05,INDIAVIX
749,06-Mar-2013,13.39,13.6,12.9,13.4,13.39,0.01,0.07,INDIAVIX
750,07-Mar-2013,13.4,13.62,12.83,13.07,13.4,-0.33,-2.46,INDIAVIX
751,08-Mar-2013,12.85,13.58,12.85,13.34,13.07,0.27,2.07,INDIAVIX
752,11-Mar-2013,13.34,14.32,13.12,14.25,13.34,0.91,6.82,INDIAVIX
753,12-Mar-2013,14.25,15.67,13.7,15.13,14.25,0.88,6.18,INDIAVIX
754,13-Mar-2013,15.13,16.43,14.69,16.2,15.13,1.07,7.07,INDIAVIX
755,14-Mar-2013,16.2,17.16,14.58,14.66,16.2,-1.54,-9.51,INDIAVIX
756,15-Mar-2013,14.66,15.29,14.19,15.16,14.66,0.5,3.41,INDIAVIX
757,18-Mar-2013,15.16,16.59,15.16,15.85,15.16,0.69,4.55,INDIAVIX
758,19-Mar-2013,15.85,17.84,14.83,16.71,15.85,0.86,5.43,INDIAVIX
759,20-Mar-2013,16.71,17.44,16.17,16.66,16.71,-0.05,-0.3,INDIAVIX
760,21-Mar-2013,16.66,17.24,15.9,16.51,16.66,-0.15,-0.9,INDIAVIX
761,22-Mar-2013,16.51,16.51,15.45,15.54,16.51,-0.97,-5.88,INDIAVIX
762,25-Mar-2013,15.54,16.36,14.92,16.36,15.54,0.82,5.28,INDIAVIX
763,26-Mar-2013,16.36,16.84,15.64,15.8,16.36,-0.56,-3.42,INDIAVIX
764,28-Mar-2013,15.8,16.2,15.22,15.22,15.8,-0.58,-3.67,INDIAVIX
765,01-Apr-2013,15.22,15.85,14.8,14.85,15.22,-0.37,-2.43,INDIAVIX
766,02-Apr-2013,14.85,15.09,14.1,14.1,14.85,-0.75,-5.05,INDIAVIX
767,03-Apr-2013,14.1,15.06,13.84,14.87,14.1,0.77,5.46,INDIAVIX
768,04-Apr-2013,14.87,16.08,14.8,15.85,14.87,0.98,6.59,INDIAVIX
769,05-Apr-2013,15.85,16.47,15.23,16.16,15.85,0.31,1.96,INDIAVIX
770,08-Apr-2013,15.67,16.96,15.67,16.77,16.16,0.61,3.77,INDIAVIX
771,09-Apr-2013,15.82,17.26,15.82,16.82,16.77,0.05,0.3,INDIAVIX
772,10-Apr-2013,16.82,17.43,16.03,16.49,16.82,-0.33,-1.96,INDIAVIX
773,11-Apr-2013,16.49,17.59,15.99,16.97,16.49,0.48,2.91,INDIAVIX
774,12-Apr-2013,16.97,17.26,16.33,16.45,16.97,-0.52,-3.06,INDIAVIX
775,15-Apr-2013,16.45,17.07,16.24,16.61,16.45,0.16,0.97,INDIAVIX
776,16-Apr-2013,16.61,16.8,16.04,16.25,16.61,-0.36,-2.17,INDIAVIX
777,17-Apr-2013,16.25,16.58,15.76,16.36,16.25,0.11,0.68,INDIAVIX
778,18-Apr-2013,16.36,16.49,15.21,15.36,16.36,-1.0,-6.11,INDIAVIX
779,22-Apr-2013,15.36,17.25,15.36,16.22,15.36,0.86,5.6,INDIAVIX
780,23-Apr-2013,16.22,16.45,14.63,15.07,16.22,-1.15,-7.09,INDIAVIX
781,25-Apr-2013,15.07,15.58,13.87,14.2,15.07,-0.87,-5.77,INDIAVIX
782,26-Apr-2013,14.6,14.6,13.84,13.88,14.2,-0.32,-2.25,INDIAVIX
783,29-Apr-2013,13.88,14.72,13.88,14.33,13.88,0.45,3.24,INDIAVIX
784,30-Apr-2013,14.33,15.64,13.81,15.1,14.33,0.77,5.37,INDIAVIX
785,02-May-2013,15.1,16.73,15.1,16.28,15.1,1.18,7.81,INDIAVIX
786,03-May-2013,16.28,16.55,15.43,15.55,16.28,-0.73,-4.48,INDIAVIX
787,06-May-2013,15.55,16.59,15.53,15.84,15.55,0.29,1.86,INDIAVIX
788,07-May-2013,15.84,16.53,15.56,16.5,15.84,0.66,4.17,INDIAVIX
789,08-May-2013,16.5,17.22,16.01,16.76,16.5,0.26,1.58,INDIAVIX
790,09-May-2013,16.76,17.15,16.53,16.6,16.76,-0.16,-0.95,INDIAVIX
791,10-May-2013,16.6,17.13,16.4,16.86,16.6,0.26,1.57,INDIAVIX
792,11-May-2013,16.86,16.89,15.85,16.84,16.86,-0.02,-0.12,INDIAVIX
793,13-May-2013,16.84,17.79,16.77,17.51,16.84,0.67,3.98,INDIAVIX
794,14-May-2013,16.53,17.7,16.53,17.17,17.51,-0.34,-1.94,INDIAVIX
795,15-May-2013,17.17,18.16,16.54,18.13,17.17,0.96,5.59,INDIAVIX
796,16-May-2013,18.13,18.52,17.46,17.74,18.13,-0.39,-2.15,INDIAVIX
797,17-May-2013,17.74,17.83,16.76,17.57,17.74,-0.17,-0.96,INDIAVIX
798,20-May-2013,17.57,17.99,17.3,17.71,17.57,0.14,0.8,INDIAVIX
799,21-May-2013,16.99,18.22,16.99,17.88,17.71,0.17,0.96,INDIAVIX
800,22-May-2013,17.88,18.03,16.95,17.72,17.88,-0.16,-0.89,INDIAVIX
801,23-May-2013,17.72,19.36,16.96,18.73,17.72,1.01,5.7,INDIAVIX
802,24-May-2013,18.73,18.8,17.61,17.7,18.73,-1.03,-5.5,INDIAVIX
803,27-May-2013,17.7,18.04,16.68,17.03,17.7,-0.67,-3.79,INDIAVIX
804,28-May-2013,17.03,17.62,16.63,17.12,17.03,0.09,0.53,INDIAVIX
805,29-May-2013,16.79,17.87,16.79,17.86,17.12,0.74,4.32,INDIAVIX
806,30-May-2013,17.86,17.86,15.84,16.04,17.86,-1.82,-10.19,INDIAVIX
807,31-May-2013,16.04,17.21,15.88,16.99,16.04,0.95,5.92,INDIAVIX
808,03-Jun-2013,16.99,17.92,16.99,17.29,16.99,0.3,1.77,INDIAVIX
809,04-Jun-2013,17.29,17.55,16.72,17.26,17.29,-0.03,-0.17,INDIAVIX
810,05-Jun-2013,16.79,17.5,16.78,16.78,17.26,-0.48,-2.78,INDIAVIX
811,06-Jun-2013,16.78,17.52,16.59,17.35,16.78,0.57,3.4,INDIAVIX
812,07-Jun-2013,17.35,17.51,16.78,17.35,17.35,0.0,0.0,INDIAVIX
813,10-Jun-2013,17.35,18.63,17.04,18.11,17.35,0.76,4.38,INDIAVIX
814,11-Jun-2013,17.41,19.59,17.41,19.49,18.11,1.38,7.62,INDIAVIX
815,12-Jun-2013,19.49,19.85,18.75,18.85,19.49,-0.64,-3.28,INDIAVIX
816,13-Jun-2013,18.85,19.77,17.76,19.44,18.85,0.59,3.13,INDIAVIX
817,14-Jun-2013,19.44,19.44,17.65,18.35,19.44,-1.09,-5.61,INDIAVIX
818,17-Jun-2013,18.28,19.35,18.13,18.18,18.35,-0.17,-0.93,INDIAVIX
819,18-Jun-2013,17.89,18.85,17.89,18.29,18.18,0.11,0.61,INDIAVIX
820,19-Jun-2013,18.29,18.68,17.75,18.46,18.29,0.17,0.93,INDIAVIX
821,20-Jun-2013,18.46,19.74,17.85,19.19,18.46,0.73,3.95,INDIAVIX
822,21-Jun-2013,19.19,19.73,18.19,19.03,19.19,0.0,0.0,INDIAVIX
823,24-Jun-2013,19.03,21.79,18.48,21.01,19.03,1.98,10.4,INDIAVIX
824,25-Jun-2013,21.01,22.11,20.33,21.14,21.01,0.13,0.62,INDIAVIX
825,26-Jun-2013,21.14,21.22,20.08,21.07,21.14,-0.07,-0.33,INDIAVIX
826,27-Jun-2013,21.07,21.07,18.62,18.85,21.07,-2.22,-10.54,INDIAVIX
827,28-Jun-2013,18.85,18.85,17.62,17.95,18.85,-0.9,-4.77,INDIAVIX
828,01-Jul-2013,17.95,18.72,17.95,18.09,17.95,0.14,0.78,INDIAVIX
829,02-Jul-2013,18.09,18.55,17.98,18.21,18.09,0.12,0.66,INDIAVIX
830,03-Jul-2013,18.21,19.13,17.81,18.91,18.21,0.7,3.84,INDIAVIX
831,04-Jul-2013,18.91,19.0,18.0,18.58,18.91,-0.33,-1.75,INDIAVIX
832,05-Jul-2013,18.58,19.01,17.75,18.67,18.58,0.09,0.48,INDIAVIX
833,08-Jul-2013,18.67,19.85,18.38,19.34,18.67,0.67,3.59,INDIAVIX
834,09-Jul-2013,19.34,19.53,18.41,19.32,19.34,-0.02,-0.1,INDIAVIX
835,10-Jul-2013,19.32,20.11,18.33,19.98,19.32,0.66,3.42,INDIAVIX
836,11-Jul-2013,19.98,19.98,18.13,18.89,19.98,-1.09,-5.46,INDIAVIX
837,12-Jul-2013,18.89,18.96,17.68,18.69,18.89,-0.2,-1.06,INDIAVIX
838,15-Jul-2013,18.69,19.54,17.63,18.79,18.69,0.1,0.54,INDIAVIX
839,16-Jul-2013,18.79,19.82,17.79,18.99,18.79,0.2,1.06,INDIAVIX
840,17-Jul-2013,18.99,19.59,17.76,19.36,18.99,0.37,1.95,INDIAVIX
841,18-Jul-2013,19.36,19.4,18.07,18.27,19.36,-1.09,-5.63,INDIAVIX
842,19-Jul-2013,18.27,18.28,17.71,18.13,18.27,-0.14,-0.77,INDIAVIX
843,22-Jul-2013,18.03,18.66,17.62,17.63,18.13,-0.5,-2.76,INDIAVIX
844,23-Jul-2013,17.63,17.63,16.43,16.72,17.63,-0.91,-5.16,INDIAVIX
845,24-Jul-2013,16.72,18.05,16.6,16.91,16.72,0.19,1.14,INDIAVIX
846,25-Jul-2013,16.98,17.09,16.18,16.72,16.91,-0.19,-1.12,INDIAVIX
847,26-Jul-2013,16.54,17.05,16.27,16.78,16.72,0.06,0.36,INDIAVIX
848,29-Jul-2013,16.78,18.42,16.78,18.25,16.78,1.47,8.76,INDIAVIX
849,30-Jul-2013,18.25,18.46,17.06,18.12,18.25,-0.13,-0.71,INDIAVIX
850,31-Jul-2013,18.12,19.29,18.12,18.77,18.12,0.65,3.59,INDIAVIX
851,01-Aug-2013,18.77,20.9,17.72,19.81,18.77,1.04,5.54,INDIAVIX
852,02-Aug-2013,19.81,21.22,19.0,20.89,19.81,1.08,5.45,INDIAVIX
853,05-Aug-2013,20.89,21.62,20.56,20.8,20.89,-0.09,-0.43,INDIAVIX
854,06-Aug-2013,20.8,22.75,20.32,22.73,20.8,1.93,9.28,INDIAVIX
855,07-Aug-2013,22.73,23.28,21.86,22.04,22.73,-0.69,-3.04,INDIAVIX
856,08-Aug-2013,22.04,22.04,20.59,21.19,22.04,-0.85,-3.86,INDIAVIX
857,12-Aug-2013,21.19,21.99,20.17,21.28,21.19,0.09,0.42,INDIAVIX
858,13-Aug-2013,20.26,21.11,19.07,19.26,21.28,-2.02,-9.49,INDIAVIX
859,14-Aug-2013,19.26,19.62,18.27,18.7,19.26,-0.56,-2.91,INDIAVIX
860,16-Aug-2013,18.7,24.76,18.07,23.64,18.7,4.94,26.42,INDIAVIX
861,19-Aug-2013,23.64,26.99,23.64,25.59,23.64,1.95,8.25,INDIAVIX
862,20-Aug-2013,25.59,27.43,24.86,27.23,25.59,1.64,6.41,INDIAVIX
863,21-Aug-2013,27.23,29.96,24.25,28.09,27.23,0.86,3.16,INDIAVIX
864,22-Aug-2013,28.09,29.86,27.99,27.68,28.09,-0.41,-1.46,INDIAVIX
865,23-Aug-2013,27.68,27.84,25.34,25.75,27.68,-1.93,-6.97,INDIAVIX
866,26-Aug-2013,25.75,27.43,24.72,26.38,25.75,0.63,2.45,INDIAVIX
867,27-Aug-2013,26.38,30.04,25.97,29.42,26.38,3.04,11.52,INDIAVIX
868,28-Aug-2013,29.42,36.02,29.42,32.38,29.42,2.96,10.06,INDIAVIX
869,29-Aug-2013,32.38,32.44,28.83,29.41,32.38,-2.97,-9.17,INDIAVIX
870,30-Aug-2013,29.41,30.31,27.11,27.81,29.41,-1.6,-5.44,INDIAVIX
871,02-Sep-2013,27.81,28.55,26.97,27.55,27.81,-0.26,-0.93,INDIAVIX
872,03-Sep-2013,27.55,32.66,26.76,32.49,27.55,4.94,17.93,INDIAVIX
873,04-Sep-2013,32.49,33.02,30.83,31.11,32.49,-1.38,-4.25,INDIAVIX
874,05-Sep-2013,31.11,31.11,27.51,28.53,31.11,-2.58,-8.29,INDIAVIX
875,06-Sep-2013,28.53,29.28,27.63,28.65,28.53,0.12,0.42,INDIAVIX
876,10-Sep-2013,28.65,29.52,27.09,29.44,28.65,0.79,2.76,INDIAVIX
877,11-Sep-2013,29.44,31.16,28.48,29.75,29.44,0.31,1.05,INDIAVIX
878,12-Sep-2013,29.75,30.8,26.7,29.71,29.75,-0.04,-0.13,INDIAVIX
879,13-Sep-2013,29.71,29.71,28.17,28.29,29.71,-1.42,-4.78,INDIAVIX
880,16-Sep-2013,28.29,29.67,25.9,28.82,28.29,0.53,1.87,INDIAVIX
881,17-Sep-2013,28.82,29.58,27.6,27.93,28.82,-0.89,-3.09,INDIAVIX
882,18-Sep-2013,27.93,28.49,26.99,27.69,27.93,-0.24,-0.86,INDIAVIX
883,19-Sep-2013,23.62,25.36,23.56,24.5,27.69,-3.19,-11.52,INDIAVIX
884,20-Sep-2013,24.5,26.18,23.4,24.73,24.5,0.23,0.94,INDIAVIX
885,23-Sep-2013,24.73,27.24,24.73,27.02,24.73,2.29,9.26,INDIAVIX
886,24-Sep-2013,27.02,28.49,26.27,26.72,27.02,-0.3,-1.11,INDIAVIX
887,25-Sep-2013,26.72,27.05,25.05,25.68,26.72,-1.04,-3.89,INDIAVIX
888,26-Sep-2013,25.68,25.8,23.57,24.0,25.68,-1.68,-6.54,INDIAVIX
889,27-Sep-2013,24.0,25.24,23.36,24.06,24.0,0.06,0.25,INDIAVIX
890,30-Sep-2013,25.0,26.65,24.91,26.65,24.06,2.59,10.76,INDIAVIX
891,01-Oct-2013,26.65,28.02,25.74,25.77,26.65,-0.88,-3.3,INDIAVIX
892,03-Oct-2013,25.77,25.89,24.93,25.17,25.77,-0.6,-2.33,INDIAVIX
893,04-Oct-2013,24.5,26.74,24.5,26.13,25.17,0.96,3.81,INDIAVIX
894,07-Oct-2013,26.13,27.93,26.13,26.83,26.13,0.7,2.68,INDIAVIX
895,08-Oct-2013,26.83,27.38,24.65,26.55,26.83,-0.28,-1.04,INDIAVIX
896,09-Oct-2013,26.03,27.16,25.75,25.87,26.55,-0.68,-2.56,INDIAVIX
897,10-Oct-2013,25.87,26.95,25.02,25.88,25.87,0.01,0.04,INDIAVIX
898,11-Oct-2013,23.08,25.42,23.08,23.59,25.88,-2.29,-8.85,INDIAVIX
899,14-Oct-2013,23.59,24.42,22.72,22.85,23.59,-0.74,-3.14,INDIAVIX
900,15-Oct-2013,22.85,23.99,20.91,23.24,22.85,0.39,1.71,INDIAVIX
901,17-Oct-2013,23.24,23.24,21.02,21.06,23.24,-2.18,-9.38,INDIAVIX
902,18-Oct-2013,21.06,21.06,19.32,20.12,21.06,-0.94,-4.46,INDIAVIX
903,21-Oct-2013,19.16,21.1,19.16,20.18,20.12,0.06,0.3,INDIAVIX
904,22-Oct-2013,20.18,20.43,19.21,19.96,20.18,-0.22,-1.09,INDIAVIX
905,23-Oct-2013,19.96,20.79,18.76,20.35,19.96,0.39,1.95,INDIAVIX
906,24-Oct-2013,20.35,21.27,19.2,20.64,20.35,0.29,1.43,INDIAVIX
907,25-Oct-2013,20.64,21.04,19.87,20.42,20.64,-0.22,-1.07,INDIAVIX
908,28-Oct-2013,20.42,21.56,20.11,21.29,20.42,0.87,4.26,INDIAVIX
909,29-Oct-2013,21.29,21.54,19.6,19.76,21.29,-1.53,-7.19,INDIAVIX
910,30-Oct-2013,19.76,20.06,18.84,19.53,19.76,-0.23,-1.16,INDIAVIX
911,31-Oct-2013,19.53,19.75,18.21,18.39,19.53,-1.14,-5.84,INDIAVIX
912,01-Nov-2013,18.39,19.39,17.86,18.64,18.39,0.25,1.36,INDIAVIX
913,03-Nov-2013,18.64,19.53,18.24,19.49,18.64,0.85,4.56,INDIAVIX
914,05-Nov-2013,19.49,20.26,19.28,19.94,19.49,0.45,2.31,INDIAVIX
915,06-Nov-2013,19.94,20.46,18.55,20.25,19.94,0.31,1.55,INDIAVIX
916,07-Nov-2013,20.25,20.63,19.62,19.87,20.25,-0.38,-1.88,INDIAVIX
917,08-Nov-2013,19.87,20.49,19.16,19.64,19.87,-0.23,-1.16,INDIAVIX
918,11-Nov-2013,19.64,20.71,19.32,19.98,19.64,0.34,1.73,INDIAVIX
919,12-Nov-2013,19.98,20.86,18.73,20.86,19.98,0.88,4.4,INDIAVIX
920,13-Nov-2013,20.86,21.12,20.15,20.45,20.86,-0.41,-1.97,INDIAVIX
921,14-Nov-2013,18.62,19.6,18.58,19.26,20.45,-1.19,-5.82,INDIAVIX
922,18-Nov-2013,19.26,19.55,17.48,18.82,19.26,-0.44,-2.28,INDIAVIX
923,19-Nov-2013,17.7,19.39,17.7,19.3,18.82,0.48,2.55,INDIAVIX
924,20-Nov-2013,19.3,20.88,18.24,20.83,19.3,1.53,7.93,INDIAVIX
925,21-Nov-2013,20.83,22.36,19.76,21.14,20.83,0.31,1.49,INDIAVIX
926,22-Nov-2013,21.14,21.32,19.97,20.04,21.14,-1.1,-5.2,INDIAVIX
927,25-Nov-2013,20.04,21.27,19.49,21.05,20.04,1.01,5.04,INDIAVIX
928,26-Nov-2013,21.05,22.01,20.3,21.59,21.05,0.54,2.57,INDIAVIX
929,27-Nov-2013,21.59,22.01,20.54,21.14,21.59,-0.45,-2.08,INDIAVIX
930,28-Nov-2013,20.18,20.91,20.18,20.71,21.14,-0.43,-2.03,INDIAVIX
931,29-Nov-2013,20.37,21.53,20.25,21.38,20.71,0.67,3.24,INDIAVIX
932,02-Dec-2013,21.38,23.36,21.3,23.36,21.38,1.98,9.26,INDIAVIX
933,03-Dec-2013,23.36,25.09,22.96,24.72,23.36,1.36,5.82,INDIAVIX
934,04-Dec-2013,24.72,25.45,23.34,23.71,24.72,-1.01,-4.09,INDIAVIX
935,05-Dec-2013,20.58,22.07,20.08,21.68,23.71,-2.03,-8.56,INDIAVIX
936,06-Dec-2013,21.68,22.36,21.08,22.21,21.68,0.53,2.44,INDIAVIX
937,09-Dec-2013,22.21,22.21,18.09,19.16,22.21,-3.05,-13.73,INDIAVIX
938,10-Dec-2013,19.16,19.16,17.96,17.98,19.16,-1.18,-6.16,INDIAVIX
939,11-Dec-2013,17.98,18.53,17.08,17.54,17.98,-0.44,-2.45,INDIAVIX
940,12-Dec-2013,17.03,17.93,17.03,17.74,17.54,0.2,1.14,INDIAVIX
941,13-Dec-2013,16.79,18.0,16.79,17.84,17.74,0.1,0.56,INDIAVIX
942,16-Dec-2013,17.84,18.76,17.54,18.36,17.84,0.52,2.91,INDIAVIX
943,17-Dec-2013,18.36,18.61,17.13,18.33,18.36,-0.03,-0.16,INDIAVIX
944,18-Dec-2013,18.33,18.46,17.06,17.54,18.33,-0.79,-4.31,INDIAVIX
945,19-Dec-2013,17.54,17.54,15.63,16.58,17.54,-0.96,-5.47,INDIAVIX
946,20-Dec-2013,16.58,16.72,15.51,16.02,16.58,-0.56,-3.38,INDIAVIX
947,23-Dec-2013,16.02,17.13,15.91,16.26,16.02,0.24,1.5,INDIAVIX
948,24-Dec-2013,16.26,16.94,15.52,15.58,16.26,-0.68,-4.18,INDIAVIX
949,26-Dec-2013,15.58,16.27,14.62,14.88,15.58,-0.7,-4.49,INDIAVIX
950,27-Dec-2013,14.88,15.51,14.62,14.66,14.88,-0.22,-1.48,INDIAVIX
951,30-Dec-2013,14.66,15.52,14.66,15.08,14.66,0.42,2.86,INDIAVIX
952,31-Dec-2013,15.08,15.44,14.75,15.12,15.08,0.04,0.27,INDIAVIX
953,01-Jan-2014,15.12,15.58,15.1,15.58,15.12,0.46,3.04,INDIAVIX
954,02-Jan-2014,15.58,16.97,15.33,16.55,15.58,0.97,6.23,INDIAVIX
955,03-Jan-2014,16.55,17.32,15.79,15.87,16.55,-0.68,-4.11,INDIAVIX
956,06-Jan-2014,15.87,16.91,15.87,16.5,15.87,0.63,3.97,INDIAVIX
957,07-Jan-2014,16.5,16.91,16.1,16.32,16.5,-0.18,-1.09,INDIAVIX
958,08-Jan-2014,16.32,16.48,15.82,16.32,16.32,0.0,0.0,INDIAVIX
959,09-Jan-2014,16.32,16.64,15.9,16.18,16.32,-0.14,-0.86,INDIAVIX
960,10-Jan-2014,16.18,16.37,15.02,15.58,16.18,-0.6,-3.71,INDIAVIX
961,13-Jan-2014,15.58,16.03,14.61,15.95,15.58,0.37,2.37,INDIAVIX
962,14-Jan-2014,15.95,16.27,15.13,15.74,15.95,-0.21,-1.32,INDIAVIX
963,15-Jan-2014,15.74,15.88,14.7,15.42,15.74,-0.32,-2.03,INDIAVIX
964,16-Jan-2014,15.42,15.82,14.4,15.54,15.42,0.12,0.78,INDIAVIX
965,17-Jan-2014,15.54,15.83,14.1,15.41,15.54,-0.13,-0.84,INDIAVIX
966,20-Jan-2014,15.41,16.07,14.77,15.35,15.41,-0.06,-0.39,INDIAVIX
967,21-Jan-2014,15.35,15.71,13.88,15.55,15.35,0.2,1.3,INDIAVIX
968,22-Jan-2014,15.55,15.87,14.92,15.85,15.55,0.3,1.93,INDIAVIX
969,23-Jan-2014,15.85,16.03,15.14,15.58,15.85,-0.27,-1.7,INDIAVIX
970,24-Jan-2014,15.58,16.18,15.24,15.83,15.58,0.25,1.6,INDIAVIX
971,27-Jan-2014,15.83,18.67,15.83,18.67,15.83,2.84,17.94,INDIAVIX
972,28-Jan-2014,18.67,18.72,17.61,17.72,18.67,-0.95,-5.09,INDIAVIX
973,29-Jan-2014,17.72,18.15,16.73,18.04,17.72,0.32,1.81,INDIAVIX
974,30-Jan-2014,18.04,18.34,17.07,17.25,18.04,-0.79,-4.38,INDIAVIX
975,31-Jan-2014,17.25,17.33,16.64,16.82,17.25,-0.43,-2.49,INDIAVIX
