Date	Price	Open	High	Low	Volume	Chg%
Sep 19, 2018	14.0050	14.4150	14.4775	11.7450	0	-2.84%
Sep 18, 2018	14.4150	14.4950	14.6200	11.8725	0	-0.55%
Sep 17, 2018	14.4950	13.8425	14.6350	11.7300	0	4.71%
Sep 14, 2018	13.8425	14.2500	14.2500	12.3225	0	-2.86%
Sep 12, 2018	14.2500	15.3300	15.3300	12.9800	0	-7.05%
Sep 11, 2018	15.3300	15.2025	15.4475	13.4425	0	0.84%
Sep 10, 2018	15.2025	13.8900	15.3150	12.6100	0	9.45%
Sep 07, 2018	13.8900	13.7225	14.1425	11.0850	0	1.22%
Sep 06, 2018	13.7225	13.6500	14.2000	12.0600	0	0.53%
Sep 05, 2018	13.6500	13.7825	14.1525	11.9525	0	-0.96%
Sep 04, 2018	13.7825	13.3925	13.8800	12.1975	0	2.91%
Sep 03, 2018	13.3925	12.5975	13.7175	11.1700	0	6.31%
Aug 31, 2018	12.5975	12.4125	12.7975	11.6000	0	1.49%
Aug 30, 2018	12.4125	12.4350	12.6250	10.6225	0	-0.18%
Aug 29, 2018	12.4350	12.4250	12.6725	10.7250	0	0.08%
Aug 28, 2018	12.4250	12.2375	12.6000	10.3775	0	1.53%
Aug 27, 2018	12.2375	12.4075	12.5325	9.5150	0	-1.37%
Aug 24, 2018	12.4075	12.7575	12.8375	9.4300	0	-2.74%
Aug 23, 2018	12.7575	12.9025	13.1175	9.5300	0	-1.12%
Aug 21, 2018	12.9025	13.0325	13.6350	9.9275	0	-1.00%
Aug 20, 2018	13.0325	13.1600	13.5500	11.3450	0	-0.97%
Aug 17, 2018	13.1600	13.6450	13.6450	10.3025	0	-3.55%
Aug 16, 2018	13.6450	13.2825	13.8650	11.4650	0	2.73%
Aug 14, 2018	13.2825	13.4000	13.4200	10.7550	0	-0.88%
Aug 13, 2018	13.4000	12.8500	13.5000	11.2900	0	4.28%
Aug 10, 2018	12.8500	12.6775	12.9850	10.0575	0	1.36%
Aug 09, 2018	12.6775	12.5400	12.7600	10.8775	0	1.10%
Aug 08, 2018	12.5400	12.5775	12.7825	10.4800	0	-0.30%
Aug 07, 2018	12.5775	12.5625	12.8200	10.5825	0	0.12%
Aug 06, 2018	12.5625	12.0775	12.7350	11.8500	0	4.02%
Aug 03, 2018	12.0775	12.5550	12.5550	10.9075	0	-3.80%
Aug 02, 2018	12.5550	12.5300	12.8000	10.8875	0	0.20%
Aug 01, 2018	12.5300	12.4800	12.7650	11.9975	0	0.40%
Jul 31, 2018	12.4800	12.5850	12.7950	12.2875	0	-0.83%
Jul 30, 2018	12.5850	12.3100	13.0575	12.3075	0	2.23%
Jul 27, 2018	12.3100	12.0275	12.5000	11.2475	0	2.35%
Jul 26, 2018	12.0275	12.2075	13.0475	11.6075	0	-1.47%
Jul 25, 2018	12.2075	12.4675	13.2550	11.2150	0	-2.09%
Jul 24, 2018	12.4675	13.0050	13.0800	12.1475	0	-4.13%
Jul 23, 2018	13.0050	13.5350	13.6200	12.0675	0	-3.92%
Jul 20, 2018	13.5350	13.5925	13.9025	11.3175	0	-0.42%
Jul 19, 2018	13.5925	13.6825	13.7975	10.9900	0	-0.66%
Jul 18, 2018	13.6825	12.8250	13.9000	10.6450	0	6.69%
Jul 17, 2018	12.8250	12.9475	12.9475	11.2400	0	-0.95%
Jul 16, 2018	12.9475	12.3025	13.0475	11.1675	0	5.24%
Jul 13, 2018	12.3025	12.5050	12.5050	11.3175	0	-1.62%
Jul 12, 2018	12.5050	12.7750	12.8650	10.6525	0	-2.11%
Jul 11, 2018	12.7750	12.3950	12.8600	10.0150	0	3.07%
Jul 10, 2018	12.3950	12.3900	12.5200	11.0175	0	0.04%
Jul 09, 2018	12.3900	12.4425	12.5750	11.2150	0	-0.42%
Jul 06, 2018	12.4425	12.5750	12.6800	11.6675	0	-1.05%
Jul 05, 2018	12.5750	12.6575	12.9525	11.2250	0	-0.65%
Jul 04, 2018	12.6575	13.0000	13.3400	12.5750	0	-2.63%
Jul 03, 2018	13.0000	13.3700	13.7525	12.1875	0	-2.77%
Jul 02, 2018	13.3700	12.9375	13.9425	12.4650	0	3.34%
Jun 29, 2018	12.9375	13.9475	13.9475	12.6325	0	-7.24%
Jun 28, 2018	13.9475	13.5100	14.0750	12.5200	0	3.24%
Jun 27, 2018	13.5100	12.7975	13.8125	12.0850	0	5.57%
Jun 26, 2018	12.7975	12.5825	12.9700	12.3325	0	1.71%
Jun 25, 2018	12.5825	12.0225	12.7775	9.7400	0	4.66%
Jun 22, 2018	12.0225	12.4475	12.5425	10.3925	0	-3.41%
Jun 21, 2018	12.4475	12.1725	12.5900	10.9100	0	2.26%
Jun 20, 2018	12.1725	12.9200	12.9200	10.6075	0	-5.79%
Jun 19, 2018	12.9200	12.3800	13.0000	11.4775	0	4.36%
Jun 18, 2018	12.3800	12.0700	12.5500	9.8250	0	2.57%
Jun 15, 2018	12.0700	12.0950	12.5075	10.4950	0	-0.21%
Jun 14, 2018	12.0950	12.6350	12.6350	10.4300	0	-4.27%
Jun 13, 2018	12.6350	12.7300	13.1400	11.2200	0	-0.75%
Jun 12, 2018	12.7300	13.1800	13.8975	10.4450	0	-3.41%
Jun 11, 2018	13.1800	12.6975	13.8200	11.3225	0	3.80%
Jun 08, 2018	12.6975	12.7775	13.1675	10.8025	0	-0.63%
Jun 07, 2018	12.7775	12.5500	13.6500	11.6125	0	1.81%
Jun 06, 2018	12.5500	13.3150	13.5100	12.1475	0	-5.75%
Jun 05, 2018	13.3150	13.8825	14.4900	13.1325	0	-4.09%
Jun 04, 2018	13.8825	13.5700	15.4700	12.1825	0	2.30%
Jun 01, 2018	13.5700	13.2225	14.5900	12.1575	0	2.63%
May 31, 2018	13.2225	13.4100	14.2325	12.1325	0	-1.40%
May 30, 2018	13.4100	13.0700	13.8500	12.1825	0	2.60%
May 29, 2018	13.0700	13.0550	13.8675	11.9750	0	0.11%
May 28, 2018	13.0550	12.6450	13.1475	11.3475	0	3.24%
May 25, 2018	12.6450	13.1450	13.1700	11.0025	0	-3.80%
May 24, 2018	13.1450	14.1575	14.2225	10.8975	0	-7.15%
May 23, 2018	14.1575	13.6025	14.9425	11.8825	0	4.08%
May 22, 2018	13.6025	14.4100	14.4100	11.7450	0	-5.60%
May 21, 2018	14.4100	14.1500	14.5375	11.7550	0	1.84%
May 18, 2018	14.1500	13.4075	14.3525	11.6125	0	5.54%
May 17, 2018	13.4075	13.4350	13.6800	11.0900	0	-0.20%
May 16, 2018	13.4350	13.1650	13.6450	10.8550	0	2.05%
May 15, 2018	13.1650	14.2450	14.2450	11.4875	0	-7.58%
May 14, 2018	14.2450	13.9775	14.4975	12.1075	0	1.91%
May 11, 2018	13.9775	14.4250	14.8200	13.0025	0	-3.10%
May 10, 2018	14.4250	14.2725	14.6500	12.5625	0	1.07%
May 09, 2018	14.2725	14.0550	14.5575	12.1225	0	1.55%
May 08, 2018	14.0550	13.7600	14.4350	11.0925	0	2.14%
May 07, 2018	13.7600	13.2500	13.9625	12.8275	0	3.85%
May 04, 2018	13.2500	12.9850	13.4550	10.9875	0	2.04%
May 03, 2018	12.9850	12.8400	13.2075	12.4700	0	1.13%
May 02, 2018	12.8400	12.3625	13.1975	12.3625	0	3.86%
Apr 30, 2018	12.3625	12.0175	12.5525	12.0175	0	2.87%
Apr 27, 2018	12.0175	12.0375	12.6325	11.4375	0	-0.17%
Apr 26, 2018	12.0375	12.3950	13.5800	11.7425	0	-2.88%
Apr 25, 2018	12.3950	11.8950	13.3150	11.8950	0	4.20%
Apr 24, 2018	11.8950	13.1450	13.3875	11.4875	0	-9.51%
Apr 23, 2018	13.1450	12.9375	13.4925	11.5300	0	1.60%
Apr 20, 2018	12.9375	13.7475	13.7650	9.7425	0	-5.89%
Apr 19, 2018	13.7475	14.1100	14.1100	12.5025	0	-2.57%
Apr 18, 2018	14.1100	14.0425	14.3675	13.1650	0	0.48%
Apr 17, 2018	14.0425	14.2600	14.3975	13.3475	0	-1.53%
Apr 16, 2018	14.2600	14.1400	14.8625	13.4100	0	0.85%
Apr 13, 2018	14.1400	14.5600	14.5600	13.4500	0	-2.88%
Apr 12, 2018	14.5600	14.7200	14.9925	11.8075	0	-1.09%
Apr 11, 2018	14.7200	14.4975	14.9075	12.7400	0	1.53%
Apr 10, 2018	14.4975	14.8675	14.8675	14.0050	0	-2.49%
Apr 09, 2018	14.8675	14.7475	15.1375	14.4600	0	0.81%
Apr 06, 2018	14.7475	14.7975	15.1550	13.0100	0	-0.34%
Apr 05, 2018	14.7975	16.3400	16.3400	13.8625	0	-9.44%
Apr 04, 2018	16.3400	15.1850	16.4850	13.6825	0	7.61%
Apr 03, 2018	15.1850	15.3475	15.7750	14.8775	0	-1.06%
Apr 02, 2018	15.3475	15.7575	16.4500	15.1975	0	-2.60%
Mar 28, 2018	15.7575	15.5500	15.9700	14.8175	0	1.33%
Mar 27, 2018	15.5500	15.1950	16.1075	14.4950	0	2.34%
Mar 26, 2018	15.1950	15.5450	16.3825	14.8575	0	-2.25%
Mar 23, 2018	15.5450	15.2475	16.3800	15.2475	0	1.95%
Mar 22, 2018	15.2475	15.1075	15.3625	11.9900	0	0.93%
Mar 21, 2018	15.1075	15.6075	15.6075	12.3925	0	-3.20%
Mar 20, 2018	15.6075	15.8200	16.1250	15.1700	0	-1.34%
Mar 19, 2018	15.8200	15.2200	16.0100	13.1425	0	3.94%
Mar 16, 2018	15.2200	14.3300	15.6225	11.6325	0	6.21%
Mar 15, 2018	14.3300	14.3625	14.6550	11.2950	0	-0.23%
Mar 14, 2018	14.3625	14.4625	14.9525	11.7350	0	-0.69%
Mar 13, 2018	14.4625	14.4925	14.6200	12.3875	0	-0.21%
Mar 12, 2018	14.4925	14.5250	14.6625	12.0100	0	-0.22%
Mar 09, 2018	14.5250	14.5850	14.7625	12.9050	0	-0.41%
Mar 08, 2018	14.5850	15.7000	15.7000	12.4850	0	-7.10%
Mar 07, 2018	15.7000	16.2450	16.4600	13.4475	0	-3.35%
Mar 06, 2018	16.2450	15.3950	16.4475	13.1600	0	5.52%
Mar 05, 2018	15.3950	14.0725	15.9900	12.2325	0	9.40%
Mar 01, 2018	14.0725	13.8050	14.2525	12.4050	0	1.94%
Feb 28, 2018	13.8050	13.9225	14.4000	12.5250	0	-0.84%
Feb 27, 2018	13.9225	13.6950	14.4225	12.4475	0	1.66%
Feb 26, 2018	13.6950	14.2025	14.3250	13.5300	0	-3.57%
Feb 23, 2018	14.2025	14.8325	14.8325	13.5350	0	-4.25%
Feb 22, 2018	14.8325	15.9200	16.4575	14.5025	0	-6.83%
Feb 21, 2018	15.9200	16.8675	16.8700	15.7250	0	-5.62%
Feb 20, 2018	16.8675	16.6675	17.5375	16.3275	0	1.20%
Feb 19, 2018	16.6675	16.3775	18.0350	13.9550	0	1.77%
Feb 16, 2018	16.3775	16.3150	16.9725	12.5700	0	0.38%
Feb 15, 2018	16.3150	17.1850	17.1850	14.0850	0	-5.06%
Feb 14, 2018	17.1850	17.8825	17.8825	15.5200	0	-3.90%
Feb 12, 2018	17.8825	19.2300	19.2300	16.5675	0	-7.01%
Feb 09, 2018	19.2300	17.7725	20.4225	15.1500	0	8.20%
Feb 08, 2018	17.7725	19.4650	24.0350	15.2625	0	-8.70%
Feb 07, 2018	19.4650	20.0150	20.0150	16.7975	0	-2.75%
Feb 06, 2018	20.0150	16.0525	23.1575	16.0525	0	24.68%
Feb 05, 2018	16.0525	15.2500	18.3350	15.0800	0	5.26%
Feb 02, 2018	15.2500	14.1075	15.4900	11.4975	0	8.10%
Feb 01, 2018	14.1075	15.9300	16.7725	13.9025	0	-11.44%
Jan 31, 2018	15.9300	16.4150	16.4150	14.2875	0	-2.95%
Jan 30, 2018	16.4150	17.8875	18.0050	16.1500	0	-8.23%
Jan 29, 2018	17.8875	17.5075	18.4850	16.3625	0	2.17%
Jan 25, 2018	17.5075	18.0400	18.2350	17.0350	0	-2.95%
Jan 24, 2018	18.0400	16.2250	18.4950	14.6400	0	11.19%
Jan 23, 2018	16.2250	15.3925	16.2975	14.1100	0	5.41%
Jan 22, 2018	15.3925	13.9825	15.5900	12.0675	0	10.08%
Jan 19, 2018	13.9825	13.9600	14.1950	10.7500	0	0.16%
Jan 18, 2018	13.9600	13.8600	14.2200	11.6550	0	0.72%
Jan 17, 2018	13.8600	14.0850	14.4450	10.3450	0	-1.60%
Jan 16, 2018	14.0850	14.3050	14.5850	12.3475	0	-1.54%
Jan 15, 2018	14.3050	13.7325	14.4750	11.8125	0	4.17%
Jan 12, 2018	13.7325	14.0125	14.5525	11.9200	0	-2.00%
Jan 11, 2018	14.0125	14.0350	14.2775	12.9850	0	-0.16%
Jan 10, 2018	14.0350	13.8475	14.2275	12.5175	0	1.35%
Jan 09, 2018	13.8475	13.7350	14.1300	12.2500	0	0.82%
Jan 08, 2018	13.7350	13.1125	13.8550	11.8125	0	4.75%
Jan 05, 2018	13.1125	13.4150	13.4150	12.4200	0	-2.25%
Jan 04, 2018	13.4150	13.6225	13.7925	12.1825	0	-1.52%
Jan 03, 2018	13.6225	13.6850	13.7150	12.7650	0	-0.46%
Jan 02, 2018	13.6850	13.3525	13.8425	12.6050	0	2.49%
Jan 01, 2018	13.3525	12.6700	13.6125	12.5450	0	5.39%
Dec 29, 2017	12.6700	12.2975	12.7600	11.4800	0	3.03%
Dec 28, 2017	12.2975	12.4925	12.6925	11.3275	0	-1.56%
Dec 27, 2017	12.4925	12.0525	12.7350	11.5100	0	3.65%
Dec 26, 2017	12.0525	11.5875	12.2575	10.3175	0	4.01%
Dec 22, 2017	11.5875	12.0850	12.1325	10.7325	0	-4.12%
Dec 21, 2017	12.0850	12.1850	12.2425	10.1600	0	-0.82%
Dec 20, 2017	12.1850	12.1875	12.4150	11.2025	0	-0.02%
Dec 19, 2017	12.1875	13.1150	13.1150	12.0750	0	-7.07%
Dec 18, 2017	13.1150	14.9400	18.2575	12.8150	0	-12.22%
Dec 15, 2017	14.9400	16.4075	16.4075	13.3975	0	-8.94%
Dec 14, 2017	16.4075	15.9450	17.3850	12.7950	0	2.90%
Dec 13, 2017	15.9450	15.2625	16.3125	12.7025	0	4.47%
Dec 12, 2017	15.2625	14.1475	15.3725	12.1575	0	7.88%
Dec 11, 2017	14.1475	13.6725	14.4850	12.1600	0	3.47%
Dec 08, 2017	13.6725	14.2725	14.2725	12.9050	0	-4.20%
Dec 07, 2017	14.2725	15.0875	15.0875	13.9200	0	-5.40%
Dec 06, 2017	15.0875	15.0075	15.2575	13.5525	0	0.53%
Dec 05, 2017	15.0075	14.8550	15.3375	13.5475	0	1.03%
Dec 04, 2017	14.8550	14.7950	15.2550	14.1350	0	0.41%
Dec 01, 2017	14.7950	13.5500	15.0225	12.6200	0	9.19%
Nov 30, 2017	13.5500	13.0600	13.9075	11.9650	0	3.75%
Nov 29, 2017	13.0600	13.1475	13.2850	12.2550	0	-0.67%
Nov 28, 2017	13.1475	13.0300	13.3625	12.0375	0	0.90%
Nov 27, 2017	13.0300	13.5125	13.9025	11.5275	0	-3.57%
Nov 24, 2017	13.5125	13.8650	13.9925	12.4900	0	-2.54%
Nov 23, 2017	13.8650	14.0375	14.4625	12.8225	0	-1.23%
Nov 22, 2017	14.0375	13.7150	14.3350	12.1850	0	2.35%
Nov 21, 2017	13.7150	13.4325	13.9250	11.0100	0	2.10%
Nov 20, 2017	13.4325	13.7125	15.6050	11.1200	0	-2.04%
Nov 17, 2017	13.7125	13.4625	13.8600	11.6325	0	1.86%
Nov 16, 2017	13.4625	14.2650	14.2650	11.0675	0	-5.63%
Nov 15, 2017	14.2650	14.1650	14.5775	11.5800	0	0.71%
Nov 14, 2017	14.1650	14.0450	14.7400	12.4575	0	0.85%
Nov 13, 2017	14.0450	13.4750	14.3825	11.1650	0	4.23%
Nov 10, 2017	13.4750	13.2675	13.8175	11.1675	0	1.56%
Nov 09, 2017	13.2675	13.6100	13.7150	11.0800	0	-2.52%
Nov 08, 2017	13.6100	13.2375	13.8550	11.2350	0	2.81%
Nov 07, 2017	13.2375	13.0225	13.6800	11.6775	0	1.65%
Nov 06, 2017	13.0225	11.9100	13.2600	11.3725	0	9.34%
Nov 03, 2017	11.9100	12.0050	12.3025	11.0725	0	-0.79%
Nov 02, 2017	12.0050	12.1375	12.3700	11.4100	0	-1.09%
Nov 01, 2017	12.1375	12.4400	12.4400	11.7900	0	-2.43%
Oct 31, 2017	12.4400	12.1125	12.5250	11.5250	0	2.70%
Oct 30, 2017	12.1125	11.4750	12.2600	11.4750	0	5.56%
Oct 27, 2017	11.4750	11.6175	12.1525	11.1900	0	-1.23%
Oct 26, 2017	11.6175	11.7600	12.6475	11.2875	0	-1.21%
Oct 25, 2017	11.7600	11.5900	12.4925	11.1900	0	1.47%
Oct 24, 2017	11.5900	12.3250	12.4700	11.3600	0	-5.96%
Oct 23, 2017	12.3250	12.3950	12.9375	10.8750	0	-0.56%
Oct 19, 2017	12.3950	11.5400	12.8125	10.8250	0	7.41%
Oct 18, 2017	11.5400	11.6100	11.7500	10.1325	0	-0.60%
Oct 17, 2017	11.6100	11.3100	11.7325	10.1050	0	2.65%
Oct 16, 2017	11.3100	11.2625	11.5825	10.0325	0	0.42%
Oct 13, 2017	11.2625	11.0425	11.3450	10.0850	0	1.99%
Oct 12, 2017	11.0425	11.7300	11.7300	10.4600	0	-5.86%
Oct 11, 2017	11.7300	11.1125	12.1825	10.1875	0	5.56%
Oct 10, 2017	11.1125	11.3925	11.4500	10.7500	0	-2.46%
Oct 09, 2017	11.3925	11.1175	11.5650	10.4050	0	2.47%
Oct 06, 2017	11.1175	11.7100	11.7100	10.7450	0	-5.06%
Oct 05, 2017	11.7100	11.8000	11.8950	10.5850	0	-0.76%
Oct 04, 2017	11.8000	12.4600	12.5775	11.5750	0	-5.30%
Oct 03, 2017	12.4600	12.4850	12.8725	11.4400	0	-0.20%
Sep 29, 2017	12.4850	13.1725	13.1725	11.9100	0	-5.22%
Sep 28, 2017	13.1725	13.8625	13.9725	12.8225	0	-4.98%
Sep 27, 2017	13.8625	12.9275	14.1650	11.7700	0	7.23%
Sep 26, 2017	12.9275	13.3400	13.6250	12.6325	0	-3.09%
Sep 25, 2017	13.3400	12.8100	13.8400	11.5075	0	4.14%
Sep 22, 2017	12.8100	11.6325	12.9925	11.0050	0	10.12%
Sep 21, 2017	11.6325	11.6325	12.1825	9.2575	0	0.00%
Sep 20, 2017	11.6325	11.4650	11.8775	10.1150	0	1.46%
Sep 19, 2017	11.4650	11.4425	11.6425	10.3975	0	0.20%
Sep 18, 2017	11.4425	11.6775	11.6775	10.8350	0	-2.01%
Sep 15, 2017	11.6775	11.4700	12.0175	10.0175	0	1.81%
Sep 14, 2017	11.4700	11.7550	11.8775	10.3600	0	-2.42%
Sep 13, 2017	11.7550	11.7575	11.8650	10.6800	0	-0.02%
Sep 12, 2017	11.7575	12.3600	12.3600	11.5200	0	-4.87%
Sep 11, 2017	12.3600	12.9625	12.9625	11.5475	0	-4.65%
Sep 08, 2017	12.9625	13.0075	13.0975	11.7725	0	-0.35%
Sep 07, 2017	13.0075	13.1200	13.1275	11.1750	0	-0.86%
Sep 06, 2017	13.1200	12.8875	13.4950	12.0350	0	1.80%
Sep 05, 2017	12.8875	13.1650	13.4425	12.4750	0	-2.11%
Sep 04, 2017	13.1650	11.6750	13.9550	11.4850	0	12.76%
Sep 01, 2017	11.6750	11.9525	12.1575	10.5250	0	-2.32%
Aug 31, 2017	11.9525	12.8875	13.6950	11.7850	0	-7.26%
Aug 30, 2017	12.8875	13.5425	14.1300	11.7450	0	-4.84%
Aug 29, 2017	13.5425	12.6400	13.8525	12.2800	0	7.14%
Aug 28, 2017	12.6400	12.5725	13.6775	11.3650	0	0.54%
Aug 24, 2017	12.5725	13.1825	13.1950	11.9425	0	-4.63%
Aug 23, 2017	13.1825	14.1050	14.1050	12.2625	0	-6.54%
Aug 22, 2017	14.1050	14.8150	14.8150	11.1625	0	-4.79%
Aug 21, 2017	14.8150	14.5700	14.9650	13.1450	0	1.68%
Aug 18, 2017	14.5700	14.3400	14.8900	11.1675	0	1.60%
Aug 17, 2017	14.3400	14.2375	14.6225	10.7925	0	0.72%
Aug 16, 2017	14.2375	14.3825	14.7000	12.6200	0	-1.01%
Aug 14, 2017	14.3825	15.1950	15.1950	11.8575	0	-5.35%
Aug 11, 2017	15.1950	13.8025	15.5425	11.6700	0	10.09%
Aug 10, 2017	13.8025	13.4525	14.1675	12.2300	0	2.60%
Aug 09, 2017	13.4525	12.7700	13.6775	10.5150	0	5.34%
Aug 08, 2017	12.7700	11.8950	13.0450	10.4850	0	7.36%
Aug 07, 2017	11.8950	11.3900	12.0025	10.6400	0	4.43%
Aug 04, 2017	11.3900	11.6425	11.7450	10.7450	0	-2.17%
Aug 03, 2017	11.6425	11.9425	12.2325	11.2075	0	-2.51%
Aug 02, 2017	11.9425	11.9075	12.1725	10.9225	0	0.29%
Aug 01, 2017	11.9075	11.9000	12.3925	11.5875	0	0.06%
Jul 31, 2017	11.9000	11.1375	12.0325	11.1375	0	6.85%
Jul 28, 2017	11.1375	11.2175	12.0150	10.9825	0	-0.71%
Jul 27, 2017	11.2175	11.1700	11.9150	10.8100	0	0.43%
Jul 26, 2017	11.1700	10.9125	11.7750	10.9075	0	2.36%
Jul 25, 2017	10.9125	11.3125	11.5125	10.2350	0	-3.54%
Jul 24, 2017	11.3125	11.0850	11.7950	10.3575	0	2.05%
Jul 21, 2017	11.0850	11.3150	11.7150	9.0075	0	-2.03%
Jul 20, 2017	11.3150	11.2550	11.5675	10.3700	0	0.53%
Jul 19, 2017	11.2550	11.4900	11.6850	9.0775	0	-2.05%
Jul 18, 2017	11.4900	11.4575	11.7900	10.2850	0	0.28%
Jul 17, 2017	11.4575	11.1725	11.5675	10.4800	0	2.55%
Jul 14, 2017	11.1725	11.2475	11.4775	10.0650	0	-0.67%
Jul 13, 2017	11.2475	11.0525	11.3950	9.8600	0	1.76%
Jul 12, 2017	11.0525	10.8900	11.3000	9.6725	0	1.49%
Jul 11, 2017	10.8900	10.9125	11.0775	9.8975	0	-0.21%
Jul 10, 2017	10.9125	10.8675	11.0925	9.5700	0	0.41%
Jul 07, 2017	10.8675	10.9825	11.1250	9.6150	0	-1.05%
Jul 06, 2017	10.9825	11.1525	11.1750	10.2875	0	-1.52%
Jul 05, 2017	11.1525	11.2750	11.4200	10.4500	0	-1.09%
Jul 04, 2017	11.2750	11.2000	11.6450	10.4200	0	0.67%
Jul 03, 2017	11.2000	11.7325	11.7500	10.4550	0	-4.54%
Jun 30, 2017	11.7325	11.3825	12.1025	11.0775	0	3.07%
Jun 29, 2017	11.3825	11.9900	11.9900	10.5950	0	-5.07%
Jun 28, 2017	11.9900	12.5075	12.7550	11.0925	0	-4.14%
Jun 27, 2017	12.5075	11.5575	12.8675	10.9300	0	8.22%
Jun 23, 2017	11.5575	11.2075	11.7800	8.7550	0	3.12%
Jun 22, 2017	11.2075	10.9150	11.4200	10.0700	0	2.68%
Jun 21, 2017	10.9150	10.6575	11.0550	9.7750	0	2.42%
Jun 20, 2017	10.6575	10.6275	10.8725	9.8200	0	0.28%
Jun 19, 2017	10.6275	10.9150	10.9150	9.7425	0	-2.63%
Jun 16, 2017	10.9150	11.3250	11.3250	9.7125	0	-3.62%
Jun 15, 2017	11.3250	11.1800	11.4300	9.8850	0	1.30%
Jun 14, 2017	11.1800	11.3400	11.5275	10.4400	0	-1.41%
Jun 13, 2017	11.3400	11.4225	11.4625	9.9025	0	-0.72%
Jun 12, 2017	11.4225	10.8625	11.5025	10.3525	0	5.16%
Jun 09, 2017	10.8625	11.0675	11.2250	10.2750	0	-1.85%
Jun 08, 2017	11.0675	10.8900	11.1275	9.5275	0	1.63%
Jun 07, 2017	10.8900	11.1325	11.1850	10.2225	0	-2.18%
Jun 06, 2017	11.1325	11.0150	11.3200	9.4900	0	1.07%
Jun 05, 2017	11.0150	10.8100	11.1425	10.0525	0	1.90%
Jun 02, 2017	10.8100	11.3075	11.3075	10.3125	0	-4.40%
Jun 01, 2017	11.3075	11.7625	11.9125	10.6125	0	-3.87%
May 31, 2017	11.7625	11.7650	12.2475	11.0200	0	-0.02%
May 30, 2017	11.7650	11.7875	12.2725	10.8625	0	-0.19%
May 29, 2017	11.7875	10.8625	11.8775	10.2600	0	8.52%
May 26, 2017	10.8625	10.4475	11.1875	9.8875	0	3.97%
May 25, 2017	10.4475	11.8300	11.9200	10.1925	0	-11.69%
May 24, 2017	11.8300	12.2025	12.7850	10.4500	0	-3.05%
May 23, 2017	12.2025	11.2025	12.7650	9.8650	0	8.93%
May 22, 2017	11.2025	11.3025	11.8525	10.2000	0	-0.88%
May 19, 2017	11.3025	11.7850	11.9000	10.3975	0	-4.09%
May 18, 2017	11.7850	10.6350	12.7450	9.8175	0	10.81%
May 17, 2017	10.6350	10.5600	10.8075	9.2450	0	0.71%
May 16, 2017	10.5600	10.6750	11.0225	9.0650	0	-1.08%
May 15, 2017	10.6750	10.6275	11.1400	8.8350	0	0.45%
May 12, 2017	10.6275	10.8375	10.8375	9.4650	0	-1.94%
May 11, 2017	10.8375	10.9475	11.2600	9.8975	0	-1.00%
May 10, 2017	10.9475	11.1125	11.1125	9.9575	0	-1.48%
May 09, 2017	11.1125	11.6650	11.6650	10.5425	0	-4.74%
May 08, 2017	11.6650	11.9875	11.9875	10.6125	0	-2.69%
May 05, 2017	11.9875	11.3325	12.1600	10.4525	0	5.78%
May 04, 2017	11.3325	11.5275	11.7825	10.6050	0	-1.69%
May 03, 2017	11.5275	11.4475	11.6600	9.9450	0	0.70%
May 02, 2017	11.4475	10.8600	11.8075	10.3525	0	5.41%
Apr 28, 2017	10.8600	11.0700	11.0700	10.5325	0	-1.90%
Apr 27, 2017	11.0700	11.7400	11.7400	10.3600	0	-5.71%
Apr 26, 2017	11.7400	11.1550	11.8650	9.9175	0	5.24%
Apr 25, 2017	11.1550	11.6250	11.6250	10.9725	0	-4.04%
Apr 24, 2017	11.6250	11.4225	11.8550	10.9675	0	1.77%
Apr 21, 2017	11.4225	11.5600	11.7350	10.5550	0	-1.19%
Apr 20, 2017	11.5600	12.2150	12.2150	10.8550	0	-5.36%
Apr 19, 2017	12.2150	12.3750	12.5150	10.7450	0	-1.29%
Apr 18, 2017	12.3750	11.8925	12.5925	10.7600	0	4.06%
Apr 17, 2017	11.8925	11.5775	12.2125	10.6925	0	2.72%
Apr 13, 2017	11.5775	11.6275	11.7825	10.5850	0	-0.43%
Apr 12, 2017	11.6275	11.3950	12.0650	10.7900	0	2.04%
Apr 11, 2017	11.3950	11.6200	11.8325	10.2375	0	-1.94%
Apr 10, 2017	11.6200	11.6925	11.9225	11.2425	0	-0.62%
Apr 07, 2017	11.6925	11.2900	11.8125	10.3050	0	3.57%
Apr 06, 2017	11.2900	11.5500	11.7675	11.0325	0	-2.25%
Apr 05, 2017	11.5500	11.4925	11.8875	10.8900	0	0.50%
Apr 03, 2017	11.4925	12.4200	12.7575	11.4100	0	-7.47%
Mar 31, 2017	12.4200	12.1500	12.5125	11.4875	0	2.22%
Mar 30, 2017	12.1500	12.0875	12.4500	11.7500	0	0.52%
Mar 29, 2017	12.0875	12.1175	12.2400	11.4500	0	-0.25%
Mar 28, 2017	12.1175	12.4350	12.4350	11.4600	0	-2.55%
Mar 27, 2017	12.4350	11.9775	12.5700	11.3375	0	3.82%
Mar 24, 2017	11.9775	11.8350	12.1025	10.7050	0	1.20%
Mar 23, 2017	11.8350	12.2700	12.2700	11.2375	0	-3.55%
Mar 22, 2017	12.2700	11.9425	12.3575	11.5825	0	2.74%
Mar 21, 2017	11.9425	12.0175	12.1550	11.0325	0	-0.62%
Mar 20, 2017	12.0175	11.8525	12.3100	11.4400	0	1.39%
