"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"31-Oct-2018","FUTBLN","GOLD","05-12-2018","   31863.00","   31870.00","   31730.00","   31789.00","   31790.00","               65","             128","            40.72"
"30-Oct-2018","FUTBLN","GOLD","05-12-2018","   31919.00","   31934.00","   31792.00","   31813.00","   31927.00","               61","             182","            57.95"
"29-Oct-2018","FUTBLN","GOLD","05-12-2018","   31968.00","   32019.00","   31860.00","   31864.00","   32003.00","               50","             127","            40.57"
"26-Oct-2018","FUTBLN","GOLD","05-12-2018","   31981.00","   32129.00","   31941.00","   32050.00","   32131.00","               54","             207","            66.30"
"25-Oct-2018","FUTBLN","GOLD","05-12-2018","   32068.00","   32098.00","   31864.00","   31891.00","   31995.00","               49","             122","            38.98"
"24-Oct-2018","FUTBLN","GOLD","05-12-2018","   31981.00","   32007.00","   31797.00","   31950.00","   31948.00","               30","              87","            27.76"
"23-Oct-2018","FUTBLN","GOLD","05-12-2018","   31989.00","   32251.00","   31980.00","   32250.00","   32182.00","               27","              91","            29.26"
"22-Oct-2018","FUTBLN","GOLD","05-12-2018","   31890.00","   31959.00","   31758.00","   31900.00","   31879.00","               27","              49","            15.61"
"19-Oct-2018","FUTBLN","GOLD","05-12-2018","   31968.00","   32009.00","   31870.00","   31922.00","   32026.00","               30","             229","            73.12"
"18-Oct-2018","FUTBLN","GOLD","05-12-2018","   31917.00","   32077.00","   31866.00","   32039.00","   32037.00","               31","              55","            17.60"
"17-Oct-2018","FUTBLN","GOLD","05-12-2018","   31805.00","   32000.00","   31502.00","   31929.00","   32043.00","               27","             117","            37.34"
"16-Oct-2018","FUTBLN","GOLD","05-12-2018","   32105.00","   32143.00","   31935.00","   31995.00","   32109.00","               31","             191","            61.17"
"15-Oct-2018","FUTBLN","GOLD","05-12-2018","   32000.00","   32300.00","   31993.00","   32152.00","   32264.00","               24","             145","            46.64"
"12-Oct-2018","FUTBLN","GOLD","05-12-2018","   31920.00","   31938.00","   31715.00","   31782.00","   31876.00","               12","             145","            46.17"
