"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"27-Dec-2019","FUTBLN","GOLD","05-02-2020","   38814.00","   38814.00","   38808.00","   38808.00","   39087.00","               11","               2","             0.78"
"26-Dec-2019","FUTBLN","GOLD","05-02-2020","   38702.00","   38702.00","   38702.00","   38702.00","   38889.00","               11","               1","             0.39"
"24-Dec-2019","FUTBLN","GOLD","05-02-2020","   38450.00","   38450.00","   38450.00","   38450.00","   38550.00","               11","               5","             1.92"
"20-Dec-2019","FUTBLN","GOLD","05-02-2020","   38021.00","   38021.00","   38021.00","   38021.00","   38265.00","                6","               1","             0.38"
"16-Dec-2019","FUTBLN","GOLD","05-02-2020","   37905.00","   37933.00","   37902.00","   37902.00","   38207.00","                6","               6","             2.27"
"13-Dec-2019","FUTBLN","GOLD","05-02-2020","   37605.00","   37727.00","   37597.00","   37688.00","   37969.00","                8","              27","            10.16"
"10-Dec-2019","FUTBLN","GOLD","05-02-2020","   37555.00","   37561.00","   37555.00","   37561.00","   37933.00","               24","              10","             3.76"
"09-Dec-2019","FUTBLN","GOLD","05-02-2020","   37612.00","   37640.00","   37604.00","   37640.00","   37979.00","               14","              17","             6.40"
"04-Dec-2019","FUTBLN","GOLD","05-02-2020","   38851.00","   38851.00","   38851.00","   38851.00","   38551.00","                4","               1","             0.39"
"03-Dec-2019","FUTBLN","GOLD","05-12-2019","   37910.00","   37910.00","   37900.00","   37900.00","   38079.00","               12","               2","             0.76"
"03-Dec-2019","FUTBLN","GOLD","05-02-2020","   37850.00","   37850.00","   37850.00","   37850.00","   38450.00","                3","               1","             0.38"
"02-Dec-2019","FUTBLN","GOLD","05-12-2019","   37888.00","   37921.00","   37865.00","   37878.00","   37848.00","               12","              22","             8.34"
"29-Nov-2019","FUTBLN","GOLD","05-12-2019","   37782.00","   37817.00","   37781.00","   37781.00","   37929.00","               12","               7","             2.65"
"29-Nov-2019","FUTBLN","GOLD","05-02-2020","   37840.00","   37840.00","   37840.00","   37840.00","   38303.00","                2","               2","             0.76"
"28-Nov-2019","FUTBLN","GOLD","05-12-2019","   37614.00","   37716.00","   37613.00","   37676.00","   37818.00","               19","              14","             5.27"
"27-Nov-2019","FUTBLN","GOLD","05-12-2019","   37664.00","   37664.00","   37605.00","   37605.00","   37747.00","               24","              37","            13.92"
"26-Nov-2019","FUTBLN","GOLD","05-12-2019","   37650.00","   37770.00","   37636.00","   37720.00","   37862.00","               35","              56","            21.10"
"25-Nov-2019","FUTBLN","GOLD","05-12-2019","   37843.00","   37843.00","   37722.00","   37770.00","   37924.00","               27","              45","            17.00"
"22-Nov-2019","FUTBLN","GOLD","05-12-2019","   37949.00","   38060.00","   37884.00","   37926.00","   38261.00","               30","              30","            11.39"
"21-Nov-2019","FUTBLN","GOLD","05-12-2019","   38165.00","   38170.00","   37965.00","   37968.00","   37968.00","               33","              95","            36.17"
