"Trade Date","Instrument","Symbol","Expiry Date","Open Price","High Price","Low Price","Close Price","Daily Settlement Price","Open Interest(OI)","No. of Contracts","Turnover ( Rs.)"
"23-Mar-2020","FUTBLN","GOLD","03-04-2020","   40690.00","   40690.00","   40690.00","   40690.00","   41197.00","                0","               1","             0.41"
"12-Feb-2020","FUTBLN","GOLD","03-04-2020","   40460.00","   40460.00","   40460.00","   40460.00","   40730.00","                1","               1","             0.40"
"05-Feb-2020","FUTBLN","GOLD","03-04-2020","   40189.00","   40189.00","   40189.00","   40189.00","   40408.00","                1","               1","             0.40"
"04-Feb-2020","FUTBLN","GOLD","03-04-2020","   40553.00","   40553.00","   40446.00","   40446.00","   40796.00","                2","               3","             1.22"
"01-Feb-2020","FUTBLN","GOLD","03-04-2020","   41091.00","   41091.00","   41091.00","   41091.00","   41445.00","                1","               1","             0.41"
"31-Jan-2020","FUTBLN","GOLD","05-02-2020","   40745.00","   40745.00","   40745.00","   40745.00","   40720.00","                6","               1","             0.41"
"30-Jan-2020","FUTBLN","GOLD","05-02-2020","   40710.00","   40712.00","   40710.00","   40712.00","   40740.00","                7","               4","             1.63"
"30-Jan-2020","FUTBLN","GOLD","03-04-2020","   40910.00","   40965.00","   40900.00","   40965.00","   41117.00","                0","               3","             1.23"
"22-Jan-2020","FUTBLN","GOLD","05-02-2020","   39790.00","   39790.00","   39790.00","   39790.00","   39992.00","               11","               1","             0.40"
"21-Jan-2020","FUTBLN","GOLD","05-02-2020","   40138.00","   40138.00","   39945.00","   39945.00","   39950.00","               11","               3","             1.20"
"20-Jan-2020","FUTBLN","GOLD","05-02-2020","   39960.00","   39971.00","   39960.00","   39971.00","   40055.00","               11","               2","             0.80"
"15-Jan-2020","FUTBLN","GOLD","05-02-2020","   39591.00","   39591.00","   39591.00","   39591.00","   39750.00","               13","               1","             0.40"
"09-Jan-2020","FUTBLN","GOLD","05-02-2020","   40123.00","   40123.00","   39702.00","   39715.00","   39926.00","               12","               4","             1.60"
"08-Jan-2020","FUTBLN","GOLD","05-02-2020","   41196.00","   41196.00","   40798.00","   40798.00","   40922.00","               12","               3","             1.23"
"06-Jan-2020","FUTBLN","GOLD","05-02-2020","   40744.00","   40744.00","   40744.00","   40744.00","   40881.00","               11","               2","             0.81"
