"Date","Total Returns Index"
"02-Jan-2012","5881.28"
"03-Jan-2012","6044.28"
"04-Jan-2012","6024.43"
"05-Jan-2012","6024.82"
"06-Jan-2012","6032.88"
"07-Jan-2012","6023.77"
"09-Jan-2012","6018.56"
"10-Jan-2012","6153.98"
"11-Jan-2012","6168.48"
"12-Jan-2012","6130.81"
"13-Jan-2012","6174.88"
"16-Jan-2012","6185.06"
"17-Jan-2012","6303.61"
"18-Jan-2012","6289.01"
"19-Jan-2012","6368.43"
"20-Jan-2012","6406.93"
"23-Jan-2012","6403.94"
"24-Jan-2012","6507.2"
"25-Jan-2012","6547.44"
"27-Jan-2012","6606.36"
"30-Jan-2012","6457.3"
"31-Jan-2012","6600.95"
"01-Feb-2012","6647.46"
"02-Feb-2012","6690.89"
"03-Feb-2012","6761.89"
"06-Feb-2012","6807.35"
"07-Feb-2012","6773.74"
"08-Feb-2012","6815.63"
"09-Feb-2012","6871.73"
"10-Feb-2012","6832.73"
"13-Feb-2012","6844.45"
"14-Feb-2012","6877.25"
"15-Feb-2012","7024.67"
"16-Feb-2012","7011.96"
"17-Feb-2012","7065.73"
"21-Feb-2012","7120.15"
"22-Feb-2012","6990.92"
"23-Feb-2012","6962.87"
"24-Feb-2012","6894.3"
"27-Feb-2012","6706.26"
"28-Feb-2012","6826"
"29-Feb-2012","6838.32"
"01-Mar-2012","6780.64"
"02-Mar-2012","6805.51"
"03-Mar-2012","6805.53"
"05-Mar-2012","6705.16"
"06-Mar-2012","6632.31"
"07-Mar-2012","6629.8"
"09-Mar-2012","6773.46"
"12-Mar-2012","6806.96"
"13-Mar-2012","6895.82"
"14-Mar-2012","6939.53"
"15-Mar-2012","6835.49"
"16-Mar-2012","6755.99"
"19-Mar-2012","6679.55"
"20-Mar-2012","6702.15"
"21-Mar-2012","6816.62"
"22-Mar-2012","6643.19"
"23-Mar-2012","6706.42"
"26-Mar-2012","6587.03"
"27-Mar-2012","6661.84"
"28-Mar-2012","6600.4"
"29-Mar-2012","6580.17"
"30-Mar-2012","6728.46"
"02-Apr-2012","6756.86"
"03-Apr-2012","6808.45"
"04-Apr-2012","6763.19"
"09-Apr-2012","6650.73"
"10-Apr-2012","6662.44"
"11-Apr-2012","6641.17"
"12-Apr-2012","6704.66"
"13-Apr-2012","6616.53"
"16-Apr-2012","6640.32"
"17-Apr-2012","6721.02"
"18-Apr-2012","6734.11"
"19-Apr-2012","6775.3"
