"Date","Total Returns Index"
"01-Jan-2002","1146.21"
"02-Jan-2002","1152.13"
"03-Jan-2002","1164.62"
"04-Jan-2002","1190.63"
"07-Jan-2002","1194.92"
"08-Jan-2002","1205.51"
"09-Jan-2002","1197.8"
"10-Jan-2002","1192.87"
"11-Jan-2002","1182.39"
"14-Jan-2002","1205.47"
"15-Jan-2002","1188.47"
"16-Jan-2002","1184.29"
"17-Jan-2002","1204.82"
"18-Jan-2002","1187.38"
"21-Jan-2002","1185.43"
"22-Jan-2002","1187.06"
"23-Jan-2002","1183.31"
"24-Jan-2002","1178.86"
"25-Jan-2002","1173.21"
"28-Jan-2002","1163.7"
"29-Jan-2002","1164.03"
"30-Jan-2002","1159.47"
"31-Jan-2002","1168.1"
"01-Feb-2002","1175.19"
"04-Feb-2002","1170.03"
"05-Feb-2002","1167.15"
"06-Feb-2002","1210.81"
"07-Feb-2002","1207.93"
"08-Feb-2002","1222.39"
"11-Feb-2002","1230.88"
"12-Feb-2002","1228.65"
"13-Feb-2002","1234.74"
"14-Feb-2002","1250.95"
"15-Feb-2002","1261.88"
"18-Feb-2002","1275.92"
"19-Feb-2002","1260.74"
"20-Feb-2002","1246.65"
"21-Feb-2002","1250.9"
"22-Feb-2002","1265.75"
"25-Feb-2002","1268.01"
"26-Feb-2002","1294.07"
"27-Feb-2002","1293.85"
"28-Feb-2002","1242.55"
"01-Mar-2002","1281.66"
"04-Mar-2002","1280.96"
"05-Mar-2002","1282.21"
"06-Mar-2002","1275.79"
"07-Mar-2002","1298.04"
"08-Mar-2002","1292.16"
"11-Mar-2002","1270.62"
"12-Mar-2002","1251.69"
"13-Mar-2002","1258.87"
"14-Mar-2002","1261.48"
"15-Mar-2002","1272.69"
"18-Mar-2002","1272.2"
"19-Mar-2002","1253.54"
"20-Mar-2002","1257.29"
"21-Mar-2002","1244.89"
"22-Mar-2002","1238.63"
"26-Mar-2002","1221.88"
"27-Mar-2002","1222.2"
"28-Mar-2002","1228.95"
"01-Apr-2002","1239.18"
"02-Apr-2002","1237.07"
"03-Apr-2002","1222.43"
"04-Apr-2002","1246.94"
"05-Apr-2002","1242.64"
"08-Apr-2002","1237.12"
"09-Apr-2002","1227.8"
"10-Apr-2002","1240.66"
"11-Apr-2002","1246.22"
"12-Apr-2002","1249.38"
"15-Apr-2002","1235.92"
"16-Apr-2002","1219.14"
"17-Apr-2002","1226.06"
"18-Apr-2002","1230.31"
"19-Apr-2002","1199.03"
"22-Apr-2002","1203.23"
"23-Apr-2002","1205.25"
"24-Apr-2002","1210.26"
"25-Apr-2002","1192.5"
"26-Apr-2002","1195.87"
"29-Apr-2002","1170.59"
"30-Apr-2002","1181.82"
"02-May-2002","1191.41"
"03-May-2002","1195.38"
"06-May-2002","1199.74"
"07-May-2002","1210.6"
"08-May-2002","1218.12"
"09-May-2002","1229.02"
"10-May-2002","1216.81"
"13-May-2002","1220.35"
"14-May-2002","1215.39"
"15-May-2002","1207.44"
"16-May-2002","1191.09"
"17-May-2002","1188.74"
"20-May-2002","1170.98"
"21-May-2002","1143.83"
"22-May-2002","1139.57"
"23-May-2002","1119.35"
"24-May-2002","1163.31"
"27-May-2002","1158.62"
"28-May-2002","1132.5"
"29-May-2002","1136.59"
"30-May-2002","1126.51"
"31-May-2002","1122.86"
"03-Jun-2002","1134.92"
"04-Jun-2002","1141.09"
"05-Jun-2002","1161.61"
"06-Jun-2002","1161.78"
"07-Jun-2002","1144.8"
"10-Jun-2002","1167.83"
"11-Jun-2002","1197.85"
"12-Jun-2002","1193.55"
"13-Jun-2002","1182.69"
"14-Jun-2002","1185.8"
"17-Jun-2002","1189.29"
"18-Jun-2002","1174.06"
"19-Jun-2002","1160.97"
"20-Jun-2002","1168.99"
"21-Jun-2002","1160.8"
"24-Jun-2002","1160.03"
"25-Jun-2002","1152.99"
"26-Jun-2002","1140.92"
"27-Jun-2002","1145.68"
"28-Jun-2002","1155.86"
"01-Jul-2002","1168.04"
"02-Jul-2002","1167.13"
"03-Jul-2002","1170.12"
"04-Jul-2002","1170.87"
"05-Jul-2002","1174.42"
"08-Jul-2002","1183.45"
"09-Jul-2002","1181.85"
"10-Jul-2002","1172.88"
"11-Jul-2002","1157.45"
"12-Jul-2002","1160.32"
"15-Jul-2002","1149.08"
"16-Jul-2002","1136.13"
"17-Jul-2002","1132.4"
