"Date","Total Returns Index"
"01-Jan-2003","1219.01"
"02-Jan-2003","1211.14"
"03-Jan-2003","1207.31"
"06-Jan-2003","1201.52"
"07-Jan-2003","1198.69"
"08-Jan-2003","1207.05"
"09-Jan-2003","1215.89"
"10-Jan-2003","1196.96"
"13-Jan-2003","1189.73"
"14-Jan-2003","1195.54"
"15-Jan-2003","1202.24"
"16-Jan-2003","1205.96"
"17-Jan-2003","1203.87"
"20-Jan-2003","1192.65"
"21-Jan-2003","1194.36"
"22-Jan-2003","1199.89"
"23-Jan-2003","1186.63"
"24-Jan-2003","1170.17"
"27-Jan-2003","1149.82"
"28-Jan-2003","1159.29"
"29-Jan-2003","1149.31"
"30-Jan-2003","1146.45"
"31-Jan-2003","1154.67"
"03-Feb-2003","1169.78"
"04-Feb-2003","1169.2"
"05-Feb-2003","1161.01"
"06-Feb-2003","1178.96"
"07-Feb-2003","1172.23"
"10-Feb-2003","1162.32"
"11-Feb-2003","1161.7"
"12-Feb-2003","1157.76"
"14-Feb-2003","1148.36"
"17-Feb-2003","1173"
"18-Feb-2003","1174.19"
"19-Feb-2003","1179.72"
"20-Feb-2003","1181.2"
"21-Feb-2003","1181.78"
"24-Feb-2003","1186.22"
"25-Feb-2003","1170.04"
"26-Feb-2003","1163.48"
"27-Feb-2003","1167.18"
"28-Feb-2003","1178.72"
"03-Mar-2003","1173.69"
"04-Mar-2003","1160.15"
"05-Mar-2003","1153.57"
"06-Mar-2003","1143.13"
"07-Mar-2003","1127.4"
"10-Mar-2003","1115.88"
"11-Mar-2003","1124.6"
"12-Mar-2003","1110.35"
"13-Mar-2003","1108.08"
"17-Mar-2003","1100.72"
"19-Mar-2003","1113.07"
"20-Mar-2003","1136.74"
"21-Mar-2003","1142.63"
"22-Mar-2003","1149.94"
"24-Mar-2003","1124.15"
"25-Mar-2003","1121.27"
"26-Mar-2003","1124.08"
"27-Mar-2003","1111.8"
"28-Mar-2003","1109.46"
"31-Mar-2003","1084.64"
"01-Apr-2003","1091.38"
"02-Apr-2003","1108.14"
"03-Apr-2003","1118.97"
"04-Apr-2003","1129.64"
"07-Apr-2003","1145.8"
"08-Apr-2003","1130.94"
"09-Apr-2003","1116.21"
"10-Apr-2003","1069"
"11-Apr-2003","1055.23"
"15-Apr-2003","1056.75"
"16-Apr-2003","1065.07"
"17-Apr-2003","1045.11"
"21-Apr-2003","1052.35"
"22-Apr-2003","1048.23"
"23-Apr-2003","1037.87"
"24-Apr-2003","1032.91"
"25-Apr-2003","1026.9"
"28-Apr-2003","1032.69"
"29-Apr-2003","1035.75"
"30-Apr-2003","1038"
"02-May-2003","1042.72"
"05-May-2003","1050.6"
"06-May-2003","1057.77"
"07-May-2003","1056.01"
"08-May-2003","1046.46"
"09-May-2003","1042.34"
"12-May-2003","1040.26"
"13-May-2003","1049.37"
"14-May-2003","1058.25"
"15-May-2003","1066.94"
"16-May-2003","1081.68"
"19-May-2003","1074.43"
"20-May-2003","1079.97"
"21-May-2003","1076.04"
"22-May-2003","1070.72"
"23-May-2003","1078.19"
"26-May-2003","1094.38"
"27-May-2003","1088.15"
"28-May-2003","1104.01"
"29-May-2003","1117.64"
"30-May-2003","1122.32"
"02-Jun-2003","1131.6"
"03-Jun-2003","1126.61"
"04-Jun-2003","1138.17"
"05-Jun-2003","1153.78"
"06-Jun-2003","1166.43"
"09-Jun-2003","1173.69"
"10-Jun-2003","1158.3"
"11-Jun-2003","1165.29"
"12-Jun-2003","1173.35"
"13-Jun-2003","1178.83"
"16-Jun-2003","1173.92"
"17-Jun-2003","1207.62"
"18-Jun-2003","1212.99"
"19-Jun-2003","1219.73"
"20-Jun-2003","1233.49"
"23-Jun-2003","1221.09"
"24-Jun-2003","1216.8"
"25-Jun-2003","1240.65"
"26-Jun-2003","1251.73"
"27-Jun-2003","1262.04"
"30-Jun-2003","1272.21"
