"Date","Total Returns Index"
"04-Jan-2016","10369.24"
"05-Jan-2016","10360.42"
"06-Jan-2016","10302.32"
"07-Jan-2016","10072.45"
"08-Jan-2016","10116.45"
"11-Jan-2016","10066.57"
"12-Jan-2016","9995.25"
"13-Jan-2016","10064.62"
"14-Jan-2016","10030.53"
"15-Jan-2016","9898.8"
"18-Jan-2016","9783.26"
"19-Jan-2016","9895.18"
"20-Jan-2016","9727.77"
"21-Jan-2016","9685.29"
"22-Jan-2016","9879.13"
"25-Jan-2016","9898.28"
"27-Jan-2016","9901.35"
"28-Jan-2016","9883.94"
"29-Jan-2016","10068.86"
"01-Feb-2016","10058.69"
"02-Feb-2016","9925.98"
"03-Feb-2016","9801.62"
"04-Feb-2016","9857.82"
"05-Feb-2016","9972.05"
"08-Feb-2016","9836.41"
"09-Feb-2016","9717.87"
"10-Feb-2016","9607.98"
"11-Feb-2016","9289.29"
"12-Feb-2016","9295.41"
"15-Feb-2016","9537.74"
"16-Feb-2016","9385.36"
"17-Feb-2016","9465.52"
"18-Feb-2016","9576.46"
"19-Feb-2016","9601.77"
"22-Feb-2016","9633.83"
"23-Feb-2016","9467.41"
"24-Feb-2016","9346.39"
"25-Feb-2016","9282.38"
"26-Feb-2016","9361.1"
"29-Feb-2016","9304.26"
"01-Mar-2016","9617.51"
"02-Mar-2016","9812.68"
"03-Mar-2016","9955.1"
"04-Mar-2016","9968.09"
"08-Mar-2016","9967.99"
"09-Mar-2016","10029.96"
"10-Mar-2016","9969.15"
"11-Mar-2016","10001.18"
"14-Mar-2016","10048.89"
"15-Mar-2016","9944.76"
"16-Mar-2016","9997.9"
"17-Mar-2016","10021.13"
"18-Mar-2016","10143.6"
"21-Mar-2016","10278.3"
"22-Mar-2016","10292.77"
"23-Mar-2016","10294.93"
"28-Mar-2016","10159.66"
"29-Mar-2016","10135.49"
"30-Mar-2016","10321.2"
"31-Mar-2016","10325.5"
"01-Apr-2016","10291.69"
"04-Apr-2016","10352.69"
"05-Apr-2016","10145.1"
"06-Apr-2016","10159.98"
"07-Apr-2016","10069.36"
"08-Apr-2016","10081.01"
"11-Apr-2016","10236.11"
"12-Apr-2016","10286.18"
"13-Apr-2016","10475.02"
"18-Apr-2016","10560.74"
"20-Apr-2016","10560.79"
"21-Apr-2016","10557.22"
"22-Apr-2016","10540.19"
"25-Apr-2016","10481.12"
"26-Apr-2016","10624.72"
"27-Apr-2016","10647.74"
"28-Apr-2016","10470.71"
"29-Apr-2016","10474.15"
"02-May-2016","10415.52"
"03-May-2016","10336.97"
"04-May-2016","10283.01"
"05-May-2016","10322.82"
"06-May-2016","10320.12"
"09-May-2016","10497.09"
"10-May-2016","10526.11"
"11-May-2016","10474.1"
"12-May-2016","10542.93"
"13-May-2016","10428.78"
"16-May-2016","10489.97"
"17-May-2016","10530.03"
"18-May-2016","10502.51"
