"Date","Total Returns Index"
"01-Jan-2020","17096.83"
"02-Jan-2020","17236.7"
"03-Jan-2020","17158.75"
"06-Jan-2020","16830.93"
"07-Jan-2020","16915.03"
"08-Jan-2020","16876.24"
"09-Jan-2020","17143.65"
"10-Jan-2020","17201.08"
"13-Jan-2020","17303.2"
"14-Jan-2020","17349.12"
"15-Jan-2020","17322.5"
"16-Jan-2020","17339.57"
"17-Jan-2020","17335.2"
"20-Jan-2020","17155.83"
"21-Jan-2020","17079.07"
"22-Jan-2020","16990.68"
"23-Jan-2020","17095.61"
"24-Jan-2020","17192.15"
"27-Jan-2020","17010.7"
"28-Jan-2020","16922.01"
"29-Jan-2020","17025.46"
"30-Jan-2020","16893.91"
"31-Jan-2020","16790.45"
"01-Feb-2020","16369"
"03-Feb-2020","16433.65"
"04-Feb-2020","16815.12"
"05-Feb-2020","16968.83"
"06-Feb-2020","17037.28"
"07-Feb-2020","16981.75"
"10-Feb-2020","16887.86"
"11-Feb-2020","16995.1"
"12-Feb-2020","17126.07"
"13-Feb-2020","17088.84"
"14-Feb-2020","17002.89"
"17-Feb-2020","16911.92"
"18-Feb-2020","16837.08"
"19-Feb-2020","17024.41"
"20-Feb-2020","16961.16"
"24-Feb-2020","16608.12"
"25-Feb-2020","16563.91"
"26-Feb-2020","16396.23"
"27-Feb-2020","16332.81"
"28-Feb-2020","15726.92"
"02-Mar-2020","15632.14"
"03-Mar-2020","15878.98"
"04-Mar-2020","15805.53"
"05-Mar-2020","15833.21"
"06-Mar-2020","15440.48"
"09-Mar-2020","14684.56"
"11-Mar-2020","14694.31"
"12-Mar-2020","13474.38"
"13-Mar-2020","13987.31"
"16-Mar-2020","12928.18"
"17-Mar-2020","12604.41"
"18-Mar-2020","11904.02"
"19-Mar-2020","11620.92"
"20-Mar-2020","12298.74"
"23-Mar-2020","10710.41"
"24-Mar-2020","10983.15"
"25-Mar-2020","11710.71"
"26-Mar-2020","12167.15"
"27-Mar-2020","12193.62"
