"Date","Total Returns Index"
"04-Jan-2010","6495.62"
"05-Jan-2010","6552.37"
"06-Jan-2010","6557.2"
"07-Jan-2010","6533.98"
"08-Jan-2010","6511.19"
"11-Jan-2010","6517.09"
"12-Jan-2010","6468.64"
"13-Jan-2010","6497.91"
"14-Jan-2010","6530.12"
"15-Jan-2010","6520.55"
"18-Jan-2010","6548.67"
"19-Jan-2010","6487.84"
"20-Jan-2010","6482.96"
"21-Jan-2010","6324.57"
"22-Jan-2010","6252.42"
"25-Jan-2010","6217.5"
"27-Jan-2010","6025.64"
"28-Jan-2010","6043.21"
"29-Jan-2010","6061.68"
"01-Feb-2010","6083.89"
"02-Feb-2010","5997.46"
"03-Feb-2010","6123.81"
"04-Feb-2010","6016.87"
"05-Feb-2010","5860.4"
"06-Feb-2010","5908.36"
"08-Feb-2010","5912.26"
"09-Feb-2010","5952.92"
"10-Feb-2010","5908.85"
"11-Feb-2010","5995.36"
"15-Feb-2010","5964.46"
"16-Feb-2010","6031.31"
"17-Feb-2010","6103.65"
"18-Feb-2010","6071.38"
"19-Feb-2010","6018.14"
"22-Feb-2010","6032.45"
"23-Feb-2010","6049.39"
"24-Feb-2010","6035.17"
"25-Feb-2010","6036.57"
"26-Feb-2010","6114.27"
"02-Mar-2010","6231.89"
"03-Mar-2010","6320.23"
"04-Mar-2010","6310.46"
"05-Mar-2010","6320.95"
"08-Mar-2010","6364.81"
"09-Mar-2010","6336.9"
"10-Mar-2010","6355.21"
"11-Mar-2010","6376.49"
"12-Mar-2010","6381"
"15-Mar-2010","6370.91"
"16-Mar-2010","6456.89"
"17-Mar-2010","6498.88"
"18-Mar-2010","6517.13"
"19-Mar-2010","6538.14"
"22-Mar-2010","6466.59"
"23-Mar-2010","6491.98"
"25-Mar-2010","6535.6"
"26-Mar-2010","6562.47"
"29-Mar-2010","6588.34"
"30-Mar-2010","6538.16"
"31-Mar-2010","6521.55"
"01-Apr-2010","6572.99"
"05-Apr-2010","6669.82"
"06-Apr-2010","6666.78"
"07-Apr-2010","6677.56"
"08-Apr-2010","6590.34"
"09-Apr-2010","6661.54"
"12-Apr-2010","6634.12"
"13-Apr-2010","6615.8"
"15-Apr-2010","6554.45"
"16-Apr-2010","6540.82"
"19-Apr-2010","6467.49"
"20-Apr-2010","6500.38"
"21-Apr-2010","6518.8"
"22-Apr-2010","6549.19"
"23-Apr-2010","6592.4"
"26-Apr-2010","6615.25"
"27-Apr-2010","6597.71"
"28-Apr-2010","6482.27"
"29-Apr-2010","6530.38"
"30-Apr-2010","6559.98"
"03-May-2010","6491.43"
"04-May-2010","6399.12"
"05-May-2010","6369.8"
"06-May-2010","6327.5"
"07-May-2010","6237"
"10-May-2010","6459.39"
"11-May-2010","6387.96"
"12-May-2010","6413.47"
"13-May-2010","6441.15"
"14-May-2010","6334.91"
"17-May-2010","6293.1"
"18-May-2010","6300.98"
"19-May-2010","6119.53"
"20-May-2010","6155.32"
"21-May-2010","6134.86"
"24-May-2010","6150.77"
"25-May-2010","5980.08"
"26-May-2010","6120.27"
"27-May-2010","6227"
"28-May-2010","6305.91"
"31-May-2010","6330.54"
"01-Jun-2010","6186.03"
"02-Jun-2010","6247.84"
"03-Jun-2010","6360.67"
"04-Jun-2010","6391.73"
"07-Jun-2010","6265.44"
"08-Jun-2010","6207.06"
"09-Jun-2010","6234.29"
"10-Jun-2010","6338.1"
"11-Jun-2010","6388.96"
"14-Jun-2010","6486.71"
"15-Jun-2010","6520.6"
"16-Jun-2010","6534.36"
"17-Jun-2010","6586.69"
"18-Jun-2010","6571.38"
"21-Jun-2010","6684.61"
"22-Jun-2010","6638.74"
"23-Jun-2010","6646.99"
"24-Jun-2010","6643.81"
"25-Jun-2010","6579.46"
"28-Jun-2010","6659.94"
"29-Jun-2010","6566.44"
"30-Jun-2010","6636.89"
"01-Jul-2010","6560.61"
"02-Jul-2010","6542.72"
"05-Jul-2010","6541.23"
"06-Jul-2010","6607.6"
"07-Jul-2010","6547.69"
"08-Jul-2010","6620.64"
"09-Jul-2010","6690.13"
"12-Jul-2010","6729.96"
"13-Jul-2010","6752.08"
"14-Jul-2010","6733.92"
"15-Jul-2010","6724.67"
"16-Jul-2010","6743.58"
"19-Jul-2010","6734.28"
"20-Jul-2010","6711.23"
"21-Jul-2010","6750.4"
"22-Jul-2010","6803.67"
"23-Jul-2010","6812.99"
"26-Jul-2010","6774.85"
"27-Jul-2010","6789.82"
"28-Jul-2010","6748.86"
"29-Jul-2010","6763.76"
"30-Jul-2010","6712.14"
"02-Aug-2010","6792.23"
"03-Aug-2010","6802.06"
"04-Aug-2010","6837.5"
"05-Aug-2010","6811.88"
"06-Aug-2010","6802.05"
"09-Aug-2010","6860.7"
"10-Aug-2010","6830.53"
"11-Aug-2010","6780.37"
"12-Aug-2010","6775.14"
"13-Aug-2010","6819.78"
"16-Aug-2010","6778.13"
"17-Aug-2010","6775.24"
"18-Aug-2010","6856.99"
"19-Aug-2010","6933.41"
"20-Aug-2010","6921.44"
"23-Aug-2010","6937.5"
"24-Aug-2010","6890.37"
"25-Aug-2010","6836.82"
"26-Aug-2010","6856.27"
"27-Aug-2010","6769.67"
"30-Aug-2010","6779.13"
"31-Aug-2010","6762.76"
"01-Sep-2010","6850.39"
"02-Sep-2010","6869.28"
"03-Sep-2010","6860.96"
"06-Sep-2010","6983.1"
"07-Sep-2010","7017.14"
"08-Sep-2010","7022.98"
"09-Sep-2010","7065.39"
"13-Sep-2010","7216.3"
"14-Sep-2010","7260.81"
"15-Sep-2010","7342.96"
"16-Sep-2010","7302.56"
"17-Sep-2010","7373.29"
"20-Sep-2010","7492.96"
"21-Sep-2010","7528.8"
"22-Sep-2010","7506.18"
"23-Sep-2010","7466.79"
"24-Sep-2010","7540.4"
"27-Sep-2010","7562.13"
"28-Sep-2010","7554.38"
"29-Sep-2010","7506.56"
"30-Sep-2010","7554.94"
"01-Oct-2010","7697.13"
"04-Oct-2010","7717.23"
"05-Oct-2010","7700.1"
"06-Oct-2010","7751.06"
"07-Oct-2010","7668.16"
"08-Oct-2010","7647.04"
