"Date","Total Returns Index"
"01-Jan-2014","8201.82"
"02-Jan-2014","8097.05"
"03-Jan-2014","8084.05"
"06-Jan-2014","8058.38"
"07-Jan-2014","8020.38"
"08-Jan-2014","8036.43"
"09-Jan-2014","8028.3"
"10-Jan-2014","8032.39"
"13-Jan-2014","8164.22"
"14-Jan-2014","8124"
"15-Jan-2014","8226.89"
"16-Jan-2014","8224.29"
"17-Jan-2014","8149.77"
"20-Jan-2014","8205.44"
"21-Jan-2014","8218.29"
"22-Jan-2014","8251.94"
"23-Jan-2014","8260.68"
"24-Jan-2014","8157.94"
"27-Jan-2014","7988.17"
"28-Jan-2014","7975.67"
"29-Jan-2014","7967.86"
"30-Jan-2014","7907.25"
"31-Jan-2014","7930.34"
"03-Feb-2014","7816.09"
"04-Feb-2014","7814.96"
"05-Feb-2014","7842.98"
"06-Feb-2014","7861.05"
"07-Feb-2014","7896.41"
"10-Feb-2014","7884.34"
"11-Feb-2014","7896.79"
"12-Feb-2014","7925.09"
"13-Feb-2014","7817.32"
"14-Feb-2014","7878.87"
"17-Feb-2014","7912.71"
"18-Feb-2014","7982.78"
"19-Feb-2014","8016.2"
"20-Feb-2014","7936.34"
"21-Feb-2014","8019.69"
"24-Feb-2014","8059.67"
"25-Feb-2014","8077.85"
"26-Feb-2014","8128.29"
"28-Feb-2014","8178.01"
"03-Mar-2014","8105.73"
"04-Mar-2014","8206.23"
"05-Mar-2014","8246.22"
"06-Mar-2014","8340.71"
"07-Mar-2014","8504.22"
"10-Mar-2014","8518.03"
"11-Mar-2014","8486.39"
"12-Mar-2014","8492.91"
"13-Mar-2014","8461.93"
"14-Mar-2014","8476.35"
"18-Mar-2014","8492.62"
"19-Mar-2014","8502.28"
"20-Mar-2014","8448.89"
"21-Mar-2014","8462.06"
"22-Mar-2014","8464.28"
"24-Mar-2014","8580.26"
"25-Mar-2014","8588.44"
"26-Mar-2014","8603.63"
"27-Mar-2014","8658.46"
"28-Mar-2014","8729.05"
"31-Mar-2014","8739.91"
"01-Apr-2014","8761.86"
"02-Apr-2014","8802.95"
"03-Apr-2014","8781.47"
"04-Apr-2014","8727.03"
"07-Apr-2014","8727.98"
"09-Apr-2014","8859.81"
"10-Apr-2014","8860.09"
"11-Apr-2014","8833.88"
"15-Apr-2014","8777.57"
"16-Apr-2014","8702.22"
"17-Apr-2014","8837.92"
"21-Apr-2014","8887.78"
"22-Apr-2014","8885.09"
"23-Apr-2014","8918.3"
"25-Apr-2014","8842.62"
"28-Apr-2014","8814.59"
"29-Apr-2014","8754.65"
"30-Apr-2014","8730.05"
"02-May-2014","8727.93"
"05-May-2014","8733.92"
"06-May-2014","8754.69"
"07-May-2014","8672.88"
"08-May-2014","8682.37"
"09-May-2014","8941.77"
"12-May-2014","9144.41"
"13-May-2014","9267.61"
"14-May-2014","9267.61"
"15-May-2014","9286.39"
"16-May-2014","9395.18"
"19-May-2014","9474.16"
"20-May-2014","9489.73"
"21-May-2014","9460.28"
"22-May-2014","9490.91"
"23-May-2014","9609.25"
"26-May-2014","9598.75"
"27-May-2014","9545.2"
"28-May-2014","9560.4"
"29-May-2014","9445.23"
"30-May-2014","9437.81"
"02-Jun-2014","9610.85"
"03-Jun-2014","9690.44"
"04-Jun-2014","9672.68"
"05-Jun-2014","9778.32"
"06-Jun-2014","9924.43"
"09-Jun-2014","10017.59"
"10-Jun-2014","10019.94"
"11-Jun-2014","9982.86"
"12-Jun-2014","10015.59"
"13-Jun-2014","9874.46"
"16-Jun-2014","9864.29"
"17-Jun-2014","9992.78"
"18-Jun-2014","9896.55"
"19-Jun-2014","9873.61"
"20-Jun-2014","9835.35"
"23-Jun-2014","9811.62"
"24-Jun-2014","9925.34"
"25-Jun-2014","9911.03"
"26-Jun-2014","9811.48"
"27-Jun-2014","9831.9"
"30-Jun-2014","9966.14"
"01-Jul-2014","9996.74"
"02-Jul-2014","10115.19"
"03-Jul-2014","10105.89"
"04-Jul-2014","10161.42"
"07-Jul-2014","10208.02"
"08-Jul-2014","9993.08"
"09-Jul-2014","9945.17"
"10-Jul-2014","9922.6"
"11-Jul-2014","9781.62"
"14-Jul-2014","9776.46"
"15-Jul-2014","9871.51"
"16-Jul-2014","9999.71"
"17-Jul-2014","10023.67"
"18-Jul-2014","10054.4"
"21-Jul-2014","10082.28"
"22-Jul-2014","10191.98"
"23-Jul-2014","10229.29"
"24-Jul-2014","10275.33"
"25-Jul-2014","10223.52"
"28-Jul-2014","10175.95"
"30-Jul-2014","10232.41"
"31-Jul-2014","10140.34"
"01-Aug-2014","9984.48"
"04-Aug-2014","10090.88"
"05-Aug-2014","10174.47"
"06-Aug-2014","10076.95"
"07-Aug-2014","10046.98"
"08-Aug-2014","9942.03"
"11-Aug-2014","10017.44"
"12-Aug-2014","10150.24"
"13-Aug-2014","10171.22"
"14-Aug-2014","10239.76"
"18-Aug-2014","10348.22"
"19-Aug-2014","10379.05"
"20-Aug-2014","10350.28"
"21-Aug-2014","10372.44"
"22-Aug-2014","10401.48"
"25-Aug-2014","10392.41"
"26-Aug-2014","10390.39"
"27-Aug-2014","10432.78"
"28-Aug-2014","10456.85"
"01-Sep-2014","10553.26"
"02-Sep-2014","10626.05"
"03-Sep-2014","10667.5"
"04-Sep-2014","10643.88"
"05-Sep-2014","10633.24"
"08-Sep-2014","10748.49"
"09-Sep-2014","10720.95"
"10-Sep-2014","10643.54"
"11-Sep-2014","10632.96"
"12-Sep-2014","10658.96"
"15-Sep-2014","10575.5"
"16-Sep-2014","10432.03"
"17-Sep-2014","10488.05"
"18-Sep-2014","10671.16"
"19-Sep-2014","10679.98"
"22-Sep-2014","10713.74"
"23-Sep-2014","10544.42"
"24-Sep-2014","10524.5"
"25-Sep-2014","10405.39"
"26-Sep-2014","10480.36"
"29-Sep-2014","10467.25"
"30-Sep-2014","10475.04"
"01-Oct-2014","10449.7"
"07-Oct-2014","10327.23"
"08-Oct-2014","10314.44"
"09-Oct-2014","10469.45"
"10-Oct-2014","10337.14"
"13-Oct-2014","10369.11"
"14-Oct-2014","10342.43"
"16-Oct-2014","10194.41"
"17-Oct-2014","10235.83"
"20-Oct-2014","10367.03"
"21-Oct-2014","10431.1"
"22-Oct-2014","10520.79"
"23-Oct-2014","10545.31"
"27-Oct-2014","10515.22"
"28-Oct-2014","10562.48"
"29-Oct-2014","10645.96"
"30-Oct-2014","10749.57"
"31-Oct-2014","10952.14"
"03-Nov-2014","10955.32"
"05-Nov-2014","10973.95"
"07-Nov-2014","10972.24"
