"Date","Total Returns Index"
"03-Jan-2000","1688.44"
"04-Jan-2000","1737.75"
"05-Jan-2000","1692.25"
"06-Jan-2000","1715.37"
"07-Jan-2000","1710.81"
"10-Jan-2000","1731.65"
"11-Jan-2000","1667.54"
"12-Jan-2000","1723.01"
"13-Jan-2000","1719.4"
"14-Jan-2000","1720.83"
"17-Jan-2000","1709.01"
"18-Jan-2000","1703.81"
"19-Jan-2000","1733.66"
"20-Jan-2000","1697.87"
"21-Jan-2000","1718.55"
"24-Jan-2000","1711.13"
"25-Jan-2000","1682.28"
"27-Jan-2000","1700.84"
"28-Jan-2000","1695.75"
"31-Jan-2000","1639.66"
"01-Feb-2000","1643.15"
"02-Feb-2000","1683.98"
"03-Feb-2000","1694.48"
"04-Feb-2000","1696.44"
"07-Feb-2000","1735.52"
"08-Feb-2000","1763.25"
"09-Feb-2000","1792.42"
"10-Feb-2000","1815.28"
"11-Feb-2000","1862.8"
"14-Feb-2000","1850.6"
"15-Feb-2000","1806.1"
"16-Feb-2000","1815.17"
"17-Feb-2000","1848.06"
"18-Feb-2000","1822.28"
"21-Feb-2000","1860.15"
"22-Feb-2000","1844.82"
"23-Feb-2000","1799.58"
"24-Feb-2000","1837.34"
"25-Feb-2000","1814.48"
"28-Feb-2000","1827.32"
"29-Feb-2000","1755.45"
"01-Mar-2000","1816.87"
"02-Mar-2000","1799.73"
"03-Mar-2000","1756.72"
"06-Mar-2000","1791.2"
"07-Mar-2000","1806.31"
"08-Mar-2000","1769.35"
"09-Mar-2000","1748.01"
"10-Mar-2000","1701.82"
"13-Mar-2000","1657.17"
"14-Mar-2000","1663.91"
"15-Mar-2000","1720.24"
"16-Mar-2000","1658.76"
"21-Mar-2000","1652.81"
"22-Mar-2000","1688.46"
"23-Mar-2000","1650.01"
"24-Mar-2000","1667.16"
"27-Mar-2000","1660.15"
"28-Mar-2000","1666.15"
"29-Mar-2000","1655.16"
"30-Mar-2000","1645.86"
"31-Mar-2000","1623.5"
"03-Apr-2000","1630.2"
"04-Apr-2000","1516.91"
"05-Apr-2000","1529.32"
"06-Apr-2000","1548.83"
"07-Apr-2000","1659.91"
"10-Apr-2000","1719.44"
"11-Apr-2000","1731.86"
"12-Apr-2000","1699.6"
"13-Apr-2000","1620.58"
"17-Apr-2000","1540.44"
"18-Apr-2000","1509.76"
"19-Apr-2000","1500.09"
"20-Apr-2000","1511.51"
"24-Apr-2000","1481.99"
"25-Apr-2000","1451.51"
"26-Apr-2000","1533.98"
"27-Apr-2000","1513.47"
"28-Apr-2000","1502.41"
"02-May-2000","1424.33"
"03-May-2000","1406.07"
"04-May-2000","1474.98"
"05-May-2000","1519.7"
"08-May-2000","1458.42"
"09-May-2000","1472.85"
"10-May-2000","1456.39"
"11-May-2000","1393.78"
"12-May-2000","1370.55"
"15-May-2000","1388.12"
"16-May-2000","1396.24"
"17-May-2000","1401.44"
"18-May-2000","1381.94"
"19-May-2000","1354.8"
"22-May-2000","1317.4"
"23-May-2000","1308.21"
"24-May-2000","1320.5"
"25-May-2000","1333.05"
"26-May-2000","1362.65"
"29-May-2000","1400.79"
"30-May-2000","1436.91"
"31-May-2000","1474.94"
"01-Jun-2000","1441.34"
"02-Jun-2000","1484.35"
"05-Jun-2000","1500.75"
"06-Jun-2000","1519.07"
"07-Jun-2000","1528.56"
"08-Jun-2000","1564.15"
"09-Jun-2000","1567.94"
"12-Jun-2000","1539.3"
"13-Jun-2000","1531.29"
"14-Jun-2000","1534.35"
"15-Jun-2000","1544.77"
"16-Jun-2000","1579.03"
"19-Jun-2000","1601.95"
"20-Jun-2000","1610.88"
"21-Jun-2000","1576.79"
"22-Jun-2000","1590.8"
"23-Jun-2000","1573.64"
"26-Jun-2000","1551.67"
"27-Jun-2000","1554.51"
"28-Jun-2000","1572"
"29-Jun-2000","1595.9"
"30-Jun-2000","1573.55"
"03-Jul-2000","1599"
"04-Jul-2000","1616.17"
"05-Jul-2000","1632.54"
"06-Jul-2000","1622.64"
"07-Jul-2000","1623.5"
"10-Jul-2000","1614.99"
"11-Jul-2000","1624.51"
"12-Jul-2000","1640.37"
"13-Jul-2000","1628.87"
"14-Jul-2000","1615.12"
"17-Jul-2000","1582.92"
"18-Jul-2000","1565.22"
"19-Jul-2000","1536.01"
"20-Jul-2000","1523.6"
"21-Jul-2000","1494.77"
"24-Jul-2000","1408.97"
"25-Jul-2000","1443.05"
"26-Jul-2000","1410.64"
"27-Jul-2000","1431.83"
"28-Jul-2000","1427.28"
"31-Jul-2000","1426.26"
"01-Aug-2000","1419.84"
"02-Aug-2000","1425.25"
"03-Aug-2000","1413.85"
"04-Aug-2000","1410.96"
"07-Aug-2000","1402.67"
"08-Aug-2000","1439.91"
"09-Aug-2000","1439.38"
"10-Aug-2000","1421.24"
"11-Aug-2000","1402.78"
"14-Aug-2000","1410.43"
"16-Aug-2000","1446.44"
"17-Aug-2000","1435.68"
"18-Aug-2000","1453.5"
"21-Aug-2000","1466.56"
"22-Aug-2000","1478.28"
"23-Aug-2000","1483.47"
"24-Aug-2000","1484.44"
"25-Aug-2000","1478.33"
"28-Aug-2000","1466.13"
"29-Aug-2000","1463.83"
"30-Aug-2000","1473.02"
"31-Aug-2000","1492.45"
"04-Sep-2000","1528.48"
"05-Sep-2000","1529.01"
"06-Sep-2000","1537.89"
"07-Sep-2000","1542.6"
"08-Sep-2000","1553.64"
"11-Sep-2000","1560.39"
"12-Sep-2000","1572.49"
"13-Sep-2000","1560.17"
"14-Sep-2000","1548.55"
"15-Sep-2000","1518.44"
"18-Sep-2000","1451.1"
"19-Sep-2000","1411.08"
"20-Sep-2000","1438.86"
"21-Sep-2000","1424.88"
"22-Sep-2000","1356.95"
"25-Sep-2000","1384.91"
"26-Sep-2000","1358.5"
"27-Sep-2000","1384.91"
"28-Sep-2000","1356.9"
"29-Sep-2000","1362.52"
"03-Oct-2000","1373.61"
"04-Oct-2000","1390.54"
"05-Oct-2000","1376.56"
"06-Oct-2000","1376.82"
"09-Oct-2000","1357.86"
"10-Oct-2000","1327.48"
"11-Oct-2000","1287.79"
"12-Oct-2000","1292.45"
"13-Oct-2000","1260.84"
"16-Oct-2000","1259.45"
"17-Oct-2000","1240.8"
"18-Oct-2000","1217.18"
"19-Oct-2000","1249.48"
"20-Oct-2000","1255.75"
"23-Oct-2000","1225.7"
"24-Oct-2000","1234.8"
"25-Oct-2000","1268.57"
"26-Oct-2000","1271.14"
"27-Oct-2000","1262.99"
"30-Oct-2000","1250.62"
"31-Oct-2000","1256.62"
"01-Nov-2000","1286.67"
"02-Nov-2000","1312.44"
"03-Nov-2000","1330.87"
"06-Nov-2000","1328.95"
"07-Nov-2000","1335.91"
"08-Nov-2000","1357.41"
"09-Nov-2000","1360.79"
"10-Nov-2000","1328.22"
"13-Nov-2000","1294.46"
"14-Nov-2000","1331.75"
"15-Nov-2000","1336.29"
"16-Nov-2000","1321.5"
"17-Nov-2000","1324.45"
"20-Nov-2000","1326.16"
"21-Nov-2000","1323.38"
"22-Nov-2000","1309.85"
"23-Nov-2000","1303.04"
"24-Nov-2000","1312.9"
"27-Nov-2000","1342.58"
"28-Nov-2000","1363.85"
"29-Nov-2000","1355.28"
"30-Nov-2000","1358.92"
"01-Dec-2000","1367.55"
"04-Dec-2000","1366.91"
"05-Dec-2000","1376.61"
"06-Dec-2000","1391.5"
"07-Dec-2000","1395.73"
"08-Dec-2000","1407.73"
"11-Dec-2000","1427.51"
"12-Dec-2000","1428.79"
"13-Dec-2000","1451.3"
"14-Dec-2000","1445.99"
"15-Dec-2000","1406.61"
"18-Dec-2000","1411.97"
"19-Dec-2000","1404.36"
"20-Dec-2000","1388.02"
"21-Dec-2000","1368.89"
"22-Dec-2000","1330.96"
"26-Dec-2000","1298.81"
"27-Dec-2000","1316.27"
"28-Dec-2000","1338.4"
"29-Dec-2000","1354.05"
