"Date","Total Returns Index"
"02-Jan-2006","3352.66"
"03-Jan-2006","3408.7"
"04-Jan-2006","3433.58"
"05-Jan-2006","3428.2"
"06-Jan-2006","3444.93"
"09-Jan-2006","3440.32"
"10-Jan-2006","3393.86"
"12-Jan-2006","3370.1"
"13-Jan-2006","3369.92"
"16-Jan-2006","3350.35"
"17-Jan-2006","3345.62"
"18-Jan-2006","3322.39"
"19-Jan-2006","3395.3"
"20-Jan-2006","3430.9"
"23-Jan-2006","3410.92"
"24-Jan-2006","3439.52"
"25-Jan-2006","3478.06"
"27-Jan-2006","3528.22"
"30-Jan-2006","3518.46"
"31-Jan-2006","3549.92"
"01-Feb-2006","3516.06"
"02-Feb-2006","3511.21"
"03-Feb-2006","3479.44"
"06-Feb-2006","3550.26"
"07-Feb-2006","3573.51"
"08-Feb-2006","3560.32"
"10-Feb-2006","3582.33"
"13-Feb-2006","3598.93"
"14-Feb-2006","3571.01"
"15-Feb-2006","3576.51"
"16-Feb-2006","3575.8"
"17-Feb-2006","3528.34"
"20-Feb-2006","3557.93"
"21-Feb-2006","3593.03"
"22-Feb-2006","3611.14"
"23-Feb-2006","3624.52"
"24-Feb-2006","3610.25"
"27-Feb-2006","3630.85"
"28-Feb-2006","3639.43"
"01-Mar-2006","3696.72"
"02-Mar-2006","3729.39"
"03-Mar-2006","3725.42"
"06-Mar-2006","3776.38"
"07-Mar-2006","3767.38"
"08-Mar-2006","3689.14"
"09-Mar-2006","3703.82"
"10-Mar-2006","3768.69"
"13-Mar-2006","3790.88"
"14-Mar-2006","3782.24"
"16-Mar-2006","3819.23"
"17-Mar-2006","3828.05"
"20-Mar-2006","3865.45"
"21-Mar-2006","3861.49"
"22-Mar-2006","3835.71"
"23-Mar-2006","3844"
"24-Mar-2006","3883.16"
"27-Mar-2006","3932.71"
"28-Mar-2006","3936.68"
"29-Mar-2006","3971.57"
"30-Mar-2006","4048.24"
"31-Mar-2006","4028.82"
"03-Apr-2006","4112.59"
"04-Apr-2006","4124.25"
"05-Apr-2006","4157.11"
"07-Apr-2006","4090.68"
"10-Apr-2006","4118.69"
"12-Apr-2006","4002.12"
"13-Apr-2006","3961.27"
"17-Apr-2006","4055.58"
"18-Apr-2006","4165.64"
"19-Apr-2006","4186.65"
"20-Apr-2006","4231.23"
"21-Apr-2006","4230.7"
"24-Apr-2006","4202.1"
