"Date","Total Returns Index"
"02-Jan-2008","7511.06"
"03-Jan-2008","7510.02"
"04-Jan-2008","7626.41"
"07-Jan-2008","7632.26"
"08-Jan-2008","7642.89"
"09-Jan-2008","7623.64"
"10-Jan-2008","7483.81"
"11-Jan-2008","7536.23"
"14-Jan-2008","7544.53"
"15-Jan-2008","7383.38"
"16-Jan-2008","7215.08"
"17-Jan-2008","7187.64"
"18-Jan-2008","6934.95"
"21-Jan-2008","6331.44"
"22-Jan-2008","5955.22"
"23-Jan-2008","6325.66"
"24-Jan-2008","6119.07"
"25-Jan-2008","6544.4"
"28-Jan-2008","6411.61"
"29-Jan-2008","6419.74"
"30-Jan-2008","6282.15"
"31-Jan-2008","6245.45"
"01-Feb-2008","6465.46"
"04-Feb-2008","6647.28"
"05-Feb-2008","6672.07"
"06-Feb-2008","6475.74"
"07-Feb-2008","6245.48"
"08-Feb-2008","6229.73"
"11-Feb-2008","5909.35"
"12-Feb-2008","5886.53"
"13-Feb-2008","5998.76"
"14-Feb-2008","6330.73"
"15-Feb-2008","6453.55"
"18-Feb-2008","6421.91"
"19-Feb-2008","6426.66"
"20-Feb-2008","6272.88"
"21-Feb-2008","6318.3"
"22-Feb-2008","6219.66"
"25-Feb-2008","6329.13"
"26-Feb-2008","6413.55"
"27-Feb-2008","6411.53"
"28-Feb-2008","6431.87"
"29-Feb-2008","6356.92"
"03-Mar-2008","6027.69"
"04-Mar-2008","5919.69"
"05-Mar-2008","5989.23"
"07-Mar-2008","5806.95"
"10-Mar-2008","5842.02"
"11-Mar-2008","5921.71"
"12-Mar-2008","5929.12"
"13-Mar-2008","5626.82"
"14-Mar-2008","5775.57"
"17-Mar-2008","5481.22"
"18-Mar-2008","5517.59"
"19-Mar-2008","5567.43"
"24-Mar-2008","5611.17"
"25-Mar-2008","5936.92"
"26-Mar-2008","5877.72"
"27-Mar-2008","5879.4"
"28-Mar-2008","6015.47"
"31-Mar-2008","5762.88"
"01-Apr-2008","5769.05"
"02-Apr-2008","5786.85"
"03-Apr-2008","5808.01"
"04-Apr-2008","5656.4"
"07-Apr-2008","5795.39"
"08-Apr-2008","5732.64"
"09-Apr-2008","5778.16"
"10-Apr-2008","5761.35"
"11-Apr-2008","5815.89"
"15-Apr-2008","5939.87"
"16-Apr-2008","5949.2"
"17-Apr-2008","6035.71"
"21-Apr-2008","6131.62"
"22-Apr-2008","6146.63"
"23-Apr-2008","6114.37"
"24-Apr-2008","6086.43"
"25-Apr-2008","6222.55"
"28-Apr-2008","6195.76"
"29-Apr-2008","6325.09"
"30-Apr-2008","6289.07"
"02-May-2008","6364.89"
"05-May-2008","6321.13"
"06-May-2008","6263.17"
"07-May-2008","6252.05"
"08-May-2008","6189.65"
"09-May-2008","6068.94"
"12-May-2008","6105.53"
"13-May-2008","6038.76"
"14-May-2008","6104.47"
"15-May-2008","6230.52"
"16-May-2008","6282.21"
"20-May-2008","6217.98"
"21-May-2008","6233.83"
"22-May-2008","6121.51"
"23-May-2008","6025.43"
"26-May-2008","5938.4"
"27-May-2008","5919.8"
"28-May-2008","5991.15"
"29-May-2008","5895.41"
"30-May-2008","5937.81"
"02-Jun-2008","5778.7"
"03-Jun-2008","5749.83"
"04-Jun-2008","5590.94"
"05-Jun-2008","5702.34"
"06-Jun-2008","5642.43"
"09-Jun-2008","5487.73"
"10-Jun-2008","5425.39"
"11-Jun-2008","5515.36"
"12-Jun-2008","5534.58"
"13-Jun-2008","5507.44"
"16-Jun-2008","5575.95"
"17-Jun-2008","5674.15"
"18-Jun-2008","5588.82"
"19-Jun-2008","5493.52"
"20-Jun-2008","5302.42"
"23-Jun-2008","5203.42"
"24-Jun-2008","5111.57"
"25-Jun-2008","5186.64"
"26-Jun-2008","5263.74"
"27-Jun-2008","5047.27"
"30-Jun-2008","4929.98"
"01-Jul-2008","4754.56"
"02-Jul-2008","4994.44"
"03-Jul-2008","4790.37"
"04-Jul-2008","4900.85"
"07-Jul-2008","4917.92"
"08-Jul-2008","4867.38"
"09-Jul-2008","5073.06"
"10-Jul-2008","5081.3"
"11-Jul-2008","4943.11"
"14-Jul-2008","4931.72"
"15-Jul-2008","4713.68"
"16-Jul-2008","4661.66"
"17-Jul-2008","4821.47"
"18-Jul-2008","5000.66"
"21-Jul-2008","5082.83"
"22-Jul-2008","5181.77"
"23-Jul-2008","5471.01"
"24-Jul-2008","5418.38"
"25-Jul-2008","5269.68"
"28-Jul-2008","5294.39"
"29-Jul-2008","5120.56"
"30-Jul-2008","5271.75"
"31-Jul-2008","5297.47"
"01-Aug-2008","5396"
"04-Aug-2008","5375.02"
"05-Aug-2008","5506.51"
"06-Aug-2008","5524.49"
"07-Aug-2008","5532.19"
"08-Aug-2008","5539.39"
"11-Aug-2008","5650.57"
"12-Aug-2008","5567.46"
"13-Aug-2008","5539.06"
"14-Aug-2008","5419.51"
"18-Aug-2008","5374.12"
"19-Aug-2008","5343.76"
"20-Aug-2008","5402.6"
"21-Aug-2008","5242.06"
"22-Aug-2008","5295.39"
"25-Aug-2008","5305.47"
"26-Aug-2008","5308.09"
"27-Aug-2008","5252.56"
"28-Aug-2008","5158.55"
"29-Aug-2008","5337.28"
"01-Sep-2008","5324.55"
"02-Sep-2008","5514.77"
"04-Sep-2008","5445.92"
"05-Sep-2008","5329.03"
"08-Sep-2008","5493.3"
"09-Sep-2008","5477.25"
"10-Sep-2008","5393.61"
"11-Sep-2008","5258.8"
