"Date","Total Returns Index"
"01-Jan-2018","14252.02"
"02-Jan-2018","14261.1"
"03-Jan-2018","14262.48"
"04-Jan-2018","14346.59"
"05-Jan-2018","14420.42"
"08-Jan-2018","14508.81"
"09-Jan-2018","14527.15"
"10-Jan-2018","14520.56"
"11-Jan-2018","14546.49"
"12-Jan-2018","14587.54"
"15-Jan-2018","14669.9"
"16-Jan-2018","14613.79"
"17-Jan-2018","14734.07"
"18-Jan-2018","14774.67"
"19-Jan-2018","14880.8"
"22-Jan-2018","14979.72"
"23-Jan-2018","15140.24"
"24-Jan-2018","15143.35"
"25-Jan-2018","15121"
"29-Jan-2018","15204.42"
"30-Jan-2018","15095.42"
"31-Jan-2018","15065.82"
"01-Feb-2018","15052.72"
"02-Feb-2018","14702.49"
"05-Feb-2018","14574"
"06-Feb-2018","14344.02"
"07-Feb-2018","14317.57"
"08-Feb-2018","14463.16"
"09-Feb-2018","14296.5"
"12-Feb-2018","14412.46"
"14-Feb-2018","14359.35"
"15-Feb-2018","14422.85"
"16-Feb-2018","14295.41"
"19-Feb-2018","14194.28"
"20-Feb-2018","14169.77"
"21-Feb-2018","14220.48"
"22-Feb-2018","14204.17"
"23-Feb-2018","14352.4"
"26-Feb-2018","14477.62"
"27-Feb-2018","14438.9"
"28-Feb-2018","14358.71"
"01-Mar-2018","14311.52"
"05-Mar-2018","14175.32"
"06-Mar-2018","14025.34"
"07-Mar-2018","13895.27"
"08-Mar-2018","14016.3"
"09-Mar-2018","13994.68"
"12-Mar-2018","14260.92"
"13-Mar-2018","14270.64"
"14-Mar-2018","14248.81"
"15-Mar-2018","14179.36"
"16-Mar-2018","13961.14"
"19-Mar-2018","13822.99"
"20-Mar-2018","13878.17"
"21-Mar-2018","13920.51"
"22-Mar-2018","13867.01"
"23-Mar-2018","13706.99"
"26-Mar-2018","13888.82"
"27-Mar-2018","13962.15"
"28-Mar-2018","13865.57"
"02-Apr-2018","14000.07"
"03-Apr-2018","14045.55"
"04-Apr-2018","13885.72"
"05-Apr-2018","14155.47"
"06-Apr-2018","14164.28"
"09-Apr-2018","14229.77"
"10-Apr-2018","14261.15"
"11-Apr-2018","14281.6"
"12-Apr-2018","14338.46"
"13-Apr-2018","14368.56"
"16-Apr-2018","14434.05"
"17-Apr-2018","14461.97"
"18-Apr-2018","14431.07"
"19-Apr-2018","14484.7"
"20-Apr-2018","14482.97"
"23-Apr-2018","14511.28"
"24-Apr-2018","14551.96"
"25-Apr-2018","14491.88"
"26-Apr-2018","14556.65"
"27-Apr-2018","14658.83"
"30-Apr-2018","14723.32"
"02-May-2018","14695.26"
"03-May-2018","14642.62"
"04-May-2018","14558.42"
"07-May-2018","14691.72"
"08-May-2018","14694.93"
"09-May-2018","14728.03"
"10-May-2018","14693.55"
"11-May-2018","14816.93"
"14-May-2018","14817.01"
"15-May-2018","14810.54"
"16-May-2018","14727.26"
"17-May-2018","14647.15"
"18-May-2018","14528.82"
"21-May-2018","14419.57"
"22-May-2018","14446.97"
"23-May-2018","14301.15"
"24-May-2018","14415.65"
"25-May-2018","14556.18"
"28-May-2018","14670.76"
"29-May-2018","14594.78"
"30-May-2018","14568.75"
"31-May-2018","14750.26"
"01-Jun-2018","14695.4"
"04-Jun-2018","14604.11"
"05-Jun-2018","14555.52"
"06-Jun-2018","14681.25"
"07-Jun-2018","14796.24"
"08-Jun-2018","14795.31"
"11-Jun-2018","14821.8"
"12-Jun-2018","14898.66"
"13-Jun-2018","14917.68"
"14-Jun-2018","14871.97"
"15-Jun-2018","14885.3"
"18-Jun-2018","14860.73"
"19-Jun-2018","14737.7"
"20-Jun-2018","14822.46"
"21-Jun-2018","14782.87"
"22-Jun-2018","14894.02"
"25-Jun-2018","14812.28"
"26-Jun-2018","14821.45"
"27-Jun-2018","14694.16"
"28-Jun-2018","14581.53"
"29-Jun-2018","14753.91"
"02-Jul-2018","14675.42"
"03-Jul-2018","14734.11"
"04-Jul-2018","14830.5"
"05-Jul-2018","14808.54"
"06-Jul-2018","14840.13"
"09-Jul-2018","14951.2"
"10-Jul-2018","15081.6"
"11-Jul-2018","15085.15"
"12-Jul-2018","15190.82"
"13-Jul-2018","15184.88"
"16-Jul-2018","15072.66"
"17-Jul-2018","15172.31"
"18-Jul-2018","15135.57"
"19-Jul-2018","15116.83"
"20-Jul-2018","15190.13"
"23-Jul-2018","15293.5"
"24-Jul-2018","15361.88"
"25-Jul-2018","15358.72"
"26-Jul-2018","15410.93"
"27-Jul-2018","15564.19"
"30-Jul-2018","15621.47"
"31-Jul-2018","15672.47"
"01-Aug-2018","15658.27"
"02-Aug-2018","15520.25"
"03-Aug-2018","15680.51"
"06-Aug-2018","15716.78"
"07-Aug-2018","15720.05"
"08-Aug-2018","15803.64"
"09-Aug-2018","15833.23"
"10-Aug-2018","15776.32"
"13-Aug-2018","15676.23"
"14-Aug-2018","15796.36"
"16-Aug-2018","15727.25"
"17-Aug-2018","15845.64"
"20-Aug-2018","15959.04"
"21-Aug-2018","15985.48"
"23-Aug-2018","16001.85"
"24-Aug-2018","15969.8"
"27-Aug-2018","16156.09"
"28-Aug-2018","16220.45"
"29-Aug-2018","16156.02"
"30-Aug-2018","16135.61"
"31-Aug-2018","16143.51"
"03-Sep-2018","16007.84"
"04-Sep-2018","15922.09"
"05-Sep-2018","15862.15"
"06-Sep-2018","15947.67"
"07-Sep-2018","16019.84"
"10-Sep-2018","15813.26"
"11-Sep-2018","15605.11"
"12-Sep-2018","15719.62"
"14-Sep-2018","15920.48"
"17-Sep-2018","15731.26"
"18-Sep-2018","15594.57"
"19-Sep-2018","15534.28"
"21-Sep-2018","15408.16"
"24-Sep-2018","15165.18"
"25-Sep-2018","15303.55"
"26-Sep-2018","15284.67"
"27-Sep-2018","15179.24"
"28-Sep-2018","15114.08"
"01-Oct-2018","15221.75"
"03-Oct-2018","15014.23"
"04-Oct-2018","14656.09"
"05-Oct-2018","14265.08"
"08-Oct-2018","14308.79"
"09-Oct-2018","14243.79"
"10-Oct-2018","14463.71"
"11-Oct-2018","14152"
"12-Oct-2018","14480.86"
"15-Oct-2018","14536.17"
"16-Oct-2018","14636.1"
"17-Oct-2018","14453.94"
"19-Oct-2018","14247.22"
"22-Oct-2018","14166.64"
"23-Oct-2018","14031.96"
"24-Oct-2018","14139.75"
"25-Oct-2018","14014.33"
"26-Oct-2018","13882.95"
"29-Oct-2018","14189.11"
"30-Oct-2018","14116.91"
"31-Oct-2018","14377.38"
"01-Nov-2018","14371.1"
"02-Nov-2018","14609.96"
"05-Nov-2018","14570.98"
"06-Nov-2018","14579.28"
"07-Nov-2018","14673.98"
"09-Nov-2018","14655.69"
"12-Nov-2018","14513.12"
"13-Nov-2018","14651.98"
"14-Nov-2018","14643.42"
"15-Nov-2018","14699.33"
"16-Nov-2018","14790.05"
"19-Nov-2018","14902.44"
"20-Nov-2018","14754.03"
"21-Nov-2018","14676.29"
"22-Nov-2018","14574.82"
"26-Nov-2018","14715.81"
"27-Nov-2018","14794.7"
"28-Nov-2018","14854.61"
"29-Nov-2018","15034.36"
"30-Nov-2018","15059.37"
"03-Dec-2018","15069.07"
"04-Dec-2018","15049.32"
"05-Dec-2018","14929.43"
"06-Dec-2018","14677.79"
"07-Dec-2018","14805.93"
"10-Dec-2018","14521.73"
"11-Dec-2018","14605.79"
"12-Dec-2018","14866.71"
"13-Dec-2018","14941.4"
"14-Dec-2018","14960.64"
"17-Dec-2018","15075.46"
"18-Dec-2018","15103.63"
"19-Dec-2018","15184.78"
"20-Dec-2018","15163.14"
"21-Dec-2018","14894.42"
"24-Dec-2018","14769.13"
"26-Dec-2018","14860.97"
"27-Dec-2018","14930.18"
"28-Dec-2018","15045.34"
"31-Dec-2018","15048.98"
