"Date","Total Returns Index"
"01-Jan-2015","10905.87"
"02-Jan-2015","11052.57"
"05-Jan-2015","11030.18"
"06-Jan-2015","10699.62"
"07-Jan-2015","10666.38"
"08-Jan-2015","10840.84"
"09-Jan-2015","10906.56"
"12-Jan-2015","10957.22"
"13-Jan-2015","10926.16"
"14-Jan-2015","10897.36"
"15-Jan-2015","11182.52"
"16-Jan-2015","11208.42"
"19-Jan-2015","11257.01"
"20-Jan-2015","11447.77"
"21-Jan-2015","11492.4"
"22-Jan-2015","11535.32"
"23-Jan-2015","11633.06"
"27-Jan-2015","11732.39"
"28-Jan-2015","11737.42"
"29-Jan-2015","11787.53"
"30-Jan-2015","11598.64"
"02-Feb-2015","11583.49"
"03-Feb-2015","11529.72"
"04-Feb-2015","11487.57"
"05-Feb-2015","11471.77"
"06-Feb-2015","11405.06"
"09-Feb-2015","11227.7"
"10-Feb-2015","11279.29"
"11-Feb-2015","11360.75"
"12-Feb-2015","11471.52"
"13-Feb-2015","11595.25"
"16-Feb-2015","11600.46"
"18-Feb-2015","11680.18"
"19-Feb-2015","11714.65"
"20-Feb-2015","11633.41"
"23-Feb-2015","11529.79"
"24-Feb-2015","11539.22"
"25-Feb-2015","11546.02"
"26-Feb-2015","11436.2"
"27-Feb-2015","11647.9"
"28-Feb-2015","11723.28"
"02-Mar-2015","11796.73"
"03-Mar-2015","11856.58"
"04-Mar-2015","11759.58"
"05-Mar-2015","11779.43"
"09-Mar-2015","11541.34"
"10-Mar-2015","11482.4"
"11-Mar-2015","11466.5"
"12-Mar-2015","11567.25"
"13-Mar-2015","11398.21"
"16-Mar-2015","11378.97"
"17-Mar-2015","11497.78"
"18-Mar-2015","11448.46"
"19-Mar-2015","11380.91"
"20-Mar-2015","11304.37"
"23-Mar-2015","11277.98"
"24-Mar-2015","11269.62"
"25-Mar-2015","11254.51"
"26-Mar-2015","11005.59"
"27-Mar-2015","11004.63"
"30-Mar-2015","11203.71"
"31-Mar-2015","11201.99"
"01-Apr-2015","11327.63"
"06-Apr-2015","11424.83"
"07-Apr-2015","11425.33"
"08-Apr-2015","11496.74"
"09-Apr-2015","11581.01"
"10-Apr-2015","11583.75"
"13-Apr-2015","11654.49"
"15-Apr-2015","11543.96"
"16-Apr-2015","11486.56"
"17-Apr-2015","11353.68"
"20-Apr-2015","11145.37"
"21-Apr-2015","11052.56"
"22-Apr-2015","11121.12"
"23-Apr-2015","11079.67"
"24-Apr-2015","10957.58"
"27-Apr-2015","10836.88"
"28-Apr-2015","10931.63"
"29-Apr-2015","10871.15"
"30-Apr-2015","10794.27"
"04-May-2015","10992.81"
"05-May-2015","10983.33"
"06-May-2015","10682.81"
"07-May-2015","10630.43"
"08-May-2015","10812.25"
"11-May-2015","10988.82"
"12-May-2015","10727.03"
"13-May-2015","10870.3"
"14-May-2015","10855.42"
"15-May-2015","10905.75"
"18-May-2015","11052.7"
"19-May-2015","11042.12"
"20-May-2015","11118.14"
"21-May-2015","11116"
"22-May-2015","11166.12"
"25-May-2015","11049"
"26-May-2015","11008.25"
"27-May-2015","11001.96"
"28-May-2015","10984.45"
"29-May-2015","11135.85"
"01-Jun-2015","11136.64"
"02-Jun-2015","10876.52"
"03-Jun-2015","10752.52"
"04-Jun-2015","10754.83"
"05-Jun-2015","10737.17"
"08-Jun-2015","10643.82"
"09-Jun-2015","10615.01"
"10-Jun-2015","10750.07"
"11-Jun-2015","10539.53"
"12-Jun-2015","10562.76"
