"Date ","Open ","High ","Low ","Close ","Prev. Close ","Change ","% Change"
"01-Jan-2014","       15.1200","       15.5800","       15.1000","       15.5800","       15.1200","        0.4600","   3.04"
"02-Jan-2014","       15.5800","       16.9700","       15.3300","       16.5500","       15.5800","        0.9700","   6.23"
"03-Jan-2014","       16.5500","       17.3200","       15.7900","       15.8700","       16.5500","       -0.6800","  -4.11"
"06-Jan-2014","       15.8700","       16.9100","       15.8700","       16.5000","       15.8700","        0.6300","   3.97"
"07-Jan-2014","       16.5000","       16.9100","       16.1000","       16.3200","       16.5000","       -0.1800","  -1.09"
"08-Jan-2014","       16.3200","       16.4800","       15.8200","       16.3200","       16.3200","        0.0000","   0.00"
"09-Jan-2014","       16.3200","       16.6400","       15.9000","       16.1800","       16.3200","       -0.1400","  -0.86"
"10-Jan-2014","       16.1800","       16.3700","       15.0200","       15.5800","       16.1800","       -0.6000","  -3.71"
"13-Jan-2014","       15.5800","       16.0300","       14.6100","       15.9500","       15.5800","        0.3700","   2.37"
"14-Jan-2014","       15.9500","       16.2700","       15.1300","       15.7400","       15.9500","       -0.2100","  -1.32"
"15-Jan-2014","       15.7400","       15.8800","       14.7000","       15.4200","       15.7400","       -0.3200","  -2.03"
"16-Jan-2014","       15.4200","       15.8200","       14.4000","       15.5400","       15.4200","        0.1200","   0.78"
"17-Jan-2014","       15.5400","       15.8300","       14.1000","       15.4100","       15.5400","       -0.1300","  -0.84"
"20-Jan-2014","       15.4100","       16.0700","       14.7700","       15.3500","       15.4100","       -0.0600","  -0.39"
"21-Jan-2014","       15.3500","       15.7100","       13.8800","       15.5500","       15.3500","        0.2000","   1.30"
"22-Jan-2014","       15.5500","       15.8700","       14.9200","       15.8500","       15.5500","        0.3000","   1.93"
"23-Jan-2014","       15.8500","       16.0300","       15.1400","       15.5800","       15.8500","       -0.2700","  -1.70"
"24-Jan-2014","       15.5800","       16.1800","       15.2400","       15.8300","       15.5800","        0.2500","   1.60"
"27-Jan-2014","       15.8300","       18.6700","       15.8300","       18.6700","       15.8300","        2.8400","  17.94"
"28-Jan-2014","       18.6700","       18.7200","       17.6100","       17.7200","       18.6700","       -0.9500","  -5.09"
"29-Jan-2014","       17.7200","       18.1500","       16.7300","       18.0400","       17.7200","        0.3200","   1.81"
