"Date ","Open ","High ","Low ","Close ","Prev. Close ","Change ","% Change"
"01-Jan-2019","       16.0000","       16.4000","       15.1500","       15.3250","       16.0000","       -0.6800","  -4.22"
"02-Jan-2019","       15.3250","       16.9475","       14.8375","       16.3875","       15.3250","        1.0600","   6.93"
"03-Jan-2019","       16.3875","       17.1475","       15.4350","       16.7900","       16.3875","        0.4000","   2.46"
"04-Jan-2019","       16.7900","       16.9725","       15.4850","       16.1625","       16.7900","       -0.6300","  -3.74"
"07-Jan-2019","       16.1625","       16.4550","       15.3025","       16.3025","       16.1625","        0.1400","   0.87"
"08-Jan-2019","       16.3025","       16.5725","       14.7350","       15.7000","       16.3025","       -0.6000","  -3.70"
"09-Jan-2019","       15.7000","       16.3225","       13.8950","       15.2700","       15.7000","       -0.4300","  -2.74"
"10-Jan-2019","       15.2700","       15.6075","       14.1475","       15.3450","       15.2700","        0.0800","   0.49"
"11-Jan-2019","       15.3450","       15.8300","       14.3625","       15.3525","       15.3450","        0.0100","   0.05"
"14-Jan-2019","       15.3525","       16.5525","       15.3525","       16.1575","       15.3525","        0.8100","   5.24"
"15-Jan-2019","       16.1575","       16.1575","       12.9925","       15.5825","       16.1575","       -0.5800","  -3.56"
"16-Jan-2019","       15.5825","       16.3075","       12.8000","       16.0775","       15.5825","        0.5000","   3.18"
"17-Jan-2019","       16.0775","       16.4275","       12.9925","       16.2425","       16.0775","        0.1700","   1.03"
"18-Jan-2019","       16.2425","       16.9050","       12.3075","       16.6175","       16.2425","        0.3800","   2.31"
"21-Jan-2019","       16.6175","       18.3400","       14.3600","       18.1475","       16.6175","        1.5300","   9.21"
"22-Jan-2019","       18.1475","       18.4725","       15.5100","       17.9850","       18.1475","       -0.1600","  -0.90"
"23-Jan-2019","       17.9850","       18.2875","       12.0150","       18.0850","       17.9850","        0.1000","   0.56"
"24-Jan-2019","       18.0850","       18.3775","       14.5425","       17.4350","       18.0850","       -0.6500","  -3.59"
"25-Jan-2019","       17.4350","       18.1400","       14.3650","       17.6900","       17.4350","        0.2600","   1.46"
"28-Jan-2019","       17.6900","       19.2800","       14.5875","       18.8975","       17.6900","        1.2100","   6.83"
"29-Jan-2019","       18.8975","       19.7950","       18.0400","       18.4275","       18.8975","       -0.4700","  -2.49"
"30-Jan-2019","       18.4275","       18.4275","       15.9775","       17.8500","       18.4275","       -0.5800","  -3.13"
"31-Jan-2019","       17.8500","       17.8500","       16.4450","       17.1225","       17.8500","       -0.7300","  -4.08"
"01-Feb-2019","       17.1225","       17.1850","       15.5450","       15.7200","       17.1225","       -1.4000","  -8.19"
"04-Feb-2019","       15.7200","       16.4525","       14.9675","       15.7225","       15.7200","        0.0000","   0.02"
"05-Feb-2019","       15.7225","       15.9775","       14.6050","       15.7800","       15.7225","        0.0600","   0.37"
"06-Feb-2019","       15.7800","       15.9725","       12.8325","       15.6300","       15.7800","       -0.1500","  -0.95"
"07-Feb-2019","       15.6300","       16.2225","       13.5975","       15.4350","       15.6300","       -0.2000","  -1.25"
"08-Feb-2019","       15.4350","       15.8150","       12.9675","       15.5675","       15.4350","        0.1300","   0.86"
"11-Feb-2019","       15.5675","       16.3550","       13.4600","       15.8400","       15.5675","        0.2700","   1.75"
"12-Feb-2019","       15.8400","       15.9750","       13.2300","       15.7500","       15.8400","       -0.0900","  -0.57"
"13-Feb-2019","       15.7500","       15.9025","       11.8100","       15.7300","       15.7500","       -0.0200","  -0.13"
"14-Feb-2019","       15.7300","       16.5775","       12.0900","       15.7725","       15.7300","        0.0400","   0.27"
"15-Feb-2019","       15.7725","       17.5350","       12.4475","       16.4600","       15.7725","        0.6900","   4.36"
"18-Feb-2019","       16.4600","       18.1925","       11.8500","       18.0000","       16.4600","        1.5400","   9.36"
"19-Feb-2019","       18.0000","       18.6050","       15.2575","       18.4675","       18.0000","        0.4700","   2.60"
"20-Feb-2019","       18.4675","       18.4675","       15.2375","       17.0550","       18.4675","       -1.4100","  -7.65"
"21-Feb-2019","       17.0550","       17.1725","       12.1275","       16.0525","       17.0550","       -1.0000","  -5.88"
"22-Feb-2019","       16.0525","       16.0525","       12.3150","       15.4500","       16.0525","       -0.6000","  -3.75"
"25-Feb-2019","       15.4500","       16.0350","       11.7000","       15.3575","       15.4500","       -0.0900","  -0.60"
"26-Feb-2019","       15.3575","       18.0975","       13.1200","       17.1150","       15.3575","        1.7600","  11.44"
"27-Feb-2019","       17.1150","       19.9775","       14.1300","       18.8975","       17.1150","        1.7800","  10.41"
"28-Feb-2019","       18.8975","       18.8975","       17.0650","       18.2775","       18.8975","       -0.6200","  -3.28"
"01-Mar-2019","       18.2775","       18.2775","       15.8950","       16.2750","       18.2775","       -2.0000"," -10.96"
"05-Mar-2019","       16.2750","       16.8600","       15.4500","       15.6575","       16.2750","       -0.6200","  -3.79"
"06-Mar-2019","       15.6575","       15.7350","       14.2875","       15.6100","       15.6575","       -0.0500","  -0.30"
"07-Mar-2019","       15.6100","       15.6875","       14.3125","       15.2925","       15.6100","       -0.3200","  -2.03"
"08-Mar-2019","       15.2925","       15.4125","       12.9200","       14.9400","       15.2925","       -0.3500","  -2.31"
"11-Mar-2019","       14.9400","       15.3800","       13.6700","       14.8950","       14.9400","       -0.0500","  -0.30"
"12-Mar-2019","       14.8950","       15.1975","       13.8400","       15.0975","       14.8950","        0.2000","   1.36"
"13-Mar-2019","       15.0975","       15.5950","       12.3000","       15.2775","       15.0975","        0.1800","   1.19"
"14-Mar-2019","       15.2775","       15.5225","       13.7625","       15.1500","       15.2775","       -0.1300","  -0.83"
"15-Mar-2019","       15.1500","       16.3925","       11.8450","       15.8650","       15.1500","        0.7200","   4.72"
"18-Mar-2019","       15.8650","       17.1875","       14.2675","       16.9000","       15.8650","        1.0400","   6.52"
"19-Mar-2019","       16.9000","       17.1775","       14.5500","       16.4925","       16.9000","       -0.4100","  -2.41"
"20-Mar-2019","       16.4925","       16.4925","       14.4850","       16.0325","       16.4925","       -0.4600","  -2.79"
"22-Mar-2019","       16.0325","       16.8050","       12.6750","       16.2750","       16.0325","        0.2400","   1.51"
"25-Mar-2019","       16.2750","       17.0275","       14.2575","       16.6725","       16.2750","        0.4000","   2.44"
"26-Mar-2019","       16.6725","       16.6725","       15.5175","       16.4850","       16.6725","       -0.1900","  -1.12"
"27-Mar-2019","       16.4850","       17.4225","       14.5450","       17.0475","       16.4850","        0.5600","   3.41"
"28-Mar-2019","       17.0475","       17.3325","       15.7500","       16.6525","       17.0475","       -0.4000","  -2.32"
"29-Mar-2019","       16.6525","       17.4300","       16.2375","       17.1850","       16.6525","        0.5300","   3.20"
"01-Apr-2019","       17.1850","       18.2200","       17.1850","       18.0050","       17.1850","        0.8200","   4.77"
"02-Apr-2019","       18.0050","       18.5525","       17.4400","       18.0825","       18.0050","        0.0800","   0.43"
"03-Apr-2019","       18.0825","       18.8825","       17.2900","       18.7825","       18.0825","        0.7000","   3.87"
"04-Apr-2019","       18.7825","       19.3250","       18.2500","       18.6500","       18.7825","       -0.1300","  -0.71"
"05-Apr-2019","       18.6500","       19.0750","       16.7625","       18.3925","       18.6500","       -0.2600","  -1.38"
"08-Apr-2019","       18.3925","       20.4575","       18.3925","       20.1525","       18.3925","        1.7600","   9.57"
"09-Apr-2019","       20.1525","       20.6625","       16.5500","       20.2800","       20.1525","        0.1300","   0.63"
