"Date ","Open ","High ","Low ","Close ","Prev. Close ","Change ","% Change"
"04-Jan-2010","       23.3500","       24.9500","       23.3500","       23.7300","       23.3500","        0.3800","   1.63"
"05-Jan-2010","       23.7300","       23.7300","       22.0800","       22.2100","       23.7300","       -1.5200","  -6.41"
"06-Jan-2010","       21.7300","       22.5700","       21.7300","       22.1000","       22.2100","       -0.1100","  -0.50"
"07-Jan-2010","       21.2700","       22.9200","       21.2500","       22.2900","       22.1000","        0.1900","   0.86"
"08-Jan-2010","       20.6400","       22.7100","       20.6400","       22.4100","       22.2900","        0.1200","   0.54"
"11-Jan-2010","       22.2500","       22.8300","       22.1500","       22.4500","       22.4100","        0.0400","   0.18"
"12-Jan-2010","       22.4500","       23.1900","       22.2400","       22.9600","       22.4500","        0.5100","   2.27"
"13-Jan-2010","       21.1300","       23.1100","       21.1300","       21.9600","       22.9600","       -1.0000","  -4.36"
"14-Jan-2010","       19.5000","       21.8300","       19.5000","       20.8900","       21.9600","       -1.0700","  -4.87"
"15-Jan-2010","       20.1100","       21.3600","       20.1100","       21.0600","       20.8900","        0.1700","   0.81"
"18-Jan-2010","       19.4000","       22.1300","       19.4000","       21.6400","       21.0600","        0.5800","   2.75"
"19-Jan-2010","       20.3300","       22.3600","       20.3300","       22.0100","       21.6400","        0.3700","   1.71"
"20-Jan-2010","       19.7900","       22.8300","       19.7900","       22.2500","       22.0100","        0.2400","   1.09"
"21-Jan-2010","       20.9400","       24.8900","       20.9400","       24.1700","       22.2500","        1.9200","   8.63"
"22-Jan-2010","       24.1700","       26.7000","       24.1700","       25.4000","       24.1700","        1.2300","   5.09"
"25-Jan-2010","       25.2500","       26.4500","       25.0400","       25.8100","       25.4000","        0.4100","   1.61"
"27-Jan-2010","       24.7100","       29.2300","       24.7100","       29.2000","       25.8100","        3.3900","  13.13"
"28-Jan-2010","       26.5500","       29.2300","       26.5500","       26.9300","       29.2000","       -2.2700","  -7.77"
"29-Jan-2010","       27.1000","       28.5400","       25.7200","       26.6500","       26.9300","       -0.2800","  -1.04"
"01-Feb-2010","       23.3500","       27.3000","       23.3500","       26.1700","       26.6500","       -0.4800","  -1.80"
"02-Feb-2010","       23.9400","       27.4300","       23.9400","       26.0500","       26.1700","       -0.1200","  -0.46"
"03-Feb-2010","       25.7900","       27.0500","       25.3900","       26.2300","       26.0500","        0.1800","   0.69"
"04-Feb-2010","       23.6300","       27.4900","       23.6300","       26.5600","       26.2300","        0.3300","   1.26"
"05-Feb-2010","       26.5600","       31.1600","       26.5600","       29.9600","       26.5600","        3.4000","  12.80"
"06-Feb-2010","       29.9600","       29.9600","       28.0500","       29.1800","       29.9600","       -0.7800","  -2.60"
"08-Feb-2010","       29.1800","       31.7400","       29.1800","       31.3300","       29.1800","        2.1500","   7.37"
"09-Feb-2010","       30.2400","       30.6100","       29.6100","       29.9100","       31.3300","       -1.4200","  -4.53"
"10-Feb-2010","       28.3700","       30.7900","       28.3700","       30.6100","       29.9100","        0.7000","   2.34"
"11-Feb-2010","       27.2900","       29.7300","       27.2900","       29.1400","       30.6100","       -1.4700","  -4.80"
"15-Feb-2010","       29.3400","       30.5600","       29.1800","       29.6700","       29.1400","        0.5300","   1.82"
"16-Feb-2010","       27.7300","       29.7300","       27.7300","       28.9200","       29.6700","       -0.7500","  -2.53"
"17-Feb-2010","       26.4900","       28.6100","       26.4900","       27.7500","       28.9200","       -1.1700","  -4.05"
"18-Feb-2010","       26.4900","       28.5700","       26.4900","       28.4200","       27.7500","        0.6700","   2.41"
"19-Feb-2010","       26.6800","       30.6200","       26.6800","       30.4500","       28.4200","        2.0300","   7.14"
"22-Feb-2010","       28.1900","       31.8200","       28.1900","       31.8000","       30.4500","        1.3500","   4.43"
"23-Feb-2010","       31.2700","       32.1300","       30.8900","       31.0900","       31.8000","       -0.7100","  -2.23"
"24-Feb-2010","       29.1300","       31.3200","       29.1300","       30.5500","       31.0900","       -0.5400","  -1.74"
"25-Feb-2010","       30.5500","       30.6000","       28.8400","       29.7100","       30.5500","       -0.8400","  -2.75"
"26-Feb-2010","       29.7100","       29.8600","       23.3800","       25.2400","       29.7100","       -4.4700"," -15.05"
"02-Mar-2010","       23.2700","       23.6600","       21.9900","       22.8200","       25.2400","       -2.4200","  -9.59"
"03-Mar-2010","       20.8300","       21.8300","       20.8000","       21.3000","       22.8200","       -1.5200","  -6.66"
"04-Mar-2010","       20.3000","       21.6500","       20.3000","       21.2400","       21.3000","       -0.0600","  -0.28"
"05-Mar-2010","       19.4800","       21.4300","       19.4800","       21.0000","       21.2400","       -0.2400","  -1.13"
"08-Mar-2010","       19.8100","       21.2100","       19.8100","       20.8200","       21.0000","       -0.1800","  -0.86"
"09-Mar-2010","       20.4400","       21.1800","       20.4000","       20.9600","       20.8200","        0.1400","   0.67"
"10-Mar-2010","       18.4100","       20.7700","       18.4100","       20.2500","       20.9600","       -0.7100","  -3.39"
"11-Mar-2010","       18.5500","       20.6400","       18.5500","       20.5300","       20.2500","        0.2800","   1.38"
"12-Mar-2010","       18.4800","       20.4000","       18.4800","       19.8200","       20.5300","       -0.7100","  -3.46"
"15-Mar-2010","       19.1500","       20.9300","       19.1500","       20.4300","       19.8200","        0.6100","   3.08"
"16-Mar-2010","       18.7400","       20.2700","       18.7400","       20.1700","       20.4300","       -0.2600","  -1.27"
"17-Mar-2010","       17.8600","       19.5700","       17.8600","       19.0400","       20.1700","       -1.1300","  -5.60"
"18-Mar-2010","       17.9600","       19.7000","       17.9600","       19.2600","       19.0400","        0.2200","   1.16"
"19-Mar-2010","       18.0800","       19.3900","       18.0800","       18.9400","       19.2600","       -0.3200","  -1.66"
"22-Mar-2010","       18.9400","       20.3100","       18.0000","       20.2100","       18.9400","        1.2700","   6.71"
"23-Mar-2010","       20.2100","       20.4000","       18.3300","       18.4200","       20.2100","       -1.7900","  -8.86"
"25-Mar-2010","       18.4200","       19.2600","       17.2400","       17.8400","       18.4200","       -0.5800","  -3.15"
"26-Mar-2010","       17.8400","       18.3200","       16.6300","       18.2300","       17.8400","        0.3900","   2.19"
"29-Mar-2010","       18.1600","       19.9000","       18.1600","       19.4800","       18.2300","        1.2500","   6.86"
"30-Mar-2010","       18.2800","       19.9000","       18.2800","       19.9000","       19.4800","        0.4200","   2.16"
"31-Mar-2010","       19.9000","       20.0600","       18.9400","       19.8300","       19.9000","       -0.0700","  -0.35"
"01-Apr-2010","       18.8100","       19.4200","       17.4900","       18.0900","       19.8300","       -1.7400","  -8.77"
"05-Apr-2010","       17.4300","       18.2800","       16.9400","       17.5000","       18.0900","       -0.5900","  -3.26"
"06-Apr-2010","       17.5000","       17.5200","       16.4700","       17.3000","       17.5000","       -0.2000","  -1.14"
"07-Apr-2010","       17.3000","       17.7900","       16.6300","       17.5000","       17.3000","        0.2000","   1.16"
"08-Apr-2010","       16.6800","       19.8100","       16.5400","       19.5800","       17.5000","        2.0800","  11.89"
"09-Apr-2010","       18.0600","       18.8500","       18.0300","       18.6000","       19.5800","       -0.9800","  -5.01"
"12-Apr-2010","       17.2900","       20.5900","       17.2900","       19.9700","       18.6000","        1.3700","   7.37"
"13-Apr-2010","       18.9600","       20.3900","       18.9600","       20.1000","       19.9700","        0.1300","   0.65"
"15-Apr-2010","       17.7600","       21.5800","       17.7600","       21.4300","       20.1000","        1.3300","   6.62"
"16-Apr-2010","       20.4300","       22.0400","       20.4300","       21.6300","       21.4300","        0.2000","   0.93"
"19-Apr-2010","       21.6300","       23.2700","       21.1900","       22.7200","       21.6300","        1.0900","   5.04"
"20-Apr-2010","       22.7200","       22.7200","       20.8100","       20.8200","       22.7200","       -1.9000","  -8.36"
"21-Apr-2010","       18.9000","       20.3900","       18.9000","       19.7800","       20.8200","       -1.0400","  -5.00"
"22-Apr-2010","       19.9000","       21.1600","       19.3100","       20.5300","       19.7800","        0.7500","   3.79"
"23-Apr-2010","       19.1000","       20.9100","       19.0800","       20.3500","       20.5300","       -0.1800","  -0.88"
"26-Apr-2010","       19.0000","       20.6600","       18.9400","       19.8200","       20.3500","       -0.5300","  -2.60"
"27-Apr-2010","       19.8200","       20.0900","       19.6400","       19.8200","       19.8200","        0.0000","   0.00"
"28-Apr-2010","       19.8200","       23.1200","       18.9200","       22.7300","       19.8200","        2.9100","  14.68"
"29-Apr-2010","       22.7300","       22.7300","       20.0500","       21.0900","       22.7300","       -1.6400","  -7.22"
"30-Apr-2010","       18.9400","       20.7700","       18.9400","       20.2900","       21.0900","       -0.8000","  -3.79"
"03-May-2010","       20.5600","       22.4600","       20.5600","       22.1100","       20.2900","        1.8200","   8.97"
"04-May-2010","       20.9500","       23.8300","       20.9500","       23.7000","       22.1100","        1.5900","   7.19"
"05-May-2010","       23.7000","       25.3100","       22.1300","       24.8500","       23.7000","        1.1500","   4.85"
