"Date ","Open ","High ","Low ","Close ","Prev. Close ","Change ","% Change"
"04-Jan-2016","       14.2600","       17.1025","       14.0300","       16.8350","       14.2600","        2.5800","  18.06"
"05-Jan-2016","       16.8350","       16.8350","       15.5675","       16.7025","       16.8350","       -0.1300","  -0.79"
"06-Jan-2016","       16.7025","       17.1625","       15.6075","       16.5525","       16.7025","       -0.1500","  -0.90"
"07-Jan-2016","       16.5525","       19.2550","       16.4900","       18.9600","       16.5525","        2.4100","  14.54"
"08-Jan-2016","       18.9600","       18.9600","       16.8725","       17.7975","       18.9600","       -1.1600","  -6.13"
"11-Jan-2016","       17.7975","       19.2025","       17.7975","       18.6900","       17.7975","        0.8900","   5.01"
"12-Jan-2016","       18.6900","       19.1875","       17.1500","       18.7125","       18.6900","        0.0200","   0.12"
"13-Jan-2016","       18.7125","       19.6625","       17.5225","       18.3525","       18.7125","       -0.3600","  -1.92"
"14-Jan-2016","       18.3525","       19.7875","       16.4650","       18.6050","       18.3525","        0.2500","   1.38"
"15-Jan-2016","       18.6050","       19.6900","       15.6725","       19.4150","       18.6050","        0.8100","   4.35"
"18-Jan-2016","       19.4150","       20.5400","       18.1025","       20.2250","       19.4150","        0.8100","   4.17"
"19-Jan-2016","       20.2250","       20.2250","       17.9300","       18.4300","       20.2250","       -1.8000","  -8.88"
"20-Jan-2016","       18.4300","       22.1075","       17.1875","       20.9650","       18.4300","        2.5400","  13.75"
"21-Jan-2016","       20.9650","       21.6925","       17.8525","       20.8125","       20.9650","       -0.1500","  -0.73"
"22-Jan-2016","       20.8125","       20.8125","       17.1175","       18.8200","       20.8125","       -1.9900","  -9.57"
"25-Jan-2016","       18.8200","       19.1475","       17.2125","       18.2650","       18.8200","       -0.5600","  -2.95"
"27-Jan-2016","       18.2650","       19.2700","       17.9350","       19.0575","       18.2650","        0.7900","   4.34"
"28-Jan-2016","       19.0575","       19.0575","       17.2575","       17.9000","       19.0575","       -1.1600","  -6.07"
"29-Jan-2016","       17.9000","       18.8000","       17.0750","       17.2400","       17.9000","       -0.6600","  -3.69"
"01-Feb-2016","       17.2400","       18.1725","       17.1250","       17.8900","       17.2400","        0.6500","   3.77"
"02-Feb-2016","       17.8900","       18.3500","       16.4875","       18.0350","       17.8900","        0.1500","   0.81"
"03-Feb-2016","       18.0350","       18.9400","       18.0150","       18.5875","       18.0350","        0.5500","   3.06"
"04-Feb-2016","       18.5875","       18.6525","       17.3250","       18.2075","       18.5875","       -0.3800","  -2.04"
"05-Feb-2016","       18.2075","       18.3275","       16.5425","       18.1150","       18.2075","       -0.0900","  -0.51"
"08-Feb-2016","       18.1150","       20.4525","       17.3600","       20.2575","       18.1150","        2.1400","  11.83"
"09-Feb-2016","       20.2575","       22.0325","       20.2475","       21.7275","       20.2575","        1.4700","   7.26"
"10-Feb-2016","       21.7275","       23.0950","       21.4350","       22.4650","       21.7275","        0.7400","   3.39"
"11-Feb-2016","       22.4650","       26.8700","       22.1100","       25.9650","       22.4650","        3.5000","  15.58"
"12-Feb-2016","       25.9650","       25.9700","       24.0075","       24.6725","       25.9650","       -1.2900","  -4.98"
"15-Feb-2016","       24.6725","       24.6725","       21.7975","       22.3750","       24.6725","       -2.3000","  -9.31"
"16-Feb-2016","       22.3750","       23.3300","       17.3200","       23.0400","       22.3750","        0.6700","   2.97"
"17-Feb-2016","       23.0400","       23.8050","       20.6375","       21.8325","       23.0400","       -1.2100","  -5.24"
"18-Feb-2016","       21.8325","       22.3000","       19.7900","       21.4850","       21.8325","       -0.3500","  -1.59"
"19-Feb-2016","       21.4850","       21.6625","       17.6975","       20.9150","       21.4850","       -0.5700","  -2.65"
"22-Feb-2016","       20.9150","       21.8625","       17.4075","       21.0200","       20.9150","        0.1100","   0.50"
"23-Feb-2016","       21.0200","       24.6400","       21.0200","       23.8375","       21.0200","        2.8200","  13.40"
"24-Feb-2016","       23.8375","       24.8150","       22.1275","       22.9550","       23.8375","       -0.8800","  -3.70"
"25-Feb-2016","       22.9550","       23.4875","       22.1975","       22.7450","       22.9550","       -0.2100","  -0.91"
"26-Feb-2016","       22.7450","       23.1450","       21.1900","       21.8650","       22.7450","       -0.8800","  -3.87"
"29-Feb-2016","       21.8650","       22.4050","       19.3550","       20.1575","       21.8650","       -1.7100","  -7.81"
"01-Mar-2016","       20.1575","       20.1575","       18.4025","       18.6725","       20.1575","       -1.4900","  -7.37"
"02-Mar-2016","       18.6725","       19.2000","       17.4950","       18.9900","       18.6725","        0.3200","   1.70"
"03-Mar-2016","       18.9900","       19.0200","       17.9075","       18.0400","       18.9900","       -0.9500","  -5.00"
