"Date ","Open ","High ","Low ","Close ","Prev. Close ","Change ","% Change"
"01-Jan-2015","       15.1200","       15.5075","       14.7550","       15.0250","       15.1200","       -0.1000","  -0.63"
"02-Jan-2015","       15.0250","       15.0250","       13.4825","       13.7950","       15.0250","       -1.2300","  -8.19"
"05-Jan-2015","       13.7950","       14.4050","       13.1525","       14.1525","       13.7950","        0.3600","   2.59"
"06-Jan-2015","       14.1525","       17.8700","       13.4575","       17.4200","       14.1525","        3.2700","  23.09"
"07-Jan-2015","       17.4200","       19.0700","       16.5025","       18.1400","       17.4200","        0.7200","   4.13"
"08-Jan-2015","       18.1400","       18.1400","       15.3825","       16.4725","       18.1400","       -1.6700","  -9.19"
"09-Jan-2015","       16.4725","       16.9075","       14.4625","       15.9550","       16.4725","       -0.5200","  -3.14"
"12-Jan-2015","       15.9550","       17.5475","       14.3725","       16.1100","       15.9550","        0.1600","   0.97"
"13-Jan-2015","       16.1100","       16.8100","       14.5725","       16.4825","       16.1100","        0.3700","   2.31"
"14-Jan-2015","       16.4825","       17.7950","       14.6600","       17.2475","       16.4825","        0.7700","   4.64"
"15-Jan-2015","       17.2475","       17.2475","       13.8250","       16.1600","       17.2475","       -1.0900","  -6.31"
"16-Jan-2015","       16.1600","       17.4975","       14.8600","       17.2750","       16.1600","        1.1200","   6.90"
"19-Jan-2015","       17.2750","       18.2900","       14.5550","       17.6500","       17.2750","        0.3800","   2.17"
"20-Jan-2015","       17.6500","       17.6500","       15.7150","       17.2725","       17.6500","       -0.3800","  -2.14"
"21-Jan-2015","       17.2725","       18.1425","       14.3300","       17.7125","       17.2725","        0.4400","   2.55"
"22-Jan-2015","       17.7125","       18.7625","       14.2050","       18.5650","       17.7125","        0.8500","   4.81"
"23-Jan-2015","       18.5650","       18.7400","       13.4600","       17.8850","       18.5650","       -0.6800","  -3.66"
"27-Jan-2015","       17.8850","       18.6850","       16.7775","       18.0850","       17.8850","        0.2000","   1.12"
