"Date ","Open ","High ","Low ","Close ","Prev. Close ","Change ","% Change"
"02-Jan-2012","       27.1100","       28.6800","       27.1100","       27.5300","       27.1100","        0.4200","   1.55"
"03-Jan-2012","       27.5300","       27.5300","       25.9900","       26.1600","       27.5300","       -1.3700","  -4.98"
"04-Jan-2012","       26.1600","       26.8400","       25.6000","       26.4100","       26.1600","        0.2500","   0.96"
"05-Jan-2012","       26.4100","       26.6000","       25.7200","       25.9100","       26.4100","       -0.5000","  -1.89"
"06-Jan-2012","       25.9100","       26.4400","       25.0900","       25.4600","       25.9100","       -0.4500","  -1.74"
"07-Jan-2012","       25.4600","       25.7600","       24.6000","       25.6500","       25.4600","        0.1900","   0.75"
"09-Jan-2012","       25.6500","       26.5400","       24.9100","       25.6800","       25.6500","        0.0300","   0.12"
"10-Jan-2012","       25.6800","       25.6800","       23.9600","       24.0000","       25.6800","       -1.6800","  -6.54"
"11-Jan-2012","       24.0000","       24.6400","       23.3200","       24.5400","       24.0000","        0.5400","   2.25"
"12-Jan-2012","       24.5400","       24.8500","       23.7700","       24.0300","       24.5400","       -0.5100","  -2.08"
"13-Jan-2012","       24.0300","       24.1500","       23.2300","       23.4800","       24.0300","       -0.5500","  -2.29"
"16-Jan-2012","       23.4800","       24.9600","       23.2200","       24.0700","       23.4800","        0.5900","   2.51"
"17-Jan-2012","       24.0700","       24.0700","       22.4800","       22.6100","       24.0700","       -1.4600","  -6.07"
"18-Jan-2012","       22.6100","       22.7500","       21.9700","       22.6800","       22.6100","        0.0700","   0.31"
"19-Jan-2012","       22.6800","       22.6800","       20.8800","       21.6800","       22.6800","       -1.0000","  -4.41"
"20-Jan-2012","       21.6800","       22.3300","       18.0100","       21.9600","       21.6800","        0.2800","   1.29"
"23-Jan-2012","       21.9600","       22.9100","       21.9600","       22.1400","       21.9600","        0.1800","   0.82"
"24-Jan-2012","       22.1400","       22.5100","       20.7700","       21.4200","       22.1400","       -0.7200","  -3.25"
"25-Jan-2012","       21.4200","       21.4200","       18.6300","       21.0200","       21.4200","       -0.4000","  -1.87"
"27-Jan-2012","       21.0200","       22.2000","       20.6800","       21.7000","       21.0200","        0.6800","   3.24"
"30-Jan-2012","       21.7000","       23.4800","       21.7000","       23.4600","       21.7000","        1.7600","   8.11"
"31-Jan-2012","       23.4600","       23.4600","       22.3300","       22.6600","       23.4600","       -0.8000","  -3.41"
"01-Feb-2012","       22.6600","       23.4900","       22.1700","       22.8900","       22.6600","        0.2300","   1.02"
"02-Feb-2012","       22.8900","       24.2600","       21.8800","       23.6900","       22.8900","        0.8000","   3.49"
"03-Feb-2012","       23.6900","       24.4900","       23.3500","       24.0900","       23.6900","        0.4000","   1.69"
"06-Feb-2012","       24.0900","       25.0200","       23.5800","       24.6200","       24.0900","        0.5300","   2.20"
"07-Feb-2012","       24.6600","       25.1500","       23.6900","       24.9100","       24.6200","        0.2500","   1.01"
"08-Feb-2012","       24.9100","       25.0100","       24.1700","       24.2700","       24.9100","       -0.6400","  -2.57"
"09-Feb-2012","       24.2700","       24.6100","       23.2500","       23.3000","       24.2700","       -0.9700","  -4.00"
"10-Feb-2012","       23.3000","       24.4700","       22.9800","       23.8300","       23.3000","        0.5300","   2.27"
"13-Feb-2012","       23.8300","       24.7600","       23.1200","       23.7100","       23.8300","       -0.1200","  -0.50"
"14-Feb-2012","       23.7100","       23.9200","       22.7100","       22.7100","       23.7100","       -1.0000","  -4.22"
"15-Feb-2012","       22.7100","       22.7100","       21.7100","       22.1000","       22.7100","       -0.6100","  -2.69"
"16-Feb-2012","       22.1000","       23.8800","       20.3000","       23.3300","       22.1000","        1.2300","   5.57"
"17-Feb-2012","       23.3300","       24.9100","       21.8100","       24.1800","       23.3300","        0.8500","   3.64"
"21-Feb-2012","       24.1800","       27.1800","       24.1800","       26.2500","       24.1800","        2.0700","   8.56"
"22-Feb-2012","       26.2500","       27.3000","       25.6900","       26.8000","       26.2500","        0.5500","   2.10"
"23-Feb-2012","       26.8000","       26.8000","       24.1300","       24.3300","       26.8000","       -2.4700","  -9.22"
"24-Feb-2012","       24.3300","       25.7900","       23.5900","       24.8200","       24.3300","        0.4900","   2.01"
"27-Feb-2012","       24.8200","       27.8700","       24.8200","       27.3800","       24.8200","        2.5600","  10.31"
"28-Feb-2012","       27.3800","       27.3800","       25.7000","       25.8500","       27.3800","       -1.5300","  -5.59"
"29-Feb-2012","       25.8500","       27.0900","       24.6900","       26.9300","       25.8500","        1.0800","   4.18"
"01-Mar-2012","       26.9300","       28.0200","       26.5200","       27.6700","       26.9300","        0.7400","   2.75"
"02-Mar-2012","       27.6700","       28.3700","       26.6200","       27.8400","       27.6700","        0.1700","   0.61"
"03-Mar-2012","       27.8400","       28.2000","       27.1700","       28.2000","       27.8400","        0.3600","   1.29"
"05-Mar-2012","       28.2000","       29.5500","       28.2000","       28.9200","       28.2000","        0.7200","   2.55"
"06-Mar-2012","       28.9200","       28.9200","       26.0500","       27.3400","       28.9200","       -1.5800","  -5.46"
"07-Mar-2012","       27.3400","       27.3400","       25.9700","       26.3300","       27.3400","       -1.0100","  -3.69"
"09-Mar-2012","       26.3300","       26.3300","       24.6000","       25.4700","       26.3300","       -0.8600","  -3.27"
"12-Mar-2012","       25.4700","       26.9300","       24.9200","       26.2700","       25.4700","        0.8000","   3.14"
"13-Mar-2012","       26.2700","       26.2700","       24.6400","       24.7500","       26.2700","       -1.5200","  -5.79"
"14-Mar-2012","       24.7500","       25.0900","       23.0300","       24.7200","       24.7500","       -0.0300","  -0.12"
"15-Mar-2012","       24.7200","       25.6400","       24.0400","       25.4200","       24.7200","        0.7000","   2.83"
"16-Mar-2012","       25.4200","       25.4200","       22.5800","       23.1300","       25.4200","       -2.2900","  -9.01"
"19-Mar-2012","       23.1300","       23.8200","       22.7900","       22.9700","       23.1300","       -0.1600","  -0.69"
"20-Mar-2012","       22.9700","       22.9700","       21.3600","       21.9400","       22.9700","       -1.0300","  -4.48"
"21-Mar-2012","       21.9400","       21.9900","       21.0000","       21.0000","       21.9400","       -0.9400","  -4.28"
"22-Mar-2012","       21.0000","       24.7700","       20.5900","       24.7700","       21.0000","        3.7700","  17.95"
"23-Mar-2012","       24.7700","       24.7700","       22.8900","       23.3400","       24.7700","       -1.4300","  -5.77"
"26-Mar-2012","       23.3400","       27.4500","       22.4000","       26.7400","       23.3400","        3.4000","  14.57"
"27-Mar-2012","       26.7400","       27.1300","       24.3200","       25.0500","       26.7400","       -1.6900","  -6.32"
"28-Mar-2012","       25.0500","       25.8300","       24.8200","       24.8700","       25.0500","       -0.1800","  -0.72"
"29-Mar-2012","       24.8700","       25.8600","       24.1900","       24.3300","       24.8700","       -0.5400","  -2.17"
"30-Mar-2012","       24.3300","       24.3300","       22.0700","       22.3800","       24.3300","       -1.9500","  -8.01"
"02-Apr-2012","       22.8600","       22.9400","       20.8800","       20.8800","       22.3800","       -1.5000","  -6.70"
"03-Apr-2012","       20.8800","       20.8800","       19.9300","       20.0100","       20.8800","       -0.8700","  -4.17"
"04-Apr-2012","       20.0100","       20.8500","       20.0100","       20.6300","       20.0100","        0.6200","   3.10"
"09-Apr-2012","       20.6300","       22.4400","       20.6300","       22.3300","       20.6300","        1.7000","   8.24"
"10-Apr-2012","       22.3300","       22.8100","       21.7300","       21.9200","       22.3300","       -0.4100","  -1.84"
"11-Apr-2012","       21.9200","       22.7500","       21.6500","       22.2900","       21.9200","        0.3700","   1.69"
"12-Apr-2012","       22.2900","       22.2900","       21.7200","       21.7800","       22.2900","       -0.5100","  -2.29"
"13-Apr-2012","       19.8600","       23.1600","       19.8600","       22.7500","       21.7800","        0.9700","   4.45"
"16-Apr-2012","       22.7500","       23.2900","       22.2300","       22.2300","       22.7500","       -0.5200","  -2.29"
"17-Apr-2012","       22.2300","       22.7500","       20.2900","       20.3100","       22.2300","       -1.9200","  -8.64"
"18-Apr-2012","       18.9300","       20.2000","       18.9300","       20.0300","       20.3100","       -0.2800","  -1.38"
"19-Apr-2012","       20.0300","       20.0300","       18.9900","       19.3500","       20.0300","       -0.6800","  -3.39"
"20-Apr-2012","       19.3500","       20.7500","       19.0200","       20.0900","       19.3500","        0.7400","   3.82"
"23-Apr-2012","       20.0900","       21.5700","       19.7100","       21.5700","       20.0900","        1.4800","   7.37"
"24-Apr-2012","       21.5700","       21.5700","       19.1300","       19.2500","       21.5700","       -2.3200"," -10.76"
"25-Apr-2012","       17.7600","       20.4000","       17.7600","       18.9400","       19.2500","       -0.3100","  -1.61"
"26-Apr-2012","       19.3300","       19.4500","       18.3100","       18.7400","       18.9400","       -0.2000","  -1.06"
"27-Apr-2012","       18.7400","       19.1800","       17.8500","       17.8900","       18.7400","       -0.8500","  -4.54"
"28-Apr-2012","       18.5500","       18.5500","       17.5900","       17.6100","       17.8900","       -0.2800","  -1.57"
"30-Apr-2012","       17.6100","       18.5200","       17.6100","       17.8200","       17.6100","        0.2100","   1.19"
"02-May-2012","       17.8200","       18.6100","       17.8200","       18.5400","       17.8200","        0.7200","   4.04"
"03-May-2012","       18.5400","       19.8200","       18.5400","       19.2500","       18.5400","        0.7100","   3.83"
"04-May-2012","       19.2500","       21.4500","       19.2500","       21.1200","       19.2500","        1.8700","   9.71"
"07-May-2012","       21.1200","       23.2300","       20.1800","       20.2200","       21.1200","       -0.9000","  -4.26"
"08-May-2012","       20.2200","       22.3000","       19.6500","       22.1600","       20.2200","        1.9400","   9.59"
"09-May-2012","       22.1600","       23.8700","       22.0600","       23.0400","       22.1600","        0.8800","   3.97"
"10-May-2012","       23.0400","       23.6400","       22.0700","       22.7200","       23.0400","       -0.3200","  -1.39"
"11-May-2012","       22.7200","       23.9300","       22.3500","       22.4800","       22.7200","       -0.2400","  -1.06"
"14-May-2012","       22.4800","       23.5200","       22.4800","       23.2600","       22.4800","        0.7800","   3.47"
"15-May-2012","       23.2600","       23.2600","       22.2000","       22.2800","       23.2600","       -0.9800","  -4.21"
"16-May-2012","       22.2800","       24.5400","       22.2800","       23.7100","       22.2800","        1.4300","   6.42"
"17-May-2012","       23.7100","       24.2700","       22.2100","       23.5900","       23.7100","       -0.1200","  -0.51"
"18-May-2012","       23.5900","       25.4500","       22.5700","       23.5500","       23.5900","       -0.0400","  -0.17"
"21-May-2012","       23.5500","       24.3500","       23.2000","       23.9200","       23.5500","        0.3700","   1.57"
"22-May-2012","       23.9200","       24.6300","       22.6000","       24.3900","       23.9200","        0.4700","   1.96"
"23-May-2012","       24.3900","       27.2000","       23.2100","       27.1300","       24.3900","        2.7400","  11.23"
"24-May-2012","       27.1300","       27.1300","       24.0000","       25.4900","       27.1300","       -1.6400","  -6.04"
"25-May-2012","       25.4900","       26.6000","       24.0600","       25.1400","       25.4900","       -0.3500","  -1.37"
"28-May-2012","       25.1400","       25.4000","       23.5900","       23.6800","       25.1400","       -1.4600","  -5.81"
"29-May-2012","       23.6800","       24.3300","       22.7000","       24.0300","       23.6800","        0.3500","   1.48"
"30-May-2012","       24.0300","       25.5400","       23.2900","       25.3000","       24.0300","        1.2700","   5.29"
"31-May-2012","       25.3000","       25.9700","       24.9900","       25.2500","       25.3000","       -0.0500","  -0.20"
"01-Jun-2012","       25.2500","       26.7700","       24.8800","       26.7700","       25.2500","        1.5200","   6.02"
"04-Jun-2012","       26.7700","       28.6500","       25.6000","       25.6000","       26.7700","       -1.1700","  -4.37"
"05-Jun-2012","       25.6000","       26.6900","       24.2700","       26.2600","       25.6000","        0.6600","   2.58"
"06-Jun-2012","       26.2600","       26.2600","       24.2600","       24.9000","       26.2600","       -1.3600","  -5.18"
"07-Jun-2012","       24.9000","       25.0600","       23.3400","       23.6400","       24.9000","       -1.2600","  -5.06"
"08-Jun-2012","       23.6400","       24.7500","       23.4500","       23.4700","       23.6400","       -0.1700","  -0.72"
"11-Jun-2012","       23.4700","       25.0200","       23.4700","       25.0200","       23.4700","        1.5500","   6.60"
"12-Jun-2012","       25.0200","       25.4300","       23.9400","       24.2000","       25.0200","       -0.8200","  -3.28"
"13-Jun-2012","       24.2000","       25.3200","       23.5300","       24.3600","       24.2000","        0.1600","   0.66"
"14-Jun-2012","       24.3600","       25.8200","       23.4000","       25.7100","       24.3600","        1.3500","   5.54"
"15-Jun-2012","       25.7100","       25.9200","       24.4900","       25.5400","       25.7100","       -0.1700","  -0.66"
"18-Jun-2012","       25.5400","       25.5400","       22.2500","       22.6000","       25.5400","       -2.9400"," -11.51"
"19-Jun-2012","       22.6000","       22.6000","       21.0400","       21.4300","       22.6000","       -1.1700","  -5.18"
"20-Jun-2012","       21.4300","       21.7200","       20.1100","       21.0300","       21.4300","       -0.4000","  -1.87"
"21-Jun-2012","       21.0300","       21.2200","       19.4300","       19.9400","       21.0300","       -1.0900","  -5.18"
"22-Jun-2012","       19.9400","       21.5200","       19.6100","       20.5800","       19.9400","        0.6400","   3.21"
"25-Jun-2012","       20.5800","       21.6300","       20.0400","       21.5700","       20.5800","        0.9900","   4.81"
"26-Jun-2012","       21.5700","       21.7600","       20.0400","       20.2300","       21.5700","       -1.3400","  -6.21"
"27-Jun-2012","       20.2300","       20.8100","       19.3900","       20.3700","       20.2300","        0.1400","   0.69"
"28-Jun-2012","       20.3700","       20.7300","       19.5300","       20.6200","       20.3700","        0.2500","   1.23"
"29-Jun-2012","       20.6200","       20.6200","       18.8000","       19.0800","       20.6200","       -1.5400","  -7.47"
"02-Jul-2012","       19.0800","       19.7000","       18.7900","       19.0100","       19.0800","       -0.0700","  -0.37"
"03-Jul-2012","       19.0100","       19.0100","       18.1400","       18.5600","       19.0100","       -0.4500","  -2.37"
"04-Jul-2012","       18.5600","       18.8300","       17.4800","       18.2700","       18.5600","       -0.2900","  -1.56"
