"Date ","Open ","High ","Low ","Close ","Prev. Close ","Change ","% Change"
"02-Mar-2009","       43.1900","       43.3800","       41.4400","       43.1700","-","0.0000","0.00"
"03-Mar-2009","       43.1700","       43.9000","       41.2000","       43.8900","       43.1700","        0.7200","   1.67"
"04-Mar-2009","       43.8900","       43.8900","       42.1600","       42.5200","       43.8900","       -1.3700","  -3.12"
"05-Mar-2009","       42.5200","       42.7100","       40.4100","       41.4900","       42.5200","       -1.0300","  -2.42"
"06-Mar-2009","       41.4900","       41.4900","       37.5700","       38.1600","       41.4900","       -3.3300","  -8.03"
"09-Mar-2009","       38.1600","       41.1400","       38.1600","       40.8700","       38.1600","        2.7100","   7.10"
"12-Mar-2009","       40.8700","       40.8700","       38.5000","       39.2700","       40.8700","       -1.6000","  -3.91"
"13-Mar-2009","       39.2700","       39.2700","       35.0800","       35.5600","       39.2700","       -3.7100","  -9.45"
"16-Mar-2009","       35.5600","       37.8800","       35.5600","       36.7000","       35.5600","        1.1400","   3.21"
"17-Mar-2009","       36.7000","       38.7600","       34.8500","       38.4300","       36.7000","        1.7300","   4.71"
"18-Mar-2009","       38.4300","       38.8600","       36.9900","       38.1500","       38.4300","       -0.2800","  -0.73"
"19-Mar-2009","       38.1500","       38.6000","       36.6500","       37.7400","       38.1500","       -0.4100","  -1.07"
"20-Mar-2009","       37.7400","       37.9900","       34.9800","       37.0000","       37.7400","       -0.7400","  -1.96"
"23-Mar-2009","       37.0000","       38.6000","       36.6200","       38.5900","       37.0000","        1.5900","   4.30"
"24-Mar-2009","       38.5900","       39.8600","       36.3400","       38.0200","       38.5900","       -0.5700","  -1.48"
"25-Mar-2009","       38.0200","       41.7000","       35.9400","       37.4100","       38.0200","       -0.6100","  -1.60"
"26-Mar-2009","       37.4100","       40.2000","       36.5200","       37.2300","       37.4100","       -0.1800","  -0.48"
"27-Mar-2009","       37.2300","       40.3400","       36.7900","       37.5800","       37.2300","        0.3500","   0.94"
"30-Mar-2009","       37.5800","       41.3100","       37.5800","       40.0900","       37.5800","        2.5100","   6.68"
"31-Mar-2009","       40.0900","       41.0300","       39.1600","       39.4900","       40.0900","       -0.6000","  -1.50"
"01-Apr-2009","       39.4900","       39.4900","       36.4200","       36.4400","       39.4900","       -3.0500","  -7.72"
"02-Apr-2009","       36.4400","       37.8200","       34.2600","       37.3700","       36.4400","        0.9300","   2.55"
"06-Apr-2009","       37.3700","       42.4000","       36.4400","       41.0200","       37.3700","        3.6500","   9.77"
"08-Apr-2009","       41.0200","       43.5400","       39.6400","       43.2900","       41.0200","        2.2700","   5.53"
"09-Apr-2009","       43.2900","       44.3500","       40.3400","       43.2100","       43.2900","       -0.0800","  -0.18"
"13-Apr-2009","       43.2100","       47.3200","       42.9800","       46.5700","       43.2100","        3.3600","   7.78"
"15-Apr-2009","       46.5700","       48.9100","       44.3100","       47.5900","       46.5700","        1.0200","   2.19"
"16-Apr-2009","       47.5900","       51.5500","       44.4700","       50.1000","       47.5900","        2.5100","   5.27"
"17-Apr-2009","       50.1000","       51.5800","       44.9800","       50.6500","       50.1000","        0.5500","   1.10"
