"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","02-Mar-2020","26-Mar-2020","453","471.4","444.7","455.95","458.4","455.95","11056","50804.65","13208000","-277000","        458.30"
"M&amp;M","02-Mar-2020","30-Apr-2020","459.8","473","449","458.25","461.1","458.25","149","688.39","240000","-11000","        458.30"
"M&amp;M","02-Mar-2020","28-May-2020","452","474.1","452","466.75","466.75","464.25","6","28.06","5000","1000","        458.30"
"M&amp;M","03-Mar-2020","26-Mar-2020","462.6","468.8","454","463.7","465","463.7","6969","32181.08","13402000","194000","        466.25"
"M&amp;M","03-Mar-2020","30-Apr-2020","466.65","469.35","457.15","466.05","465.5","466.05","97","448.99","241000","1000","        466.25"
"M&amp;M","03-Mar-2020","28-May-2020","467.3","470.4","460","464.1","464.1","472.15","9","41.87","11000","6000","        466.25"
"M&amp;M","04-Mar-2020","26-Mar-2020","466.45","474.55","456.25","472.2","470.7","472.2","6348","29510.49","13565000","163000","        474.65"
"M&amp;M","04-Mar-2020","30-Apr-2020","465.9","475","458.5","474.25","473.75","474.25","112","520.29","249000","8000","        474.65"
"M&amp;M","04-Mar-2020","28-May-2020","464.4","473.95","460.75","473.95","473.95","473.95","8","37.13","12000","1000","        474.65"
"M&amp;M","05-Mar-2020","26-Mar-2020","471","479.65","467.45","476.5","475.75","476.5","4711","22361.62","13962000","397000","        479.30"
"M&amp;M","05-Mar-2020","30-Apr-2020","470","480.45","470","479.1","479.05","479.1","76","362.29","251000","2000","        479.30"
"M&amp;M","05-Mar-2020","28-May-2020","481.9","481.9","481.9","481.9","481.9","485.3","1","4.82","12000","0","        479.30"
"M&amp;M","06-Mar-2020","26-Mar-2020","459.3","471.4","454.95","468.25","467.35","468.25","4610","21409.26","14302000","340000","        471.00"
"M&amp;M","06-Mar-2020","30-Apr-2020","469","472.8","457.7","470.4","471","470.4","48","223.22","244000","-7000","        471.00"
"M&amp;M","06-Mar-2020","28-May-2020","460.7","460.7","460.5","460.5","460.5","476.8","2","9.21","12000","0","        471.00"
"M&amp;M","09-Mar-2020","26-Mar-2020","454","463.65","439.25","461.2","462.15","461.2","5447","24769.91","14054000","-248000","        463.20"
"M&amp;M","09-Mar-2020","30-Apr-2020","460.55","465.4","444.7","463.2","461.5","463.2","118","538.94","240000","-4000","        463.20"
"M&amp;M","09-Mar-2020","28-May-2020","465.5","468.6","447","468.6","468.6","468.6","6","27.48","13000","1000","        463.20"
"M&amp;M","11-Mar-2020","26-Mar-2020","461.2","467","450.25","452.2","452.15","452.2","5508","25248.84","14050000","-4000","        451.60"
"M&amp;M","11-Mar-2020","30-Apr-2020","460.8","468.6","452.85","454.45","454.4","454.45","73","336.7","235000","-5000","        451.60"
"M&amp;M","11-Mar-2020","28-May-2020","468.6","468.6","454.4","454.4","454.4","456.9","3","13.77","15000","2000","        451.60"
"M&amp;M","12-Mar-2020","26-Mar-2020","424.95","433.75","400.9","422.65","420.95","422.65","8109","33947.83","13170000","-880000","        423.35"
"M&amp;M","12-Mar-2020","30-Apr-2020","424","432.7","404","424.9","425.25","424.9","264","1102.39","245000","10000","        423.35"
"M&amp;M","12-Mar-2020","28-May-2020","433.2","433.2","421","430","430","428.2","6","25.62","11000","-4000","        423.35"
"M&amp;M","13-Mar-2020","26-Mar-2020","401.7","446.95","359.8","429.15","441.95","429.15","5690","23638.49","12482000","-688000","        428.85"
"M&amp;M","13-Mar-2020","30-Apr-2020","370","448","370","433.35","445.6","433.35","256","1068.26","282000","37000","        428.85"
"M&amp;M","13-Mar-2020","28-May-2020","395.25","434.4","395.25","434.4","434.4","434.4","6","25.23","11000","0","        428.85"
"M&amp;M","16-Mar-2020","26-Mar-2020","421.8","423.5","387.3","390.8","391.75","390.8","4513","18187.5","12193000","-289000","        391.80"
"M&amp;M","16-Mar-2020","30-Apr-2020","414","415.85","390.05","392.65","393.7","392.65","234","939.52","322000","40000","        391.80"
"M&amp;M","16-Mar-2020","28-May-2020","413.85","414.2","399","390.15","399","390.15","6","24.22","14000","3000","        391.80"
"M&amp;M","17-Mar-2020","26-Mar-2020","389.45","405.95","369.4","372.85","374","372.85","5632","21969.67","11602000","-591000","        373.40"
"M&amp;M","17-Mar-2020","30-Apr-2020","393","406","371","373.95","375.05","373.95","506","1977.25","538000","216000","        373.40"
"M&amp;M","17-Mar-2020","28-May-2020","394","406.5","374.55","377.6","374.55","377.6","6","23.11","17000","3000","        373.40"
"M&amp;M","18-Mar-2020","26-Mar-2020","374.5","380.7","341","346.75","345.65","346.75","6479","23230.74","10949000","-653000","        346.40"
"M&amp;M","18-Mar-2020","30-Apr-2020","378","379.35","341.3","346.7","344.75","346.7","678","2424.21","618000","80000","        346.40"
"M&amp;M","18-Mar-2020","28-May-2020","370.95","370.95","349.8","349.8","349.8","349.8","5","18","18000","1000","        346.40"
"M&amp;M","19-Mar-2020","26-Mar-2020","330.5","330.5","302.4","314.2","316.85","314.2","10172","32210","11754000","805000","        314.20"
"M&amp;M","19-Mar-2020","30-Apr-2020","319.35","328.85","303.35","314.75","315.5","314.75","1096","3476.58","891000","273000","        314.20"
"M&amp;M","19-Mar-2020","28-May-2020","314.85","330","305.4","315.9","316.5","315.9","58","186.76","30000","12000","        314.20"
"M&amp;M","20-Mar-2020","26-Mar-2020","315.4","328","308.7","323.25","320.05","323.25","7644","24419.15","11737000","-17000","        322.60"
"M&amp;M","20-Mar-2020","30-Apr-2020","318.85","327.55","309.95","323.15","322.55","323.15","1790","5724.48","1758000","867000","        322.60"
"M&amp;M","20-Mar-2020","28-May-2020","321.1","327.1","313","313","313","325.9","27","86.65","37000","7000","        322.60"
"M&amp;M","23-Mar-2020","26-Mar-2020","291","301.75","279.85","291.6","293","291.6","8589","24857.71","8211000","-3526000","        293.40"
"M&amp;M","23-Mar-2020","30-Apr-2020","291","302.95","281.4","293.1","293.3","293.1","4146","12030.11","4569000","2811000","        293.40"
"M&amp;M","23-Mar-2020","28-May-2020","304","304","283.15","283.15","283.15","296.3","2","5.87","37000","0","        293.40"
"M&amp;M","24-Mar-2020","26-Mar-2020","305.1","306.65","265.05","270.55","272.95","270.55","7996","22845.91","4629000","-3582000","        269.00"
"M&amp;M","24-Mar-2020","30-Apr-2020","304","307.9","266.6","271.75","273","271.75","6848","19633.22","9185000","4616000","        269.00"
"M&amp;M","24-Mar-2020","28-May-2020","279.15","279.15","279.15","279.15","279.15","279.15","1","2.79","38000","1000","        269.00"
"M&amp;M","25-Mar-2020","26-Mar-2020","264.9","288.2","246.2","278.2","275.75","278.2","7110","19141.91","1447000","-3182000","        277.85"
"M&amp;M","25-Mar-2020","30-Apr-2020","266.9","290.85","247.55","281.05","276.45","281.05","7907","21455.4","12928000","3743000","        277.85"
"M&amp;M","25-Mar-2020","28-May-2020","272.3","291.05","270.2","282.6","281.6","282.6","19","53.41","50000","12000","        277.85"
"M&amp;M","26-Mar-2020","26-Mar-2020","281.15","293.1","273.25","284","285","285.6","2505","7085.51","995000","-452000","        285.50"
"M&amp;M","26-Mar-2020","30-Apr-2020","282.2","296.25","276.2","287.75","288.15","287.75","5126","14665.49","13608000","680000","        285.50"
"M&amp;M","26-Mar-2020","28-May-2020","280","297.45","279.8","295.55","295.55","288.25","100","286.55","86000","36000","        285.50"
"M&amp;M","27-Mar-2020","30-Apr-2020","293.8","307.1","283.35","296.5","297.05","296.5","6799","19967.74","13673000","65000","        294.50"
"M&amp;M","27-Mar-2020","28-May-2020","297.05","307.65","284.8","288.15","288.15","296.85","127","371.25","123000","37000","        294.50"
"M&amp;M","27-Mar-2020","25-Jun-2020","0","0","0","290","0","297.9","0","0","0","0","        294.50"
"M&amp;M","30-Mar-2020","30-Apr-2020","280.75","286.8","271.25","276.2","279.7","276.2","5250","14600.8","14446000","773000","        274.40"
"M&amp;M","30-Mar-2020","28-May-2020","286.4","286.4","273.65","277.05","277","277.05","74","207.06","133000","10000","        274.40"
"M&amp;M","30-Mar-2020","25-Jun-2020","281.2","281.2","278","278","278","277.4","2","5.59","1000","1000","        274.40"
"M&amp;M","31-Mar-2020","30-Apr-2020","285","288.55","279.15","285.8","285.45","285.8","4645","13214.32","15158000","712000","        284.95"
