"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Jul-2008","31-Jul-2008","479","479","418.05","430.25","423.7","430.25","695","984.61","1148472","36816","        447.55"
"M&amp;M","01-Jul-2008","28-Aug-2008","450","450","430","430.65","430","430.65","3","4.09","2184","624","        447.55"
"M&amp;M","01-Jul-2008","25-Sep-2008","0","0","0","566.4","0","458.2","0","0","0","0","        447.55"
"M&amp;M","02-Jul-2008","31-Jul-2008","431.1","472.5","428.55","462.85","460","462.85","1269","1769.4","1158456","9984","        472.40"
"M&amp;M","02-Jul-2008","28-Aug-2008","454","454","454","454","454","479.75","1","1.42","2184","0","        472.40"
"M&amp;M","02-Jul-2008","25-Sep-2008","0","0","0","566.4","0","483.45","0","0","0","0","        472.40"
"M&amp;M","03-Jul-2008","31-Jul-2008","457","462.85","435.1","457.7","460.05","457.7","985","1379.95","1087632","-70824","        469.30"
"M&amp;M","03-Jul-2008","28-Aug-2008","0","0","0","454","454","476.35","0","0","2184","0","        469.30"
"M&amp;M","03-Jul-2008","25-Sep-2008","0","0","0","566.4","0","479.95","0","0","0","0","        469.30"
"M&amp;M","04-Jul-2008","31-Jul-2008","451.25","480.9","451.25","470.25","465.1","470.25","679","997.82","1081704","-5928","        475.10"
"M&amp;M","04-Jul-2008","28-Aug-2008","472.8","472.8","472.8","472.8","472.8","482.2","1","1.48","2496","312","        475.10"
"M&amp;M","04-Jul-2008","25-Sep-2008","0","0","0","566.4","0","485.8","0","0","0","0","        475.10"
"M&amp;M","07-Jul-2008","31-Jul-2008","477.85","494.85","469","489.9","493","489.9","986","1489.08","1158144","76440","        494.25"
"M&amp;M","07-Jul-2008","28-Aug-2008","0","0","0","472.8","472.8","501.2","0","0","2496","0","        494.25"
"M&amp;M","07-Jul-2008","25-Sep-2008","0","0","0","566.4","0","505","0","0","0","0","        494.25"
"M&amp;M","08-Jul-2008","31-Jul-2008","490.3","515","460","508.05","510.5","508.05","1708","2642.88","1325688","167544","        518.65"
"M&amp;M","08-Jul-2008","28-Aug-2008","475","475","475","475","475","525.95","1","1.48","2496","0","        518.65"
"M&amp;M","08-Jul-2008","25-Sep-2008","0","0","0","566.4","0","530","0","0","0","0","        518.65"
"M&amp;M","09-Jul-2008","31-Jul-2008","534","537.7","518","532.75","534.95","532.75","1204","1986.91","1330680","4992","        534.05"
"M&amp;M","09-Jul-2008","28-Aug-2008","0","0","0","475","475","541.35","0","0","2496","0","        534.05"
"M&amp;M","09-Jul-2008","25-Sep-2008","0","0","0","566.4","0","545.5","0","0","0","0","        534.05"
"M&amp;M","10-Jul-2008","31-Jul-2008","533","540.95","518","532.15","534.4","532.15","870","1433.98","1301352","-29328","        536.45"
"M&amp;M","10-Jul-2008","28-Aug-2008","0","0","0","475","475","543.65","0","0","2496","0","        536.45"
"M&amp;M","10-Jul-2008","25-Sep-2008","0","0","0","566.4","0","547.8","0","0","0","0","        536.45"
"M&amp;M","11-Jul-2008","31-Jul-2008","539","539","518.5","526.3","530","526.3","770","1263.53","1322256","20904","        532.60"
"M&amp;M","11-Jul-2008","28-Aug-2008","539.85","539.85","539.85","539.85","539.85","539.6","1","1.68","2496","0","        532.60"
"M&amp;M","11-Jul-2008","25-Sep-2008","0","0","0","566.4","0","543.7","0","0","0","0","        532.60"
"M&amp;M","14-Jul-2008","31-Jul-2008","524","543.9","517","538.7","536.3","538.7","948","1572.87","1338168","15912","        546.10"
"M&amp;M","14-Jul-2008","28-Aug-2008","530","538.5","530","538.5","538.5","538.5","2","3.33","3120","624","        546.10"
"M&amp;M","14-Jul-2008","25-Sep-2008","0","0","0","566.4","0","557.25","0","0","0","0","        546.10"
"M&amp;M","15-Jul-2008","31-Jul-2008","522","524.8","502.55","510.65","505","510.65","902","1441.27","1347216","9048","        520.25"
"M&amp;M","15-Jul-2008","28-Aug-2008","502","515.95","502","509.6","508","509.6","14","22.26","4680","1560","        520.25"
"M&amp;M","15-Jul-2008","25-Sep-2008","0","0","0","566.4","0","530.8","0","0","0","0","        520.25"
"M&amp;M","16-Jul-2008","31-Jul-2008","514.7","517","487.1","491.05","495","491.05","962","1497.41","1343784","-3432","        493.35"
"M&amp;M","16-Jul-2008","28-Aug-2008","506","506","486","486","486","486","4","6.22","5616","936","        493.35"
"M&amp;M","16-Jul-2008","25-Sep-2008","0","0","0","566.4","0","503.15","0","0","0","0","        493.35"
"M&amp;M","17-Jul-2008","31-Jul-2008","510","522","500.6","510.05","508.3","510.05","1083","1726.37","1301664","-42120","        514.65"
"M&amp;M","17-Jul-2008","28-Aug-2008","509","517","500","508.35","508.35","520.75","19","30.28","8424","2808","        514.65"
"M&amp;M","17-Jul-2008","25-Sep-2008","0","0","0","566.4","0","524.85","0","0","0","0","        514.65"
"M&amp;M","18-Jul-2008","31-Jul-2008","521","527","502.55","521","521","521","1022","1652.2","1281384","-20280","        520.60"
"M&amp;M","18-Jul-2008","28-Aug-2008","512","520.5","512","520.1","520.1","526.6","4","6.46","8736","312","        520.60"
"M&amp;M","18-Jul-2008","25-Sep-2008","0","0","0","566.4","0","530.75","0","0","0","0","        520.60"
"M&amp;M","21-Jul-2008","31-Jul-2008","530","536","523.05","530.05","531.5","530.05","902","1490.34","1216176","-65208","        528.60"
"M&amp;M","21-Jul-2008","28-Aug-2008","535","535","523","523","523","534.25","7","11.58","10608","1872","        528.60"
"M&amp;M","21-Jul-2008","25-Sep-2008","0","0","0","566.4","0","538.45","0","0","0","0","        528.60"
"M&amp;M","22-Jul-2008","31-Jul-2008","538","549.8","522.5","543.35","545","543.35","1574","2613.12","1137240","-78936","        546.35"
"M&amp;M","22-Jul-2008","28-Aug-2008","524","539","524","537.15","537","537.15","39","64.63","16536","5928","        546.35"
"M&amp;M","22-Jul-2008","25-Sep-2008","0","0","0","566.4","0","556.35","0","0","0","0","        546.35"
"M&amp;M","23-Jul-2008","31-Jul-2008","564","566","550","557.1","553","557.1","1307","2273.59","1213056","75816","        553.90"
"M&amp;M","23-Jul-2008","28-Aug-2008","555","568.85","549.25","555","554","555","202","351.34","50856","34320","        553.90"
"M&amp;M","23-Jul-2008","25-Sep-2008","0","0","0","566.4","0","563.9","0","0","0","0","        553.90"
"M&amp;M","24-Jul-2008","31-Jul-2008","559.25","572","527","545.15","544","545.15","1128","1937.54","1258920","45864","        542.85"
"M&amp;M","24-Jul-2008","28-Aug-2008","555","574","530.1","545.65","539","545.65","142","245.05","67080","16224","        542.85"
"M&amp;M","24-Jul-2008","25-Sep-2008","0","0","0","566.4","0","552.6","0","0","0","0","        542.85"
"M&amp;M","25-Jul-2008","31-Jul-2008","520","553.7","520","544","544","544","1019","1737.61","1181856","-77064","        540.50"
