"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","03-Jan-2005","27-Jan-2005","550","564.25","550","561","560.3","561","4957","17310","2223125","166875","        556.45"
"M&amp;M","03-Jan-2005","24-Feb-2005","563.3","565.55","563.3","565.55","565.55","565.55","7","24.67","1250","1250","        556.45"
"M&amp;M","03-Jan-2005","31-Mar-2005","0","0","0","541.45","0","563.95","0","0","0","0","        556.45"
"M&amp;M","04-Jan-2005","27-Jan-2005","563.7","567","556.15","558.05","558.25","558.05","2790","9778.92","2284375","61250","        553.75"
"M&amp;M","04-Jan-2005","24-Feb-2005","565.6","565.6","561.5","561.5","561.5","558.05","2","7.04","2500","1250","        553.75"
"M&amp;M","04-Jan-2005","31-Mar-2005","0","0","0","541.45","0","561","0","0","0","0","        553.75"
"M&amp;M","05-Jan-2005","27-Jan-2005","558","559","513.3","541.4","541.1","541.4","3262","11052.08","2010625","-273750","        540.65"
"M&amp;M","05-Jan-2005","24-Feb-2005","555","560.1","527.3","560.1","560.1","544.85","6","20.2","3750","1250","        540.65"
"M&amp;M","05-Jan-2005","31-Mar-2005","0","0","0","541.45","0","547.75","0","0","0","0","        540.65"
"M&amp;M","06-Jan-2005","27-Jan-2005","540","540.9","523","530.95","527.6","530.95","2549","8486.6","1926250","-84375","        531.30"
"M&amp;M","06-Jan-2005","24-Feb-2005","533.05","533.05","533","533","533","535.25","2","6.66","3750","0","        531.30"
"M&amp;M","06-Jan-2005","31-Mar-2005","0","0","0","541.45","0","538.1","0","0","0","0","        531.30"
"M&amp;M","07-Jan-2005","27-Jan-2005","532.3","535.4","524.55","530.4","530","530.4","1649","5471.5","1952500","26250","        527.65"
"M&amp;M","07-Jan-2005","24-Feb-2005","530.25","530.25","530.25","530.25","530.25","531.5","1","3.31","4375","625","        527.65"
"M&amp;M","07-Jan-2005","31-Mar-2005","0","0","0","541.45","0","534.35","0","0","0","0","        527.65"
"M&amp;M","10-Jan-2005","27-Jan-2005","444.45","534.7","444.45","518.15","519.25","518.15","1489","4884.85","1946250","-6250","        518.00"
"M&amp;M","10-Jan-2005","24-Feb-2005","532","535.5","518","518","518","518","6","19.85","4375","0","        518.00"
"M&amp;M","10-Jan-2005","31-Mar-2005","0","0","0","541.45","0","524.4","0","0","0","0","        518.00"
"M&amp;M","11-Jan-2005","27-Jan-2005","519","524","512.5","515","513.1","515","2080","6743.92","1940000","-6250","        513.05"
"M&amp;M","11-Jan-2005","24-Feb-2005","525","525","521","521","521","516.5","3","9.8","4375","0","        513.05"
"M&amp;M","11-Jan-2005","31-Mar-2005","0","0","0","541.45","0","519.25","0","0","0","0","        513.05"
"M&amp;M","12-Jan-2005","27-Jan-2005","518.1","521","485.1","492.25","493.9","492.25","2927","9219.64","1737500","-202500","        493.15"
"M&amp;M","12-Jan-2005","24-Feb-2005","515.5","515.5","488.5","490.1","490.1","490.1","7","21.91","5000","625","        493.15"
"M&amp;M","12-Jan-2005","31-Mar-2005","543","543","491","491","491","499.05","8","26.05","625","625","        493.15"
"M&amp;M","13-Jan-2005","27-Jan-2005","496.2","514.95","495.2","509.35","510.8","509.35","3300","10463.05","1708750","-28750","        510.40"
"M&amp;M","13-Jan-2005","24-Feb-2005","504.85","514.7","501.5","513.2","513.2","513.2","28","88.92","9375","4375","        510.40"
"M&amp;M","13-Jan-2005","31-Mar-2005","0","0","0","491","491","516.4","0","0","625","0","        510.40"
"M&amp;M","14-Jan-2005","27-Jan-2005","509","514","498","501.05","500.4","501.05","1894","5986.68","1580000","-128750","        501.45"
"M&amp;M","14-Jan-2005","24-Feb-2005","505.4","505.4","500.2","505","505","505","3","9.44","10625","1250","        501.45"
"M&amp;M","14-Jan-2005","31-Mar-2005","0","0","0","491","491","507.3","0","0","625","0","        501.45"
"M&amp;M","17-Jan-2005","27-Jan-2005","503","503","482.25","491.6","493.8","491.6","1787","5458.34","1533125","-46875","        489.45"
