"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Mar-2011","31-Mar-2011","623.85","672.3","623.85","665.95","670","665.95","13050","42587.5","3229000","-786500","        664.30"
"M&amp;M","01-Mar-2011","28-Apr-2011","634.3","674.3","634","668.6","673","668.6","200","655.67","69000","5000","        664.30"
"M&amp;M","01-Mar-2011","26-May-2011","0","0","0","631.25","0","679.9","0","0","0","0","        664.30"
"M&amp;M","03-Mar-2011","31-Mar-2011","658","679.4","657","671.7","672.6","671.7","6705","22441.99","2972500","-256500","        671.85"
"M&amp;M","03-Mar-2011","28-Apr-2011","665","680","664","672.75","675.9","672.75","76","255.58","65000","-4000","        671.85"
"M&amp;M","03-Mar-2011","26-May-2011","0","0","0","631.25","0","687.45","0","0","0","0","        671.85"
"M&amp;M","04-Mar-2011","31-Mar-2011","679.45","689.9","670.25","674.15","674.9","674.15","6174","21008.65","2929000","-43500","        676.15"
"M&amp;M","04-Mar-2011","28-Apr-2011","687","689.25","674.1","677.05","677.25","677.05","55","187.45","64500","-500","        676.15"
"M&amp;M","04-Mar-2011","26-May-2011","0","0","0","631.25","0","691.6","0","0","0","0","        676.15"
"M&amp;M","07-Mar-2011","31-Mar-2011","668.1","668.1","646.2","661.55","662.35","661.55","4576","15042.66","2835000","-94000","        661.75"
"M&amp;M","07-Mar-2011","28-Apr-2011","666.45","667.65","649.8","664.55","663","664.55","81","267.2","60500","-4000","        661.75"
"M&amp;M","07-Mar-2011","26-May-2011","0","0","0","631.25","0","676.45","0","0","0","0","        661.75"
"M&amp;M","08-Mar-2011","31-Mar-2011","662","671","661.15","667.4","667.9","667.4","2675","8911.43","2769500","-65500","        664.70"
"M&amp;M","08-Mar-2011","28-Apr-2011","671.1","672","667","670","670","670","10","33.51","61000","500","        664.70"
"M&amp;M","08-Mar-2011","26-May-2011","0","0","0","631.25","0","679.4","0","0","0","0","        664.70"
"M&amp;M","09-Mar-2011","31-Mar-2011","671","674.9","664.1","669.55","667.9","669.55","3156","10572.41","2758500","-11000","        669.10"
"M&amp;M","09-Mar-2011","28-Apr-2011","672.6","676","668.2","672.25","669.8","672.25","46","154.56","59500","-1500","        669.10"
"M&amp;M","09-Mar-2011","26-May-2011","0","0","0","631.25","0","683.75","0","0","0","0","        669.10"
"M&amp;M","10-Mar-2011","31-Mar-2011","664.1","672.8","662.1","669.3","669.4","669.3","2304","7695.9","2825500","67000","        669.85"
"M&amp;M","10-Mar-2011","28-Apr-2011","667.2","673.55","667.1","671.65","671.4","671.65","35","117.31","62000","2500","        669.85"
"M&amp;M","10-Mar-2011","26-May-2011","0","0","0","631.25","0","684.35","0","0","0","0","        669.85"
"M&amp;M","11-Mar-2011","31-Mar-2011","662.95","667","652","658.75","659","658.75","3300","10879.89","2898000","72500","        656.30"
"M&amp;M","11-Mar-2011","28-Apr-2011","667.5","668.5","656.3","660.75","661.3","660.75","57","188.56","70500","8500","        656.30"
"M&amp;M","11-Mar-2011","26-May-2011","0","0","0","631.25","0","670.3","0","0","0","0","        656.30"
"M&amp;M","14-Mar-2011","31-Mar-2011","660","671.5","654.95","666.4","665.05","666.4","2759","9148.64","2954500","56500","        661.45"
"M&amp;M","14-Mar-2011","28-Apr-2011","664.95","672.25","658.65","669.2","667.95","669.2","32","106.62","75000","4500","        661.45"
"M&amp;M","14-Mar-2011","26-May-2011","0","0","0","631.25","0","675","0","0","0","0","        661.45"
"M&amp;M","15-Mar-2011","31-Mar-2011","655","657.95","636.55","645.65","646.45","645.65","4239","13700.1","3006500","52000","        644.40"
"M&amp;M","15-Mar-2011","28-Apr-2011","647.95","661.35","641","649.05","650.5","649.05","84","273.38","78000","3000","        644.40"
"M&amp;M","15-Mar-2011","26-May-2011","0","0","0","631.25","0","657.45","0","0","0","0","        644.40"
"M&amp;M","16-Mar-2011","31-Mar-2011","651","665.8","651","662.85","664","662.85","3035","10015.61","2863000","-143500","        660.00"
"M&amp;M","16-Mar-2011","28-Apr-2011","655.45","668.4","655.45","666.95","666.5","666.95","59","195.2","81500","3500","        660.00"
"M&amp;M","16-Mar-2011","26-May-2011","0","0","0","631.25","0","673.3","0","0","0","0","        660.00"
"M&amp;M","17-Mar-2011","31-Mar-2011","656.75","667.5","655.05","657.4","659.95","657.4","2730","9017.64","2856500","-6500","        656.20"
"M&amp;M","17-Mar-2011","28-Apr-2011","663.65","669.2","658.2","660.15","662","660.15","60","198.65","85000","3500","        656.20"
"M&amp;M","17-Mar-2011","26-May-2011","0","0","0","631.25","0","669.15","0","0","0","0","        656.20"
"M&amp;M","18-Mar-2011","31-Mar-2011","652.5","664.15","628","633.05","632.5","633.05","4003","12927.06","3009000","152500","        631.10"
"M&amp;M","18-Mar-2011","28-Apr-2011","665","665","631.1","636.3","636","636.3","149","482.36","118000","33000","        631.10"
"M&amp;M","18-Mar-2011","26-May-2011","0","0","0","631.25","0","643.45","0","0","0","0","        631.10"
"M&amp;M","21-Mar-2011","31-Mar-2011","636.55","646.5","629.2","642.6","644.5","642.6","3608","11545.35","2779000","-230000","        641.10"
"M&amp;M","21-Mar-2011","28-Apr-2011","642","649.9","633.15","646.25","647.75","646.25","135","434.39","132000","14000","        641.10"
"M&amp;M","21-Mar-2011","26-May-2011","0","0","0","631.25","0","652.95","0","0","0","0","        641.10"
"M&amp;M","22-Mar-2011","31-Mar-2011","646.35","658","642.25","655.1","656.8","655.1","2319","7561.8","2724000","-55000","        654.10"
"M&amp;M","22-Mar-2011","28-Apr-2011","647.25","661.9","647","658.5","659.5","658.5","127","416.64","141000","9000","        654.10"
"M&amp;M","22-Mar-2011","26-May-2011","660","660","660","660","660","666.2","2","6.6","1000","1000","        654.10"
"M&amp;M","23-Mar-2011","31-Mar-2011","654.35","656.75","643.45","649.95","648.9","649.95","4360","14191.87","2718500","-5500","        646.10"
"M&amp;M","23-Mar-2011","28-Apr-2011","653.5","660","648","653.2","652.45","653.2","473","1549.84","291000","150000","        646.10"
"M&amp;M","23-Mar-2011","26-May-2011","0","0","0","660","660","657.9","0","0","1000","0","        646.10"
"M&amp;M","24-Mar-2011","31-Mar-2011","651.2","670","651","667.9","669.25","667.9","4239","14023.82","2700000","-18500","        665.50"
"M&amp;M","24-Mar-2011","28-Apr-2011","654.55","673.1","654.55","671.1","672.5","671.1","455","1513.25","349000","58000","        665.50"
"M&amp;M","24-Mar-2011","26-May-2011","0","0","0","660","660","677.45","0","0","1000","0","        665.50"
"M&amp;M","25-Mar-2011","31-Mar-2011","673","679.35","664.75","677.35","678.2","677.35","3872","13020.22","2535500","-164500","        673.45"
"M&amp;M","25-Mar-2011","28-Apr-2011","679","682.4","668.45","680.45","681","680.45","708","2389.58","547500","198500","        673.45"
"M&amp;M","25-Mar-2011","26-May-2011","0","0","0","660","660","685.4","0","0","1000","0","        673.45"
"M&amp;M","28-Mar-2011","31-Mar-2011","666","687","666","680.35","682.6","680.35","3106","10568.5","2409000","-126500","        677.95"
"M&amp;M","28-Mar-2011","28-Apr-2011","685.55","690.65","676.3","684.35","686","684.35","1184","4050.5","913000","365500","        677.95"
"M&amp;M","28-Mar-2011","26-May-2011","693.9","693.9","684.05","687.4","685","687.4","6","20.64","1500","500","        677.95"
"M&amp;M","29-Mar-2011","31-Mar-2011","680","692.1","679.1","688.1","689.15","688.1","2316","7955.71","2142000","-267000","        686.35"
"M&amp;M","29-Mar-2011","28-Apr-2011","680.95","697","680.95","692.7","694.6","692.7","1213","4196.68","1083500","170500","        686.35"
"M&amp;M","29-Mar-2011","26-May-2011","691.45","696.7","691.45","696.7","696.7","697.75","4","13.89","3000","1500","        686.35"
"M&amp;M","30-Mar-2011","31-Mar-2011","688.3","712.8","686","710.75","710.1","710.75","4756","16784.42","1490500","-651500","        709.95"
"M&amp;M","30-Mar-2011","28-Apr-2011","698","718.7","698","716.9","717.2","716.9","3194","11361.73","1636500","553000","        709.95"
"M&amp;M","30-Mar-2011","26-May-2011","702.45","720","702.45","716","716","721.55","4","14.27","4000","1000","        709.95"
"M&amp;M","31-Mar-2011","31-Mar-2011","709.3","715.9","685.55","700.9","700.25","700.35","4490","15634.06","836000","-654500","        700.35"
"M&amp;M","31-Mar-2011","28-Apr-2011","714.2","721.7","690.7","705.3","704","705.3","4869","17085.12","1999000","362500","        700.35"
"M&amp;M","31-Mar-2011","26-May-2011","712","712","695","706.65","710.75","706.65","20","70.31","8000","4000","        700.35"
"M&amp;M","01-Apr-2011","28-Apr-2011","705.55","719","702.05","715.5","716.75","715.5","3221","11452.91","2072500","73500","        711.05"
"M&amp;M","01-Apr-2011","26-May-2011","708.3","720.55","706.2","719.5","720.55","719.5","20","71.21","14500","6500","        711.05"
"M&amp;M","01-Apr-2011","30-Jun-2011","0","0","0","718.3","0","729.1","0","0","0","0","        711.05"
"M&amp;M","04-Apr-2011","28-Apr-2011","721","748.6","713.55","745.2","746","745.2","4692","17199.27","2146500","74000","        744.00"
"M&amp;M","04-Apr-2011","26-May-2011","723.35","751.6","717.6","748.5","747.75","748.5","34","125.94","21000","6500","        744.00"
"M&amp;M","04-Apr-2011","30-Jun-2011","0","0","0","718.3","0","762.25","0","0","0","0","        744.00"
"M&amp;M","05-Apr-2011","28-Apr-2011","747.45","748.95","728.8","736.6","737","736.6","3550","13056.83","1948000","-198500","        733.45"
"M&amp;M","05-Apr-2011","26-May-2011","743.05","743.9","732.15","740.35","741.05","740.35","41","151.4","21500","500","        733.45"
"M&amp;M","05-Apr-2011","30-Jun-2011","0","0","0","718.3","0","749.65","0","0","0","0","        733.45"
