"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Sep-2010","30-Sep-2010","631.1","635","623","627.85","626.5","627.85","9636","15174.9","6876750","88750","        630.15"
"M&amp;M","01-Sep-2010","28-Oct-2010","633.3","635.05","624.2","628.35","627.45","628.35","368","579.72","184000","48500","        630.15"
"M&amp;M","01-Sep-2010","25-Nov-2010","0","0","0","629.9","0","640.45","0","0","0","0","        630.15"
"M&amp;M","02-Sep-2010","30-Sep-2010","630.1","632.4","625.2","626.3","625.95","626.3","4551","7153.48","6856000","-20750","        626.25"
"M&amp;M","02-Sep-2010","28-Oct-2010","631.1","632","626.15","627","626.55","627","112","176.24","197500","13500","        626.25"
"M&amp;M","02-Sep-2010","25-Nov-2010","0","0","0","629.9","0","636.3","0","0","0","0","        626.25"
"M&amp;M","03-Sep-2010","30-Sep-2010","628.95","639.7","624.75","628.05","628.75","628.05","9742","15432.97","7251250","395250","        630.65"
"M&amp;M","03-Sep-2010","28-Oct-2010","630","639.45","626","628.85","626","628.85","241","381.66","232500","35000","        630.65"
"M&amp;M","03-Sep-2010","25-Nov-2010","0","0","0","629.9","0","640.7","0","0","0","0","        630.65"
"M&amp;M","06-Sep-2010","30-Sep-2010","633.45","635","628.5","632.95","632.95","632.95","4674","7389.57","7379250","128000","        634.25"
"M&amp;M","06-Sep-2010","28-Oct-2010","633.45","635","629.25","633.5","632.85","633.5","149","235.67","238000","5500","        634.25"
"M&amp;M","06-Sep-2010","25-Nov-2010","0","0","0","629.9","0","643.95","0","0","0","0","        634.25"
"M&amp;M","07-Sep-2010","30-Sep-2010","633","638.35","623.25","626.3","626.5","626.3","6867","10805.38","7552000","172750","        629.25"
"M&amp;M","07-Sep-2010","28-Oct-2010","637","637.75","624.1","626.8","627","626.8","192","302.28","260250","22250","        629.25"
"M&amp;M","07-Sep-2010","25-Nov-2010","0","0","0","629.9","0","638.8","0","0","0","0","        629.25"
"M&amp;M","08-Sep-2010","30-Sep-2010","625","637","624.95","634","635.35","634","6839","10807.24","7767250","215250","        635.25"
"M&amp;M","08-Sep-2010","28-Oct-2010","626.8","636","626.8","634.35","636","634.35","162","256.26","264750","4500","        635.25"
"M&amp;M","08-Sep-2010","25-Nov-2010","0","0","0","629.9","0","644.85","0","0","0","0","        635.25"
"M&amp;M","09-Sep-2010","30-Sep-2010","638","654","636.25","652.4","652.7","652.4","12387","20013.16","7896000","128750","        655.60"
"M&amp;M","09-Sep-2010","28-Oct-2010","639.5","654","637.8","652.5","653.45","652.5","275","444.64","275500","10750","        655.60"
"M&amp;M","09-Sep-2010","25-Nov-2010","0","0","0","629.9","0","665.3","0","0","0","0","        655.60"
"M&amp;M","13-Sep-2010","30-Sep-2010","656.25","663.9","647.5","660.25","660","660.25","8108","13304.61","7766000","-130000","        664.85"
"M&amp;M","13-Sep-2010","28-Oct-2010","659.5","663","648","660.2","660.5","660.2","673","1103.34","329000","53500","        664.85"
"M&amp;M","13-Sep-2010","25-Nov-2010","653.75","653.75","647.7","647.7","647.7","647.7","2","3.25","500","500","        664.85"
