"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Jul-2002","25-Jul-2002","115.4","117.65","114.5","117.15","117.5","117.15","708","2055.59","2662500","227500","        116.40"
"M&amp;M","01-Jul-2002","29-Aug-2002","116","118.25","116","117.7","118.25","117.7","10","29.31","15000","2500","        116.40"
"M&amp;M","01-Jul-2002","26-Sep-2002","0","0","0","112.55","0","119.45","0","0","0","0","        116.40"
"M&amp;M","02-Jul-2002","25-Jul-2002","117","119.95","116.85","117.25","117.05","117.25","1027","3044.86","2815000","152500","        116.70"
"M&amp;M","02-Jul-2002","29-Aug-2002","119.1","120.6","117.9","118.15","117.9","118.15","13","38.7","25000","10000","        116.70"
"M&amp;M","02-Jul-2002","26-Sep-2002","124.5","124.5","124.5","124.5","124.5","124.5","1","3.11","0","0","        116.70"
"M&amp;M","03-Jul-2002","25-Jul-2002","117","118","112.45","114.15","114.3","114.15","919","2642.3","2850000","35000","        113.50"
"M&amp;M","03-Jul-2002","29-Aug-2002","116.15","118.4","114","114.9","114.9","114.9","16","46.61","32500","7500","        113.50"
"M&amp;M","03-Jul-2002","26-Sep-2002","0","0","0","124.5","124.5","116.4","0","0","0","0","        113.50"
"M&amp;M","04-Jul-2002","25-Jul-2002","115.4","116.65","114.2","115.35","115.7","115.35","513","1480.84","2765000","-85000","        114.90"
"M&amp;M","04-Jul-2002","29-Aug-2002","116.15","117","116.1","116.1","116.1","116.1","6","17.48","40000","7500","        114.90"
"M&amp;M","04-Jul-2002","26-Sep-2002","0","0","0","124.5","124.5","117.75","0","0","0","0","        114.90"
"M&amp;M","05-Jul-2002","25-Jul-2002","116.45","118","116","117.65","117.85","117.65","696","2038.75","2842500","77500","        116.95"
"M&amp;M","05-Jul-2002","29-Aug-2002","118","118.95","107.65","118.5","118.5","118.85","10","29.25","57500","17500","        116.95"
"M&amp;M","05-Jul-2002","26-Sep-2002","0","0","0","124.5","124.5","119.8","0","0","0","0","        116.95"
"M&amp;M","08-Jul-2002","25-Jul-2002","118.8","120.6","118.6","119.25","119.3","119.25","613","1828.8","2860000","17500","        118.65"
"M&amp;M","08-Jul-2002","29-Aug-2002","120","126.95","119.75","120.45","120.6","120.45","48","144.8","107500","50000","        118.65"
"M&amp;M","08-Jul-2002","26-Sep-2002","0","0","0","124.5","124.5","121.4","0","0","0","0","        118.65"
"M&amp;M","09-Jul-2002","25-Jul-2002","119.45","119.45","116.55","117.25","117.15","117.25","540","1586.12","2905000","45000","        116.60"
"M&amp;M","09-Jul-2002","29-Aug-2002","120.9","120.9","117.6","118.35","117.8","118.35","45","133.2","172500","65000","        116.60"
"M&amp;M","09-Jul-2002","26-Sep-2002","0","0","0","124.5","124.5","119.25","0","0","0","0","        116.60"
"M&amp;M","10-Jul-2002","25-Jul-2002","116.9","116.95","114.55","115.25","115","115.25","393","1136.6","2915000","10000","        114.70"
"M&amp;M","10-Jul-2002","29-Aug-2002","108","117.8","108","116.35","115.9","116.35","12","34.81","187500","15000","        114.70"
"M&amp;M","10-Jul-2002","26-Sep-2002","123","123","123","123","123","123","1","3.08","0","0","        114.70"
"M&amp;M","11-Jul-2002","25-Jul-2002","114.2","115","113.05","113.65","113.35","113.65","457","1302.1","2827500","-87500","        113.25"
"M&amp;M","11-Jul-2002","29-Aug-2002","114.75","116","114.5","114.85","115","114.85","17","48.83","197500","10000","        113.25"
"M&amp;M","11-Jul-2002","26-Sep-2002","0","0","0","123","123","115.7","0","0","0","0","        113.25"
"M&amp;M","12-Jul-2002","25-Jul-2002","114.25","114.75","110.85","111.5","111.75","111.5","591","1663.15","3032500","205000","        110.90"
"M&amp;M","12-Jul-2002","29-Aug-2002","115.65","115.65","112","112.75","112.75","112.75","56","158.7","265000","67500","        110.90"
"M&amp;M","12-Jul-2002","26-Sep-2002","114","114","114","114","114","113.25","1","2.85","2500","2500","        110.90"
"M&amp;M","15-Jul-2002","25-Jul-2002","111.55","111.55","108.05","108.8","108.8","108.8","484","1320.29","2922500","-110000","        108.25"
"M&amp;M","15-Jul-2002","29-Aug-2002","111","111","109.25","109.85","110","109.85","46","126.38","335000","70000","        108.25"
"M&amp;M","15-Jul-2002","26-Sep-2002","0","0","0","114","114","110.5","0","0","2500","0","        108.25"
"M&amp;M","16-Jul-2002","25-Jul-2002","108.25","108.35","104.5","105.05","104.9","105.05","754","2010.51","3135000","212500","        104.65"
"M&amp;M","16-Jul-2002","29-Aug-2002","108.25","109","105.55","106.05","105.55","106.05","152","409.46","575000","240000","        104.65"
"M&amp;M","16-Jul-2002","26-Sep-2002","0","0","0","114","114","106.8","0","0","2500","0","        104.65"
"M&amp;M","17-Jul-2002","25-Jul-2002","104.4","104.4","100.7","101","101","101","983","2505.89","3277500","142500","        100.55"
