"Symbol","Date","Expiry","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Open Int","Change in OI","Underlying Value "
"M&amp;M","01-Nov-2016","24-Nov-2016","1320.6","1340","1308.8","1328.95","1329.1","1328.95","3911","26046","6886500","-24000","       1326.35"
"M&amp;M","01-Nov-2016","29-Dec-2016","1346","1346","1336","1336.25","1336.5","1336.25","11","73.68","25000","4000","       1326.35"
"M&amp;M","01-Nov-2016","25-Jan-2017","0","0","0","1321.4","0","1347.15","0","0","0","0","       1326.35"
"M&amp;M","02-Nov-2016","24-Nov-2016","1319.95","1389.45","1309.1","1371.8","1369.9","1371.8","15913","108292.08","6495500","-391000","       1369.30"
"M&amp;M","02-Nov-2016","29-Dec-2016","1331.6","1390","1331","1378.55","1372.4","1378.55","114","777.05","32500","7500","       1369.30"
"M&amp;M","02-Nov-2016","25-Jan-2017","1365.95","1397.7","1365.95","1396.75","1396.75","1390.55","11","76.41","3500","3500","       1369.30"
"M&amp;M","03-Nov-2016","24-Nov-2016","1365.2","1377.9","1360","1362.5","1360","1362.5","3437","23477.59","6432000","-63500","       1360.95"
"M&amp;M","03-Nov-2016","29-Dec-2016","1375.2","1380","1372","1373.75","1373.75","1375","10","68.72","32500","0","       1360.95"
"M&amp;M","03-Nov-2016","25-Jan-2017","1384.75","1384.75","1380","1380","1380","1381.85","2","13.82","3500","0","       1360.95"
"M&amp;M","04-Nov-2016","24-Nov-2016","1363.35","1393.7","1349","1373.3","1371.8","1373.3","6525","44890.69","6217000","-215000","       1372.35"
"M&amp;M","04-Nov-2016","29-Dec-2016","1360","1395.3","1360","1379.4","1377.1","1379.4","27","186.89","34500","2000","       1372.35"
"M&amp;M","04-Nov-2016","25-Jan-2017","0","0","0","1380","1380","1393.2","0","0","3500","0","       1372.35"
"M&amp;M","07-Nov-2016","24-Nov-2016","1382.75","1394.7","1374.55","1379.35","1378.7","1379.35","2579","17848.19","6062000","-155000","       1377.95"
